fewsid;code;naam;b_datum;e_datum;aquo;aquoid;WNA.oeverplantensoorten;datum;geslacht;author;beschermingsstatus.florafaunawet;WNA.habitatvoorkeur.vis;taxoncode;TWN.taxongroup;WNA.fytoplankton.groep;parentname;levensvorm;WNA.migratiegilde.vis;WNA.zuurstoftolerante.vis;WNA.kroossoorten;WNA.emerse.plantensoorten;check_2;TWN.taxonlevel;WNA.toxische.blauwalg;check1;WNA.reynolds.groep.cyanobacterieen;WNA.nederlandse.soortnaam;status;WNA.plantminnendheid.vis;WNA.fytoplankton.subgroep;refername;alleendrogeoever;WNA.onderwaterplantensoorten;WNA.soorten.met.drijvend.blad;WNA.stromingsgilde.vis;TWN.taxontype
7752;Galium uliginosum;Galium uliginosum;1-1-1981;;;;1;25-11-2008;Galium;C. Linnaeus 1753;;;GALIULIG;ANGIO;;Galium;;;;0;0;;Species;;;;Ruw walstro;10;;;;0;0;0;;MACFT
7753;Galium verum;Galium verum;1-1-1981;;;;1;25-11-2008;Galium;C. Linnaeus 1753;;;GALIVERU;ANGIO;;Galium;;;;0;0;;Species;;;;Geel walstro;10;;;;1;0;0;;MACFT
7754;Galliformes;Galliformes;1-1-1981;;;;;25-11-2008;Galliformes;Temminck, 1820;;;GALL;;;Aves;;;;;;;Ordo;;;;;10;;;;;;;;VOGLS
7755;Gallinago;Gallinago;1-1-1981;;;;;25-11-2008;Gallinago;Brisson, 1760;;;GALI;;;Scolopacidae;;;;;;;Genus;;;;;10;;;;;;;;VOGLS
7756;Gallinago gallinago;Gallinago gallinago;1-1-1981;;;;;25-11-2008;Gallinago;(Linnaeus, 1758);;;GALIGALL;;;Gallinago;;;;;;;Species;;;;Watersnip;10;;;;;;;;VOGLS
7757;Gallinago media;Gallinago media;1-1-1981;;;;;25-11-2008;Gallinago;(Latham, 1787);;;GALIMEDI;;;Gallinago;;;;;;;Species;;;;Poelsnip;10;;;;;;;;VOGLS
7758;Gallinula;Gallinula;1-1-1981;;;;;25-11-2008;Gallinula;Brisson, 1760;;;GALN;;;Rallidae;;;;;;;Genus;;;;;10;;;;;;;;VOGLS
7759;Gallinula chloropus;Gallinula chloropus;1-1-1981;;;;;25-11-2008;Gallinula;(Linnaeus, 1758);;;GALNCHLO;;;Gallinula;;;;;;;Species;;;;Waterhoen;10;;;;;;;;VOGLS
7760;Gammaproteobacteria;Gammaproteobacteria;1-1-1981;;;;;30-11-2009;Gammaproteobacteria;G.M. Garrity, J.A. Bell et T. Lilburn 2005;;;GAMM;HITAX;Overige;Rhodobacteria;;;;;;;Classis;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7761;Gammarella;Gammarella;1-1-1981;;;;;25-11-2008;Gammarella;Bate, 1857;;;GARE;CRAMP;;Melitidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7762;Gammarella fucicola;Gammarella fucicola;1-1-1981;;;;;25-11-2008;Gammarella;(Leach, 1814);;;GAREFUCI;CRAMP;;Gammarella;;;;;;;Species;;;;;10;;;;;;;;MACEV
7763;Gammarellidae;Gammarellidae;1-1-1981;;;;;28-5-2013;Gammarellidae;Bousfield, 1977;;;GAME;CRAMP;;Senticaudata;;;;;;;Familia;;;;;10;;;;;;;;MACEV
7764;Gammarellus;Gammarellus;1-1-1981;;;;;28-5-2013;Gammarellus;Herbst, 1793;;;GAML;CRAMP;;Gammarellidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7765;Gammarellus homari;Gammarellus homari;1-1-1981;;;;;28-5-2013;Gammarellus;(Fabricius, 1779);;;GAMLHOMA;CRAMP;;Gammarellus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7766;Gammaridae;Gammaridae;1-1-1981;;;;;25-11-2008;Gammaridae;Latreille, 1802;;;GAMA;CRAMP;;Gammaridea;;;;;;;Familia;;;;;10;;;;;;;;MACEV
7767;Gammaridea;Gammaridea;1-1-1981;;;;;25-11-2008;Gammaridea;Latreille, 1802;;;GAAR;CRAMP;;Amphipoda;;;;;;;Subordo;;;;;10;;;;;;;;MACEV
7768;Gammaroidea;Gammaridae;1-1-1981;31-12-2017;;;;25-11-2008;Gammaridae;Latreille, 1802;;;GAMA;CRAMP;;Gammaridea;;;;;;;Familia;;;;;10;;;;;;;;MACEV
7769;Gammaropsis;Gammaropsis;1-1-1981;;;;;28-5-2019 15:43;Gammaropsis;Liljeborg, 1855;;;GAMR;CRAMP;;Photidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7770;Gammaropsis maculata;Gammaropsis maculata;1-1-1981;;;;;25-11-2008;Gammaropsis;(Johnston, 1828);;;GAMRMACU;CRAMP;;Gammaropsis;;;;;;;Species;;;;;10;;;;;;;;MACEV
7771;Gammarus;Gammarus;1-1-1981;;;;;25-11-2008;Gammarus;J.C. Fabricius, 1775;;;GAMM;CRAMP;;Gammaridae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7772;Gammarus crinicornis;Gammarus crinicornis;1-1-1981;;;;;25-11-2008;Gammarus;Stock, 1966;;;GAMMCRIN;CRAMP;;Gammarus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7773;Gammarus duebeni;Gammarus duebeni;1-1-1981;;;;;25-11-2008;Gammarus;Liljeborg, 1852;;;GAMMDUEB;CRAMP;;Gammarus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7774;Gammarus fossarum;Gammarus fossarum;1-1-1981;;;;;25-11-2008;Gammarus;Koch in Panzer, 1835;;;GAMMFOSS;CRAMP;;Gammarus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7775;Gammarus insensibilis;Gammarus insensibilis;1-1-1981;;;;;15-6-2009;Gammarus;Stock, 1966;;;GAMMINSE;CRAMP;;Gammarus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7776;Gammarus lacustris;Gammarus lacustris;1-1-1981;;;;;25-11-2008;Gammarus;Sars, 1863;;;GAMMLACU;CRAMP;;Gammarus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7777;Gammarus locusta;Gammarus locusta;1-1-1981;;;;;25-11-2008;Gammarus;(Linnaeus, 1758);;;GAMMLOCU;CRAMP;;Gammarus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7778;Gammarus pulex;Gammarus pulex;1-1-1981;;;;;25-11-2008;Gammarus;(Linnaeus, 1758);;;GAMMPULE;CRAMP;;Gammarus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7779;Gammarus roeseli;Gammarus roeseli;1-1-1981;;;;;25-11-2008;Gammarus;Gervais, 1835;;;GAMMROEE;CRAMP;;Gammarus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7780;Gammarus salinus;Gammarus salinus;1-1-1981;;;;;25-11-2008;Gammarus;Spooner, 1947;;;GAMMSALI;CRAMP;;Gammarus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7781;Gammarus tigrinus;Gammarus tigrinus;1-1-1981;;;;;25-11-2008;Gammarus;Sexton, 1939;;;GAMMTIGR;CRAMP;;Gammarus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7782;Gammarus zaddachi;Gammarus zaddachi;1-1-1981;;;;;25-11-2008;Gammarus;Sexton, 1912;;;GAMMZADD;CRAMP;;Gammarus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7783;Gari;Gari;1-1-1981;;;;;25-11-2008;Gari;Schumacher, 1817;;;GARI;MOBIV;;Psammobiidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7784;Gari fervensis;Gari fervensis;1-1-1981;;;;;25-11-2008;Gari;(Gmelin, 1791);;;GARIFERV;MOBIV;;Gari;;;;;;;Species;;;;;10;;;;;;;;MACEV
7785;Garrulus;Garrulus;1-1-1981;;;;;25-11-2008;Garrulus;Brisson, 1760;;;GARR;;;Corvidae;;;;;;;Genus;;;;;10;;;;;;;;VOGLS
7786;Garrulus glandarius;Garrulus glandarius;1-1-1981;;;;;25-11-2008;Garrulus;(Linnaeus, 1758);;;GARRGLAN;;;Garrulus;;;;;;;Species;;;;Gaai;10;;;;;;;;VOGLS
7787;Gasterosteidae;Gasterosteidae;1-1-1981;;;;;25-11-2008;Gasterosteidae;;;;GASE;;;Gasterosteiformes;;;;;;;Familia;;;;;10;;;;;;;;VISSN
7788;Gasterosteiformes;Gasterosteiformes;1-1-1981;;;;;25-11-2008;Gasterosteiformes;;;;GASR;;;Neopterygii;;;;;;;Ordo;;;;;10;;;;;;;;VISSN
7789;Gasterosteus;Gasterosteus;1-1-1981;;;;;25-11-2008;Gasterosteus;C. Linnaeus, 1758;;TOLE;GASO;;;Gasterosteidae;;SM;;;;;Genus;;;;;10;;;;;;;EURY;VISSN
7790;Gasterosteus aculeatus;Gasterosteus aculeatus;1-1-1981;;;;;25-11-2008;Gasterosteus;C. Linnaeus, 1758;;TOLE;GASOACUL;;;Gasterosteus;;LMA;;;;;Species;;;;Driedoornige stekelbaars;10;;;;;;;EURY;VISSN
7791;Gastrodontidae;Gastrodontidae;1-1-1981;;;;;30-9-2011;Gastrodontidae;Tryon, 1866;;;GASD;MOGAS;;Pulmonata;;;;;;;Familia;;;;;10;;;;;;;;MACEV
7792;Gastropoda;Gastropoda;1-1-1981;;;;;25-11-2008;Gastropoda;Cuvier, 1795;;;GAST;MOGAS;;Mollusca;;;;;;;Classis;;;;;10;;;;;;;;MACEV
7793;Gastropodidae;Gastropodidae;1-1-1981;;;;;25-11-2008;Gastropodidae;H.K. Harring, 1913;;;GAST;ROTIF;;Ploima;;;;;;;Familia;;;;;10;;;;;;;;ZOOPT
7794;Gastropus;Gastropus;1-1-1981;;;;;25-11-2008;Gastropus;O.E. Imhof, 1898;;;GAPU;ROTIF;;Gastropodidae;;;;;;;Genus;;;;;10;;;;;;;;ZOOPT
7795;Gastropus stylifer;Gastropus stylifer;1-1-1981;;;;;25-11-2008;Gastropus;(O.E. Imhof, 1891);;;GAPUSTYL;ROTIF;;Gastropus;;;;;;;Species;;;;;10;;;;;;;;ZOOPT
7796;Gastrosaccus;Gastrosaccus;1-1-1981;;;;;25-11-2008;Gastrosaccus;Norman, 1868;;;GASS;CRMYS;;Mysidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7797;Gastrosaccus sanctus;Gastrosaccus sanctus;1-1-1981;;;;;11-6-2018 14:33;Gastrosaccus;(van Beneden, 1861);;;GASSSANC;CRMYS;;Gastrosaccus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7798;Gastrosaccus spinifer;Gastrosaccus spinifer;1-1-1981;;;;;25-11-2008;Gastrosaccus;(Goës, 1864);;;GASSSPIN;CRMYS;;Gastrosaccus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7799;Gastrotricha;Gastrotricha;1-1-1981;;;;;2-11-2009;Gastrotricha;I.I. Mechnikov, 1864;;;GASR;GASTR;;Animalia;;;;;;;Phylum;;;;;10;;;;;;;;ZOOPT
7800;Gattyana;Gattyana;1-1-1981;;;;;30-8-2016;Gattyana;McIntosh, 1897;;;GATT;APPOL;;Polynoidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7801;Gattyana amondseni;Gattyana amondseni;1-1-1981;;;;;30-8-2016;Gattyana;(Malmgren, 1867);;;GATTAMON;APPOL;;Gattyana;;;;;;;Species;;;;;10;;;;;;;;MACEV
7802;Gattyana cirrhosa;Gattyana cirrhosa;1-1-1981;;;;;30-8-2016;Gattyana;(Pallas, 1766);;;GATTCIRR;APPOL;;Gattyana;;;;;;;Species;;;;;10;;;;;;;;MACEV
7803;Gavia;Gavia;1-1-1981;;;;;25-11-2008;Gavia;Forster, 1788;;;GAVI;;;Gaviidae;;;;;;;Genus;;;;;10;;;;;;;;VOGLS
7804;Gavia adamsii;Gavia adamsii;1-1-1981;;;;;25-11-2008;Gavia;(Gray, 1859);;;GAVIADAM;;;Gavia;;;;;;;Species;;;;Geelsnavelduiker;10;;;;;;;;VOGLS
7805;Gavia arctica;Gavia arctica;1-1-1981;;;;;25-11-2008;Gavia;(Linnaeus, 1758);;;GAVIARCT;;;Gavia;;;;;;;Species;;;;Parelduiker;10;;;;;;;;VOGLS
7806;Gavia immer;Gavia immer;1-1-1981;;;;;25-11-2008;Gavia;(Brünnich, 1764);;;GAVIIMME;;;Gavia;;;;;;;Species;;;;IJsduiker;10;;;;;;;;VOGLS
7807;Gavia stellata;Gavia stellata;1-1-1981;;;;;25-11-2008;Gavia;(Pontoppidan, 1763);;;GAVISTEL;;;Gavia;;;;;;;Species;;;;Roodkeelduiker;10;;;;;;;;VOGLS
7808;Gaviidae;Gaviidae;1-1-1981;;;;;25-11-2008;Gaviidae;Allen, 1897;;;GAVD;;;Ciconiiformes;;;;;;;Familia;;;;;10;;;;;;;;VOGLS
7809;geen macrofauna aangetroffen;Geen macrofauna aangetroffen;1-1-1981;1-1-2015;;;;;;;;;;;;;;;;;;;;;;;;99;;;;;;;;MACEV
7810;Geissleria;Geissleria;1-1-1981;;;;;9-12-2015;Geissleria;H. Lange-Bertalot et D. Metzeltin 1996;;;GEIS;RAPHI;Diatom;Naviculales incertae sedis;;;;;;;Genus;0;;;;10;;Overig;;;;;;DIATM
7811;Geissleria acceptata;Geissleria acceptata;1-1-1981;;;;;25-11-2008;Geissleria;(F. Hustedt) H. Lange-Bertalot et D. Metzeltin 1996;;;GEISACCE;RAPHI;Diatom;Geissleria;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7812;Geissleria cummerowi;Geissleria cummerowi;1-1-1981;;;;;31-8-2009;Geissleria;(L. Kalbe) H. Lange-Bertalot 2001;;;GEISCUMM;RAPHI;Diatom;Geissleria;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7813;Geissleria decussis;Geissleria decussis;1-1-1981;;;;;25-11-2008;Geissleria;(E.V. Østrup) H. Lange-Bertalot et D. Metzeltin 1996;;;GEISDECU;RAPHI;Diatom;Geissleria;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7814;Geissleria ignota;Geissleria ignota;1-1-1981;;;;;25-11-2008;Geissleria;(G. Krasske) H. Lange-Bertalot et D. Metzeltin 1996;;;GEISIGNO;RAPHI;Diatom;Geissleria;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7815;Geissleria paludosa;Geissleria paludosa;1-1-1981;;;;;25-11-2008;Geissleria;(F. Hustedt) H. Lange-Bertalot et D. Metzeltin 1996;;;GEISPALU;RAPHI;Diatom;Geissleria;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7816;Geissleria schoenfeldii;Geissleria schoenfeldii;1-1-1981;;;;;25-11-2008;Geissleria;(F. Hustedt) H. Lange-Bertalot et D. Metzeltin 1996;;;GEISSCHO;RAPHI;Diatom;Geissleria;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7817;Geissleria similis;Geissleria similis;1-1-1981;;;;;25-11-2008;Geissleria;(G. Krasske) H. Lange-Bertalot et D. Metzeltin 1996;;;GEISSIMI;RAPHI;Diatom;Geissleria;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7818;Geitleribactron;Geitleribactron;1-1-1981;;;;;2-4-2013;Geitleribactron;J. Komárek 1975;;;GEIT;PROKA;Cyanobacteria;Chamaesiphonaceae;;;;;;;Genus;0;;;;10;;Chroococcales;;;;;;FYTPT
7819;Geitlerinema;Geitlerinema;1-1-1981;;;;;25-11-2008;Geitlerinema;K.T. Anagnostidis 1989;;;GETL;PROKA;Cyanobacteria;Pseudanabaenoideae;fil;;;;;;Genus;1;;;;10;;Overig;;;;;;FYTPT
7820;Geitlerinema acutissimum;Geitlerinema acutissimum;1-1-1981;;;;;24-11-2010;Geitlerinema;(H. Kufferath 1914) K.T. Anagnostidis 1989;;;GETLACUT;PROKA;Cyanobacteria;Geitlerinema;fil;;;;;;Species;1;;;;10;;Overig;;;;;;FYTPT
7821;Geitlerinema amphibium;Geitlerinema amphibium;1-1-1981;;;;;25-11-2008;Geitlerinema;(C.A. Agardh 1827 ex M.A. Gomont 1892) K.T. Anagnostidis 1989;;;GETLAMBI;PROKA;Cyanobacteria;Geitlerinema;fil;;;;;;Species;1;;;;10;;Chroococcales;;;;;;FYTPT
7822;Geitlerinema pseudacutissimum;Geitlerinema pseudacutissimum;1-1-1981;;;;;26-2-2010;Geitlerinema;(L. Geitler 1956) K.T. Anagnostidis 1989;;;GETLPSEU;PROKA;Cyanobacteria;Geitlerinema;fil;;;;;;Species;0;;;;10;;Chroococcales;;;;;;FYTPT
7823;Geitlerinema splendidum;Geitlerinema splendidum;1-1-1981;;;;;25-11-2008;Geitlerinema;(R.K. Greville 1824 ex M.A. Gomont 1892) K.T. Anagnostidis 1989;;;GETLSPLE;PROKA;Cyanobacteria;Geitlerinema;fil;;;;;;Species;0;;;;10;;Chroococcales;;;;;;FYTPT
7824;Geitlerinema unigranulatum;Geitlerinema unigranulatum;1-1-1981;;;;;24-11-2010;Geitlerinema;(R.N. Singh 1939) J. Komárek et M.T. de P. Azevedo 2000;;;GETLUNIG;PROKA;Cyanobacteria;Geitlerinema;fil;;;;;;Species;0;;;;10;;Overig;;;;;;FYTPT
7825;Gelochelidon;Gelochelidon;1-1-1981;;;;;25-11-2008;Gelochelidon;Brehm, 1830;;;GELO;;;Laridae;;;;;;;Genus;;;;;10;;;;;;;;VOGLS
7826;Gelochelidon nilotica;Gelochelidon nilotica;1-1-1981;;;;;25-11-2008;Gelochelidon;(Gmelin, 1789);;;GELONILO;;;Gelochelidon;;;;;;;Species;;;;Lachstern;10;;;;;;;;VOGLS
7827;Geminella [1];Geminella [1];1-1-1981;;;;;24-11-2010;Geminella;P.J.F. Turpin 1828 s.str.;;;GEME;CHLOR;Overige;Trebouxiophyceae incertae sedis;;;;;;;Genus;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7828;Geminella interrupta;Geminella interrupta;1-1-1981;;;;;24-11-2010;Geminella;P.J.F. Turpin 1828;;;GEMIINTE;CHLOR;Overige;Geminella [1];;;;;;;Species;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7829;Geminella longispira;Geminella longispira;1-1-1981;;;;;24-11-2010;Geminella;F. Hindák 1996 (ICN: nom. inval.);;;GEMILONG;CHLOR;Overige;Geminella [1];;;;;;;Species;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7830;Geminella mutabilis;Geminella mutabilis;1-1-1981;;;;;24-11-2010;Geminella;(L.A. de Brébisson 1844) J.N.F. Wille in H.G.A. Engler et K.A.E. Prantl 1909;;;GEMIMUTA;CHLOR;Overige;Geminella [1];;;;;;;Species;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7831;Geminella planctonica;Geminella planctonica;1-1-1981;;;;;24-11-2010;Geminella;(E.N. Bolochonzew 1909) G.L. Tiwary et D.C. Pandey 1972;;;GEMIPLAN;CHLOR;Overige;Geminella [1];;;;;;;Species;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7832;Geminella smithii;Geminella smithii;1-1-1981;;;;;24-11-2010;Geminella;P.P.C. Bourrelly 1962 (ICN: nom. inval.);;;GEMISMIT;CHLOR;Overige;Geminella [1];;;;;;;Species;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7833;Gemminigeraceae;Gemminigeraceae;1-1-1981;;;;;31-8-2009;Gemminigeraceae;B.L. Clay, P. Kugrens et R.E. Lee 1999;;;GEMM;HITAX;Overige;Cryptomonadales;;;;;;;Familia;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7834;Genista;Genista;1-1-1981;;;;1;25-11-2008;Genista;C. Linnaeus 1753;;;GENI;ANGIO;;Fabaceae;;;;0;0;;Genus;;;;;10;;;;0;0;0;;MACFT
7835;Genista anglica;Genista anglica;1-1-1981;;;;1;17-12-2009;Genista;C. Linnaeus 1753;;;GENIANGL;ANGIO;;Genista;;;;0;0;;Species;;;;Stekelbrem;10;;;;0;0;0;;MACFT
7836;Genista pilosa;Genista pilosa;1-1-1981;;;;1;25-11-2008;Genista;C. Linnaeus 1753;;;GENIPILO;ANGIO;;Genista;;;;0;0;;Species;;;;Kruipbrem;10;;;;0;0;0;;MACFT
7837;Gentiana;Gentiana;1-1-1981;;;;1;25-11-2008;Gentiana;C. Linnaeus 1753;2;;GENT;ANGIO;;Gentianaceae;;;;0;0;;Genus;;;;;10;;;;0;0;0;;MACFT
7838;Gentiana pneumonanthe;Gentiana pneumonanthe;1-1-1981;;;;1;25-11-2008;Gentiana;C. Linnaeus 1753;;;GENTPNEU;ANGIO;;Gentiana;;;;0;0;;Species;;;;Klokjesgentiaan;10;;;;0;0;0;;MACFT
7839;Gentianaceae;Gentianaceae;1-1-1981;;;;0;25-11-2008;Gentianaceae;;;;GETI;ANGIO;;Gentianales;;;;0;0;;Familia;;;;Gentiaanfamilie;10;;;;0;0;0;;MACFT
7840;Gentianales;Gentianales;1-1-1981;;;;0;25-11-2008;Gentianales;;;;GEIA;ANGIO;;Spermatopsida;;;;0;0;;Ordo;;;;;10;;;;0;0;0;;MACFT
7841;Gentianella;Gentianella;1-1-1981;;;;1;25-11-2008;Gentianella;C. Moench 1794;2;;GEAN;ANGIO;;Gentianaceae;;;;0;0;;Genus;;;;;10;;;;0;0;0;;MACFT
7842;Gentianella amarella;Gentianella amarella;1-1-1981;;;;1;25-11-2008;Gentianella;(C. Linnaeus) C.J.B. Börner 1912;;;GEANAMAR;ANGIO;;Gentianella;;;;0;0;;Species;;;;Slanke gentiaan;10;;;;0;0;0;;MACFT
7843;Geocalycaceae;Geocalycaceae;1-1-1981;;;;0;25-11-2008;Geocalycaceae;;;;GEOC;MOSSE;;Jungermanniales;;;;0;0;;Familia;;;;Terpentijnmosfamilie;10;;;;0;0;0;;MACFT
7844;Geocenamus;Geocenamus;1-1-1981;;;;;25-11-2008;Geocenamus;Thorne et Malek, 1968;;;GEOC;;;Belonolaimidae;;;;;;;Genus;;;;;10;;;;;;;;NEMTD
7845;Geocenamus longus;Geocenamus longus;1-1-1981;;;;;25-11-2008;Geocenamus;(Wu, 1969);;;GEOCLONG;;;Geocenamus;;;;;;;Species;;;;;10;;;;;;;;NEMTD
7846;Geomonhystera;Geomonhystera;1-1-1981;;;;;25-11-2008;Geomonhystera;Andrássy, 1981;;;GEOM;;;Monhysteridae;;;;;;;Genus;;;;;10;;;;;;;;NEMTD
7847;Geomonhystera villosa;Geomonhystera villosa;1-1-1981;;;;;25-11-2008;Geomonhystera;(Bütschli, 1873);;;GEOMVILL;;;Geomonhystera;;;;;;;Species;;;;;10;;;;;;;;NEMTD
7848;Georissidae;Georissidae;1-1-1981;;;;;25-11-2008;Georissidae;Laporte, 1840;;;GEOI;INCOL;;Polyphaga;;;;;;;Familia;;;;;10;;;;;;;;MACEV
7849;Georissus;Georissus;1-1-1981;;;;;25-11-2008;Georissus;Latreille, 1809;;;GEOS;INCOL;;Georissidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7850;Georissus crenulatus;Georissus crenulatus;1-1-1981;;;;;25-11-2008;Georissus;(Rossi, 1794);;;GEOSCREN;INCOL;;Georissus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7851;Georthocladius;Georthocladius;1-1-1981;;;;;25-11-2008;Georthocladius;Strenzke, 1941;;;GEOR;IDCHI;;Orthocladiinae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7852;Georthocladius luteicornis;Georthocladius luteicornis;1-1-1981;;;;;25-11-2008;Georthocladius;(Goetghebuer, 1941);;;GEORLUTE;IDCHI;;Georthocladius;;;;;;;Species;;;;;10;;;;;;;;MACEV
7853;Gephyrocapsa;Gephyrocapsa;1-1-1981;;;;;31-8-2009;Gephyrocapsa;E. Kamptner 1943;;;GEPH;CHRYS;Overige;Noëlaerhabdaceae;;;;;;;Genus;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7854;Gephyrocapsa oceanica;Gephyrocapsa oceanica;1-1-1981;;;;;31-8-2009;Gephyrocapsa;E. Kamptner 1943;;;GEPHOCEA;CHRYS;Overige;Gephyrocapsa;;;;;;;Species;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7855;Geraniaceae;Geraniaceae;1-1-1981;;;;0;25-11-2008;Geraniaceae;;;;GEAC;ANGIO;;Geraniales;;;;0;0;;Familia;;;;Ooievaarsbekfamilie;10;;;;0;0;0;;MACFT
7856;Geraniales;Geraniales;1-1-1981;;;;1;25-11-2008;Geraniales;;;;GEAL;ANGIO;;Spermatopsida;;;;0;0;;Ordo;;;;;10;;;;0;0;0;;MACFT
7857;Geranium;Geranium;1-1-1981;;;;1;25-11-2008;Geranium;C. Linnaeus 1753;;;GERA;ANGIO;;Geraniaceae;;;;0;0;;Genus;;;;;10;;;;1;0;0;;MACFT
7858;Geranium columbinum;Geranium columbinum;1-1-1981;;;;1;25-10-2011;Geranium;C. Linnaeus 1753;;;GERACOLU;ANGIO;;Geranium;;;;0;0;;Species;;;;Fijne ooievaarsbek;10;;;;1;0;0;;MACFT
7859;Geranium dissectum;Geranium dissectum;1-1-1981;;;;1;25-11-2008;Geranium;C. Linnaeus 1755;;;GERADISS;ANGIO;;Geranium;;;;0;0;;Species;;;;Slipbladige ooievaarsbek;10;;;;1;0;0;;MACFT
7860;Geranium molle;Geranium molle;1-1-1981;;;;1;25-11-2008;Geranium;C. Linnaeus 1753;;;GERAMOLL;ANGIO;;Geranium;;;;0;0;;Species;;;;Zachte ooievaarsbek;10;;;;1;0;0;;MACFT
7861;Geranium phaeum;Geranium;1-1-1981;31-12-2017;;;1;25-11-2008;Geranium;C. Linnaeus 1753;;;GERA;ANGIO;;Geraniaceae;;;;0;0;;Genus;;;;;10;;;;1;0;0;;MACFT
7862;Geranium pratense;Geranium pratense;1-1-1981;;;;1;2-11-2009;Geranium;C. Linnaeus 1753;;;GERAPRAT;ANGIO;;Geranium;;;;0;0;;Species;;;;Beemdooievaarsbek;10;;;;1;0;0;;MACFT
7863;Geranium pusillum;Geranium pusillum;1-1-1981;;;;1;25-11-2008;Geranium;C. Linnaeus 1753;;;GERAPUSI;ANGIO;;Geranium;;;;0;0;;Species;;;;Kleine ooievaarsbek;10;;;;1;0;0;;MACFT
7864;Geranium pyrenaicum;Geranium pyrenaicum;1-1-1981;;;;1;17-12-2009;Geranium;N.L. Burman 1759;;;GERAPYRE;ANGIO;;Geranium;;;;0;0;;Species;;;;Bermooievaarsbek;10;;;;1;0;0;;MACFT
7865;Geranium robertianum;Geranium robertianum;1-1-1981;;;;1;25-11-2008;Geranium;C. Linnaeus 1753;;;GERAROBE;ANGIO;;Geranium;;;;0;0;;Species;;;;Robertskruid;10;;;;1;0;0;;MACFT
7866;Geranium rotundifolium;Geranium rotundifolium;1-1-1981;;;;1;2-11-2009;Geranium;C. Linnaeus 1753;;;GERAROTU;ANGIO;;Geranium;;;;0;0;;Species;;;;Ronde ooievaarsbek;10;;;;1;0;0;;MACFT
7867;Gerridae;Gerridae;1-1-1981;;;;;20-5-2009;Gerridae;Leach, 1817;;;GERR;INHET;;Heteroptera;;;;;;;Familia;;;;;10;;;;;;;;MACEV
7868;Gerris;Gerris;1-1-1981;;;;;20-5-2009;Gerris;Fabricius, 1794;;;GERI;INHET;;Gerridae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7869;Gerris argentatus;Gerris argentatus;1-1-1981;;;;;20-5-2009;Gerris;Schummel, 1832;;;GERIARGE;INHET;;Gerris;;;;;;;Species;;;;;10;;;;;;;;MACEV
7870;Gerris gibbifer;Gerris gibbifer;1-1-1981;;;;;20-5-2009;Gerris;Schummel, 1832;;;GERIGIBB;INHET;;Gerris;;;;;;;Species;;;;;10;;;;;;;;MACEV
7871;Gerris lacustris;Gerris lacustris;1-1-1981;;;;;20-5-2009;Gerris;(Linnaeus, 1758);;;GERILACU;INHET;;Gerris;;;;;;;Species;;;;;10;;;;;;;;MACEV
