GeoObject.code;HoortBijGeoobject.identificatie;GHPR;gebied;Gbdafk;Doel;bronddoel;HandelingsperspectiefWBP;Doel_2022;brondoel_2022;Doel_2022_v2;brondoel_2022_v2
NL11_2_1;NL11_VaartenAmsterdam;Vis-kwaliteit ;1000-EAG-4;BzmADM,O;0.6;KRW_2021;;0.41;KRW_2027;0.41;KRW_2027
NL11_2_10;NL11_PolderDemmerik;Macrofauna-kwaliteit ;2501-EAG-1;;0.6;KRW_2021;;0.29;KRW_2027;0.29;KRW_2027
NL11_2_10;NL11_PolderDemmerik;Vis-kwaliteit ;2501-EAG-1;;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_2_10;NL11_PolderDemmerik;Macrofauna-kwaliteit ;2501-EAG-2;;0.6;KRW_2021;;0.29;KRW_2027;0.29;KRW_2027
NL11_2_10;NL11_PolderDemmerik;Vis-kwaliteit ;2501-EAG-2;;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_2_10;NL11_PolderDemmerik;Overige waterflora-kwaliteit;2501-EAG-1;Oukoop;0.42;WGP_GWV;0.1;0.5;KRW_2027;0.5;KRW_2027
NL11_2_10;NL11_PolderDemmerik;Overige waterflora-kwaliteit;2501-EAG-2;Demmerik;0.47;WGP_GWV;0.2;0.5;KRW_2027;0.5;KRW_2027
NL11_2_11;NL11_GrootWilnis-VinkeveenZuid;Fytoplankton-kwaliteit  ;2510-EAG-1;;0.6;KRW_2021;;0.46;KRW_2027;0.46;KRW_2027
NL11_2_11;NL11_GrootWilnis-VinkeveenZuid;Macrofauna-kwaliteit ;2510-EAG-1;;0.6;KRW_2021;;0.39;KRW_2027;0.39;KRW_2027
NL11_2_11;NL11_GrootWilnis-VinkeveenZuid;Vis-kwaliteit ;2510-EAG-1;;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_2_11;NL11_GrootWilnis-VinkeveenZuid;Fytoplankton-kwaliteit  ;2510-EAG-3;;0.6;KRW_2021;;0.46;KRW_2027;0.46;KRW_2027
NL11_2_11;NL11_GrootWilnis-VinkeveenZuid;Macrofauna-kwaliteit ;2510-EAG-3;;0.6;KRW_2021;;0.39;KRW_2027;0.39;KRW_2027
NL11_2_11;NL11_GrootWilnis-VinkeveenZuid;Vis-kwaliteit ;2510-EAG-3;;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_2_11;NL11_GrootWilnis-VinkeveenZuid;Overige waterflora-kwaliteit;2510-EAG-1;GWVZ,HcpGeer;0.46;WGP_GWV;0.17;0.49;KRW_2027;0.49;KRW_2027
NL11_2_11;NL11_GrootWilnis-VinkeveenZuid;Overige waterflora-kwaliteit;2510-EAG-3;GWVZ,bvnland;0.55;WGP_GWV;0.2;0.49;KRW_2027;0.49;KRW_2027
NL11_2_4;NL11_VaartenZevenhoven;Macrofauna-kwaliteit ;2600-EAG-1;PZevhov,bmlgbd;0.6;KRW_2021;;0.41;KRW_2027;0.41;KRW_2027
NL11_2_4;NL11_VaartenZevenhoven;Vis-kwaliteit ;2600-EAG-1;PZevhov,bmlgbd;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_2_4;NL11_VaartenZevenhoven;Overige waterflora-kwaliteit;2600-EAG-1;PZevhov,bmlgbd;0.6;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
;NL11_2600-EAG-3;Overige waterflora-kwaliteit;2600-EAG-3;PZevhov,NieuwAms;0.28;handelingsperspectief_score2015-2017;;0.281;10% beste 2006-2019;0.32;huidige toestand + gemiddelde 90p-50p tussen 2006 en 2019 + 0.05ekr bonus
NL11_2_2;NL11_VaartenVechtstreek;Fytoplankton-kwaliteit  ;4000-EAG-1;s-GravelandscheVrt;0.6;KRW_2021;;0.55;KRW_2027;0.55;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Macrofauna-kwaliteit ;4000-EAG-1;s-GravelandscheVrt;0.6;KRW_2021;;0.54;KRW_2027;0.54;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Vis-kwaliteit ;4000-EAG-1;s-GravelandscheVrt;0.6;KRW_2021;;0.72;KRW_2027;0.72;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Overige waterflora-kwaliteit;4000-EAG-1;s-GravelandscheVrt;0.6;KRW_2021;;0.47;KRW_2027;0.47;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Fytoplankton-kwaliteit  ;4000-EAG-3;Karnemelksloot;0.6;KRW_2021;;0.55;KRW_2027;0.55;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Macrofauna-kwaliteit ;4000-EAG-3;Karnemelksloot;0.6;KRW_2021;;0.54;KRW_2027;0.54;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Vis-kwaliteit ;4000-EAG-3;Karnemelksloot;0.6;KRW_2021;;0.72;KRW_2027;0.72;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Overige waterflora-kwaliteit;4000-EAG-3;Karnemelksloot;0.6;KRW_2021;;0.47;KRW_2027;0.47;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Fytoplankton-kwaliteit  ;4000-EAG-4;NaardertrekVrt;0.6;KRW_2021;;0.55;KRW_2027;0.55;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Macrofauna-kwaliteit ;4000-EAG-4;NaardertrekVrt;0.6;KRW_2021;;0.54;KRW_2027;0.54;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Vis-kwaliteit ;4000-EAG-4;NaardertrekVrt;0.6;KRW_2021;;0.72;KRW_2027;0.72;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Overige waterflora-kwaliteit;4000-EAG-4;NaardertrekVrt;0.6;KRW_2021;;0.47;KRW_2027;0.47;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Fytoplankton-kwaliteit  ;4000-EAG-6;VestingNaard;0.6;KRW_2021;;0.55;KRW_2027;0.55;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Vis-kwaliteit ;4000-EAG-6;VestingNaard;0.6;KRW_2021;;0.72;KRW_2027;0.72;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Macrofauna-kwaliteit ;4000-EAG-6;VestingNaard;0.6;KRW_2021;;0.54;KRW_2027;0.54;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Overige waterflora-kwaliteit;4000-EAG-6;VestingNaard;0.6;KRW_2021;;0.47;KRW_2027;0.47;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Vis-kwaliteit ;4000-EAG-7;Naard-Bussum;0.6;KRW_2021;;0.72;KRW_2027;0.72;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Fytoplankton-kwaliteit  ;4000-EAG-7;Naard-Bussum;0.6;KRW_2021;;0.55;KRW_2027;0.55;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Macrofauna-kwaliteit ;4000-EAG-7;Naard-Bussum;0.6;KRW_2021;;0.54;KRW_2027;0.54;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Overige waterflora-kwaliteit;4000-EAG-7;Naard-Bussum;0.6;KRW_2021;;0.47;KRW_2027;0.47;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Fytoplankton-kwaliteit  ;4000-EAG-8;ZanderijVrt;0.6;KRW_2021;;0.55;KRW_2027;0.55;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Vis-kwaliteit ;4000-EAG-8;ZanderijVrt;0.6;KRW_2021;;0.72;KRW_2027;0.72;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Macrofauna-kwaliteit ;4000-EAG-8;ZanderijVrt;0.6;KRW_2021;;0.54;KRW_2027;0.54;KRW_2027
NL11_2_2;NL11_VaartenVechtstreek;Overige waterflora-kwaliteit;4000-EAG-8;ZanderijVrt;0.6;KRW_2021;;0.47;KRW_2027;0.47;KRW_2027
;NL11_1020-EAG-1;Overige waterflora-kwaliteit;1020-EAG-1;Wrprk;0.6;Default GEP;;0.6;Default GEP;;
NL11_2_4;NL11_VaartenZevenhoven;Macrofauna-kwaliteit ;2600-EAG-5;PZevhov,OdDspJnk;0.6;KRW_2021;;0.41;KRW_2027;0.41;KRW_2027
NL11_2_4;NL11_VaartenZevenhoven;Vis-kwaliteit ;2600-EAG-5;PZevhov,OdDspJnk;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_2_4;NL11_VaartenZevenhoven;Overige waterflora-kwaliteit;2600-EAG-5;PZevhov,OdDspJnk;0.6;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
NL11_2_4;NL11_VaartenZevenhoven;Macrofauna-kwaliteit ;2600-EAG-6;PZ,Achtwg;0.6;KRW_2021;;0.41;KRW_2027;0.41;KRW_2027
NL11_2_4;NL11_VaartenZevenhoven;Vis-kwaliteit ;2600-EAG-6;PZ,Achtwg;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_2_4;NL11_VaartenZevenhoven;Overige waterflora-kwaliteit;2600-EAG-6;PZ,Achtwg;0.6;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
NL11_2_4;NL11_VaartenZevenhoven;Macrofauna-kwaliteit ;2600-EAG-8;PZevhov,Ksmltcht;0.6;KRW_2021;;0.41;KRW_2027;0.41;KRW_2027
NL11_2_4;NL11_VaartenZevenhoven;Vis-kwaliteit ;2600-EAG-8;PZevhov,Ksmltcht;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_2_4;NL11_VaartenZevenhoven;Overige waterflora-kwaliteit;2600-EAG-8;PZevhov,Ksmltcht;0.6;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
;NL11_2600-EAG-9;Overige waterflora-kwaliteit;2600-EAG-9;PZ,GroenJonker;0.18;handelingsperspectief_score2015-2017;;0.177;10% beste 2006-2019;0.2;huidige toestand + gemiddelde 90p-50p tussen 2006 en 2019
;NL11_2610-EAG-1;Overige waterflora-kwaliteit;2610-EAG-1;WOB-bmgbd;0.419333333;handelingsperspectief_score2006-2014;0.12;0.4258;10% beste 2006-2019;0.35;huidige toestand + gemiddelde 90p-50p tussen 2006 en 2019
NL11_2_5;NL11_VaartenRondeHoep;Overige waterflora-kwaliteit;2400-EAG-1;PdeRndHp,bmlgbd;0.6;KRW_2021;0.14;0.72;KRW_2027;0.72;KRW_2027
NL11_2_5;NL11_VaartenRondeHoep;Macrofauna-kwaliteit ;2400-EAG-1;PdeRndHp,bmlgbd;0.6;KRW_2021;0.14;0.76;KRW_2027;0.76;KRW_2027
NL11_2_5;NL11_VaartenRondeHoep;Vis-kwaliteit ;2400-EAG-1;PdeRndHp,bmlgbd;0.6;KRW_2021;0.14;0.8;KRW_2027;0.8;KRW_2027
NL11_2_5;NL11_VaartenRondeHoep;Overige waterflora-kwaliteit;2400-EAG-2;PdeRndHp,ZW;0.6;KRW_2021;0.14;0.72;KRW_2027;0.72;KRW_2027
NL11_2_5;NL11_VaartenRondeHoep;Macrofauna-kwaliteit ;2400-EAG-2;PdeRndHp,ZW;0.6;KRW_2021;0.14;0.76;KRW_2027;0.76;KRW_2027
NL11_2_5;NL11_VaartenRondeHoep;Vis-kwaliteit ;2400-EAG-2;PdeRndHp,ZW;0.6;KRW_2021;0.14;0.8;KRW_2027;0.8;KRW_2027
