"EAG";"jaar";"O1";"O2";"O3";"O4";"O5";"O6";"O7";"O8";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"GAFNAAM";"KRW_SGBP3";"KRWmonitoringslocatie_SGBP3";"SGBP3_NAAM"
"3110-EAG-1";2017;0;2;0;0;2;70;0;26;5;0;8;19;6;42;33;6;11;"Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Meerlanden, Landbouw ZO";"";"";""
"3110-EAG-2";2017;0;4;0;0;0;81;0;15;10;0;5;10;30;50;15;10;5;"Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Hilversumse Bovenmeent";"";"";""
"3110-EAG-3";2017;0;0;0;0;3;68;11;18;0;0;3;38;9;34;47;3;22;"Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Nog opknippen in  EAG's";"";"";""
"3110-EAG-4";2017;0;0;0;0;0;50;0;50;0;100;0;0;100;0;0;50;0;"Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Aalscholverkolonie";"";"";""
"3110-EAG-5";2017;0;0;0;0;2;93;1;5;25;6;7;10;36;49;7;5;0;"Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Nog opknippen in  EAG's";"";"";""
"3200-EAG-1";2019;35;8;0;0;30;18;2;8;4;0;0;1;38;1;66;12;16;"Spiegelpolder, Spiegel- en Blijkpolderplas";"NL11_3_6";"NL11_Spiegelplas";"Spiegelplas"
"3200-EAG-2";2019;0;0;0;0;0;80;0;20;13;0;7;0;7;87;0;0;0;"Spiegelpolder, Spiegelweg";"";"";""
"3201-EAG-1";2019;1;0;0;0;25;47;8;19;0;0;7;13;31;19;44;28;16;"Stichtsch Ankeveensche Polder, Ankeveensche Plassen SAP noord";"NL11_6_3";"NL11_StichtseAnkeveense";"Stichts Ankeveense plassen"
"3201-EAG-2";2019;0;0;0;0;7;78;0;15;11;0;14;0;38;45;15;18;8;"Stichtsch Ankeveensche Polder, Ankeveensche Plassen SAP zuid";"NL11_6_3";"NL11_StichtseAnkeveense";"Stichts Ankeveense plassen"
"3201-EAG-3";2019;0;0;0;0;1;81;0;18;15;8;0;8;8;25;55;0;25;"Stichtsch Ankeveensche Polder, Stichtsch Ankeveensche Polder oost";"";"";""
"3210-EAG-1";2018;0;0;0;0;0;100;0;0;0;56;0;14;26;56;14;16;0;"Horn- en Kuyerpolder, bemalen gebied";"";"";""
"3210-EAG-2";2018;0;0;0;0;0;100;0;0;0;0;0;0;74;26;0;42;0;"Horn- en Kuyerpolder, gestuwde gebieden";"";"";""
"3210-EAG-3";2018;0;12;0;0;0;88;0;0;15;0;0;6;29;50;15;12;12;"Horn- en Kuyerpolder, Stedelijk gebied Nederhorst Den Berg";"";"";""
"3220-EAG-1";2015;0;0;0;0;9;91;0;0;0;0;0;0;0;17;67;0;0;"Horstermeerpolder en Meeruiterdijksche Polder, Korremof";"";"";""
"3220-EAG-2";2015;0;0;0;0;8;39;19;33;11;0;0;0;28;56;17;3;3;"Horstermeerpolder en Meeruiterdijksche Polder, polder";"";"";""
"3220-EAG-3";2015;0;11;0;0;0;44;22;22;22;11;0;11;22;33;33;0;11;"Horstermeerpolder en Meeruiterdijksche Polder, Anko zuid";"";"";""
"3220-EAG-4";2015;0;0;0;0;0;73;0;27;36;0;0;0;27;73;0;0;0;"Horstermeerpolder en Meeruiterdijksche Polder, Meeruiterdijksche Polder zuid";"";"";""
"3220-EAG-5";2015;0;0;0;0;100;0;0;0;0;0;0;100;0;0;0;0;0;"Horstermeerpolder en Meeruiterdijksche Polder, Meeruiterdijksche Polder noord";"";"";""
"3220-EAG-6";2015;0;0;0;0;0;25;0;75;33;0;0;0;33;0;33;0;0;"Horstermeerpolder en Meeruiterdijksche Polder, Spiegelpolder zuid";"";"";""
"3230-EAG-1";2019;1;1;0;2;11;71;0;14;5;7;1;28;9;26;34;1;11;"Polder Kortenhoef, Het Hol/Suikerpot";"NL11_6_6";"NL11_HetHol";"Het Hol"
"3230-EAG-2";2019;15;5;6;1;16;38;13;7;1;0;1;32;34;14;21;15;6;"Polder Kortenhoef, Wijde Blik";"NL11_3_7";"NL11_WijdeBlik";"Wijde Blik"
"3230-EAG-3";2019;2;1;0;2;16;60;0;21;4;0;11;51;14;13;31;4;4;"Polder Kortenhoef, Wijde Gat";"NL11_6_7";"NL11_WijdeGat";"Wijde Gat"
"3230-EAG-4";2019;0;0;0;0;4;88;0;8;17;10;2;8;8;27;51;0;20;"Polder Kortenhoef, Kortenhoef";"";"";""
"3230-EAG-5";2019;7;0;0;0;11;54;2;26;4;0;11;44;5;11;44;0;13;"Polder Kortenhoef, Hilversumsch Kanaal plas/dras";"NL11_6_8";"NL11_HilversumsKanaal";"Hilversums Kanaal"
"3230-EAG-6";2019;12;12;0;4;8;42;0;21;19;19;5;14;14;43;57;0;14;"Polder Kortenhoef, Hilversumsch Kanaal";"NL11_6_8";"NL11_HilversumsKanaal";"Hilversums Kanaal"
"3240-EAG-1";2018;0;0;0;0;0;57;0;43;16;19;0;3;26;73;11;16;6;"Polder Dorssewaard, Polder Dorssewaard";"";"";""
"3250-EAG-1";2018;17;0;0;0;8;33;0;42;53;40;0;0;53;40;7;0;0;"Vreeland (oost), Vreeland (oost)";"";"";""
"3260-EAG-1";2019;0;0;0;0;0;50;12;38;25;12;0;0;38;25;12;0;0;"Blijkpolder, Blijkpolder";"";"";""
"3300-EAG-1";2017;34;3;3;0;44;3;9;3;0;0;7;100;0;1;1;0;0;"Muyeveld, Loosdrechtsche Plassen";"NL11_5_5";"NL11_LoosdrechtsePlas1";"Loosdrechtse plassen 1tm5"
"3300-EAG-13";2017;8;0;0;0;3;83;0;6;4;4;0;29;12;38;42;0;8;"Muyeveld, Weersloot oost";"NL11_6_1";"NL11_SterenZodden";"Ster en zodden"
"3300-EAG-14";2017;0;0;0;0;0;100;0;0;0;0;0;0;20;20;60;0;0;"Muyeveld, Weersloot west";"NL11_6_1";"NL11_SterenZodden";"Ster en zodden"
"3300-EAG-15";2017;4;0;0;0;13;71;0;12;3;6;6;34;19;31;25;0;6;"Muyeveld, Oostelijke Drecht noord";"NL11_6_1";"NL11_SterenZodden";"Ster en zodden"
"3300-EAG-16";2017;0;0;0;0;0;100;0;0;33;0;0;0;33;50;8;0;0;"Muyeveld, Oostelijke Drecht zuid";"NL11_6_1";"NL11_SterenZodden";"Ster en zodden"
"3300-EAG-17";2017;0;2;0;0;0;95;0;2;17;7;0;2;24;41;34;5;2;"Muyeveld, De Ster noord";"";"";""
"3300-EAG-18";2017;0;0;0;0;0;100;0;0;10;0;10;0;30;30;50;10;0;"Muyeveld, De Ster zuid";"";"";""
"3300-EAG-3";2017;35;12;0;0;47;6;0;0;0;0;10;93;0;0;7;0;2;"Muyeveld, Kievitsbuurt noord";"NL11_5_6";"NL11_Kievitsbuurt";"Kievitsbuurt"
"3300-EAG-4";2017;28;17;0;0;33;17;0;6;0;0;3;97;0;0;3;0;0;"Muyeveld, Kievitsbuurt zuid";"NL11_5_6";"NL11_Kievitsbuurt";"Kievitsbuurt"
"3300-EAG-5";2017;18;6;0;0;59;18;0;0;0;0;11;98;0;0;2;0;0;"Muyeveld, Breukeleveensche of Stille Plas";"NL11_5_7";"NL11_BreukeleveenschePl";"Breukeleveensche plas"
"3300-EAG-6";2017;11;0;0;0;44;37;0;7;0;0;20;16;44;27;19;10;1;"Muyeveld, Tienhovensche Plassen noord";"NL11_5_8";"NL11_TienhovensePlassen";"Tienhovense plassen"
"3300-EAG-7";2017;0;0;0;0;56;30;0;15;0;0;18;30;26;15;36;10;5;"Muyeveld, Tienhovensche Plassen zuid";"NL11_5_8";"NL11_TienhovensePlassen";"Tienhovense plassen"
"3300-EAG-8";2017;0;14;0;0;57;21;7;0;0;0;14;100;0;0;0;0;0;"Muyeveld, Vuntus";"NL11_5_9";"NL11_Vuntus";"Vuntus"
"3300-EAG-9";2017;0;0;0;0;8;87;0;5;7;3;3;60;9;14;26;0;9;"Muyeveld, Kromme Rade";"NL11_6_1";"NL11_SterenZodden";"Ster en zodden"
"3301-EAG-1";2018;0;0;0;0;4;91;0;6;7;0;9;13;28;37;24;24;9;"Gansenhoef oost, Gansenhoef";"";"";""
"3301-EAG-2";2018;0;0;0;0;0;54;0;46;44;0;0;0;33;56;22;11;0;"Gansenhoef oost, Staatsbosbheer";"";"";""
"3302-EAG-1";2019;0;0;0;0;0;97;0;3;3;0;5;6;51;30;13;25;1;"Oostelijke Binnenpolder van Tienhoven, overig";"NL11_6_9";"NL11_OostelijkeBinnenpo";"Oostelijke Binnenpolder van Tienhoven"
"3302-EAG-2";2019;0;0;0;0;15;35;4;46;9;0;0;46;19;6;35;8;14;"Oostelijke Binnenpolder van Tienhoven, petgaten";"NL11_6_9";"NL11_OostelijkeBinnenpo";"Oostelijke Binnenpolder van Tienhoven"
"3303-EAG-1";2018;0;0;0;0;7;21;36;36;45;5;0;0;40;35;25;20;5;"Gansenhoef west, Gansenhoef west";"";"";""
"3310-EAG-2";2017;40;7;13;0;20;0;20;0;0;0;8;5;36;45;20;9;2;"Loenderveen (GWA), Waterleidingplas";"NL11_3_9";"NL11_Waterleidingplas";"Waterleidingplas"
"3311-EAG-1";2018;0;0;0;0;6;83;0;11;0;0;0;0;38;10;55;31;38;"Bethunepolder,";"";"";""
"3311-EAG-10";2018;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;"Bethunepolder,";"";"";""
"3311-EAG-2";2018;0;0;0;0;0;64;0;36;0;0;0;0;9;0;91;0;82;"Bethunepolder,";"";"";""
"3311-EAG-3";2018;0;0;0;0;0;96;0;4;0;0;0;24;12;6;56;12;44;"Bethunepolder,";"";"";""
"3311-EAG-5";2018;0;0;0;0;0;56;0;44;0;0;0;80;20;0;0;0;0;"Bethunepolder,";"";"";""
"3311-EAG-6";2018;11;0;0;0;44;44;0;0;0;0;0;27;0;0;73;0;53;"Bethunepolder,";"";"";""
"3311-EAG-7";2018;0;0;0;0;0;76;0;24;11;0;0;23;49;26;14;46;3;"Bethunepolder,";"";"";""
"3311-EAG-8";2018;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;0;0;"Bethunepolder,";"";"";""
"3311-EAG-9";2018;0;0;0;0;3;85;0;12;6;0;0;11;39;3;39;25;33;"Bethunepolder,";"";"";""
"3320-EAG-1";2017;4;0;0;0;21;71;0;4;0;0;29;69;2;2;27;0;4;"Loenderveen, Terra Nova landelijk noord";"NL11_5_4";"NL11_TerraNova";"Terra Nova"
"3320-EAG-2";2017;30;18;0;0;23;23;5;2;0;2;14;21;3;9;72;0;30;"Loenderveen, Terra Nova";"NL11_5_4";"NL11_TerraNova";"Terra Nova"
"3320-EAG-3";2017;0;0;0;0;17;83;0;0;0;45;9;36;0;55;36;0;27;"Loenderveen, Terra Nova landelijk zuid";"";"";""
"3320-EAG-4";2017;67;0;6;0;17;6;6;0;0;0;0;37;44;1;28;25;9;"Loenderveen, Loenderveensche Plas";"NL11_5_3";"NL11_LoenderveenOost";"Loenderveen Oost"
"3340-EAG-1";2017;0;0;0;0;0;94;0;6;0;6;17;0;28;44;44;0;11;"Polder Mijnden, Polder Mijnden west";"";"";""
"3340-EAG-2";2017;0;0;0;0;0;100;0;0;0;7;0;14;7;21;64;0;21;"Polder Mijnden, Polder Mijnden oost";"";"";""
"3340-EAG-3";2017;0;0;0;0;0;100;0;0;0;12;0;12;12;25;62;0;12;"Polder Mijnden, Staatbosbeheer";"";"";""
"3350-EAG-1";2017;0;0;0;0;0;97;3;0;3;9;0;15;9;52;21;0;0;"Polder Breukelen-Proostdij, bemalen gebied";"";"";""
"3350-EAG-2";2017;0;0;0;0;7;93;0;0;13;0;0;7;0;7;71;0;36;"Polder Breukelen-Proostdij, Beringde landen";"";"";""
"3360-EAG-1";2018;0;0;0;0;1;88;0;11;7;7;2;9;43;22;28;27;26;"Polder Maarsseveen-Westbroek, Agrarisch Molenpolder";"";"";""
"3360-EAG-10";2019;0;0;0;0;32;68;0;0;0;0;20;0;55;11;49;36;1;"Polder Maarsseveen-Westbroek, Maarsseveense Zodden";"NL11_6_10";"NL11_MaarsseveenseZodde";"Maarsseveense Zodden en omgeving"
"3360-EAG-11";2018;9;17;4;17;52;0;0;0;0;0;0;23;51;7;25;45;9;"Polder Maarsseveen-Westbroek, Grote Maarsseveensche Plas";"NL11_3_8";"NL11_GroteMaarsseveense";"Grote Maarsseveenseplas"
"3360-EAG-12";2019;0;0;0;0;0;100;0;0;0;0;0;0;47;5;58;42;21;"Polder Maarsseveen-Westbroek, Nederreinsche Vaart";"";"";""
"3360-EAG-13";2019;0;0;0;0;29;54;0;17;0;0;1;88;0;1;8;0;4;"Polder Maarsseveen-Westbroek, Klein Molenpolder";"NL11_6_10";"NL11_MaarsseveenseZodde";"Maarsseveense Zodden en omgeving"
"3360-EAG-14";2019;0;0;0;0;14;86;0;0;5;0;3;51;13;4;27;9;13;"Polder Maarsseveen-Westbroek, Taartpunt Zodden";"NL11_6_10";"NL11_MaarsseveenseZodde";"Maarsseveense Zodden en omgeving"
"3360-EAG-15";2019;0;0;0;0;2;98;0;0;10;0;0;3;40;32;29;8;3;"Polder Maarsseveen-Westbroek, Taartpunt";"";"";""
"3360-EAG-16";2019;1;0;0;0;30;63;0;5;0;0;8;63;12;4;25;7;14;"Polder Maarsseveen-Westbroek, Molenpolder Natuurreservaat";"NL11_6_11";"NL11_MolenpolderenWest";"Molenpolder en Westbroek"
"3360-EAG-17";2019;0;0;0;0;3;82;0;15;4;0;5;7;42;24;29;24;4;"Polder Maarsseveen-Westbroek, Westbroekse Zodden";"NL11_6_11";"NL11_MolenpolderenWest";"Molenpolder en Westbroek"
"3360-EAG-18";2018;0;0;0;0;2;87;0;11;15;2;0;0;46;24;37;10;12;"Polder Maarsseveen-Westbroek, Polder het Huis te Hart";"";"";""
"3360-EAG-19";2019;0;0;0;0;0;97;0;3;12;3;3;3;42;24;18;18;12;"Polder Maarsseveen-Westbroek, Taartpunt noord";"NL11_6_9";"NL11_OostelijkeBinnenpo";"Oostelijke Binnenpolder van Tienhoven"
"3360-EAG-2";2018;0;0;0;0;0;96;0;4;6;3;0;3;0;32;42;0;35;"Polder Maarsseveen-Westbroek, Polder Buitenweg";"";"";""
"3360-EAG-3";2018;15;4;0;0;12;35;0;35;3;0;0;24;17;14;34;3;7;"Polder Maarsseveen-Westbroek, Zogwetering";"";"";""
"3360-EAG-4";2018;0;0;0;0;9;91;0;0;0;0;17;21;21;24;35;25;13;"Polder Maarsseveen-Westbroek, Wilgenplas";"";"";""
"3360-EAG-5";2018;7;30;0;0;0;56;0;7;3;0;13;23;13;37;33;7;0;"Polder Maarsseveen-Westbroek, rond Kleine Maarsseveensche Plas";"";"";""
"3360-EAG-6";2018;0;0;0;25;0;75;0;0;17;0;0;0;67;17;0;83;0;"Polder Maarsseveen-Westbroek, Kassen";"";"";""
"3360-EAG-7";2018;0;0;0;0;0;100;0;0;14;14;0;0;0;14;71;0;14;"Polder Maarsseveen-Westbroek, Volkstuinen";"";"";""
"3360-EAG-8";2018;0;0;0;0;0;90;0;10;0;0;11;11;67;11;0;0;0;"Polder Maarsseveen-Westbroek, Oud tuinbouwgebied";"";"";""
"3360-EAG-9";2018;36;0;0;0;9;36;18;0;0;0;0;42;2;2;62;0;51;"Polder Maarsseveen-Westbroek, Kleine Maarsseveensche Plas";"";"";""
"3370-EAG-1";2018;0;0;0;0;0;93;0;6;15;2;0;7;56;28;10;20;2;"Polder Achtienhoven, Gagelweg/Kooidijk";"";"";""
"3370-EAG-2";2018;0;0;0;0;0;97;0;3;3;0;21;3;33;33;24;27;15;"Polder Achtienhoven, Gagelbos";"";"";""
"3370-EAG-3";2018;0;0;0;0;0;100;0;0;12;3;0;9;60;26;9;14;3;"Polder Achtienhoven, Kerkeindse Polder";"";"";""
"3370-EAG-4";2018;0;0;0;0;0;95;0;5;12;3;4;2;46;46;6;26;0;"Polder Achtienhoven,  Het Achteraf";"";"";""
"3370-EAG-5";2018;0;0;0;0;0;100;0;0;0;0;0;3;60;37;0;13;0;"Polder Achtienhoven,  Korssesteeg";"";"";""
"4000-EAG-1";2018;3;48;0;0;3;28;0;17;0;0;0;43;32;4;21;29;0;"'s-Gravelandsche vaartboezem,  's-Gravelandsche Vaart";"NL11_2_2";"NL11_VaartenVechtstreek";"Vaarten Vechtstreek"
"4000-EAG-2";2018;0;0;0;0;0;60;0;40;7;7;13;0;33;40;33;27;0;"'s-Gravelandsche vaartboezem, Cruijsbergen";"";"";""
"4000-EAG-3";2018;4;65;0;0;4;4;0;22;16;0;28;0;92;8;0;48;0;"'s-Gravelandsche vaartboezem, Karnemelksloot";"NL11_2_2";"NL11_VaartenVechtstreek";"Vaarten Vechtstreek"
"4000-EAG-4";2018;3;44;0;6;9;6;0;31;0;0;0;18;64;6;12;61;0;"'s-Gravelandsche vaartboezem, Naardertrekvaart";"NL11_2_2";"NL11_VaartenVechtstreek";"Vaarten Vechtstreek"
"4000-EAG-6";2018;8;22;0;10;2;32;0;25;2;12;0;68;15;10;10;10;2;"'s-Gravelandsche vaartboezem, Vesting Naarden";"NL11_2_2";"NL11_VaartenVechtstreek";"Vaarten Vechtstreek"
"4000-EAG-7";2018;20;40;0;0;0;40;0;0;31;15;11;0;46;15;23;46;19;"'s-Gravelandsche vaartboezem, Naarden-Bussum";"NL11_2_2";"NL11_VaartenVechtstreek";"Vaarten Vechtstreek"
"4000-EAG-8";2018;0;0;0;0;0;55;0;45;6;28;9;16;28;53;0;3;0;"'s-Gravelandsche vaartboezem, Zanderijvaarten";"NL11_2_2";"NL11_VaartenVechtstreek";"Vaarten Vechtstreek"
"4100-EAG-1";2015;0;0;0;0;0;90;0;10;3;36;3;5;34;55;13;8;3;"Noordpolder beoosten Muiden, bemalen";"";"";""
"4100-EAG-2";2015;0;0;0;0;0;83;0;17;0;33;17;0;40;60;20;0;0;"Noordpolder beoosten Muiden, noord";"";"";""
"4110-EAG-1";2015;6;6;0;0;0;56;0;33;11;21;5;17;33;28;28;22;6;"B.O.B.M.-polder en Buitendijken tussen Muiderberg en Naarden, B.O. bemalen";"";"";""
"4110-EAG-2";2015;0;0;0;0;0;78;0;22;11;11;11;0;33;22;22;11;0;"B.O.B.M.-polder en Buitendijken tussen Muiderberg en Naarden, B.O. (oost)";"";"";""
"4120-EAG-1";2015;0;0;0;0;0;50;33;17;0;17;0;17;0;67;67;17;50;"Buitendijken ten Noorden van Naarden, Schapenmeent";"";"";""
"4120-EAG-2";2015;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;"Buitendijken ten Noorden van Naarden, Haverland";"";"";""
"4130-EAG-1";2017;0;4;0;2;2;86;0;6;14;26;10;12;18;47;22;0;4;"Zuidpolder beoosten Muiden, Zuidpolder beoosten Muiden";"";"";""
"4140-EAG-1";2017;0;0;0;0;0;85;0;15;10;5;5;0;20;75;0;0;0;"Keverdijkse Overscheense Polder,";"";"";""
"4140-EAG-2";2017;0;0;0;0;0;75;0;25;7;6;6;7;29;64;0;14;0;"Keverdijkse Overscheense Polder,";"";"";""
"4140-EAG-3";2017;0;0;0;0;0;90;0;10;5;14;0;0;24;76;0;0;0;"Keverdijkse Overscheense Polder,";"";"";""
"4140-EAG-4";2017;0;0;0;0;0;100;0;0;0;0;0;0;25;75;0;0;0;"Keverdijkse Overscheense Polder,";"";"";""
"4140-EAG-5";2017;0;0;0;0;0;60;0;40;0;100;0;10;10;60;80;0;40;"Keverdijkse Overscheense Polder, Stadzicht";"";"";""
"4200-EAG-1";2018;0;0;0;0;0;100;0;0;0;0;0;5;32;63;5;0;0;"Heintjesrak- en Broekerpolder, nabij Faunapassage";"";"";""
"4200-EAG-2";2018;0;0;0;0;0;100;0;0;17;3;3;0;38;55;7;3;0;"Heintjesrak- en Broekerpolder, Broekerpolder";"";"";""
"4200-EAG-3";2018;0;0;0;0;0;84;4;12;16;9;0;0;27;67;7;9;7;"Heintjesrak- en Broekerpolder, Heintjesrakpolder";"";"";""
"4210-EAG-1";2019;0;0;0;0;30;60;0;10;0;3;12;26;40;29;31;6;6;"Hollands Ankeveensche Polder, Hollandsch Ankeveensche Polder bemalen";"NL11_6_2";"NL11_HollandsAnkeveense";"Hollands Ankeveense plassen"
"4210-EAG-2";2019;0;0;0;0;50;28;3;19;1;0;22;39;24;17;26;1;5;"Hollands Ankeveensche Polder, Ankeveensche Plassen HAP noord";"NL11_6_2";"NL11_HollandsAnkeveense";"Hollands Ankeveense plassen"
"4210-EAG-3";2019;1;1;0;0;42;42;1;13;1;1;11;81;4;6;14;0;6;"Hollands Ankeveensche Polder, Ankeveensche Plassen HAP zuid";"NL11_6_2";"NL11_HollandsAnkeveense";"Hollands Ankeveense plassen"
"4210-EAG-4";2019;0;0;0;0;4;83;0;13;14;5;2;14;25;25;33;9;11;"Hollands Ankeveensche Polder, Hollandsch Ankeveensche Polder oost";"";"";""
"4210-EAG-5";2019;4;4;0;4;26;63;0;0;10;0;1;28;16;22;18;1;1;"Hollands Ankeveensche Polder, Ankeveense Plassen HAP oost";"NL11_6_2";"NL11_HollandsAnkeveense";"Hollands Ankeveense plassen"
"4210-EAG-6";2019;0;0;0;0;0;100;0;0;50;0;0;0;12;25;38;0;12;"Hollands Ankeveensche Polder, Peilgebied 24-4";"";"";""
"4230-EAG-1";2017;2;0;0;0;0;98;0;0;7;7;0;11;30;41;19;6;2;"Hilversumse Ondermeent, Hilversumse Ondermeent";"";"";""
"4240-EAG-1";2017;20;20;0;0;0;60;0;0;0;20;20;0;20;80;20;20;0;"Hilversumse Meent, Hilversumse Meent";"";"";""
"4250-EAG-1";2018;1;0;0;0;1;74;0;23;17;4;0;4;24;7;55;13;35;"'s-Gravelandsche Polder, 's-Gravelandsche Polder";"";"";""
"4250-EAG-2";2018;0;7;0;0;7;87;0;0;10;0;0;15;5;0;80;0;30;"'s-Gravelandsche Polder, 's-Gravelandsche Polder - KRW Waterlichaam";"NL11_2_2";"NL11_VaartenVechtstreek";"Vaarten Vechtstreek"
"5000-EAG-2";2018;6;22;0;0;0;72;0;0;11;0;0;28;17;56;0;0;0;"'t Gooi, 't Gooi - 1";"";"";""
"5000-EAG-4";2018;0;0;0;0;0;100;0;0;0;0;100;0;0;100;100;0;100;"'t Gooi, 't Gooi";"";"";""
"5000-EAG-5";2015;0;0;0;0;100;0;0;0;0;0;0;50;0;0;50;0;50;"'t Gooi, 't Gooi";"";"";""
"5000-EAG-6";2015;0;0;0;0;100;0;0;0;0;0;0;0;0;100;0;0;0;"'t Gooi, 't Gooi";"";"";""
"5000-EAG-7";2018;23;9;0;0;9;18;0;41;3;0;0;12;41;19;22;41;16;"'t Gooi, 't Gooi";"";"";""
"5000-EAG-8";2018;14;14;0;0;0;71;0;0;0;0;0;0;40;0;60;40;50;"'t Gooi, 't Gooi";"";"";""
"6000-EAG-10";2016;100;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, afstromend naar boezem - oost";"";"";""
"6000-EAG-9";2016;0;0;12;0;12;38;38;0;0;25;0;0;29;29;71;14;29;"Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, afstromend naar boezem - west";"";"";""
"6040-EAG-1";2019;25;0;0;0;50;25;0;0;0;50;0;0;0;50;25;0;0;"Sportpark Tuindorp Oostzaan, Sportpark Tuindorp Oostzaan";"";"";""
"6050-EAG-1";2019;0;25;0;25;0;25;0;25;50;0;0;0;25;25;0;0;0;"Krasseurstraat, Krasseurstraat";"";"";""
"6060-EAG-1";2019;0;17;0;0;67;0;0;17;0;33;0;0;0;33;100;0;100;"W.H. Vliegenbos, W.H. Vliegenbos";"";"";""
"6080-EAG-1";2019;0;0;0;0;0;0;67;33;0;100;0;0;0;100;67;0;33;"Polder Bernard, Polder Polder Bernard";"";"";""
"6100-EAG-1";2019;12;6;6;0;38;12;19;6;5;2;0;44;33;18;9;4;2;"Noorder IJ Polder, Noorder IJplas";"NL11_7_2";"NL11_NoorderIJplas";"Noorder IJplas"
"6110-EAG-1";2019;62;12;0;0;12;12;0;0;25;0;0;12;12;0;50;0;25;"Noorder IJ Polder, Noorder IJ Polder";"";"";""
"6400-EAG-1";2015;57;7;0;0;0;7;0;29;0;0;0;14;0;0;86;0;64;"Watergraafsmeer, zuid";"";"";""
"6400-EAG-2";2015;0;25;0;0;0;0;0;75;0;0;0;75;0;0;25;0;25;"Watergraafsmeer, noord";"";"";""
"6420-EAG-1";2017;0;0;0;0;0;67;0;33;0;33;0;33;0;33;100;0;100;"Gemeenschapspolder West (Tuincomplex Linnaeus), Gemeenschapspolder West (Tuincomplex Linnaeus)";"";"";""
"6430-EAG-1";2018;0;0;0;0;5;90;0;4;20;23;5;18;34;40;12;17;5;"Baambrugge Oostzijds";"";"";""
"6440-EAG-1";2017;0;0;0;0;0;85;8;8;0;8;0;0;15;23;46;15;15;"Polder Breukelerwaard West, bemalen gebied";"";"";""
"6440-EAG-2";2017;0;0;0;0;0;75;0;25;0;0;0;0;50;50;0;50;0;"Polder Breukelerwaard West,";"";"";""
"6440-EAG-3";2017;0;0;0;0;0;67;0;33;0;33;0;0;0;0;67;0;0;"Polder Breukelerwaard West,";"";"";""
"6440-EAG-4";2017;0;0;0;0;0;50;0;50;0;0;0;0;0;0;100;0;50;"Polder Breukelerwaard West,";"";"";""
"6450-EAG-1";2018;0;0;0;0;1;83;0;17;24;17;4;2;60;36;2;13;0;"Aetsveldse Polder west, bemalen";"";"";""
"6450-EAG-2";2018;0;0;0;0;0;80;0;20;0;0;0;0;80;0;20;0;20;"Aetsveldse Polder west, fort";"";"";""
"6450-EAG-3";2018;0;0;0;0;0;100;0;0;20;40;0;0;70;30;0;0;0;"Aetsveldse Polder west, zuid";"";"";""
"6460-EAG-1";2017;0;0;0;0;0;33;33;33;0;0;0;0;17;50;17;0;0;"Breukelen Noord, Breukelen Noord";"";"";""
"6460-EAG-2";2017;0;0;0;0;0;60;0;40;0;40;0;50;0;25;50;0;25;"Breukelen Noord, landelijk";"";"";""
"6480-EAG-1";2017;0;0;0;0;0;93;0;7;2;21;5;12;20;62;9;4;0;"Hoeker- en Garstenpolder, bemalen gebied";"";"";""
"6480-EAG-2";2017;0;0;0;0;0;100;0;0;56;33;11;33;11;44;11;0;0;"Hoeker- en Garstenpolder, noord";"";"";""
"6480-EAG-3";2017;0;3;0;0;3;83;0;10;17;31;0;10;17;66;10;10;0;"Hoeker- en Garstenpolder, oost";"";"";""
"6490-EAG-1";2018;0;0;0;0;0;100;0;0;0;80;0;80;10;0;20;0;0;"Aetsveldse Polder west (Driemond), Driemond";"";"";""
"6500-EAG-1";2017;0;0;0;0;0;50;0;50;0;50;0;0;0;100;0;0;0;"Over-Diemen, elektriciteitscentrale";"";"";""
"6510-EAG-1";2017;0;0;0;0;0;0;0;100;0;33;0;0;0;67;100;0;100;"Over-Diemen (Zeehoeve), Zeehoeve";"";"";""
"6530-EAG-1";2017;0;0;0;0;0;100;0;0;38;12;0;0;75;0;25;12;0;"Bloemendalerpolder en Gemeenschapspolder Oost, bemalen";"";"";""
"6530-EAG-2";2017;0;0;0;0;0;100;0;0;0;33;0;0;67;33;0;33;0;"Bloemendalerpolder en Gemeenschapspolder Oost, langs de Vecht";"";"";""
"6540-EAG-1";2019;0;0;0;0;1;90;1;7;16;4;5;3;55;39;6;9;0;"Aetsveldse Polder Oost, bemalen";"";"";""
"6540-EAG-2";2019;0;0;0;0;2;98;0;0;0;0;4;0;48;48;7;13;0;"Aetsveldse Polder Oost, blokbemaling";"";"";""
"6540-EAG-3";2019;0;0;0;0;19;48;8;25;15;17;2;2;42;29;31;19;12;"Aetsveldse Polder Oost, stedelijk Weesp";"";"";""
