Meetlocatie.identificatie;ParameterTypering.code;Waterlichaam.identificatie;Monitoringsoort.code;Compartiment.code;Oorsprong
NL11_Vecht;Co;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Cr;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;Cu;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;cypmtn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Daznn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;DC4ySn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Dcfl;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;DClC1a;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;DClppP;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;DClvs;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;DEHP;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Dmtat;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;dmtn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;DmtnmdP;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Durn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;endsfn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;esfvlrt;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;Fen;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;fenamfs;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;feNO2ton;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;fenOxcb;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;fenton;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;Flu;NL11_3_9;TT;OW;1712-0048
NL11_Waterleidingplas;FYTOPL;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;HBCD;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;HCB;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;heptnfs;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Hg;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;HxClbtDen;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;imdcpd;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;InP;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;iptrn;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;irgrl;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;lcyhltn;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;linrn;NL11_3_9;TT;OW;1712-0048
NL11_Vinkeveenseplassen;MAFAUNA;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;malton;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;MCPA;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;MCPP;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;metbtazrn;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;metlCl;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;mevfs;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Mlnrn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Mo;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;mzCl;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;Naf;NL11_3_9;TT;OW;1712-0048
NL11_Waterleidingplas;NH4;NL11_3_9;OM;OW;1712-0048
NL87_AMSDM;Ni;NL11_3_9;TT;OW;1712-0048
NL11_Waterleidingplas;Ntot;NL11_3_9;OM;OW;1712-0048
NL11_Waterleidingplas;O2;NL11_3_9;OM;OW;1712-0048
NL87_AMSDM;OcC1yccT4slx;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;omtat;NL11_3_9;TT;OW;1712-0048
NL11_Waterleidingplas;OVWFLORA;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Pb;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;PeClBen;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;PeClFol;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;PFOS;NL11_3_9;TT;OW;1712-0048
NL11_Waterleidingplas;pH;NL11_3_9;OM;OW;1712-0048
NL87_AMSDM;pirmcb;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;propxr;NL11_3_9;TT;OW;1712-0048
NL11_Waterleidingplas;Ptot;NL11_3_9;OM;OW;1712-0048
NL87_AMSDM;pyrdbn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;pyrpxfn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;quinoxfn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;s4C9yFol;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Sb;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;sC10C13Clakn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;sDDX4;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;sDOxns29;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;sdrin4;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;Se;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;sHBCD;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;sHCH4;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;sHpCl2;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;simzne;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Sn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;sPBDE6;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;sxyln;NL11_3_9;TT;OW;1712-0048
NL11_Waterleidingplas;T;NL11_3_9;OM;OW;1712-0048
NL87_AMSDM;T4ClC1a;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;T4ClC2e;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Tazfs;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;TC4yPO4;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;TC4ySn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;TClBen;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;TClC1a;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;TClC2e;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;TClfn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Te;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;tefbzrn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;terbtn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;terC4yazne;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Tfrlne;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;TFySn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Ti;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;Tl;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;tolcfsC1y;NL11_3_9;TT;OW;1712-0048
NL11_Vecht;U;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;V;NL11_3_9;TT;OW;1712-0048
NL11_Waterleidingplas;VIS;NL11_3_9;TT;OW;1712-0048
NL11_Waterleidingplas;ZICHT;NL11_3_9;OM;OW;1712-0048
NL11_Vecht;Zn;NL11_3_9;TT;OW;1712-0048
NL87_AMSDM;12DClC2a;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;12DClC3a;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;44DDT;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;4C9yFol;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;4ClAn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;4ttC8yFol;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;aaDClTol;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;abmtne;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;acnfn;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;Ag;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;alCl;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;Ant;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;As;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;atzne;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;B;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Ba;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;BaA;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;BaP;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;BbF;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Be;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Ben;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;bentzn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;benzCl;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;bfnx;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;BghiPe;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;BkF;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;C1yazfs;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;C1ymsfrn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;C1yprmfs;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;C1yprton;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;C2yazfs;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;C2yBen;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;C2yClprfs;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;C2yprton;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;captn;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;carbdzm;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Cd;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;Chr;NL11_4_1;TT;OW;1712-0048
NL11_Naardermeer;Cl;NL11_4_1;OM;OW;1712-0048
NL87_AMSDM;Clfvfs;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;Clidzn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Clpfm;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;Cltlrn;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;Co;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Cr;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;Cu;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;cypmtn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Daznn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;DC4ySn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Dcfl;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;DClC1a;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;DClppP;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;DClvs;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;DEHP;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Dmtat;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;dmtn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;DmtnmdP;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Durn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;endsfn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;esfvlrt;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;Fen;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;fenamfs;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;feNO2ton;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;fenOxcb;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;fenton;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;Flu;NL11_4_1;TT;OW;1712-0048
NL11_Naardermeer;FYTOPL;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;HBCD;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;HCB;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;heptnfs;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Hg;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;HxClbtDen;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;imdcpd;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;InP;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;iptrn;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;irgrl;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;lcyhltn;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;linrn;NL11_4_1;TT;OW;1712-0048
NL11_Naardermeer;MAFAUNA;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;malton;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;MCPA;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;MCPP;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;metbtazrn;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;metlCl;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;mevfs;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Mlnrn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Mo;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;mzCl;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;Naf;NL11_4_1;TT;OW;1712-0048
NL11_Naardermeer;NH4;NL11_4_1;OM;OW;1712-0048
NL87_AMSDM;Ni;NL11_4_1;TT;OW;1712-0048
NL11_Naardermeer;Ntot;NL11_4_1;OM;OW;1712-0048
NL11_Naardermeer;O2;NL11_4_1;OM;OW;1712-0048
NL87_AMSDM;OcC1yccT4slx;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;omtat;NL11_4_1;TT;OW;1712-0048
NL11_Naardermeer;OVWFLORA;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Pb;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;PeClBen;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;PeClFol;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;PFOS;NL11_4_1;TT;OW;1712-0048
NL11_Naardermeer;pH;NL11_4_1;OM;OW;1712-0048
NL87_AMSDM;pirmcb;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;propxr;NL11_4_1;TT;OW;1712-0048
NL11_Naardermeer;Ptot;NL11_4_1;OM;OW;1712-0048
NL87_AMSDM;pyrdbn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;pyrpxfn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;quinoxfn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;s4C9yFol;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Sb;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;sC10C13Clakn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;sDDX4;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;sDOxns29;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;sdrin4;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;Se;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;sHBCD;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;sHCH4;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;sHpCl2;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;simzne;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Sn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;sPBDE6;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;sxyln;NL11_4_1;TT;OW;1712-0048
NL11_Naardermeer;T;NL11_4_1;OM;OW;1712-0048
NL87_AMSDM;T4ClC1a;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;T4ClC2e;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Tazfs;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;TC4yPO4;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;TC4ySn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;TClBen;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;TClC1a;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;TClC2e;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;TClfn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Te;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;tefbzrn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;terbtn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;terC4yazne;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Tfrlne;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;TFySn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Ti;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;Tl;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;tolcfsC1y;NL11_4_1;TT;OW;1712-0048
NL11_Vecht;U;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;V;NL11_4_1;TT;OW;1712-0048
NL11_Naardermeer;VIS;NL11_4_1;OM;OW;1712-0048
NL11_Naardermeer;ZICHT;NL11_4_1;OM;OW;1712-0048
NL11_Vecht;Zn;NL11_4_1;TT;OW;1712-0048
NL87_AMSDM;12DClC2a;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;12DClC3a;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;44DDT;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;4C9yFol;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;4ClAn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;4ttC8yFol;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;aaDClTol;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;abmtne;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;acnfn;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;Ag;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;alCl;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;Ant;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;As;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;atzne;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;B;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Ba;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;BaA;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;BaP;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;BbF;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Be;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Ben;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;bentzn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;benzCl;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;bfnx;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;BghiPe;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;BkF;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;C1yazfs;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;C1ymsfrn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;C1yprmfs;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;C1yprton;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;C2yazfs;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;C2yBen;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;C2yClprfs;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;C2yprton;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;captn;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;carbdzm;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Cd;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;Chr;NL11_5_3;TT;OW;1712-0048
NL11_Loenderveenoost;Cl;NL11_5_3;OM;OW;1712-0048
NL87_AMSDM;Clfvfs;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;Clidzn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Clpfm;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;Cltlrn;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;Co;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Cr;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;Cu;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;cypmtn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Daznn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;DC4ySn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Dcfl;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;DClC1a;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;DClppP;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;DClvs;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;DEHP;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Dmtat;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;dmtn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;DmtnmdP;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Durn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;endsfn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;esfvlrt;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;Fen;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;fenamfs;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;feNO2ton;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;fenOxcb;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;fenton;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;Flu;NL11_5_3;TT;OW;1712-0048
NL11_Loenderveenoost;FYTOPL;NL11_5_3;OM;OW;1712-0048
NL87_AMSDM;HBCD;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;HCB;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;heptnfs;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Hg;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;HxClbtDen;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;imdcpd;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;InP;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;iptrn;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;irgrl;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;lcyhltn;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;linrn;NL11_5_3;TT;OW;1712-0048
NL11_HollandsAnkeveen;MAFAUNA;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;malton;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;MCPA;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;MCPP;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;metbtazrn;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;metlCl;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;mevfs;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Mlnrn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Mo;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;mzCl;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;Naf;NL11_5_3;TT;OW;1712-0048
NL11_Loenderveenoost;NH4;NL11_5_3;OM;OW;1712-0048
NL87_AMSDM;Ni;NL11_5_3;TT;OW;1712-0048
NL11_Loenderveenoost;Ntot;NL11_5_3;OM;OW;1712-0048
NL11_Loenderveenoost;O2;NL11_5_3;OM;OW;1712-0048
NL87_AMSDM;OcC1yccT4slx;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;omtat;NL11_5_3;TT;OW;1712-0048
NL11_Loenderveenoost;OVWFLORA;NL11_5_3;OM;OW;1712-0048
NL87_AMSDM;Pb;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;PeClBen;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;PeClFol;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;PFOS;NL11_5_3;TT;OW;1712-0048
NL11_Loenderveenoost;pH;NL11_5_3;OM;OW;1712-0048
NL87_AMSDM;pirmcb;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;propxr;NL11_5_3;TT;OW;1712-0048
NL11_Loenderveenoost;Ptot;NL11_5_3;OM;OW;1712-0048
NL87_AMSDM;pyrdbn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;pyrpxfn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;quinoxfn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;s4C9yFol;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Sb;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;sC10C13Clakn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;sDDX4;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;sDOxns29;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;sdrin4;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;Se;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;sHBCD;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;sHCH4;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;sHpCl2;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;simzne;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Sn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;sPBDE6;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;sxyln;NL11_5_3;TT;OW;1712-0048
NL11_Loenderveenoost;T;NL11_5_3;OM;OW;1712-0048
NL87_AMSDM;T4ClC1a;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;T4ClC2e;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Tazfs;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;TC4yPO4;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;TC4ySn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;TClBen;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;TClC1a;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;TClC2e;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;TClfn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Te;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;tefbzrn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;terbtn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;terC4yazne;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Tfrlne;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;TFySn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Ti;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;Tl;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;tolcfsC1y;NL11_5_3;TT;OW;1712-0048
NL11_Vecht;U;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;V;NL11_5_3;TT;OW;1712-0048
NL11_Loenderveenoost;VIS;NL11_5_3;TT;OW;1712-0048
NL11_Loenderveenoost;ZICHT;NL11_5_3;OM;OW;1712-0048
NL11_Vecht;Zn;NL11_5_3;TT;OW;1712-0048
NL87_AMSDM;12DClC2a;NL11_5_4;TT;OW;1712-0048
