Meetlocatie.identificatie;ParameterTypering.code;Waterlichaam.identificatie;Monitoringsoort.code;Compartiment.code;Oorsprong
NL87_AMSDM;HxClbtDen;NL11_2_9;TT;OW;1712-0048
NL11_Amstellandboezem;imdcpd;NL11_2_9;TT;OW;1712-0048
NL11_Amstellandboezem;InP;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;iptrn;NL11_2_9;TT;OW;1712-0048
NL11_Amstellandboezem;irgrl;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;lcyhltn;NL11_2_9;TT;OW;1712-0048
NL11_Amstellandboezem;linrn;NL11_2_9;TT;OW;1712-0048
NL11_Noorderlegmeer;MAFAUNA;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;malton;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;MCPA;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;MCPP;NL11_2_9;TT;OW;1712-0048
NL11_Amstellandboezem;metbtazrn;NL11_2_9;TT;OW;1712-0048
NL11_Amstellandboezem;metlCl;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;mevfs;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;Mlnrn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;Mo;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;mzCl;NL11_2_9;TT;OW;1712-0048
NL11_Amstellandboezem;Naf;NL11_2_9;TT;OW;1712-0048
NL11_Noorderlegmeer;NH4;NL11_2_9;OM;OW;1712-0048
NL87_AMSDM;Ni;NL11_2_9;TT;OW;1712-0048
NL11_Noorderlegmeer;Ntot;NL11_2_9;OM;OW;1712-0048
NL11_Noorderlegmeer;O2;NL11_2_9;OM;OW;1712-0048
NL87_AMSDM;OcC1yccT4slx;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;omtat;NL11_2_9;TT;OW;1712-0048
NL11_Noorderlegmeer;OVWFLORA;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;Pb;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;PeClBen;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;PeClFol;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;PFOS;NL11_2_9;TT;OW;1712-0048
NL11_Noorderlegmeer;pH;NL11_2_9;OM;OW;1712-0048
NL87_AMSDM;pirmcb;NL11_2_9;TT;OW;1712-0048
NL11_Amstellandboezem;propxr;NL11_2_9;TT;OW;1712-0048
NL11_Noorderlegmeer;Ptot;NL11_2_9;OM;OW;1712-0048
NL87_AMSDM;pyrdbn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;pyrpxfn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;quinoxfn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;s4C9yFol;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;Sb;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;sC10C13Clakn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;sDDX4;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;sDOxns29;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;sdrin4;NL11_2_9;TT;OW;1712-0048
NL11_Amstellandboezem;Se;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;sHBCD;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;sHCH4;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;sHpCl2;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;simzne;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;Sn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;sPBDE6;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;sxyln;NL11_2_9;TT;OW;1712-0048
NL11_Noorderlegmeer;T;NL11_2_9;OM;OW;1712-0048
NL87_AMSDM;T4ClC1a;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;T4ClC2e;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;Tazfs;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;TC4yPO4;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;TC4ySn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;TClBen;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;TClC1a;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;TClC2e;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;TClfn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;Te;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;tefbzrn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;terbtn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;terC4yazne;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;Tfrlne;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;TFySn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;Ti;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;Tl;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;tolcfsC1y;NL11_2_9;TT;OW;1712-0048
NL11_Amstellandboezem;U;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;V;NL11_2_9;TT;OW;1712-0048
NL11_Noorderlegmeer;VIS;NL11_2_9;TT;OW;1712-0048
NL11_Noorderlegmeer;ZICHT;NL11_2_9;OM;OW;1712-0048
NL11_Amstellandboezem;Zn;NL11_2_9;TT;OW;1712-0048
NL87_AMSDM;12DClC2a;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;12DClC3a;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;44DDT;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;4C9yFol;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;4ClAn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;4ttC8yFol;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;aaDClTol;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;abmtne;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;acnfn;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;Ag;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;alCl;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;Ant;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;As;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;atzne;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;B;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Ba;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;BaA;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;BaP;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;BbF;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Be;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Ben;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;bentzn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;benzCl;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;bfnx;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;BghiPe;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;BkF;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;C1yazfs;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;C1ymsfrn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;C1yprmfs;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;C1yprton;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;C2yazfs;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;C2yBen;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;C2yClprfs;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;C2yprton;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;captn;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;carbdzm;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Cd;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;Chr;NL11_3_1;TT;OW;1712-0048
NL11_Sloterplas;Cl;NL11_3_1;OM;OW;1712-0048
NL87_AMSDM;Clfvfs;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;Clidzn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Clpfm;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;Cltlrn;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;Co;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Cr;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;Cu;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;cypmtn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Daznn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;DC4ySn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Dcfl;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;DClC1a;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;DClppP;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;DClvs;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;DEHP;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Dmtat;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;dmtn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;DmtnmdP;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Durn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;endsfn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;esfvlrt;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;Fen;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;fenamfs;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;feNO2ton;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;fenOxcb;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;fenton;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;Flu;NL11_3_1;TT;OW;1712-0048
NL11_Sloterplas;FYTOPL;NL11_3_1;OM;OW;1712-0048
NL87_AMSDM;HBCD;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;HCB;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;heptnfs;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Hg;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;HxClbtDen;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;imdcpd;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;InP;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;iptrn;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;irgrl;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;lcyhltn;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;linrn;NL11_3_1;TT;OW;1712-0048
NL11_Sloterplas;MAFAUNA;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;malton;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;MCPA;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;MCPP;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;metbtazrn;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;metlCl;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;mevfs;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Mlnrn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Mo;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;mzCl;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;Naf;NL11_3_1;TT;OW;1712-0048
NL11_Sloterplas;NH4;NL11_3_1;OM;OW;1712-0048
NL87_AMSDM;Ni;NL11_3_1;TT;OW;1712-0048
NL11_Sloterplas;Ntot;NL11_3_1;OM;OW;1712-0048
NL11_Sloterplas;O2;NL11_3_1;OM;OW;1712-0048
NL87_AMSDM;OcC1yccT4slx;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;omtat;NL11_3_1;TT;OW;1712-0048
NL11_Sloterplas;OVWFLORA;NL11_3_1;OM;OW;1712-0048
NL87_AMSDM;Pb;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;PeClBen;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;PeClFol;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;PFOS;NL11_3_1;TT;OW;1712-0048
NL11_Sloterplas;pH;NL11_3_1;OM;OW;1712-0048
NL87_AMSDM;pirmcb;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;propxr;NL11_3_1;TT;OW;1712-0048
NL11_Sloterplas;Ptot;NL11_3_1;OM;OW;1712-0048
NL87_AMSDM;pyrdbn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;pyrpxfn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;quinoxfn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;s4C9yFol;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Sb;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;sC10C13Clakn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;sDDX4;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;sDOxns29;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;sdrin4;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;Se;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;sHBCD;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;sHCH4;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;sHpCl2;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;simzne;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Sn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;sPBDE6;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;sxyln;NL11_3_1;TT;OW;1712-0048
NL11_Sloterplas;T;NL11_3_1;OM;OW;1712-0048
NL87_AMSDM;T4ClC1a;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;T4ClC2e;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Tazfs;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;TC4yPO4;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;TC4ySn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;TClBen;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;TClC1a;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;TClC2e;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;TClfn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Te;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;tefbzrn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;terbtn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;terC4yazne;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Tfrlne;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;TFySn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Ti;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;Tl;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;tolcfsC1y;NL11_3_1;TT;OW;1712-0048
NL11_VaartenAmsterdam;U;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;V;NL11_3_1;TT;OW;1712-0048
NL11_Sloterplas;VIS;NL11_3_1;TT;OW;1712-0048
NL11_Sloterplas;ZICHT;NL11_3_1;OM;OW;1712-0048
NL11_VaartenAmsterdam;Zn;NL11_3_1;TT;OW;1712-0048
NL87_AMSDM;12DClC2a;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;12DClC3a;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;44DDT;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;4C9yFol;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;4ClAn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;4ttC8yFol;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;aaDClTol;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;abmtne;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;acnfn;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;Ag;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;alCl;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;Ant;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;As;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;atzne;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;B;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Ba;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;BaA;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;BaP;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;BbF;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Be;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Ben;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;bentzn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;benzCl;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;bfnx;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;BghiPe;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;BkF;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;C1yazfs;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;C1ymsfrn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;C1yprmfs;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;C1yprton;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;C2yazfs;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;C2yBen;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;C2yClprfs;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;C2yprton;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;captn;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;carbdzm;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Cd;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;Chr;NL11_3_2;TT;OW;1712-0048
NL11_Gaasperplas;Cl;NL11_3_2;OM;OW;1712-0048
NL87_AMSDM;Clfvfs;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;Clidzn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Clpfm;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;Cltlrn;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;Co;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Cr;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;Cu;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;cypmtn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Daznn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;DC4ySn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Dcfl;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;DClC1a;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;DClppP;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;DClvs;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;DEHP;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Dmtat;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;dmtn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;DmtnmdP;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Durn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;endsfn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;esfvlrt;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;Fen;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;fenamfs;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;feNO2ton;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;fenOxcb;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;fenton;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;Flu;NL11_3_2;TT;OW;1712-0048
NL11_Gaasperplas;FYTOPL;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;HBCD;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;HCB;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;heptnfs;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Hg;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;HxClbtDen;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;imdcpd;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;InP;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;iptrn;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;irgrl;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;lcyhltn;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;linrn;NL11_3_2;TT;OW;1712-0048
NL11_Vinkeveenseplassen;MAFAUNA;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;malton;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;MCPA;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;MCPP;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;metbtazrn;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;metlCl;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;mevfs;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Mlnrn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Mo;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;mzCl;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;Naf;NL11_3_2;TT;OW;1712-0048
NL11_Gaasperplas;NH4;NL11_3_2;OM;OW;1712-0048
NL87_AMSDM;Ni;NL11_3_2;TT;OW;1712-0048
NL11_Gaasperplas;Ntot;NL11_3_2;OM;OW;1712-0048
NL11_Gaasperplas;O2;NL11_3_2;OM;OW;1712-0048
NL87_AMSDM;OcC1yccT4slx;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;omtat;NL11_3_2;TT;OW;1712-0048
NL11_Gaasperplas;OVWFLORA;NL11_3_2;OM;OW;1712-0048
NL87_AMSDM;Pb;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;PeClBen;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;PeClFol;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;PFOS;NL11_3_2;TT;OW;1712-0048
NL11_Gaasperplas;pH;NL11_3_2;OM;OW;1712-0048
NL87_AMSDM;pirmcb;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;propxr;NL11_3_2;TT;OW;1712-0048
NL11_Gaasperplas;Ptot;NL11_3_2;OM;OW;1712-0048
NL87_AMSDM;pyrdbn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;pyrpxfn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;quinoxfn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;s4C9yFol;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Sb;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;sC10C13Clakn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;sDDX4;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;sDOxns29;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;sdrin4;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;Se;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;sHBCD;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;sHCH4;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;sHpCl2;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;simzne;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Sn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;sPBDE6;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;sxyln;NL11_3_2;TT;OW;1712-0048
NL11_Gaasperplas;T;NL11_3_2;OM;OW;1712-0048
NL87_AMSDM;T4ClC1a;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;T4ClC2e;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Tazfs;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;TC4yPO4;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;TC4ySn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;TClBen;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;TClC1a;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;TClC2e;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;TClfn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Te;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;tefbzrn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;terbtn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;terC4yazne;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Tfrlne;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;TFySn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Ti;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;Tl;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;tolcfsC1y;NL11_3_2;TT;OW;1712-0048
NL11_VaartenAmsterdam;U;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;V;NL11_3_2;TT;OW;1712-0048
NL11_Gaasperplas;VIS;NL11_3_2;TT;OW;1712-0048
NL11_Gaasperplas;ZICHT;NL11_3_2;OM;OW;1712-0048
NL11_VaartenAmsterdam;Zn;NL11_3_2;TT;OW;1712-0048
NL87_AMSDM;12DClC2a;NL11_3_3;TT;OW;1712-0048
NL87_AMSDM;12DClC3a;NL11_3_3;TT;OW;1712-0048
NL87_AMSDM;44DDT;NL11_3_3;TT;OW;1712-0048
NL87_AMSDM;4C9yFol;NL11_3_3;TT;OW;1712-0048
NL87_AMSDM;4ClAn;NL11_3_3;TT;OW;1712-0048
NL87_AMSDM;4ttC8yFol;NL11_3_3;TT;OW;1712-0048
NL87_AMSDM;aaDClTol;NL11_3_3;TT;OW;1712-0048
NL11_VaartenAmsterdam;abmtne;NL11_3_3;TT;OW;1712-0048
NL87_AMSDM;acnfn;NL11_3_3;TT;OW;1712-0048
NL11_VaartenAmsterdam;Ag;NL11_3_3;TT;OW;1712-0048
NL87_AMSDM;alCl;NL11_3_3;TT;OW;1712-0048
NL11_VaartenAmsterdam;Ant;NL11_3_3;TT;OW;1712-0048
NL11_VaartenAmsterdam;As;NL11_3_3;TT;OW;1712-0048
NL87_AMSDM;atzne;NL11_3_3;TT;OW;1712-0048
NL11_VaartenAmsterdam;B;NL11_3_3;TT;OW;1712-0048
NL87_AMSDM;Ba;NL11_3_3;TT;OW;1712-0048
