monsterident;externereferentie;xcoormonster;ycoormonster;monsternemer;planvanaanpak;analist;bron;veldapparaat;bemonsteringsprotocol;analyseprotocol;analysecode;locatiecode;locatie namespace;locatie omschrijving;locatie x;locatie y;locatie z;locatie referentievlakzcoord;locatie KRW watertype;locatie EAG;locatie afaanvoergebied;locatie KRWmeetpuntlocatie;locatie morfologielocatie;locatie bodemsoortlocatie;locatie meetprogrammahistorie;locatie meetprogrammaactueel;locatie meetnethistorie;locatie meetnetactueel;compartiment;datum;fewsparameter;fewsparameternaam;fewsparametercategorie;fewsparametergrootheid;parametercode;grootheid;parameterfractie;parametergroep;parametertypering;biotaxonnaam;confertaxon;TWN naam;TWN taxontype;TWN taxonlevel;WNA nederlandse soortnaam;TWN taxongroup;beschermingsstatus florafaunawet;WNA oeverplantensoorten;WNA emerse plantensoorten;WNA soorten met drijvend blad;WNA kroossoorten;WNA onderwaterplantensoorten;WNA stromingsgilde vis;WNA migratiegilde vis;WNA habitatvoorkeur vis;WNA plantminnendheid vis;WNA reynolds groep cyanobacterieen;WNA zuurstoftolerante vis;WNA fytoplankton groep;WNA fytoplankton subgroep;WNA toxische blauwalg;gedrag;lengteklasse;levensstadium;levensvorm;verschijningsvorm;geslacht;limietsymbool;meetwaarde;eenheid;eenheidequivalent;eenheidreferentie;waardebewerkingsmethode;kwaliteitsoordeelcode;afronding;opmerkingmeting
WBC511869;511869;;;WP;;WP;dwwsb001/349/P;;;;;NAP151;NL11;mp vegetatie polder;138482;478270;;;M14;4140-EAG-5;4140;NL11_4_1;plas_dras;Zand;BODCHEM_HYBI;;MACFTKRW_MACFTOZ_NAARDERMEER-BUFFERZONE-BC_VASTECOMACFT_historieMACFT;;PW;2017-11-06 10:50;Fe_ug/l_nf;IJzer na filtratie (ug/l);IONEN;CONCTTE;Fe;CONCTTE;nf;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1900;mg/l;;;MET;3;Ja;
WBC511869;511869;;;WP;;WP;dwwsb001/349/P;;;;;NAP151;NL11;mp vegetatie polder;138482;478270;;;M14;4140-EAG-5;4140;NL11_4_1;plas_dras;Zand;BODCHEM_HYBI;;MACFTKRW_MACFTOZ_NAARDERMEER-BUFFERZONE-BC_VASTECOMACFT_historieMACFT;;PW;2017-11-06 10:50;NH4_mgN/l_nf;Ammonium na filtratie (uitgedrukt in mg stikstof/l);NUTRI;CONCTTE;NH4;CONCTTE;nf;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.9;mg/l;N;;MET;3;Ja;
WBC511869;511869;;;WP;;WP;dwwsb001/349/P;;;;;NAP151;NL11;mp vegetatie polder;138482;478270;;;M14;4140-EAG-5;4140;NL11_4_1;plas_dras;Zand;BODCHEM_HYBI;;MACFTKRW_MACFTOZ_NAARDERMEER-BUFFERZONE-BC_VASTECOMACFT_historieMACFT;;PW;2017-11-06 10:50;Ptot_mgP/l_nf;Fosfor (uitgedrukt in mg fosfor/l na filtratie);NUTRI;CONCTTE;Ptot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9;mg/l;P;;MET;3;Ja;
WBC511869;511869;;;WP;;WP;dwwsb001/349/P;;;;;NAP151;NL11;mp vegetatie polder;138482;478270;;;M14;4140-EAG-5;4140;NL11_4_1;plas_dras;Zand;BODCHEM_HYBI;;MACFTKRW_MACFTOZ_NAARDERMEER-BUFFERZONE-BC_VASTECOMACFT_historieMACFT;;PW;2017-11-06 10:50;S_mg/l_OPGLT;Sulfide opgelost (mg/l);IONEN;CONCTTE;S;CONCTTE;OPGLT;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<;0.01;mg/l;;;MET;3;Ja;
WBC511869;511869;;;WP;;WP;dwwsb001/349/P;;;;;NAP151;NL11;mp vegetatie polder;138482;478270;;;M14;4140-EAG-5;4140;NL11_4_1;plas_dras;Zand;BODCHEM_HYBI;;MACFTKRW_MACFTOZ_NAARDERMEER-BUFFERZONE-BC_VASTECOMACFT_historieMACFT;;PW;2017-11-06 10:50;Stot_mg/l;Zwavel (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;mg/l;;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;Ca_mg/kg_dg;Calcium in vaste matrix (mg/kg dg);IONEN;MASSFTE;Ca;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;mg/kg;;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;DICHTHD_kg/l;Dichtheid (kg/l);ALG;DICHTHD;DICHTHD;DICHTHD;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.595;kg/l;;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;Fe_mg/kg_dg;IJzer drooggewicht (mg/kg);IONEN;MASSFTE;Fe;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4000;mg/kg;;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;Fe_mg/l_ng;IJzer natgewicht (mg/l);IONEN;CONCTTE;Fe;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3800;mg/l;;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;GR_%_dg;Gloeirest van zwevende stof (%dg);ALG;MASSFTE;GR;MASSFTE;dg;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;%;;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;IR_%;Indamprest van vaste matrix (%);ALG;AFSDRDMT;IR;MASSFTE;;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;%;;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;Ptot_gP/kg_dg;Fosfor (uitgedrukt in g fosfor/kg drooggewicht);NUTRI;MASSFTE;Ptot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<;0.4;g/kg;P;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;Ptot_mgP/l_ng;Fosfor (uitgedrukt in mg fosfor/l natgewicht);NUTRI;CONCTTE;Ptot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;mg/l;P;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;SLIBDTE_m;Slibdikte (m);VELD;SLIBDTE;SLIBDTE;LENGTE;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;m;;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;Stot_mg/kg_dg;Zwavel drooggewicht (totaal) (mg/kg);METAL;MASSFTE;Stot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3100;mg/kg;;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;Stot_mg/l_ng;Zwavel natgewicht (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2900;mg/l;;;MET;3;Ja;
WBC511852;511852;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:05;T_oC;Temperatuur (oC);ALG;T;T;T;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;oC;;;MET;3;Ja;
WBC511853;511853;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;PW;2017-11-06 11:05;Fe_ug/l_nf;IJzer na filtratie (ug/l);IONEN;CONCTTE;Fe;CONCTTE;nf;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20000;mg/l;;;MET;3;Ja;
WBC511853;511853;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;PW;2017-11-06 11:05;NH4_mgN/l_nf;Ammonium na filtratie (uitgedrukt in mg stikstof/l);NUTRI;CONCTTE;NH4;CONCTTE;nf;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3;mg/l;N;;MET;3;Ja;
WBC511853;511853;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;PW;2017-11-06 11:05;Ptot_mgP/l_nf;Fosfor (uitgedrukt in mg fosfor/l na filtratie);NUTRI;CONCTTE;Ptot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.1;mg/l;P;;MET;3;Ja;
WBC511853;511853;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;PW;2017-11-06 11:05;S_mg/l_OPGLT;Sulfide opgelost (mg/l);IONEN;CONCTTE;S;CONCTTE;OPGLT;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<;0.01;mg/l;;;MET;3;Ja;
WBC511853;511853;;;WP;;WP;dwwsb001/349/P;;;;;KOP108;NL11;mp vegetatie;137504;479184;;;M8;4140-EAG-3;4140;;lijnvormig;Lichte zavel;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;PW;2017-11-06 11:05;Stot_mg/l;Zwavel (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;mg/l;;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;Ca_mg/kg_dg;Calcium in vaste matrix (mg/kg dg);IONEN;MASSFTE;Ca;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19000;mg/kg;;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;DICHTHD_kg/l;Dichtheid (kg/l);ALG;DICHTHD;DICHTHD;DICHTHD;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.979;kg/l;;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;Fe_mg/kg_dg;IJzer drooggewicht (mg/kg);IONEN;MASSFTE;Fe;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12999.999;mg/kg;;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;Fe_mg/l_ng;IJzer natgewicht (mg/l);IONEN;CONCTTE;Fe;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1300;mg/l;;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;GR_%_dg;Gloeirest van zwevende stof (%dg);ALG;MASSFTE;GR;MASSFTE;dg;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;%;;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;IR_%;Indamprest van vaste matrix (%);ALG;AFSDRDMT;IR;MASSFTE;;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;%;;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;Ptot_gP/kg_dg;Fosfor (uitgedrukt in g fosfor/kg drooggewicht);NUTRI;MASSFTE;Ptot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<;0.4;g/kg;P;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;Ptot_mgP/l_ng;Fosfor (uitgedrukt in mg fosfor/l natgewicht);NUTRI;CONCTTE;Ptot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;mg/l;P;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;SLIBDTE_m;Slibdikte (m);VELD;SLIBDTE;SLIBDTE;LENGTE;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;m;;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;Stot_mg/kg_dg;Zwavel drooggewicht (totaal) (mg/kg);METAL;MASSFTE;Stot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10999.999;mg/kg;;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;Stot_mg/l_ng;Zwavel natgewicht (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1100;mg/l;;;MET;3;Ja;
WBC511854;511854;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:20;T_oC;Temperatuur (oC);ALG;T;T;T;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.5;oC;;;MET;3;Ja;
WBC511855;511855;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;PW;2017-11-06 11:20;Fe_ug/l_nf;IJzer na filtratie (ug/l);IONEN;CONCTTE;Fe;CONCTTE;nf;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11999.999;mg/l;;;MET;3;Ja;
WBC511855;511855;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;PW;2017-11-06 11:20;NH4_mgN/l_nf;Ammonium na filtratie (uitgedrukt in mg stikstof/l);NUTRI;CONCTTE;NH4;CONCTTE;nf;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;mg/l;N;;MET;3;Ja;
WBC511855;511855;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;PW;2017-11-06 11:20;Ptot_mgP/l_nf;Fosfor (uitgedrukt in mg fosfor/l na filtratie);NUTRI;CONCTTE;Ptot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3;mg/l;P;;MET;3;Ja;
WBC511855;511855;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;PW;2017-11-06 11:20;S_mg/l_OPGLT;Sulfide opgelost (mg/l);IONEN;CONCTTE;S;CONCTTE;OPGLT;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<;0.01;mg/l;;;MET;3;Ja;
WBC511855;511855;;;WP;;WP;dwwsb001/349/P;;;;;KOP112;NL11;mp vegetatie;137160;479440;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_FYCHEM_HYBI;;FYTOPLANKTONABUNDANTIE_MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;PW;2017-11-06 11:20;Stot_mg/l;Zwavel (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3;mg/l;;;MET;3;Ja;
WBC511850;511850;;;WP;;WP;dwwsb001/349/P;;;;;KOP103;NL11;mp vegetatie;136863;479667;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:40;Ca_mg/kg_dg;Calcium in vaste matrix (mg/kg dg);IONEN;MASSFTE;Ca;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3800;mg/kg;;;MET;3;Ja;
WBC511850;511850;;;WP;;WP;dwwsb001/349/P;;;;;KOP103;NL11;mp vegetatie;136863;479667;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:40;DICHTHD_kg/l;Dichtheid (kg/l);ALG;DICHTHD;DICHTHD;DICHTHD;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.201;kg/l;;;MET;3;Ja;
WBC511850;511850;;;WP;;WP;dwwsb001/349/P;;;;;KOP103;NL11;mp vegetatie;136863;479667;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:40;Fe_mg/kg_dg;IJzer drooggewicht (mg/kg);IONEN;MASSFTE;Fe;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7000;mg/kg;;;MET;3;Ja;
WBC511850;511850;;;WP;;WP;dwwsb001/349/P;;;;;KOP103;NL11;mp vegetatie;136863;479667;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:40;Fe_mg/l_ng;IJzer natgewicht (mg/l);IONEN;CONCTTE;Fe;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2400;mg/l;;;MET;3;Ja;
WBC511850;511850;;;WP;;WP;dwwsb001/349/P;;;;;KOP103;NL11;mp vegetatie;136863;479667;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:40;GR_%_dg;Gloeirest van zwevende stof (%dg);ALG;MASSFTE;GR;MASSFTE;dg;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;%;;;MET;3;Ja;
WBC511850;511850;;;WP;;WP;dwwsb001/349/P;;;;;KOP103;NL11;mp vegetatie;136863;479667;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:40;IR_%;Indamprest van vaste matrix (%);ALG;AFSDRDMT;IR;MASSFTE;;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.6;%;;;MET;3;Ja;
WBC511850;511850;;;WP;;WP;dwwsb001/349/P;;;;;KOP103;NL11;mp vegetatie;136863;479667;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:40;Ptot_gP/kg_dg;Fosfor (uitgedrukt in g fosfor/kg drooggewicht);NUTRI;MASSFTE;Ptot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<;0.4;g/kg;P;;MET;3;Ja;
WBC511850;511850;;;WP;;WP;dwwsb001/349/P;;;;;KOP103;NL11;mp vegetatie;136863;479667;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:40;Ptot_mgP/l_ng;Fosfor (uitgedrukt in mg fosfor/l natgewicht);NUTRI;CONCTTE;Ptot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;mg/l;P;;MET;3;Ja;
WBC511850;511850;;;WP;;WP;dwwsb001/349/P;;;;;KOP103;NL11;mp vegetatie;136863;479667;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:40;SLIBDTE_m;Slibdikte (m);VELD;SLIBDTE;SLIBDTE;LENGTE;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;m;;;MET;3;Ja;
WBC511850;511850;;;WP;;WP;dwwsb001/349/P;;;;;KOP103;NL11;mp vegetatie;136863;479667;;;M8;4140-EAG-3;4140;;lijnvormig;Veen;BODCHEM_HYBI;;MACFTGBD_NAARDERMEER-BUFFERZONE-BC;;BS;2017-11-06 11:40;Stot_mg/kg_dg;Zwavel drooggewicht (totaal) (mg/kg);METAL;MASSFTE;Stot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3200;mg/kg;;;MET;3;Ja;
