Meetobject.namespace;Meetobject.lokaalID;Meetobject.omschrijving;Namespace;GeometriePunt.X_RD;GeometriePunt.Y_RD;KRWwatertype.code;GeoObject.code;LigtInGeoObjectCode;HoortBijGeoObjectCode;Wegingsfactor;Monster.lokaalID;Meetwaarde.lokaalID;Resultaatdatum;Resultaattijd;Toetsdatumtijd;Begindatum;Begintijd;Einddatum;Eindtijd;Typering.code;Grootheid.code;Grootheid.omschrijving;Parameter.code;Parameter.omschrijving;Biotaxon.naam;Biotaxon.naam.nl;CAS-nummer;Eenheid.code;Hoedanigheid.code;Analysecompartiment.code;Levensstadium.code;Lengteklasse.code;Geslacht.code;Verschijningsvorm.code;Levensvorm.code;Gedrag.code;Waardebewerkingmethode.code;Waardebepalingsmethode.code;LocatieTypeWaardeBepaling.ID;LocatieTypeWaardeBepaling.Omschrijving;Limietsymbool;Numeriekewaarde;Alfanumeriekewaarde;Kwaliteitsoordeel.code;Classificatie;Normwaarde;Aantalgebruiktemeetwaarden;Aantalmeetwaardenonderdetectiegrens
NL11;BOT292;mp vegetatie oever;;123702;473832;M27;;;;;;;;;2019-05-06 09:58:54;2014-01-01;00:00:00;2014-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.005;;55;;>7E-05;2;2
NL11;BRE009;Voor krooshek gemaal Broeckland to Broekdijkoost 39;;128417;464179;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.01;Voldoet;00;1;<=0.08;1;1
NL11;BRE009;Voor krooshek gemaal Broeckland to Broekdijkoost 39;;128417;464179;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.005;;55;;>7E-05;1;1
NL11;BRE009;Voor krooshek gemaal Broeckland to Broekdijkoost 39;;128417;464179;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.6;Voldoet;00;1;<=7.3;1;0
NL11;BRE009;Voor krooshek gemaal Broeckland to Broekdijkoost 39;;128417;464179;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.6;Voldoet;00;1;<=37.3;1;0
NL11;BRE009;Voor krooshek gemaal Broeckland to Broekdijkoost 39;;128417;464179;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;NORMFTE;Normfractie;Ni;nikkel;nikkel;;7440-02-0;DIMSLS;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.0305;Voldoet;00;1;<=1;1;0
NL11;BRE009;Voor krooshek gemaal Broeckland to Broekdijkoost 39;;128417;464179;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.1;Voldoet;00;1;<=1.4;1;0
NL11;BRE009;Voor krooshek gemaal Broeckland to Broekdijkoost 39;;128417;464179;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.1;Voldoet;00;1;<=14.2;1;0
NL11;BUS037;Vaartweg/Brediusweg;;139694;476928;M6a;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.2;Voldoet;00;1;<=1.4;1;0
NL11;BUS037;Vaartweg/Brediusweg;;139694;476928;M6a;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.01;Voldoet;00;1;<=0.08;1;1
NL11;BUS037;Vaartweg/Brediusweg;;139694;476928;M6a;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;NORMFTE;Normfractie;Ni;nikkel;nikkel;;7440-02-0;DIMSLS;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.0554;Voldoet;00;1;<=1;1;0
NL11;BUS037;Vaartweg/Brediusweg;;139694;476928;M6a;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;1;Voldoet;00;1;<=7.3;1;0
NL11;BUS037;Vaartweg/Brediusweg;;139694;476928;M6a;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.2;Voldoet;00;1;<=14.2;1;0
NL11;BUS037;Vaartweg/Brediusweg;;139694;476928;M6a;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;1;Voldoet;00;1;<=37.3;1;0
NL11;BUS037;Vaartweg/Brediusweg;;139694;476928;M6a;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.005;;55;;>7E-05;1;1
NL11;GSZ001;hweysel/gemschapspweg Nkant;;130474;480729;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;1.1;Voldoet;00;1;<=37.3;1;0
NL11;GSZ001;hweysel/gemschapspweg Nkant;;130474;480729;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.2;Voldoet;00;1;<=1.4;1;0
NL11;GSZ001;hweysel/gemschapspweg Nkant;;130474;480729;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;NORMFTE;Normfractie;Ni;nikkel;nikkel;;7440-02-0;DIMSLS;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.0384;Voldoet;00;1;<=1;1;0
NL11;GSZ001;hweysel/gemschapspweg Nkant;;130474;480729;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.005;;55;;>7E-05;1;1
NL11;GSZ001;hweysel/gemschapspweg Nkant;;130474;480729;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.2;Voldoet;00;1;<=14.2;1;0
NL11;GSZ001;hweysel/gemschapspweg Nkant;;130474;480729;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;1.1;Voldoet;00;1;<=7.3;1;0
NL11;GSZ001;hweysel/gemschapspweg Nkant;;130474;480729;M8;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.01;Voldoet;00;1;<=0.08;1;1
NL11;GZK006;brug meentweg;;147572;476949;;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;NORMFTE;Normfractie;Ni;nikkel;nikkel;;7440-02-0;DIMSLS;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.0706;Voldoet;00;1;<=1;1;0
NL11;GZK006;brug meentweg;;147572;476949;;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;1.9;Voldoet;00;1;<=7.3;1;0
NL11;GZK006;brug meentweg;;147572;476949;;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.4;Voldoet;00;1;<=14.2;1;0
NL11;GZK006;brug meentweg;;147572;476949;;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.005;;55;;>7E-05;1;1
NL11;GZK006;brug meentweg;;147572;476949;;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.01;Voldoet;00;1;<=0.08;1;1
NL11;GZK006;brug meentweg;;147572;476949;;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;1.9;Voldoet;00;1;<=37.3;1;0
NL11;GZK006;brug meentweg;;147572;476949;;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.4;Voldoet;00;1;<=1.4;1;0
NL11;HAP007;Holl.End nr.34;;136182;476127;M10;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.1;Voldoet;00;1;<=14.2;1;0
NL11;HAP007;Holl.End nr.34;;136182;476127;M10;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.6;Voldoet;00;1;<=7.3;1;0
NL11;HAP007;Holl.End nr.34;;136182;476127;M10;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.01;Voldoet;00;1;<=0.08;1;1
NL11;HAP007;Holl.End nr.34;;136182;476127;M10;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.1;Voldoet;00;1;<=1.4;1;0
NL11;HAP007;Holl.End nr.34;;136182;476127;M10;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;NORMFTE;Normfractie;Ni;nikkel;nikkel;;7440-02-0;DIMSLS;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.0229;Voldoet;00;1;<=1;1;0
NL11;HAP007;Holl.End nr.34;;136182;476127;M10;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.005;;55;;>7E-05;1;1
NL11;HAP007;Holl.End nr.34;;136182;476127;M10;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.6;Voldoet;00;1;<=37.3;1;0
NL11;HLV003;Westergasfabrieksterrein;;119753;488756;M6b;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;1.7;Voldoet;00;1;<=7.3;1;0
NL11;HLV003;Westergasfabrieksterrein;;119753;488756;M6b;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;NORMFTE;Normfractie;Ni;nikkel;nikkel;;7440-02-0;DIMSLS;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.205;Voldoet;00;1;<=1;1;0
NL11;HLV003;Westergasfabrieksterrein;;119753;488756;M6b;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.05;Voldoet;00;1;<=1.4;1;1
NL11;HLV003;Westergasfabrieksterrein;;119753;488756;M6b;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.01;Voldoet niet;00;2;>7E-05;1;0
NL11;HLV003;Westergasfabrieksterrein;;119753;488756;M6b;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;1.7;Voldoet;00;1;<=37.3;1;0
NL11;HLV003;Westergasfabrieksterrein;;119753;488756;M6b;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.01;Voldoet;00;1;<=0.08;1;0
NL11;HLV003;Westergasfabrieksterrein;;119753;488756;M6b;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.1;Voldoet;00;1;<=14.2;1;1
NL11;HUI018;hoek Huizermaat_ bij oversto;;145269;479064;M3;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;3;Voldoet niet;00;2;>1.4;1;0
NL11;HUI018;hoek Huizermaat_ bij oversto;;145269;479064;M3;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;NORMFTE;Normfractie;Ni;nikkel;nikkel;;7440-02-0;DIMSLS;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.0225;Voldoet;00;1;<=1;1;0
NL11;HUI018;hoek Huizermaat_ bij oversto;;145269;479064;M3;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.6;Voldoet;00;1;<=7.3;1;0
NL11;HUI018;hoek Huizermaat_ bij oversto;;145269;479064;M3;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.005;;55;;>7E-05;1;1
NL11;HUI018;hoek Huizermaat_ bij oversto;;145269;479064;M3;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Hg;kwik;kwik;;7439-97-6;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.01;Voldoet;00;1;<=0.08;1;1
NL11;HUI018;hoek Huizermaat_ bij oversto;;145269;479064;M3;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Pb;lood;lood;;7439-92-1;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;3;Voldoet;00;1;<=14.2;1;0
NL11;HUI018;hoek Huizermaat_ bij oversto;;145269;479064;M3;;;;;;;;;2019-05-06 09:58:54;2017-01-01;00:00:00;2017-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Ni;nikkel;nikkel;;7440-02-0;ug/l;nf;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.6;Voldoet;00;1;<=37.3;1;0
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2015-01-01;00:00:00;2015-12-31;23:59:59;;CONCTTE;(massa)Concentratie;simzne;simazine;simazine;;122-34-9;ug/l;NVT;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.01;Voldoet;00;1;<=1;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2014-01-01;00:00:00;2014-12-31;23:59:59;;CONCTTE;(massa)Concentratie;simzne;simazine;simazine;;122-34-9;ug/l;NVT;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.02;Voldoet;00;1;<=4;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2015-01-01;00:00:00;2015-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Clfvfs;chloorfenvinfos;chloorfenvinfos;;470-90-6;ug/l;NVT;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.02;Voldoet;00;1;<=0.3;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2014-01-01;00:00:00;2014-12-31;23:59:59;;CONCTTE;(massa)Concentratie;simzne;simazine;simazine;;122-34-9;ug/l;NVT;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.01;Voldoet;00;1;<=1;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2014-01-01;00:00:00;2014-12-31;23:59:59;;CONCTTE;(massa)Concentratie;terbtn;terbutrin;terbutrin;;886-50-0;ug/l;NVT;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.01;Voldoet;00;1;<=0.34;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2013-01-01;00:00:00;2013-12-31;23:59:59;;CONCTTE;(massa)Concentratie;alCl;alachloor;alachloor;;15972-60-8;ug/l;NVT;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.02;Voldoet;00;1;<=0.7;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2015-01-01;00:00:00;2015-12-31;23:59:59;;CONCTTE;(massa)Concentratie;DClvs;dichloorvos;dichloorvos;;62-73-7;ug/l;NVT;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.31;;55;;>0.0006;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2013-01-01;00:00:00;2013-12-31;23:59:59;;CONCTTE;(massa)Concentratie;simzne;simazine;simazine;;122-34-9;ug/l;NVT;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.01;Voldoet;00;1;<=1;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2015-01-01;00:00:00;2015-12-31;23:59:59;;CONCTTE;(massa)Concentratie;terbtn;terbutrin;terbutrin;;886-50-0;ug/l;NVT;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.01;Voldoet;00;1;<=0.34;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2014-01-01;00:00:00;2014-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Clfvfs;chloorfenvinfos;chloorfenvinfos;;470-90-6;ug/l;NVT;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.01;Voldoet;00;1;<=0.1;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2015-01-01;00:00:00;2015-12-31;23:59:59;;CONCTTE;(massa)Concentratie;DClvs;dichloorvos;dichloorvos;;62-73-7;ug/l;NVT;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;1;;55;;>0.0007;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2015-01-01;00:00:00;2015-12-31;23:59:59;;CONCTTE;(massa)Concentratie;Tfrlne;trifluraline;trifluraline;;1582-09-8;ug/l;NVT;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.01;Voldoet;00;1;<=0.03;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2014-01-01;00:00:00;2014-12-31;23:59:59;;CONCTTE;(massa)Concentratie;alCl;alachloor;alachloor;;15972-60-8;ug/l;NVT;OW;;;;;;;MAX;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;<;0.02;Voldoet;00;1;<=0.7;4;4
NL11;KMU001;Bij steiger De Hoef Oostzijde 14 (in Kromme Mijdrecht);;115799;469183;M6b;;;;;;;;;2019-05-06 09:58:54;2014-01-01;00:00:00;2014-12-31;23:59:59;;CONCTTE;(massa)Concentratie;DClvs;dichloorvos;dichloorvos;;62-73-7;ug/l;NVT;OW;;;;;;;JGM;"other:Aquo-kit;OW-toetsing;EU voorstel prioritair 2012 - zoet";;;;0.25;;55;;>0.0006;4;4
