pol;EAG;GAF;KRW;watertype;bodem;a_inlaat1;a_inlaat2;a_inlaat3;a_inlaat4;a_inlaat5;a_uitlaat1;a_uitlaat2;a_uitlaat3;a_uitlaat4;a_tot;a_drain;a_verhard;a_gemengd;a_water;a_bodemhoogte;a_slootdiepte;wp_meting_gm3;wp_meting_mgm2d;jaar;maand;seiz;w_peil;w_volume;w_debiet;w_berging;w_sluitfout;w_maalstaat;w_i_neerslag;w_i_kwel;w_i_verhard;w_i_riol;w_i_drain;w_i_uitspoel;w_i_afstroom;w_i_inlaat1;w_i_inlaat2;w_i_inlaat3;w_i_inlaat4;w_i_inlaat5;w_o_verdamping;w_o_wegzijg;w_o_intrek;w_o_uitlaat1;w_o_uitlaat2;w_o_uitlaat3;w_o_uitlaat4;w_o_uitlaat5;wp_min_neerslag;wp_min_kwel;wp_min_verhard;wp_min_riol;wp_min_drain;wp_min_uitspoel;wp_min_afstroom;wp_min_inlaat1;wp_min_inlaat2;wp_min_inlaat3;wp_min_inlaat4;wp_min_inlaat5;wp_inc_neerslag;wp_inc_kwel;wp_inc_verhard;wp_inc_riol;wp_inc_drain;wp_inc_uitspoel;wp_inc_afstroom;wp_inc_inlaat1;wp_inc_inlaat2;wp_inc_inlaat3;wp_inc_inlaat4;wp_inc_inlaat5;namen;versie;naam;KRWnaam;agrarisch;p_i_redDAW;wp_min_sum;wp_inc_sum;wp_tot_sum;watdteF;watdte;kPDitch;PvskPDitch;Troebel.naar.helder..mg.P.m2.d.;P.load_year..mgP.m2.d.;Helder.naar.troebel..mg.P.m2.d.;lake.ditch.vollenweider;PvskPLake
2610-GAF_F002.xlsx;;;;M8;VEEN;hoogwatervoorziening;tolhuiskade;dijklek;kassen;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;260.607258485936;0;68.4702408732405;0;33.6488364144799;-2.6;0.5;0.95810537869826;13.3420871328351;2011.77777777778;6.16666666666667;;-2.05892858172609;182064.236420495;18.4914643217497;-13.8681677118567;311.186009918269;-4894.4148939676;843.078295660628;0;1294.33825798646;0;0;2359.24765873919;0;0;0;1000;50;675.4983678812;652.476633442625;67.2976728289598;905.29122223471;0;0;0;0;4583.22888404933;0;0;1.53864251594682;0;0;8.4136555440257;0;0;0;1.18874838663922;0.445780644989707;0.602248196247152;0.0501103981888557;0;7.69321257973411;0;0;4.20682777201285;0;0;0;0.148593548329902;0.00742967741649512;0.903372294370728;;;;;1;0.84136555440257;12.1890752878486;13.0095462700529;25.1986215579015;;;;;;;;;
2620-GAF_F001.xlsx;;;;M10;VEEN;inlaat Kade;gebruiksinlaten incl. Jonkermolen;dijkslek (incl Jmolen);variabele inlaten;inlaat peilbeheer;naar hoogwatervoorziening zevenhoven;naar Noordse Buurt;naar hwater zevenhoven uit Jmolen;uitlaat4;455.127817552224;0;27.0853856270748;0;87.6862093041684;-2.5;0.51;0.249189964157706;1.7755009480846;2012.39130434783;6.30434782608696;;-2.00669509588166;432560.370732938;13.7418040904632;2.63545566680536;465.69263229463;-5475.933079025;2273.59652797061;0;526.296898877292;0;0;719.36233263507;1942.00704743964;0;4500;700;285.339241684385;1103.06504832532;1786.32425660717;298.983363414508;130.667529325322;2565.21739130435;2260.86956521739;0;0;5010.24044673037;0;0;0.240081948143822;0;0;0.492229511352048;1.32883407517582;0;0.769790375654786;0.319320452123467;0.0488114226767277;0.188695301760447;0.0518575622327085;0;1.20040974071911;0;0;0.492229511352048;1.32883407517582;0;2.56596791884929;0.0399150565154334;0.146434268030183;0.566085905281341;;;;;1;0.0492229511352048;3.38776308688712;6.39173403815593;9.77949712504306;;;;;;;;;
2620-GAF_F002.xlsx;;;;M10;VEEN;inlaat Kade;gebruiksinlaten incl. Jonkermolen;dijkslek (incl Jmolen);variabele inlaten;inlaat peilbeheer;naar hoogwatervoorziening zevenhoven;naar Noordse Buurt;naar hwater zevenhoven uit Jmolen;uitlaat4;455.127817552224;0;27.0853856270748;0;87.6862093041684;-2.5;0.51;0.249189964157706;1.7755009480846;2012.39130434783;6.30434782608696;;-2.00669509588166;432560.370732938;13.7418040904632;2.63545566680536;465.69263229463;-5475.933079025;2273.59652797061;0;526.296898877292;0;0;719.36233263507;1942.00704743964;0;4500;700;285.339241684385;1103.06504832532;1786.32425660717;298.983363414508;130.667529325322;2565.21739130435;2260.86956521739;0;0;5010.24044673037;0;0;0.240081948143822;0;0;0.492229511352048;1.32883407517582;0;0.769790375654786;0.319320452123467;0.0488114226767277;0.188695301760447;0.0518575622327085;0;1.20040974071911;0;0;0.492229511352048;1.32883407517582;0;2.56596791884929;0.0399150565154334;0.146434268030183;0.566085905281341;;;;;1;0.0492229511352048;3.38776308688712;6.39173403815593;9.77949712504306;;;;;;;;;
2630-GAF_F001.xlsx;;;;M8;VEEN;Noordse Dorp - serie + berekening;Dijkse kwel;inlaat Nieuwkoop (kassen + voeding hw-voorz);extra inlaat;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;233.080999954665;0;25.050273929994;0;41.4426055618281;-4.55;0.5;0.526958423692058;7.0400092380737;2012.39130434783;6.30434782608696;;-4.0400004677485;211357.094518157;16.4384894460958;4.3086549686609e-14;36.9534527955811;-5996.95507825158;1075.16779887464;1.11879485670645;487.010120619855;0;0;1353.93752835705;697.31947524885;158.732847003066;500;1039.25177650806;1500;0;843.461452901587;0;9.07526311064302;0;0;0;0;5960.001625456;0;0.00107984991922124;0.47005743390655;0;0;2.61361467987261;1.34609195690367;0.383018501976796;0.482595139201904;2.50768927874866;0.723892708802855;0;0.0518870753563311;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0.261361467987261;8.52803954933227;0.0518870753563311;8.5799266246886;;;;;;;;;
3020-GAF_F002.xlsx;;;;M10;VEEN;dijkse kwel en sluislek;Inlaat2;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;61.52562;0;11.0633963662664;0;9.268309124606;-1.7;0.45;0.438979554435972;4.10924362465962;2012.04918032787;6.40983606557377;;-1.21304150776999;45132.818368398;18.6611116652567;0.668190508515197;360.131402801872;-1807.54526836472;231.567013263079;9.868689124606;204.255690244138;0;0;575.272532903078;4.86511036551597;700;0;0;0;3.74047932348842;178.130791063677;0;104.693049105897;0;0;0;0;1447.41386556285;0;0;0.198342673672463;0;0;3.72412610651373;0.0314951322842685;0;0;0;0;0;0.0499696352699981;0.0212955545438295;4.40761497049918;0;0;3.72412610651373;0.0314951322842685;0;0;0;0;0;;;;;0;0.372412610651373;3.95396391247047;8.23450139911101;12.1884653115815;;;;;;;;;
3050-EAG-1_F001.xlsx;;;;M8;VEEN;part. inlaat;dijklek;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;39.83942;0;15.59005;10;0.80722;-2.65;0.5;0.301360405410774;32.8279498376498;2012.85;6.3;;-2.10875;4369.07825;121.996096684137;-0.162745967741935;-962.56496109931;0;20.6274615440086;24.2166;291.644691739294;0;0;147.691279230829;49.5479561734385;0;450;0;0;0;16.4286589014346;0;4.57162271908404;0;0;0;0;962.56496109931;0;0;3.25165658141974;0;0;10.977771554037;3.68285891133311;0;22.2987537474294;0;0;0;0.0511074094893797;0.6;72.2590351426609;0;0;10.977771554037;3.68285891133311;0;25.0860979658581;0;0;0;;;;;1;1.0977771554037;40.2110407942193;112.656870983379;152.867911777598;;;;;;;;;
3050-EAG-2_F001.xlsx;;;;M1a;KLEI;inlaat;variabele inlaat;via de sportvelden;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;77.45652;0;3.4266;50;2.81832;-2.65;0.5;0.183173121921182;9.51806944824433;2012.85;6.3;;-2.10877196828671;15253.5378633821;60.0695083460934;-0.568209677419355;-305.878929111134;-1338.79551477005;72.0185171560543;84.5496;64.1017636706658;0;0;233.055600371418;78.1862594278823;442.8;102.811715914222;632.292038083946;0;0;57.3588587437019;0;7.21398232188475;0;0;0;0;1644.67444388118;0;0;0.20470204697692;0;0;4.96158563338624;1.66452906897476;1.15479434556757;1.45919151713392;8.97402762048236;0;0;0.0511074094893797;0.6;4.54893437726488;0;0;4.96158563338624;1.66452906897476;1.5711487694797;1.64159045677566;1.12175345256029;0;0;;;;;0;0.496158563338624;18.4188302325218;16.1606491679309;34.5794794004527;;;;;;;;;
3070-GAF_F002.xlsx;;;;M1a;KLEI;inlaat vecht;inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;755.782007593556;0;62.5092685669689;62.5092685669689;37.8851934040658;-2.2;0.5;0.207036234656183;5.38707808104682;2011.77777777778;6.16666666666667;;-1.85006887375584;132572.083958625;52.1232483901109;-45.0319856263089;-6134.09199092586;-9678.52557898449;933.419426847571;75.7703868081316;1141.07173364;0;0;14273.7384920032;0.487044555815599;689.264020488515;0;0;0;2633.2423567319;733.956859789545;0;3155.3870457489;0;0;0;0;15812.6175699104;0;0.04;0.271072803911247;0;0;7.53525966715605;0.000385674068458099;0.345676376773527;0;0;0;1.32061104306087;0.0492762128408402;0.03;6.0238400869166;0;0;2.63734088350462;0.000192837034229049;0.363869870287923;0;0;0;1.39011688743249;;;;;1;0.753525966715605;9.51300556497015;10.4946367780167;20.0076423429869;;;;;;;;;
3100-GAF_F001.xlsx;;;NL11_4_1;M14;KLEI;evt opgedrukte inlaat (defo);in2;in3;in4;inlaat peilbeheer;evt opgedrukte molen;lek aalscholverkolonie?????;uit3;uit4;631.3738161166;0;0;0;207.857802695183;-2;0.9;0.0357496266427718;0.176187948251729;2012.5;6.5;;-0.972375484586338;2135997.73769586;6.79939520359226;-16.0103795851878;-857.878982258541;0;5281.19192503476;721.653769132707;0;0;0;3461.88633272305;1781.70016341238;0;0;0;0;2886.64127644561;4109.41838561051;4781.51868033189;1394.70673573745;2973.54030322492;0;0;0;857.878982258541;0;0.0694372556406739;0;0;0;0.333101407581009;0.171434523054705;0;0;0;0;0.0694378858771731;0.0508154310933371;0.0347186278203369;0;0;0;0.166550703790504;0.0857172615273527;0;0;0;0;0;;;;;0;0.0333101407581009;0.643411072153561;0.337802024231531;0.981213096385092;;;;;;;;;
3200-GAF_F001.xlsx;;;;M20;;Blijkpolder;Googstuw/afvoer SAP;overschot HAP;overschot PKH;inlaat peilbeheer;opmaling naar/inlaat van SAP;inlaat Blijkpolder;;;369.308624866596;0;20.8958193139544;0;254.814701994886;-16.5;14.78;0.018561966581313;0.10567835426715;2012.81012658228;6.27848101265823;;-1.73065574119412;37634460.559675;7.25703978822375;74.0856410399103;1051.87622554947;-5346.66810911226;6502.46274572268;0;392.493156960222;0;0;305.759543545493;3.22396883753429;1085.74428167814;2988.4993360277;0;0;7374.24163946606;5139.358162256;4331.84993391306;1057.60796840884;3651.70503528132;251.197329855731;0;0;4294.79188356279;0;0;0.0138627731641359;0;0;0.0719957383506773;0.000759132533318033;0.0468700863998782;0.175921913804311;0;0;0.434094358473126;0.0510367941474051;0;0.308061625869688;0;0;0.0719957383506773;0.000759132533318033;0.0560310578325816;0.234562551739081;0;0;0.144698119491042;;;;;0;0.00719957383506773;0.743504002725447;0.867145019963793;1.61064902268924;;;;;;;;;
3201-EAG-1_F001.xlsx;;;;M27;VEEN;Spplas;Inlaat2;Inlaat3;Inlaat4;inlaat peilbeheer;Aflaat Spplas;naar EAG2;uitlaat3;uitlaat4;201.78393;0;0;0;98.489599;-2.8;1.43;0.0294780679296808;0.00168752029940583;2012.5;6.5;;-1.37538724658427;1403095.38814201;7.83985385888798;-4.30412046581073;-59.8439130537738;0;2477.56812928287;0;0;0;0;623.828947663223;0;3649.68439227007;0;0;0;970.359158588635;1947.68488878489;1181.875188;607.720428743514;1994.9344325695;1925.07765618732;0;0;59.8439130537736;0;0;0;0;0;0.126679152722152;0;0.0370565463696331;0;0;0;0.0098524023698039;0.0503112644266704;0;0;0;0;0.126679152722152;0;0.0370565463696331;0;0;0;0.0098524023698039;;;;;0;0.0126679152722152;0.173588101461589;0.223899365888259;0.397487467349848;;;;;;;;;
3201-EAG-1+2_SAP_Zuid_van_Bergse_Pad_2015_uitwisseling.xlsx;;;NL11_6_3;M27;VEEN;Inlaat vanuit EAG3;Inlaat vanuit EAG1;inlaat Spplas;;inlaat peilbeheer;Aflaat Spplas;Uitlaat naar EAG1;Uitlaat naar EAG3;uitlaat4;256.14811;0;0;0;126.182955;-2.5;1.13;;;2012.5;6.5;;-1.37993429916125;1413331.9992598;13.8198158182547;12.6096592503644;1.06722255155349e-14;0;3174.21200757183;0;0;0;0;623.828947663223;0;3110.56947060796;132.238272073935;10397.4032771142;0;0;2495.33592552979;8719.2421905;2105.43214376435;1209.05337704745;2514.82145694567;406.976540494297;0;0;0.150933793280011;0;0;0;0;0.0988768962754475;0;0.345117710934186;0.00314396517518397;0.164798855393967;0;0;0.0503112644266704;0;0;0;0;0.0988768962754475;0;0.246512650667276;0.00419195356691196;0.0823994276969837;0;0;;;;;0;0.00988768962754475;0.762871221058797;0.48229219263329;1.24516341369209;;;;;;;;;
3201-EAG-2_F001.xlsx;;;;M27;VEEN;Inlaat vanuit EAG3;Inlaat vanuit EAG1;inlaat Spplas;Inlaat4;inlaat peilbeheer;Aflaat Spplas;Uitlaat naar EAG3;uitlaat3;uitlaat4;54.36421;0;0;0;27.693386;-2.5;1.13;0.0187009941969619;0.100922382146462;2012.5;6.5;;-1.3761775183979;311224.497784849;20.8664231831581;2.57457012813359;-1261.28010531547;0;696.644632957926;0;0;0;0;0;0;3109.5564813112;0;694.3462028187;0;1278.07179941762;547.651630011073;1913.6129726;1497.71171502083;560.937263686205;0;0;0;1261.28010531547;0;0;0;0;0;0;0;1.23513684077574;0;1.00290546315817;0;0.0461507956960415;0.0503112644266704;0;0;0;0;0;0;1.47654995056373;0;0.125363182894771;0;0.184603182784166;;;;;0;0;2.28419309962996;1.83682758066934;4.1210206802993;;;;;;;;;
3201-EAG-3_F001.xlsx;;;;M8;VEEN;Inlaat sGravelandseVaart;Inlaat2;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;236.792135;0;24.2182915;0;20.251986;-2.1;0.73;0.0896621863799283;1.42401953913575;2012.5;6.5;;-1.36456733726699;148939.719896116;22.9160046262016;0.102658370088402;-3110.56947060796;0;509.451511405614;174.1670796;449.976061142461;0;0;1600.37485601533;0;1500;0;0;0;406.976540494298;400.504763080858;168.0914838;961.882989538972;0;0;0;0;3110.56947060796;0;0;0.199969748659818;0;0;1.58046213938261;0;0.814734910442857;0;0;0;0.0200956360770888;0.0503112644266704;0.172;1.1109430481101;0;0;1.58046213938261;0;0.973978552029416;0;0;0;0.0803825443083553;;;;;1;0.158046213938261;2.61526243456237;3.96807754825715;6.58333998281952;;;;;;;;;
3210-GAF_F002.xlsx;;;;;;inlaatVecht;Inlaat2;variabel deel;inlaat na 1/12/2009;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;249.487103126626;0;25.2653814679667;0;16.0021869270151;-2.7;0.55;0.309771180451334;11.2474202741905;2014;6.5;;-2.16315231018048;85907.3708382817;37.4548212112637;-6.23331610501671e-14;-979.681828841491;-4435.37298777424;394.946059690129;0;458.096925095793;0;0;2329.15044481928;0;1750;0;91.0746695869559;947.431302270012;22.8911019435494;322.095322177224;32.0043738540303;224.435990758741;0;0;0;0;5415.05481661573;0;0;1.1450857990477;0;0;8.73312049950065;0;2.73400130866742;0;0.142284723335537;0;0.0357624586688591;0.0493615105849533;0;5.72542899523848;0;0;0;0;0.546800261733484;0;0.0284569446671075;0;0.00715249173377182;;;;;;0.873312049950065;12.7902547892202;6.3572002039578;19.147454993178;;;;;;;;;
3210-GAF_F003.xlsx;;;;;;inlaatVecht;Inlaat2;variabel deel;inlaat na 1/12/2009;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;249.487103126626;0;25.2653814679667;0;16.0021869270151;-2.7;0.55;0.357086180166872;12.9933548571307;2014;6.5;;-2.16310273287926;85915.3042906969;41.3132690028669;2.1174539221541e-14;-216.884928471942;-5626.81357532473;394.946059690129;0;458.096925095793;0;0;2559.63441645298;0;1750;0;176.826317228771;1250;21.5228130316736;322.095322177224;32.0043738540303;413.228331671425;0;0;0;0;5843.69850379667;0;0;1.1450857990477;0;0;9.59731727217274;0;2.73400130866742;0;0.276253361548744;0;0.0336247994255999;0.0493615105849533;0;5.72542899523848;0;0;0;0;0.546800261733484;0;0.0552506723097487;0;0.00672495988511998;;;;;;0.959731727217274;13.7862825408622;6.38356639975179;20.169848940614;;;;;;;;;
3230-EAG-1_F001.xlsx;;;;M27;VEEN;H. Kanaal;Moleneind;Inlaat3;Inlaat4;Inlaat Peilbeheer;H. Kanaal;Moleneind;Uitlaat3;Uitlaat4;248.7997;0;16.19655;0.85245;43.9246379818;-2.1;0.88;;;2012.96385542169;6.43373493975904;;-1.21092293999119;390523.879988103;12.1716083743662;0.267300058845898;-1.02675943573472e-14;0;1121.60993073724;159.043341609007;304.034687458861;1.43910037915307;0;3150.92303516863;8.38909635864082;600.895723291299;0;0;0;0;881.639181895128;82.2842018917548;501.765702936505;3848.83274935293;32.0803789853504;0;0;0;0.153209221376209;0.0724164609734091;0.13843469243154;0.00982888268594966;0;2.86939010081239;0.0114593040408667;0.136801521846195;0;0;0;0;0.0510697404587363;0.0724164609734091;1.3843469243154;0;0;1.4346950504062;0.00763953602724449;0.0533525887295371;0;0;0;0;;;;;0;0.286939010081239;3.39154018416656;3.00352030091053;6.39506048507709;;;;;;;;;
3230-EAG-2_F001.xlsx;;;;M20;;Inlaat N201 (Hilversumsch Kanaal);Inlaat Moleneind;Inlaat3;Inlaat4;Inlaat Peilbeheer;Uitlaat N201 (Hilversumsch Kanaal);Uitlaat Moleneind;uitlaat3;uitlaat4;401.3297;0;16.7363;0;293.045411384;-18;16.78;;;2012.96385542169;6.43373493975904;;-1.22604314452306;49155310.8725071;4.91554640662375;32.7676919148508;-1.82048456796439e-14;0;7482.87655100224;10.3016579283334;314.166642878745;0;0;474.390621173309;0;6090.96733709401;32.0803789853504;0;0;0;5881.89974059118;5968.84450822908;1192.78525418914;1394.02137796744;0;0;0;0;0.153209221376209;0;0.00964867449230801;0;0;0.0971297831826505;0;1.24710377992151;0.000897673550674701;0;0;0;0.0510697404587363;0.000703075873440952;0.214414988717956;0;0;0.0971297831826505;0;1.24710377992151;0.000284628197005066;0;0;0;;;;;0;0.00971297831826505;1.50798913252335;1.6107059963513;3.11869512887465;;;;;;;;;
3230-EAG-3_F001.xlsx;;;;M27;VEEN;Inlaat sGravelandseVaart doorspoel Hmeer;inlaat Hmeer (Anko zuid);part.inlaat 'sGravelandsevaart (lek en schutverlies sluis 'sgravelandsevaart?);inlaat Wijde Blik via Vreeland;inlaat peilbeheer;uitlaat naar Hmeer (doorspoel Hmeer);lek en schutverlies sluis 'sgravelandsevaart?;uitlaat3;uitlaat4;334.57567691;0;0;0;110.850257;-2.22;1;0.0506019523314008;0.0587532491451488;2012.09677419355;6.33870967741935;;-1.2303756340718;1097001.15296604;17.9112775667817;-1.38569153185248;-1023.31419592563;0;2777.83293907085;0;0;0;0;0;0;0;8658.0533633368;0;0;8418.81091235323;2114.1378118492;6484.7400345;10231.1194809542;0;0;0;0;1023.31419592563;0;0;0;0;0;0;0;0;1.17158772532257;0;0;1.13921399104468;0.0501186558200014;0;0;0;0;0;0;0;1.56211696709676;0;0;0.379737997014893;;;;;0;0;2.31080171636725;1.99197361993165;4.3027753362989;;;;;;;;;
3230-EAG-4-5_F001.xlsx;;;;M8;VEEN;;;part.inlaat 'sGravelandsevaart (lek en schutverlies sluis 'sgravelandsevaart?);;inlaat peilbeheer;uitlaat naar Hmeer (doorspoel Hmeer);lek en schutverlies sluis 'sgravelandsevaart?;uitlaat3;uitlaat4;371.0419;0;38.63215092;0;49.107309;-2.22;1;0.0506019523314008;1.27996397437838;2012.09677419355;6.33870967741935;;-1.19907837378037;501347.137635499;26.5656768892624;0.0384980406842933;-12109.1521810515;0;1230.59615900873;834.824253;719.959412646863;0;0;1993.91958022432;6368.09700745876;0;0;1898.29262561301;0;0;936.57535494088;0;0;0;0;0;0;12109.1521810515;0;0;0.131948478663772;0;0;2.43619895387588;7.78063038330049;0;0;0.46387211947118;0;0;0.0501186558200014;0.34;2.93218841475049;0;0;2.43619895387588;7.78063038330049;0;0;0.309248079647453;0;0;;;;;1;0.243619895387588;10.8126499353113;13.8483844873943;24.6610344227056;;;;;;;;;
3300-EAG-5-10_F001.xlsx;3300-EAG-10;;;M10;VEEN;Dispersie in;Tienhovense Plassen;Nedereindsche Vaart;van de hei (1 emmer/s);inlaat peilbeheer;Dispersie uit;Tienhovense Plassen;Nedereindsche Vaart;Uitlaat4;373.550582653818;0;0;0;199.357942712859;-2.56;1.45;0.0474348045237129;0.162806847638243;2012.14285714286;6.28571428571429;;-1.06684648340589;2976720.13222673;9.55095318729944;268.445932645326;-6698.10767293711;0;4970.96253688649;0;0;0;0;961.534439963936;204.148806735484;0;2545.45977724376;2578.70574045471;864;6915.77248238405;3792.68162425746;3708.80350469474;303.794360308899;0;3025.73911295299;1779.90344116255;0;6698.10767293711;0;0;0;0;0;0.0482315591182068;0.010240314680089;0;0.0638414437520068;0.129350539304516;0.043339131024463;0.10407068394077;0.0498697214592177;0;0;0;0;0.0964631182364137;0.020480629360178;0;0.0638414437520068;0.129350539304516;0.043339131024463;0.173451139901284;;;;;1;0.00482315591182068;0.399073671820052;0.576795723038079;0.97586939485813;(0.3,0.5];0.4;13.605;0.0293328681969902;;;;;
3300-EAG-9-10-11-12.xlsx;3300-EAG-10;;NL11_6_1;M10;VEEN;inlaat1;inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;1546.2026;15.5987784;0;0;108.234182;-3.1;1.99;;;2013.38709677419;6.35483870967742;;-1.09061991757883;2174836.09547948;20.0854587933665;7.52358800215466;-17565.8992456129;0;2815.51279913681;0;0;0;121.617870295109;12239.5062117673;5316.31464068437;0;0;0;0;1246.38050406374;2181.18367287803;541.17091;1458.60178545854;0;0;0;0;17565.8992456129;0;0;0;0;0.0449461964964484;2.26167112562781;0.982372581830825;0;0;0;0;0.0690935422266365;0.0520263145544318;0;0;0;0.0674192947446725;2.26167112562781;0.982372581830825;0;0;0;0;0;;;;;1;0.226167112562781;3.35808344618172;3.36348931675774;6.72157276293947;(0.3,0.5];0.4;14.09;0.238330975598419;;;;;
3300-EAG-9-10-11-12.xlsx;3300-EAG-11;;NL11_6_1;M10;VEEN;inlaat1;inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;1546.2026;15.5987784;0;0;108.234182;-3.1;1.99;;;2013.38709677419;6.35483870967742;;-1.09061991757883;2174836.09547948;20.0854587933665;7.52358800215466;-17565.8992456129;0;2815.51279913681;0;0;0;121.617870295109;12239.5062117673;5316.31464068437;0;0;0;0;1246.38050406374;2181.18367287803;541.17091;1458.60178545854;0;0;0;0;17565.8992456129;0;0;0;0;0.0449461964964484;2.26167112562781;0.982372581830825;0;0;0;0;0.0690935422266365;0.0520263145544318;0;0;0;0.0674192947446725;2.26167112562781;0.982372581830825;0;0;0;0;0;;;;;1;0.226167112562781;3.35808344618172;3.36348931675774;6.72157276293947;(0.3,0.5];0.4;14.09;0.238330975598419;;;;;
3300-EAG-9-10-11-12.xlsx;3300-EAG-9;;NL11_6_1;M10;VEEN;inlaat1;inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;1546.2026;15.5987784;0;0;108.234182;-3.1;1.99;;;2013.38709677419;6.35483870967742;;-1.09061991757883;2174836.09547948;20.0854587933665;7.52358800215466;-17565.8992456129;0;2815.51279913681;0;0;0;121.617870295109;12239.5062117673;5316.31464068437;0;0;0;0;1246.38050406374;2181.18367287803;541.17091;1458.60178545854;0;0;0;0;17565.8992456129;0;0;0;0;0.0449461964964484;2.26167112562781;0.982372581830825;0;0;0;0;0.0690935422266365;0.0520263145544318;0;0;0;0.0674192947446725;2.26167112562781;0.982372581830825;0;0;0;0;0;;;;;1;0.226167112562781;3.35808344618172;3.36348931675774;6.72157276293947;(0.5,0.7];1.1;8.72;0.385101312635519;;;;;
3300-GAF_F001.xlsx;;;;M27;VEEN;Tienhovens + NP;Gansenhoef;Bethune;Sluislek;inlaat peilbeheer;naar Loenderveen - duikerC;naar Beringde Landen;naar Noorderpark;naar Tienhovense Plassen;3449.9948;0;267.983284551953;0;1629.2312;-3;1.89;0.0368854154385569;0.152693655100301;2012.09677419355;6.33870967741935;;-1.11623908760944;30690820.5180716;5.69841193802916;232.313724759483;-1956.70351556218;-29514.1928721292;40379.1137071494;0;4910.00429928589;0;0;11666.1522561357;5273.85361251038;4651.65324702227;429.550383443333;8119.36208493308;324;17086.6156084157;31072.722584346;23920.5419027273;2018.04603822329;0;0;1731.82624628105;2858.58576438622;31470.8963876914;0;0;0.0904108201331871;0;0;0.143210518631558;0.0647403955007783;0.0142756081734203;0.0105460878343929;0.199342170342259;0.00357960245298519;0.0629251966513372;0.0495683040039368;0;0.0904108201331871;0;0;0.143210518631558;0.0647403955007783;0.0285512163468406;0.011864348813692;0.0996710851711295;0.000994334014718107;0;;;;;0;0.0143210518631558;0.589030399719918;0.48901102261584;1.07804142233576;;;;;;;;;
3300-GAF_F002_Mandemakers_nieuwe_naam_bethune.xlsx;;;;;;Tienhovens + NP;Gansenhoef;Bethune;Sluislek;inlaat peilbeheer;naar Loenderveen - duikerC;naar Beringde Landen;naar Noorderpark;naar Tienhovense Plassen;3449.9948;0;267.983284551953;0;1629.2312;-3;1.89;0.128406123743044;0.288806179390914;2012.39130434783;6.30434782608696;;-1.10867498329961;30814057.265488;6.21195948401324;138.308741338662;4938.67706236291;-36087.657702484;40263.5532085158;0;4834.79160327107;0;0;18617.3274008096;1012.30326804082;2036.95327998606;385.972808311401;12756.4427986446;0;21299.8376773232;33077.1014580981;30792.46968;3108.86155530373;0;0;1329.903409536;1888.17404318237;31148.9806401211;0.0247132225361973;0;0.0890258841704799;0;0;0.228541257997141;0.012426760155843;0.0062512713971659;0.00947619486568636;0.117445972050909;0;0.0784413078168031;0.0494264450723947;0;0.0890258841704799;0;0;0.228541257997141;0.012426760155843;0.0125025427943318;0.0106607192238972;0.156594629401213;0;0;;;;;;0.0228541257997141;0.566321870990226;0.5591782388153;1.12550010980553;;;;;;;;;
