pol;EAG;GAF;KRW;watertype;bodem;a_inlaat1;a_inlaat2;a_inlaat3;a_inlaat4;a_inlaat5;a_uitlaat1;a_uitlaat2;a_uitlaat3;a_uitlaat4;a_tot;a_drain;a_verhard;a_gemengd;a_water;a_bodemhoogte;a_slootdiepte;wp_meting_gm3;wp_meting_mgm2d;jaar;maand;seiz;w_peil;w_volume;w_debiet;w_berging;w_sluitfout;w_maalstaat;w_i_neerslag;w_i_kwel;w_i_verhard;w_i_riol;w_i_drain;w_i_uitspoel;w_i_afstroom;w_i_inlaat1;w_i_inlaat2;w_i_inlaat3;w_i_inlaat4;w_i_inlaat5;w_o_verdamping;w_o_wegzijg;w_o_intrek;w_o_uitlaat1;w_o_uitlaat2;w_o_uitlaat3;w_o_uitlaat4;w_o_uitlaat5;wp_min_neerslag;wp_min_kwel;wp_min_verhard;wp_min_riol;wp_min_drain;wp_min_uitspoel;wp_min_afstroom;wp_min_inlaat1;wp_min_inlaat2;wp_min_inlaat3;wp_min_inlaat4;wp_min_inlaat5;wp_inc_neerslag;wp_inc_kwel;wp_inc_verhard;wp_inc_riol;wp_inc_drain;wp_inc_uitspoel;wp_inc_afstroom;wp_inc_inlaat1;wp_inc_inlaat2;wp_inc_inlaat3;wp_inc_inlaat4;wp_inc_inlaat5;namen;versie;naam;KRWnaam;agrarisch;p_i_redDAW;wp_min_sum;wp_inc_sum;date;wp_tot_sum;watdteF;watdte;kPDitch;PvskPDitch;Troebel.naar.helder..mg.P.m2.d.;P.load_year..mgP.m2.d.;Helder.naar.troebel..mg.P.m2.d.;lake.ditch.vollenweider;PvskPLake
2500-EAG-5_F001.xlsx;;;;M20;;Inlaat kr. Mijdrecht;Inlaat wilnis veldzijde, oudhuizersluis, veldhuiswetering, gagel;inlaat 3;inlaat 4;inlaat peilbeheer:ringvaart;Uitlaat 1;Uitlaat 2;Uitlaat 3;Uitlaat 4;1316.20085303592;0;74.7084964308797;1;1012.9570979784;-10;7.85;0.0387981382488479;0.161649280645447;2012.64;6.32;;-2.05884401895535;80440503.1715284;9.41897185854723;147.524515799111;7417.98413496943;-40759.0376519018;26104.2308890964;0;1440.01670919021;15418.8562934689;4500;51.7850686128637;10.9605091660269;2880;44400;0;0;0;19240.1956522785;34440.5413312657;7931.58348485705;0;0;0;0;33341.0535169323;0;0;0.0127943724453651;0.182659537991185;0.0333182916308658;0.00306736003229829;0.000649218561451486;0.0199021262008372;0.30682444559624;0;0;0;0.0515406445962886;0;0.28431938767478;0.57842187030542;0.0444243888411544;0.00306736003229829;0.000649218561451486;0.0852948265750165;1.31496190969817;0;0;0;;;;;0;0.000306736003229829;0.559215352458243;2.36267960628458;2013-01-30 06:48:00;2.92189495874282;;;;;;;;;
2500-EAG-6_F001.xlsx;2500-EAG-6;;;M10;VEEN;Inlaten vanuit kromme mijdrecht;Inlaten vanuit tussenboezem/ wilnis veldzijde;Inlaat 3;Inlaat 4;inlaat peilbeheer: Oudhuizersluis;Uitlaat 1;Uitlaat 2;Uitlaat 3;Uitlaat 4;292.437247321057;0;42.9550698683112;1;52.7612797975197;-2.55;0.4;46560;340840.031205753;2012.64;6.32;;-2.12867396661755;222297.007332705;17.3232393468188;25.1719650663704;293.164058255921;-4155.52579636633;1359.67518524465;0;827.964974666975;0;0;492.618588670917;129.990109835883;5760;0;0;0;379.424915187391;1002.15235985298;1593.39064988509;2516.9409908237;0;0;0;0;3862.36173811041;0;0;0.141233965525474;0;0;0.560204669668466;0.147824439059942;1.09170968219592;0;0;0;0.0575308129967276;0.0515406445962886;0;3.13853256723275;0;0;0.560204669668466;0.147824439059942;4.36683872878366;0;0;0;0.122252977618046;;;;;1;0.0560204669668466;1.99850356944652;8.38719402695915;2013-01-30 06:48:00;10.3856975964057;(0,0.3];0.2;13.995;0.142801255408826;;;;;
2500-EAG-6_F002.xlsx;2500-EAG-6;;;M10;VEEN;Inlaten vanuit kromme mijdrecht;Tweede bedijking;Veldhuisweg, Pomp bedrijf;Inlaten vanuit tussenboezem/ wilnis veldzijde;inlaat peilbeheer: Oudhuizersluis;Uitlaat 1;Uitlaat 2;Uitlaat 3;Uitlaat 4;292.437247321057;0;42.9550698683112;1;52.7612797975197;-2.55;0.4;46560;1355407.95918086;2012.64;6.32;;-2.11931437152822;227235.249485702;38.3273476236077;25.7257029139865;-11203.8080898292;-4155.52579636633;1359.67518524465;0;827.964974666975;0;0;492.618588670917;129.990109835883;2880;2298.68819664248;0;12301.3230154517;155.832113330707;1002.15235985298;1593.39064988509;2516.9409908237;0;0;0;0;15359.3338861956;0;0;0.141233965525474;0;0;0.560204669668466;0.147824439059942;0.545854841097958;0.87135422243891;0;4.66301161103754;0.0236282537389145;0.0515406445962886;0;3.13853256723275;0;0;0.560204669668466;0.147824439059942;2.18341936439183;0.435677111219455;0;6.99451741655631;0.0502100391951933;;;;;1;0.0560204669668466;6.9531120025672;13.5619262519202;2013-01-30 06:48:00;20.5150382544874;(0,0.3];0.2;15.6966666666667;0.442967424245097;;;;;
2500-EAG-6_F003.xlsx;;;;;;Inlaten vanuit kromme mijdrecht;Tweede bedijking;Veldhuisweg, Pomp bedrijf;Inlaten vanuit tussenboezem/ wilnis veldzijde;inlaat peilbeheer: Oudhuizersluis;Uitlaat 1;Uitlaat 2;Uitlaat 3;Uitlaat 4;292.437247321057;0;42.9550698683112;1;52.7612797975197;-2.55;0.4;0.580981027949927;16.718185662907;2012.64;6.32;;-2.11931437152822;227235.249485702;38.3273476236077;25.7257029139865;-11203.8080898292;-4155.52579636633;1359.67518524465;0;827.964974666975;0;0;492.618588670917;129.990109835883;2880;2298.68819664248;0;12301.3230154517;155.832113330707;1002.15235985298;1593.39064988509;2516.9409908237;0;0;0;0;15359.3338861956;0;0;0.141233965525474;0;0;0.560204669668466;0.147824439059942;0.545854841097958;0.87135422243891;0;4.66301161103754;0.0236282537389145;0.0515406445962886;0;3.13853256723275;0;0;0.560204669668466;0.147824439059942;2.18341936439183;0.435677111219455;0;6.99451741655631;0.0502100391951933;;;;;;0.0560204669668466;6.9531120025672;13.5619262519202;2013-01-30 06:48:00;20.5150382544874;;;;;;;;;
2500-EAG-6_F004.xlsx;2500-EAG-6;;NL11_8_2;M10;VEEN;Inlaten vanuit kromme mijdrecht;Tweede bedijking;Veldhuisweg, Pomp bedrijf;Inlaten vanuit tussenboezem/ wilnis veldzijde;inlaat peilbeheer: Oudhuizersluis;Uitlaat 1;Uitlaat 2;Uitlaat 3;Uitlaat 4;292.437247321057;0;42.9550698683112;1;52.7612797975197;-2.55;0.4;0.580981027949927;16.718185662907;2012.64;6.32;;-2.11931437152822;227235.249485702;38.3273476236077;25.7257029139865;-11203.8080898292;-4155.52579636633;1359.67518524465;0;827.964974666975;0;0;492.618588670917;129.990109835883;2880;2298.68819664248;0;12301.3230154517;155.832113330707;1002.15235985298;1593.39064988509;2516.9409908237;0;0;0;0;15359.3338861956;0;0;0.141233965525474;0;0;0.560204669668466;0.147824439059942;0.545854841097958;0.87135422243891;0;4.66301161103754;0.0236282537389145;0.0515406445962886;0;3.13853256723275;0;0;0.560204669668466;0.147824439059942;2.18341936439183;0.435677111219455;0;6.99451741655631;0.0502100391951933;;;;;1;0.0560204669668466;6.9531120025672;13.5619262519202;2013-01-30 06:48:00;20.5150382544874;(0,0.3];0.2;15.6933333333333;0.443061512483042;;;;;
2500-GAF_F001.xlsx;;2500;;M10;VEEN;Tweede bedijking;Gagelweg;Veldhuiswetering;Wilnis veldzijde;inlaat peilbeheer: Oudhuizersluis;Waternetinlaat naar hoge peilvakken 1e bedijking, WV, GM, 3e bedijking;Priveinlaten naar 3e bedijking;Lek naar Gagelweg;Uitlaat 4;2256.28897415832;0;239.46679987605;1;1245.80888371319;-20;17.85;0.0329633974257111;0.117087968504031;2012.64;6.32;;-2.13505676985104;222563049.831514;9.71064027112367;474.692839596659;4428.42494810108;-44914.5634482681;32104.8964551804;0;4615.75603300842;15418.8562934689;0;1526.11342183656;330.42619681154;10458.6881966425;8369.42536214595;2057.20383269418;36932.0027918693;9109.70364981328;23663.0028219611;37623.4282881384;13865.0018840933;1440;480;3840.19357870781;0;40486.138500167;0;0;0.0333452464821558;0.148518988699252;0;0.0734998814884627;0.0159138147655532;0.0839509842430234;0.0738987176822862;0.0181642966714031;0.592899974862784;0.0584982417056547;0.0515406445962886;0;0.74100547738124;0.470310130880964;0;0.0734998814884627;0.0159138147655532;0.671607873944187;0.268722609753768;0.0198155963688034;0.889349962294177;0.124308763624516;;;;;0;0.00734998814884628;1.09869014660058;3.32607475509796;2013-01-30 06:48:00;4.42476490169854;(0.5,0.7];1.2;6.59;0.166720811320269;;;;;
2501-EAG-1_F001.xlsx;2501-EAG-1;;;M8;VEEN;erven Amstelkade;variabel GWVzuid;variabel Demmerik;constante inlaat;inlaat peilbeheer;vispomp Gagelweg;uitlaatstuw korenmolenweg;uitlaat3;uitlaat4;373.401108965;0;10.2894175783003;0;50.2899872290007;-2.8;0.34;0.251990338750101;2.12410207303353;2012.64;6.32;;-2.45008903614517;175970.179035467;19.951988422059;0.0424389310510915;-3950.72260426416;-4574.52668570263;1295.98917926091;25.5671469322591;198.329961764075;0;0;3111.72669015855;1031.63707985445;0;0;0;4440;0;958.85636400287;59.8679854388624;559.318857492767;0;0;0;0;8525.24928996679;0;0.0203357752435581;0.157749065125794;0;0;3.09378353586468;1.02568834940918;0;0;0;1.34533034146336;0;0.0515406445962886;0.010167887621779;0;0;0;0;0;0;0;0;0;0;;;;;1;0.309378353586468;5.64288706710657;0.0617085322180677;2013-01-30 06:48:00;5.70459559932463;(0,0.3];0.3;14.25;0.395992074884671;;;;;
2501-EAG-2_F001.xlsx;2501-EAG-2;;;M8;VEEN;erven Amstelkade;variabel GWVzuid;variabel Demmerik;Aanvoer via stuw Oukoop (uit EAG-1.xlsx);inlaat peilbeheer;vispomp Gagelweg;uitlaatstuw korenmolenweg;uitlaat3;uitlaat4;595.555579375;0;24.49979504075;0;69.5968457654786;-2.8;0.34;0.229932966788495;5.50419135640784;2012.64;6.32;;-2.45286213322143;241597.005735451;23.838239649987;0.739273094238354;847.635205957829;-15594.4469052648;1793.53314631062;0;472.236973247837;0;0;1802.26877726354;3602.67280757826;0;0;0;8831.91287674886;344.070168823526;1326.9714739214;169.956156375646;603.694693462913;0;0;0;0;14746.8116993069;0;0;0.271412859622484;0;0;1.03583359702057;2.07059545182161;0;0;0;3.17252627601467;0.0730595902270908;0.0515406445962886;0;0;0;0;0;0;0;0;0;3.17252627601467;0;;;;;1;0.103583359702057;6.62342777470643;3.22406692061096;2013-01-30 06:48:00;9.84749469531739;(0,0.3];0.25;14.6;0.453659436623728;;;;;
2501_EAG-1-2_20160507.xlsx;;2501;NL11_2_3;M8;VEEN;erven Amstelkade;variabel GWVzuid;variabel Demmerik;Aanvoer via stuw Oukoop (uit EAG-1.xlsx);inlaat peilbeheer;vispomp Gagelweg;uitlaatstuw korenmolenweg;uitlaat3;uitlaat4;968.95668834;0;34.7892126190503;0;119.886832994479;-2.8;0.34;0.232135130303512;3.02685012429292;2013.5;6.5;;-2.4524159271949;416707.536879261;15.0320184562407;-0.12841811061089;499.429230781612;-14821.2421827485;3142.27776656749;25.5671469322591;675.741457040862;0;0;4784.51505615398;4532.71287246708;0;0;4500;0;360.596563170882;2361.36826962784;229.824141814509;1108.27708081268;0;0;0;0;14321.8129519669;0;0.00853042700141606;0.2254597740761;0;0;1.59634379744581;1.51233050677911;0;0;0.487960174931753;0;0.0447015078258864;0.0524207319199463;0.00426521350070803;0;0;0;0;0;0;0;0.487960174931753;0;0;;;;;1;0.159634379744581;3.87532618806008;0.544646120352407;2013-12-15 22:25:00;4.41997230841248;(0,0.3];0.3;13.7533333333333;0.281773595835682;;;;;
2501_EAG-1_20160507.xlsx;2501-EAG-1;;;M8;VEEN;erven Amstelkade;variabel GWVzuid;variabel Demmerik;constante inlaat;inlaat peilbeheer;vispomp Gagelweg;uitlaatstuw korenmolenweg;uitlaat3;uitlaat4;373.401108965;0;10.2894175783003;0;50.2899872290007;-2.8;0.34;0.233485302923794;1.68829022633439;2013.5;6.5;;-2.45006974428695;175979.880908503;20.0585633002117;0.0331554148836832;-4854.67090530853;-3646.35577372041;1318.11896939449;25.5671469322591;199.870774602438;0;0;3037.29376501401;1006.5982660543;0;0;0;4500;0;990.523696929808;59.8679854388624;536.063716014758;0;0;0;0;8501.02667902895;0;0.0203357752435581;0.158974607563375;0;0;3.01977981340836;1.0007939169587;0;0;0;1.3723649008121;0;0.0524207319199463;0.010167887621779;0;0;0;0;0;0;0;0;0;0;;;;;1;0.301977981340836;5.59034354756969;0.0625886195417254;2013-12-15 22:25:00;5.65293216711142;(0,0.3];0.3;14.26;0.392029701793106;;;;;
2502-GAF_F001.xlsx;;2502;;M10;VEEN;inlaat (checken met meting sinds 2010);tijdelijke dijklek;variabele inlaat;;inlaat peilbeheer;;uitlaat2;uitlaat3;uitlaat4;309.485668616395;0;12.0301568326736;0;42.3956216383085;-3.1;0.45;0.173123648851458;2.53316672549204;2012.64;6.32;;-2.64867019202;191344.077732107;15.0175239878233;0.503549475260005;1341.36152589622;-6015.1067466144;1092.54883364939;0;231.882954159793;0;0;752.203664495998;511.051163581001;0;3840.19357870781;0;0;24.9262604746723;808.338077888942;423.956216383085;547.270489553715;0;0;0;0;4673.74522071819;0;0;0.218780095867508;0;0;0.709699384444275;0.482173530031901;0;1.35869935277862;0;0;0.00881916322185109;0.0515406445962887;0;0;0;0;0;0;0;0.905799568519083;0;0;0;;;;;1;0.0709699384444275;2.77817152634416;0.957340213115371;2013-01-30 06:48:00;3.73551173945953;(0,0.3];0.3;13.7366666666667;0.202244954599187;;;;;
2503-GAF_F001.xlsx;;2503;;M1a;VEEN;doorspoeling;tijdserie;;wellen;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;569.046062219146;257.964202943737;23.1403725665941;0;29.9772837650785;-7;0.45;0.221287783604358;27.1869646394965;2012.64;6.32;;-6.55;134897.776942852;122.57302139245;0;444.121314885115;-36008.3493257637;772.524264249002;149.886418825392;446.033915079689;0;4188.49466882625;4701.04479514236;0;6360;183.135787250384;0;20000;0;571.563265323116;0;665.328573171359;0;0;0;0;35564.2280108786;0;0.2;0.595162548515204;0;5.58889151085205;9.40921432104952;0;3.1824097455799;0.244366085580742;0;3.33585927209633;0;0.0515406445962886;0.1;2.97581274257602;0;8.38333726627807;9.40921432104952;0;9.54722923673971;0.274911846278335;0;3.33585927209633;0;;;;;1;0.940921432104952;22.5559034836737;34.0779053296143;2013-01-30 06:48:00;56.633808813288;(0,0.3];0.3;21.305;1.05871408043529;;;;;
2504-GAF_F002.xlsx;;2504;;M1a;VEEN;dijklek;;;;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;178.980956650114;76.0796191828351;10.914060034305;0;15.9076582501388;-6.3;0.5;0.439112918429845;4.87968363003188;2011.77777777778;6.16666666666667;;-5.44679617419236;135724.74878659;19.3675078762307;-4.46951947276586;-294.586356643106;-2197.29809600811;401.771982355328;0;207.880219214296;0;974.368252708668;1168.76533648899;0;0;0;0;0;328.131173752225;308.182005865757;0;276.380986529773;0;0;0;0;2491.88445265121;0;0;0.522717337638257;0;2.45006081319396;2.2041559821895;0;0;0;0;0;0.618817368199422;0.0505130266237422;0;2.61358668819128;0;3.67509121979093;4.40831196437901;0;0;0;0;0;0.928226052299133;;;;;1;0.22041559821895;5.79575150122114;11.6757289512841;2012-03-16 17:38:53;17.4714804525052;(0,0.3];0.3;14.19;0.408439147372878;;;;;
2505-EAG-1_F001.xlsx;2505-EAG-1;;;M10;VEEN;erven Amstelkade;erven GWVZuid;erven gaf Demmerik;vistrappen;inlaat peilbeheer;vispomp Gagelweg;uitlaat2;uitlaat3;uitlaat4;470.988965335;0;12.18814265;0;68.951987027958;-2.73;0.27;0.163460276497696;1.21654355716082;2012.64;6.32;;-2.45108623544715;192316.582753672;12.6758631016305;5.45533461779111;-4161.55967758691;-2129.01149305895;1776.91492880794;0;234.92815286722;0;0;1027.43564103836;2099.84292706588;0;0;0;3584;30.2200433567133;1314.67624502148;399.090494928573;754.459117157997;0;0;0;0;6290.57117064586;0;0;0.136285066170443;0;0;0.745037007143659;1.52268485476311;0;0;0;1.03956395007059;0.00876553226652046;0.0515406445962886;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0.0745037007143659;3.45233641041432;0.0515406445962886;2013-01-30 06:48:00;3.50387705501061;(0,0.3];0.3;13.505;0.255633943755226;;;;;
2510-EAG-1-2_F001.xlsx;2510-EAG-1;;;M10;VEEN;erven Amstelkade;variabel GWVzuid;EAG-3;constante inlaat;inlaat peilbeheer;vispomp Gagelweg;uitlaatstuw korenmolenweg;watervraag vanuit EAG3;uitlaat4;885.347777385;0;24.7591348923;0;111.24835609923;-2.8;0.34;0.226615550258665;3.40807499869852;2012.64;6.32;;-2.4530814579901;385941.174989427;23.0884289648138;0.677061689516983;-1384.00331638377;-17265.9743081766;2866.90599181589;15.0414231894822;477.235785129113;0;0;3529.31914939801;3893.79177048727;0;1118.89945932155;1626.01420295662;10960;1466.39731073558;2121.12191925733;441.914756370819;1337.78069196251;0;1589.77068453219;1813.71647803979;0;18649.9776245604;0;0.00540823207349354;0.171592930219457;0;0;1.58623429286899;1.75004463302546;0;0.201153436968277;0.438482219415341;2.95554929105397;0.263625883950608;0.0515406445962886;0.00270411603674677;0;0;0;0;0;0;0;0;0;0;;;;;1;0.158623429286899;7.37209091957561;0.0542447606330354;2013-01-30 06:48:00;7.42633568020864;(0,0.3];0.3;14.53;0.507370331698253;;;;;
2510-EAG-2_F001.xlsx;2510-EAG-2;;;M8;VEEN;Inlaat1;Inlaat2;Inlaat3;Inlaat4;inlaat peilbeheer;uit1;uit2;uit3;uit4;3.08;0;0;0;0.2058;-2.2;0.45;0.0508438940092166;0.59286473873981;2012.5;6.5;;-1.79855821774002;826.167187891045;19.0454022652423;0.00661823855997043;-20.5473193207993;0;5.28550021752565;0;0;0;0;19.0442511820255;0.61327035887619;0;0;0;0;14.2524161034413;4.06873493702262;2.058;12.5280018426068;0;0;0;0;20.5473193207993;0;0;0;0;0;1.38806495495813;0.0446990057489935;0;0;0;0;1.03880583844325;0.0513654054181307;0;0;0;0;0.462688318319376;0.0148996685829978;0;0;0;0;1.03880583844325;;;;;1;0.138806495495813;2.47156979915037;1.56775923076375;2012-12-15 14:45:00;4.03932902991412;(0.3,0.5];0.35;14.06;0.17578732568637;;;;;
2510-EAG-3_F001.xlsx;2510-EAG-3;;;M10;VEEN;erven Amstelkade;variabel GWVzuid;variabel Demmerik;constante inlaat;inlaat peilbeheer;vispomp Gagelweg;uitlaatstuw korenmolenweg;uitlaat3;uitlaat4;374.7299986649;0;7.494599973298;0;65.7496226695682;-2.8;0.34;0.221250971626322;0.472405313520994;2012.64;6.32;;-2.46019234700558;223422.249646145;7.14400917693222;6.80373713189862;-1626.01420295662;0;1694.38896717615;0;144.459461852919;0;0;570.464060552282;498.588463093319;0;0;0;0;1813.71647803979;1253.61821709008;762.865065465365;1085.92368233429;0;0;0;0;1626.01420295662;0;0;0.0878845876143904;0;0;0.433815463412779;0.379156900716396;0;0;0;0;0.396794876016121;0.0515406445962886;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0.0433815463412779;1.29765182775969;0.0515406445962886;2013-01-30 06:48:00;1.34919247235597;(0,0.3];0.3;12.825;0.101181429065083;;;;;
2510-GAF-GWV_Dooijertotaal_20170830.xlsx;;2510;NL11_2_3;M10;VEEN;erven Amstelkade;variabel GWVzuid;variabel Demmerik;constante inlaat;inlaat peilbeheer;vispomp Gagelweg;korenmolenweg Oost;uitlaat3;uitlaat4;1260.0777760499;0;32.253734865598;0;176.997978768798;-2.8;0.34;0.210039821583064;1.75999295848711;2013.5;6.5;;-2.45367559613781;612987.194819173;15.2569537344223;1.06778998921085;-387.600366891046;-15820.6622489514;4639.18179770577;15.0414231894822;626.492643905196;0;0;3934.3584053573;4273.29167950677;0;874.14020259496;0;11000;1641.99357935862;3486.26617630435;1204.77982183618;2361.76727222741;2502.48328810616;1242.00834729077;0;0;16208.2626158424;0;0.00339923049836177;0.141581875287637;0;0;1.111413371137;1.20715832723963;0;0.0987740321867512;0;1.86442807028355;0.185538116398883;0.0524207319199463;0.00169961524918088;0;0;0;0;0;0;0;0;0;0;;;;;1;0.1111413371137;4.61229302303181;0.0541203471691272;2013-12-15 22:25:00;4.66641337020094;(0,0.3];0.3;13.785;0.334587814510832;;;;;
2511-2512-GAF_F001.xlsx;;2511;;M10;VEEN;erven Amstelkade;erven Geerkade;erven Oud-Aa;Nieuwe Ter Aa;inlaat peilbeheer;vispomp Gagelweg;uitlaat2;uitlaat3;uitlaat4;46.200393365;0;0.9240078673;0;7.59879628533985;-2.96;0.5;;;2012.64;6.32;;-2.45953423543536;38029.3739271357;10.9377689050647;0.778196444395972;1089.93425024473;-1523.74864166075;195.82342935115;0;17.8103807719684;0;0;63.5853614207089;50.1814897114958;288;0;0;0;207.010822752177;144.882800303393;94.5868273900393;149.905661342438;0;0;0;0;433.814391416026;0;0;0.0937536952073818;0;0;0.418391012425103;0.330193676913734;0.758014793884212;0;0;0;0.544851618542683;0.0515406445962886;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0.0418391012425103;2.14520479697311;0.0515406445962886;2013-01-30 06:48:00;2.1967454415694;(0.3,0.5];0.4;13.725;0.1562990744607;;;;;
2520-GAF_F002.xlsx;;2520;;M8;VEEN;inlaat conform balans1999;extra inlaat;;;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;764.368968401107;315.984280260842;98.0176124135709;50.11;53.9535839778595;-6.3;0.5;0.456099959684776;12.4324066551085;2011.77777777778;6.16666666666667;;-5.92200788862242;203940.291241785;31.2025556819135;-22.5612358330356;-1099.52529062603;-14084.4351986187;1362.67941195996;1079.07167955719;1866.94252105536;0;5609.66472239843;5110.01371198702;0;493.928571428571;1280.64829385543;0;0;31.9481708376133;1045.2527626936;0;583.122595308218;0;0;0;0;15183.9604892447;0;0.8;1.3841101060656;0;4.15888199360429;5.68267759274413;0;0.274640831069495;0.712083349855475;0;0;0.0177642531684588;0.0505130266237422;0.4;6.92055053032802;0;6.23832299040644;5.68267759274413;0;0.411961246604243;1.06812502478321;0;0;0.0266463797526882;;;;;1;0.568267759274413;13.0301581265075;20.7987967912425;2012-03-16 17:38:53;33.8289549177499;(0.3,0.5];0.4;14.635;0.890342202016225;;;;;
2530-GAF_F002.xlsx;;2530;;M1a;VEEN;;;;;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;890.147790359159;735.518438165831;76.4254609659052;6.35;71.8538912274228;-6.5;0.5;0.320134802926238;6.27143142433548;2011.77777777778;6.16666666666667;;-5.97234193522825;379142.85191382;20.8148533014318;-29.9198409659485;361.642376903664;-13895.9658600723;1814.77876029514;215.561673682269;1455.67657949553;0;9430.19276322211;229.276382897716;0;1750;0;0;0;60.7958907656713;1392.03872622382;0;0;0;0;0;0;13534.3234831687;0;0.12;0.810353652184656;0;5.24964903201963;0.191452164091188;0;0.365324682513252;0;0;0;0.0253831308480905;0.0505130266237422;0.06;4.05176826092328;0;7.87447354802945;0.191452164091188;0;1.09597404753976;0;0;0;0.0380746962721358;;;;;1;0.0191452164091188;6.76216266165682;13.3622557434796;2012-03-16 17:38:53;20.1244184051364;(0,0.3];0.3;14.335;0.471723938727368;;;;;
2540-GAF_F002.xlsx;;2540;NL11_2_7;M10;VEEN;brandweer;hevel het Poeltje (tijdserie);Veldwegsloot - reeks aangevuld met gem.;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;1985.39673724329;792.106681520742;242.22440474915;32;126.95896945266;-7;0.3;0.282375032615114;28.8172552788561;2011.77777777778;6.16666666666667;;-6.69143932737413;391745.450101998;109.976897066178;14.5360900076258;-6317.31930560454;-129732.92097508;3205.40363801908;88871.2786168619;4592.59019126207;0;18005.0292910122;20248.2911447196;0;2592;560.942269357683;1550;0;0;2459.59959997434;0;1130.23136058135;0;0;0;0;136050.240280684;0;28;1.4469525740675;0;5.67270807840823;9.56921337594965;0;0.306240671042131;0.176731828172832;0.488346749089818;0;0;0.0504951111660418;14;7.23476287033749;0;8.50906211761235;9.56921337594965;0;0.918722013126394;0.198823306694436;0.0610433436362273;0;0;;;;;1;0.956921337594965;45.6601932767302;40.5421221385226;2012-03-16 17:38:53;86.2023154152527;(0,0.3];0.3;20.645;2.2116828906142;;;;;
2550-GAF_F002.xlsx;;;;M27;VEEN;part. inlaat;dijklek;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;61.3573699683289;0;2.6185264968553;0;5.77167219994465;-3.3;0.42;0.433756467111213;10.9490410372963;2011.77777777778;6.16666666666667;;-2.81948936889862;27733.4985130568;24.0475777712438;-3.42780192294763;373.740467293399;-1645.29288657052;145.279033057513;34.6300331996679;48.859244912089;0;0;204.82945987513;642.074273264321;153.717999193504;150;0;0;8.55731748072326;111.815673168805;0;1.15146661407543;0;0;0;0;1271.55241927712;0;0;0.0761881806477191;0;0;2.12932529200561;6.67474781333367;0.585930015618268;1.03956007759026;0;0;0.0326181006221589;0.0503420942925022;0.12;1.69307068106042;0;0;2.12932529200561;6.67474781333367;0.34623137286534;1.16950508728904;0;0;0.0192743321858212;;;;;0;0.212932529200561;10.5383694798177;12.2024966730324;2012-03-16 17:38:53;22.7408661528501;;;;;;;;;
2550-GAF_F003.xlsx;;2550;NL11_7_1;M27;VEEN;part. inlaat;dijklek;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;61.3573699683289;0;2.6185264968553;0;5.77167219994465;-3.3;0.5;0.459378559124336;10.2662882887327;2013.5;6.5;;-2.81840496750686;27796.0866067208;23.7266173912439;0.0173260624407141;179.22512132774;-1433.87350814645;150.837493488728;34.6300331996679;50.4593406716619;0;0;203.292196511221;658.048567336159;114.320405061853;150;0;0;7.8345436883635;114.562868974545;0;0.228650226837638;0;0;0;0;1254.64838681871;0;0;0.0786832741556793;0;0;2.11334451578699;6.84081019718136;0.43575740690625;1.03956007759026;0;0;0.0298630890967179;0.0522682121448876;0.12;1.74851720345954;0;0;2.11334451578699;6.84081019718136;0.257493013171875;1.16950508728904;0;0;0.0176463708298788;;;;;0;0.211334451578699;1.334;12.3195845998636;2013-12-15 22:25:00;22.8576031605808;(0.5,0.7];1.25;9.59;1.09885490726979;1;1.334;5.81;lake; empirisch;0.22960413080895
2560-GAF_F002.xlsx;;2560;;M1a;KLEI;part. inlaat;dijklek;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;105.842927179734;0;2.45216902586105;0;9.01357544928964;-3.3;0.46;0.320958576070084;6.25967012451019;2011.96610169492;6.40677966101695;;-2.78747378846812;46196.9367738119;24.1070003549303;-0.348486888986999;-83.1035883897231;-1872.95794697902;228.046249458936;45.0678772464482;45.7201498182207;0;0;1039.65632750736;432.179921448171;101.496370268274;150;101.694915254237;0;29.0408545505169;179.543599056424;0;36.9490442380116;0;0;0;0;1956.06153536874;0;0;0.0456512901765763;0;0;6.92060326131267;2.87686006876814;0.24772856880873;0.665662592359268;0.451296672785945;0;0.0708818385895603;0.050600619197548;0.1;1.01447311503503;0;0;6.92060326131267;2.87686006876814;0.146385063386977;0.748870416404177;0.0564120840982431;0;0.041884722802922;;;;;1;0.692060326131267;11.2786842928009;11.9560893510057;2012-05-31 20:44:44;23.2347736438066;(0,0.3];0.3;14.47;0.779452957346295;;;;;
