pol;EAG;GAF;KRW;watertype;bodem;a_inlaat1;a_inlaat2;a_inlaat3;a_inlaat4;a_inlaat5;a_uitlaat1;a_uitlaat2;a_uitlaat3;a_uitlaat4;a_tot;a_drain;a_verhard;a_gemengd;a_water;a_bodemhoogte;a_slootdiepte;wp_meting_gm3;wp_meting_mgm2d;jaar;maand;seiz;w_peil;w_volume;w_debiet;w_berging;w_sluitfout;w_maalstaat;w_i_neerslag;w_i_kwel;w_i_verhard;w_i_riol;w_i_drain;w_i_uitspoel;w_i_afstroom;w_i_inlaat1;w_i_inlaat2;w_i_inlaat3;w_i_inlaat4;w_i_inlaat5;w_o_verdamping;w_o_wegzijg;w_o_intrek;w_o_uitlaat1;w_o_uitlaat2;w_o_uitlaat3;w_o_uitlaat4;w_o_uitlaat5;wp_min_neerslag;wp_min_kwel;wp_min_verhard;wp_min_riol;wp_min_drain;wp_min_uitspoel;wp_min_afstroom;wp_min_inlaat1;wp_min_inlaat2;wp_min_inlaat3;wp_min_inlaat4;wp_min_inlaat5;wp_inc_neerslag;wp_inc_kwel;wp_inc_verhard;wp_inc_riol;wp_inc_drain;wp_inc_uitspoel;wp_inc_afstroom;wp_inc_inlaat1;wp_inc_inlaat2;wp_inc_inlaat3;wp_inc_inlaat4;wp_inc_inlaat5;namen;versie;naam;KRWnaam;agrarisch;p_i_redDAW;wp_min_sum;wp_inc_sum;date;wp_tot_sum;watdteF;watdte;kPDitch;PvskPDitch;Troebel.naar.helder..mg.P.m2.d.;P.load_year..mgP.m2.d.;Helder.naar.troebel..mg.P.m2.d.;lake.ditch.vollenweider;PvskPLake
2140-EAG-3_F001.xlsx;2140-EAG-3;;;M25;VEEN;Watsonweg (EAG-6);inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaten zuid;provinciale weg;boterdijk;uitlaat4;31.192838;0;8.42878;0;14.166892;-3.3;1.6;0.498203671701656;15.5168207167347;2012.5;6.5;;-1.71894803987964;223985.923654134;42.3858640886957;2.38129032848048;-4601.34207870596;0;367.474274398674;0;164.98947279796;0;0;79.2565981130351;0;5096.55264069058;0;0;0;296.486602712049;280.399918904794;117.5852036;107.582760959672;500;166.558834515847;233.672082354512;0;4601.34207870596;0.0518778959278681;0;0.232922609698669;0;0;0.335669664650659;0;17.9875467416939;0;0;0;0.523203329834181;0.0259389479639341;0;0.232922609698669;0;0;0.16783483232533;0;0;0;0;0;0;;;;;0;0.0335669664650659;19.1312202418053;0.426696389987932;2012-12-15 14:45:00;19.5579166317932;(0.5,0.7];1;15.245;1.25491769378847;2.61;;4.73;lake;4.04465544224213
2140-EAG-6_F001.xlsx;2140-EAG-6;;;M10;VEEN;gemaal Kalslagerpolder;inlaat 2;inlaat 3;inlaat 4;inlaat peilbeheer;uitlaat NLP + ZLP;uitlaat2;uitlaat3;uitlaat4;656.0005;65.14794525;60.0636645;2.095038;43.551967;-2.2;0.45;0.556631933777095;6.43730986415671;2012.5;6.5;;-1.70852731048372;214046.023552143;19.0034520606305;1.19034916863333;-5057.26705817569;0;1139.28716716745;0;1191.2947373485;1.41332266151372;337.620835696641;614.871770673521;0;4973.20143914498;0;0;0;18.687897614023;858.884789702255;348.415736;762.999935597317;1250;0;0;0;5057.26705817569;0.0523185171942958;0;0.547068166794166;0.00973542247710915;0.310085499189179;0.84708702687094;0;5.70950267199755;0;0;0;0.00858188453992122;0.0261592585971479;0;0.547068166794166;0.0064902816514061;0.15504274959459;0.42354351343547;0;0;0;0;0;0;;;;;0;0.0847087026870939;7.48437918906316;1.15830397007278;2012-12-15 14:45:00;8.64268315913593;(0,0.3];0.3;14.165;0.528371280555112;;;;;
2140-GAF_F001.xlsx;;;;M10;VEEN;Bilderdam;Inlaten Amstel + dijkse kwel;gemiste inlaat;inlaat4;inlaat peilbeheer;uitlaten ZLP;uitlaat2;uitlaat3;uitlaat4;184.270934523773;0;5.98064751396179;0;33.2834876819611;-2.35;0.55;0.390123997269159;5.88195570623897;2012.5;6.5;;-1.83586640513733;171121.591714942;20.8585063217506;0.267944543369426;-50.0580057195015;-4973.20143914498;863.338655040629;0;117.068410887339;0;0;711.952664053311;36.2705277250685;4571.49257063845;625;4.13579691022041;0;13.1797569859197;658.767445032446;339.491574356003;171.187862531379;750;0;0;0;5023.25944486448;0.0518778959278681;0;0.0703462401572701;0;0;1.28343400341276;0.0871796323069263;2.06025249561636;0.75112320676506;0.00310649303773379;0;0.00989962133164825;0.0259389479639341;0;0.0703462401572701;0;0;0.641717001706381;0.0435898161534631;0;0;0;0;0;;;;;1;0.128343400341276;4.31721958855563;0.781592005981048;2012-12-15 14:45:00;5.09881159453668;;;;;;;;;
2140-GAF_F002.xlsx;;2140;;M10;VEEN;Bilderdam;inlaten Amstel;inlaat 3;inlaat 4;inlaat peilbeheer;uitlaat NLP + ZLP;provinciale weg;boterdijk;uitlaat4;626.804823670959;65.3059380350113;87.9168830293656;25.788581205368;128.217143120575;-2.2;0.45;0.556631933777095;2.80860970957159;2012.5;6.5;;-1.70550221227925;634030.936209992;9.31089840029145;2.19473224757938;438.492003365846;-6428.22049187185;3354.06540347865;0;1743.73177109377;17.3971003035904;416.067730716718;1740.30417747215;220.048197132823;3946.55354751532;500;0;0;0;2528.55982383847;1061.7949252219;1335.04850552385;625;166.558834515847;233.672082354512;0;5989.728488506;0;0;0.271996665758489;0.0407053999492804;0.12980096751195;0.814386033778136;0.102972906014241;0.769505826495446;0.194981727026082;0;0;0;0;0;0.271996665758489;0.0271369332995203;0.0649004837559748;0.407193016889068;0.0514864530071203;0;0;0;0;0;;;;;1;0.0814386033778137;2.32434952653362;0.822713552710173;2012-12-15 14:45:00;3.1470630792438;(0,0.3];0.3;13.085;0.177634660033139;;;;;
2150-GAF_F001.xlsx;;2150;;M1a;KLEI;Westeinder;dijks;inlaat UHP;kassenwater;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;654.547006864548;269.585194170589;148.025972926044;18.55470216856;36.7728754348755;-6.5;0.55;1.46595113985014;90.4398488177829;2012.23076923077;6.23076923076923;;-5.93;209605.389978789;55.3334560986441;0;2688.81809024707;-22308.9801635387;920.607236665425;552.497428879406;2784.12257962619;13.8650852874369;5367.26431787538;6505.18742769909;0;1278.31265508685;822;1119.23076923077;984.615384615385;0;711.176216375006;0;16.3645952993422;0;0;0;0;19620.1620732916;0;0.300491828471709;1.51422620434284;0.11311396068544;5.8382862415867;10.6141073018123;0;0.69524759212846;0.894137312112844;1.2174525445669;13.3877943045157;0;0;0.300491828471709;1.51422620434284;0.0754093071236265;2.91914312079335;5.30705365090614;0;0;0;0;0;0;;;;;1;1.06141073018123;34.5748572902229;10.1163241116377;2012-08-31 03:45:13;44.6911814018606;(0.3,0.5];0.5;16.555;2.08848428210347;;;;;
2210-GAF_F002.xlsx;;;;M30;KLEI;inlaat1;inlaat1;inlaat1;inlaat1;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;615.040103;170.765731586809;230.300234449153;0;45.6370524700149;-4.8;0.6;0.316469155911036;10.1888765896128;2012.38888888889;6.36111111111111;;-4.14282766537223;299914.083172497;33.1820034441357;11.0412223717773;5483.11387665743;-19830.1251632472;1142.93367487189;775.829891990252;4285.85749648817;0;5023.56327341643;3915.1039856356;0;0;0;0;0;0;807.318258184316;0;0;0;0;0;0;14347.0112865898;0;0.34;3.75647178292606;0;4.40305672827323;2.14469590701983;0;0;0;0;0;0;0.0500879707611632;0.509999999999999;18.7823589146303;0;6.60458509240984;0.85787836280793;0;0;0;0;0;0;;;;;0;0.214469590701983;10.6442244182191;26.8049103406092;2012-10-31 23:26:40;37.4491347588284;;;;;;;;;
2210-GAF_F003.xlsx;;2210;;M30;VEEN;dijklek en inlaten;inlaat1;inlaat1;inlaat1;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;615.040103;170.765731586809;230.300234449153;0;45.6370524700149;-4.8;0.6;0.292243006448965;11.5810738505694;2013.5;6.5;;-4.14343716229477;299635.926742155;39.058496524465;-0.687799081564673;1255.07853365961;-18173.8854254948;1183.07361727999;775.829860371435;4404.08190246843;0;5047.05718711357;3915.1039856356;0;2500;0;0;0;0;905.651861952244;0;0;0;0;0;0;16918.8068918352;0;0.339999986143357;3.86009320418935;0;4.42364869241251;2.14469590701983;0;1.36950124114752;0;0;0;0;0.0518470651914826;0.509999979215035;19.3004660209467;0;6.63547303861877;0.85787836280793;0;0.547800496459009;0;0;0;0;;;;;0;0.214469590701983;12.1379390309126;27.903464963239;2013-12-15 22:25:00;40.0414039941515;(0.3,0.5];0.5;15.285;0.794107885568372;;;;;
2220-EAG-1_F001a.xlsx;;;;;;inlaat1;inlaat1;Bronbemaling;inlaat1;inlaat peilbeheer;Bronbemaling;uitlaat2;uitlaat3;uitlaat4;272.407429642;18.20774948778;20.2308327642;0;70.099102;-19;0.6;0.0377989099195069;0.172640337014247;2014;6.5;;-2.67810941966389;11441498.7262382;12.2198987177268;1.59817367533741;-3136.42498448891;0;1775.41663375815;3504.9551;377.818504033122;0;221.331910489311;1777.3412932815;0;0;0;397.222222222222;0;511.953602651694;1410.96919727307;3294.657794;328.363242127129;397.222222222222;0;0;0;3136.42498448891;0;5;0.269488833133071;0;0.094722430462509;0.760640825305364;0;0;0;0.226663230135086;0;0.146065666476496;0.0506544758236175;0;0;0;0;0;0;0;0;0;0;0;;;;;;0.0760640825305364;6.49758098551253;0.0506544758236175;2014-06-16 14:11:40;6.54823546133615;;;;;;;;;
2220-EAG-1_F002.xlsx;2220-EAG-1;;NL11_3_2;M20;;inlaat1;inlaat1;inlaat1;inlaat1;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;202.234902;11.14503672358;20.2308327642;0;70.553702;-19;0.6;0.0377989099195069;0.115837510144781;2014;6.5;;-2.68059852593646;11513941.8841944;5.97510669708347;1.72038525029544;-2102.39150283194;0;1786.93039611286;262.467011653915;377.818504033122;0;135.47815297871;1087.91775706557;0;0;0;0;0;565.04715139814;1420.11947992691;493.875914;200.992461733767;0;0;0;0;2102.39150283194;0;0.26040718339307;0.26775243064717;0;0.0576063973136563;0.462591356467265;0;0;0;0;0;0.120131290502263;0.0506544758236175;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0.0462591356467265;0.65;0.0506544758236175;2014-06-16 14:11:40;1.21914313414704;(0.5,0.7];1.2;;;0.345421727;0.65;0.690843454;vollenweider;0.940878857918512
2220-GAF_F002.xlsx;;2220;;M1a;KLEI;inlaat1;inlaat1;inlaat1;inlaat1;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;878.954152803;188.85570294842;210.6351180051;0;112.592002;-19;0.6;0.0377989099195069;0.365698550129394;2014;6.5;;-2.66834728124705;18388134.7557314;13.3287441059666;1.59824901027121;-498.305372822658;-10720.8345180241;2851.64442162084;392.226113963096;3933.69102048795;0;2295.7144466662;3979.10890940024;0;1085.80842523332;0;0;0;468.906492993111;2266.27506128834;788.144014;735.139113239894;0;0;0;0;11219.1398908468;0;0.243852382848799;1.74687853071835;0;0.611690281517384;1.06022865888829;0;0.144656157535061;0;0;0;0.0624697782254255;0.0506544758236175;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0.106022865888829;3.86977578973331;0.0506544758236175;2014-06-16 14:11:40;3.92043026555692;(0.5,0.7];1;7.71;0.501916444842193;;;;;
2230-GAF_F002.xlsx;;2230;;M1a;KLEI;inlaat1;inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;317.175767102913;126.818477829313;40.1774712402585;0;23.361340204028;-3.5;0.5;0.334074824078266;9.21025175366425;2011.7358490566;6.16981132075472;;-2.95401335177647;127549.798360067;28.0969936605376;3.00304854358986e-14;658.77471166113;-6326.90508641627;590.052279122807;0;753.494302743691;0;901.813615276813;1313.72540184292;50.9650482171909;2500;453.783628938927;0;0;0;446.27471507887;63.0315378523773;386.397648455955;0;0;0;0;5668.13037475514;0;0;0.0322538987987416;0;3.08822561514283;4.49880149124803;0.218159779242475;2.14028816683124;0;0;0;0;0.050515276432734;0;6.45077975974832;0;3.08822561514283;4.49880149124803;0.218159779242475;1.07014408341562;0;0;0;0;;;;;1;0.449880149124803;9.97772895126331;15.37662600523;2012-03-01 12:33:57;25.3543549564933;(0,0.3];0.3;14.815;0.673488285606704;;;;;
2240-GAF_F002.xlsx;;2240;;M8;VEEN;inlaat1;inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;175.6774011;74.5083715350954;12.4031435007093;0;14.2575145290999;-5.07;0.5;0.741853117220192;31.3611170420463;2011.7358490566;6.16981132075472;;-4.61209043011962;65286.5234558343;39.0602239092957;-10.0097331976616;806.043321533105;-6048.00551999726;361.37759691798;106.258826499895;233.619845884686;0;1670.95955935628;1560.0392658652;0;1622.64150943396;0;0;0;14.1204950087896;272.142754447964;0;44.9024128570081;0;0;0;0;5241.96219846416;0;0.149056592273525;0.163857343724155;0;11.7198517030848;10.9418739337851;0;2.84523909500866;0;0;0;0.0247597415734161;0.0506929305497673;0.223584888410288;3.2771468744831;0;7.03191102185089;6.56512436027103;0;1.13809563800347;0;0;0;0.00990389662936645;;;;;1;1.09418739337851;25.8446384094496;18.2964596101979;2012-03-01 12:33:57;44.1410980196475;(0,0.3];0.2;15.76;1.63988822394985;;;;;
2250-EAG-1_F001.xlsx;2250-EAG-1;;NL11_3_3;M20;;inlaat1;inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;98;2.5;0;0;73;-20.3;16.3;0.0720975007994381;0.101694649646629;2014;6.5;;-3.89897497381498;11972748.2691151;3.34133459134558;35.3507488232754;-961.922283123688;0;1848.88836756204;57.2655427231293;0;0;30.3311014954641;120.451984042589;158.385417028797;0;0;0;0;223.851838830256;1469.35907111811;34.3593256338776;8.88432062986812;0;0;0;0;961.922283123688;0;0.0784459489357935;0;0;0.0166197816413502;0.0660010871466243;0.0867865298787929;0;0;0;0;0.0459969531842993;0.0506544758236175;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0.00660010871466243;0.29385030078686;0.0506544758236175;2014-06-16 14:11:40;0.344504776610478;(0.5,0.7];1.2;;;0.311;;0.620909096;vollenweider;0.473258167225916
2250-EAG-1_F001_speelversie.xlsx;;;;;;inlaat1;inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;98;2.5;0;0;73;-20.3;16.3;0.0720975007994381;0.103304935944579;2014;6.5;;-3.90119220275362;11971129.6919899;3.48208487173762;1.62333235371877;-992.301896974201;0;1848.88836756204;73;0;0;30.3311014954641;120.451984042589;158.385417028797;0;0;0;0;310.865086239577;1469.35907111811;73;8.88432062986812;0;0;0;0;992.301896974201;0;0.1;0;0;0.0166197816413502;0.0660010871466243;0.0867865298787929;0;0;0;0;0.106460645972458;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0.00660010871466243;0.375868044639225;0;2014-06-16 14:11:40;0.375868044639225;;;;;;;;;
