locatie.EAG;jaar;maand;fewsparameter;meetwaarde;locatie.afaanvoergebied
;2009;1;EXT380;5.6;
;2009;2;EXT380;2.65;
;2009;3;EXT380;2.45;
;2009;4;EXT380;2.85;
;2009;5;EXT380;2.1;
;2009;6;EXT380;1.2;
;2009;7;EXT380;1.25;
;2009;8;EXT380;0.95;
;2009;9;EXT380;0.6;
;2009;10;EXT380;1.5;
;2009;11;EXT380;3.15;
;2009;12;EXT380;2.85;
;2010;2;EXT380;2.73;
;2010;3;EXT380;4.37833333333333;
;2010;4;EXT380;3.088;
;2010;5;EXT380;2.852;
;2010;6;EXT380;2.912;
;2010;7;EXT380;3.052;
;2010;8;EXT380;2.722;
;2010;9;EXT380;5.872;
;2010;10;EXT380;3.21666666666667;
;2010;11;EXT380;4.56;
;2010;12;EXT380;3.85;
;2011;1;EXT380;4.875;
;2011;2;EXT380;2.8;
;2011;3;EXT380;4.4;
;2011;4;EXT380;3.66;
;2011;5;EXT380;2.75;
;2011;6;EXT380;2.62;
;2011;7;EXT380;3.34;
;2011;8;EXT380;4.06;
;2011;9;EXT380;4.275;
;2011;10;EXT380;5.2;
;2011;11;EXT380;2.9;
;2011;12;EXT380;4.32;
;2012;1;EXT380;5.525;
;2012;2;EXT380;2.92857142857143;
;2012;3;EXT380;3.475;
;2012;4;EXT380;2.65714285714286;
;2012;5;EXT380;3.15;
;2012;6;EXT380;2.51428571428571;
;2012;7;EXT380;3.35714285714286;
;2012;8;EXT380;5.4;
;2012;9;EXT380;3.375;
;2012;10;EXT380;3.8;
;2012;11;EXT380;1.2;
;2012;12;EXT380;4.42857142857143;
;2013;1;EXT380;5.5;
;2013;2;EXT380;3.96;
;2013;3;EXT380;4.225;
;2013;4;EXT380;2.98;
;2013;5;EXT380;4.12;
;2013;6;EXT380;3.53333333333333;
;2013;7;EXT380;3.02;
;2013;8;EXT380;2.76;
;2013;9;EXT380;3.2;
;2013;10;EXT380;3.9;
;2013;11;EXT380;5.25;
;2013;12;EXT380;3.56;
;2014;1;EXT380;4.44;
;2014;2;EXT380;5.2;
;2014;3;EXT380;4.4;
;2014;4;EXT380;3.66666666666667;
;2014;5;EXT380;4.5;
;2014;6;EXT380;2.98571428571429;
;2014;7;EXT380;4.23333333333333;
;2014;8;EXT380;5.18333333333333;
;2014;9;EXT380;3.8;
;2014;10;EXT380;3.475;
;2014;11;EXT380;4.1;
;2014;12;EXT380;3.2;
;2015;1;EXT380;4.12;
;2015;2;EXT380;3.6;
;2015;3;EXT380;3.82;
;2015;4;EXT380;3.21666666666667;
;2015;5;EXT380;3.42;
;2015;6;EXT380;3.63333333333333;
;2015;7;EXT380;2.73333333333333;
;2015;8;EXT380;3.21666666666667;
;2015;9;EXT380;4.06;
;2015;10;EXT380;3.3;
;2015;11;EXT380;3.8;
;2015;12;EXT380;4.58333333333333;
;2016;1;EXT380;4.375;
;2016;2;EXT380;4.08;
;2016;3;EXT380;4.65;
;2016;4;EXT380;3.56;
;2016;5;EXT380;3.525;
;2016;6;EXT380;3.16;
;2016;7;EXT380;4.52;
;2016;8;EXT380;3.58333333333333;
;2016;9;EXT380;2.8;
;2016;10;EXT380;2.38;
;2016;11;EXT380;3.35;
;2016;12;EXT380;3.06;
;2017;1;EXT380;3.5;
;2017;2;EXT380;3.24;
;2017;3;EXT380;3.925;
;2017;4;EXT380;3.16;
;2017;5;EXT380;3.225;
;2017;6;EXT380;2.18;
;2017;7;EXT380;2.18;
;2017;8;EXT380;2.56;
;2017;9;EXT380;4.95;
;2017;10;EXT380;4.02;
;2017;11;EXT380;4;
;2017;12;EXT380;4.82;
;2018;1;EXT380;4.43333333333333;
;2018;2;EXT380;4;
;2018;3;EXT380;3.36666666666667;
;2018;4;EXT380;4.7;
1000-EAG-1;2009;1;EXT380;5.04;
1000-EAG-1;2009;2;EXT380;6.575;
1000-EAG-1;2009;3;EXT380;5.85;
1000-EAG-1;2009;4;EXT380;5.72;
1000-EAG-1;2009;5;EXT380;4.08;
1000-EAG-1;2009;6;EXT380;4.13333333333333;
1000-EAG-1;2009;7;EXT380;3.2;
1000-EAG-1;2009;8;EXT380;2.76;
1000-EAG-1;2009;9;EXT380;3;
1000-EAG-1;2009;10;EXT380;3;
1000-EAG-1;2009;11;EXT380;3.76;
1000-EAG-1;2009;12;EXT380;6.92;
1000-EAG-1;2010;2;EXT380;6.69666666666667;
1000-EAG-1;2010;3;EXT380;6.89333333333333;
1000-EAG-1;2010;4;EXT380;5.99333333333333;
1000-EAG-1;2010;5;EXT380;4.65333333333333;
1000-EAG-1;2010;6;EXT380;4.08666666666667;
1000-EAG-1;2010;7;EXT380;3.38666666666667;
1000-EAG-1;2010;8;EXT380;3.55333333333333;
1000-EAG-1;2010;9;EXT380;7.64666666666667;
1000-EAG-1;2010;10;EXT380;9.93333333333333;
1000-EAG-1;2010;11;EXT380;9.26666666666667;
1000-EAG-1;2010;12;EXT380;8.9;
1000-EAG-1;2011;1;EXT380;6.94285714285714;
1000-EAG-1;2011;2;EXT380;8.6;
1000-EAG-1;2011;3;EXT380;6.5;
1000-EAG-1;2011;4;EXT380;4.34;
1000-EAG-1;2011;5;EXT380;3.76666666666667;
1000-EAG-1;2011;6;EXT380;2.9;
1000-EAG-1;2011;7;EXT380;3.46;
1000-EAG-1;2011;8;EXT380;4.78;
1000-EAG-1;2011;9;EXT380;4.76666666666667;
1000-EAG-1;2011;10;EXT380;5;
1000-EAG-1;2011;11;EXT380;4.675;
1000-EAG-1;2011;12;EXT380;3.675;
1000-EAG-1;2012;1;EXT380;7.76666666666667;
1000-EAG-1;2012;2;EXT380;5.5;
1000-EAG-1;2012;3;EXT380;5.23333333333333;
1000-EAG-1;2012;4;EXT380;4.14;
1000-EAG-1;2012;5;EXT380;4.16666666666667;
1000-EAG-1;2012;6;EXT380;3.66;
1000-EAG-1;2012;7;EXT380;3.83333333333333;
1000-EAG-1;2012;8;EXT380;5;
1000-EAG-1;2012;9;EXT380;3.8;
1000-EAG-1;2012;10;EXT380;4.2;
1000-EAG-1;2012;11;EXT380;6.66666666666667;
1000-EAG-1;2012;12;EXT380;6.84;
1000-EAG-1;2013;2;EXT380;7.425;
1000-EAG-1;2013;3;EXT380;5.73333333333333;
1000-EAG-1;2013;4;EXT380;4.6;
1000-EAG-1;2013;5;EXT380;3.96666666666667;
1000-EAG-1;2013;6;EXT380;4.625;
1000-EAG-1;2013;7;EXT380;4.18;
1000-EAG-1;2013;8;EXT380;3.56666666666667;
1000-EAG-1;2013;9;EXT380;2.73333333333333;
1000-EAG-1;2013;10;EXT380;3.725;
1000-EAG-1;2013;11;EXT380;5.36666666666667;
1000-EAG-1;2013;12;EXT380;7.025;
1000-EAG-1;2014;1;EXT380;7.43333333333333;
1000-EAG-1;2014;2;EXT380;7.275;
1000-EAG-1;2014;3;EXT380;5.9;
1000-EAG-1;2014;4;EXT380;4.6;
1000-EAG-1;2014;5;EXT380;3.73333333333333;
1000-EAG-1;2014;6;EXT380;3.94;
1000-EAG-1;2014;7;EXT380;2.9;
1000-EAG-1;2014;8;EXT380;4.43333333333333;
1000-EAG-1;2014;9;EXT380;4.6;
1000-EAG-1;2014;11;EXT380;3.66666666666667;
1000-EAG-1;2014;12;EXT380;4.35;
1000-EAG-1;2015;1;EXT380;5.6;
1000-EAG-1;2015;2;EXT380;7.7;
1000-EAG-1;2015;3;EXT380;6.03333333333333;
1000-EAG-1;2015;4;EXT380;5.525;
1000-EAG-1;2015;5;EXT380;4.23333333333333;
1000-EAG-1;2015;6;EXT380;3.7;
1000-EAG-1;2015;7;EXT380;2.925;
1000-EAG-1;2015;8;EXT380;3.5;
1000-EAG-1;2015;9;EXT380;3.83333333333333;
1000-EAG-1;2015;10;EXT380;5.775;
1000-EAG-1;2015;11;EXT380;3.76666666666667;
1000-EAG-1;2015;12;EXT380;7.7;
1000-EAG-1;2016;1;EXT380;6.73333333333333;
1000-EAG-1;2016;2;EXT380;7.7;
1000-EAG-1;2016;3;EXT380;6.975;
1000-EAG-1;2016;4;EXT380;4.15;
1000-EAG-1;2016;5;EXT380;4.6;
1000-EAG-1;2016;6;EXT380;4.3;
1000-EAG-1;2016;7;EXT380;6.725;
1000-EAG-1;2016;8;EXT380;4.5;
1000-EAG-1;2016;9;EXT380;3.66666666666667;
1000-EAG-1;2016;10;EXT380;3.4;
1000-EAG-1;2016;11;EXT380;3.56666666666667;
1000-EAG-1;2016;12;EXT380;5.55;
1000-EAG-1;2017;1;EXT380;4.13333333333333;
1000-EAG-1;2017;2;EXT380;4.43333333333333;
1000-EAG-1;2017;3;EXT380;5.56666666666667;
1000-EAG-1;2017;4;EXT380;5;
1000-EAG-1;2017;5;EXT380;3.66666666666667;
1000-EAG-1;2017;6;EXT380;3.175;
1000-EAG-1;2017;7;EXT380;3.25;
1000-EAG-1;2017;8;EXT380;4.15;
1000-EAG-1;2017;9;EXT380;3.6;
1000-EAG-1;2017;10;EXT380;6.15;
1000-EAG-1;2017;11;EXT380;5.9;
1000-EAG-1;2017;12;EXT380;6.325;
1000-EAG-1;2018;1;EXT380;8.525;
1000-EAG-1;2018;2;EXT380;6.8;
1000-EAG-1;2018;3;EXT380;5.05;
1000-EAG-1;2018;4;EXT380;5.525;
1000-EAG-2;2009;1;EXT380;4.4;
1000-EAG-2;2009;2;EXT380;4.05;
1000-EAG-2;2009;3;EXT380;4;
1000-EAG-2;2009;4;EXT380;4.35;
1000-EAG-2;2009;5;EXT380;3.7;
1000-EAG-2;2009;6;EXT380;3.6;
1000-EAG-2;2009;7;EXT380;3.65;
1000-EAG-2;2009;8;EXT380;3.45;
1000-EAG-2;2009;9;EXT380;3.1;
1000-EAG-2;2009;10;EXT380;3.1;
1000-EAG-2;2009;11;EXT380;3.25;
1000-EAG-2;2009;12;EXT380;3.4;
1000-EAG-2;2010;2;EXT380;3.74;
1000-EAG-2;2010;3;EXT380;3.3775;
1000-EAG-2;2010;4;EXT380;3.78;
1000-EAG-2;2010;5;EXT380;3.45;
1000-EAG-2;2010;6;EXT380;3.565;
1000-EAG-2;2010;7;EXT380;3.54;
1000-EAG-2;2010;8;EXT380;3.75;
1000-EAG-2;2010;9;EXT380;3.125;
1000-EAG-2;2010;10;EXT380;3.35;
1000-EAG-2;2010;11;EXT380;3.8;
1000-EAG-2;2010;12;EXT380;4.3;
1000-EAG-2;2011;1;EXT380;3.5;
1000-EAG-2;2011;2;EXT380;4.15;
1000-EAG-2;2011;3;EXT380;3.85;
1000-EAG-2;2011;4;EXT380;4.25;
1000-EAG-2;2011;5;EXT380;4.2;
1000-EAG-2;2011;6;EXT380;3.7;
1000-EAG-2;2011;7;EXT380;3.3;
1000-EAG-2;2011;8;EXT380;3.3;
1000-EAG-2;2011;9;EXT380;3.4;
1000-EAG-2;2011;10;EXT380;3.6;
1000-EAG-2;2011;11;EXT380;3.65;
1000-EAG-3;2009;1;EXT380;4.1;
1000-EAG-3;2009;2;EXT380;6.6;
1000-EAG-3;2009;3;EXT380;5.2;
1000-EAG-3;2009;4;EXT380;5;
1000-EAG-3;2009;5;EXT380;3.3;
1000-EAG-3;2009;6;EXT380;3.5;
1000-EAG-3;2009;7;EXT380;2.4;
1000-EAG-3;2009;8;EXT380;1.7;
1000-EAG-3;2009;9;EXT380;2.2;
1000-EAG-3;2009;10;EXT380;1.8;
1000-EAG-3;2009;11;EXT380;2.3;
1000-EAG-3;2009;12;EXT380;6.7;
1010-EAG-1;2010;2;EXT380;4.4;
1010-EAG-1;2010;3;EXT380;6.38;
1010-EAG-1;2010;4;EXT380;6.28;
1010-EAG-1;2010;5;EXT380;5.73;
1010-EAG-1;2010;6;EXT380;5.43;
1010-EAG-1;2010;7;EXT380;5.38;
1010-EAG-1;2010;8;EXT380;5.28;
1010-EAG-1;2010;9;EXT380;5.33;
1010-EAG-1;2010;10;EXT380;7.6;
1010-EAG-1;2010;11;EXT380;5.9;
1010-EAG-1;2011;1;EXT380;6.6;
1010-EAG-1;2011;4;EXT380;6.4;
1010-EAG-1;2011;6;EXT380;5.9;
1010-EAG-1;2011;7;EXT380;4.9;
1010-EAG-1;2011;8;EXT380;5.1;
1010-EAG-1;2011;10;EXT380;5.8;
1010-EAG-1;2011;12;EXT380;5.5;
1010-EAG-1;2012;4;EXT380;6.7;
1010-EAG-1;2012;6;EXT380;5.6;
1010-EAG-1;2012;7;EXT380;5.6;
1010-EAG-1;2012;8;EXT380;5.6;
1010-EAG-1;2012;10;EXT380;5.2;
1010-EAG-1;2012;12;EXT380;5.6;
1010-EAG-1;2013;2;EXT380;5.8;
1010-EAG-1;2013;4;EXT380;5.4;
1010-EAG-1;2013;6;EXT380;6.5;
1010-EAG-1;2013;7;EXT380;5.8;
1010-EAG-1;2013;8;EXT380;5.9;
1010-EAG-1;2013;10;EXT380;4.8;
1010-EAG-1;2013;12;EXT380;6.3;
1010-EAG-1;2014;2;EXT380;5.5;
1010-EAG-1;2014;4;EXT380;5.5;
1010-EAG-1;2014;6;EXT380;5.4;
1010-EAG-1;2014;7;EXT380;5.3;
1010-EAG-1;2014;8;EXT380;5;
1010-EAG-1;2014;12;EXT380;4.5;
1010-EAG-1;2015;2;EXT380;5;
1010-EAG-1;2015;4;EXT380;5.2;
1010-EAG-1;2015;6;EXT380;5.4;
1010-EAG-1;2015;7;EXT380;4.8;
1010-EAG-1;2015;8;EXT380;4.8;
1010-EAG-1;2015;10;EXT380;6.5;
1010-EAG-1;2015;12;EXT380;6;
1010-EAG-1;2016;2;EXT380;6.3;
1010-EAG-1;2016;4;EXT380;6.3;
1010-EAG-1;2016;6;EXT380;6;
1010-EAG-1;2016;7;EXT380;6.1;
1010-EAG-1;2016;8;EXT380;6.5;
1010-EAG-1;2016;10;EXT380;6;
1010-EAG-1;2016;12;EXT380;5.8;
1010-EAG-1;2017;2;EXT380;4.6;
1010-EAG-1;2017;4;EXT380;6;
1010-EAG-1;2017;6;EXT380;6;
1010-EAG-1;2017;7;EXT380;5.6;
1010-EAG-1;2017;8;EXT380;5.4;
1010-EAG-1;2017;10;EXT380;6.1;
1010-EAG-1;2017;12;EXT380;5.5;
1010-EAG-1;2018;1;EXT380;6.4;
1010-EAG-1;2018;2;EXT380;5.8;
1010-EAG-1;2018;3;EXT380;3.6;
1010-EAG-1;2018;4;EXT380;5.3;
1060-EAG-1;2010;2;EXT380;5.78;
1060-EAG-1;2010;3;EXT380;7.28;
1060-EAG-1;2010;4;EXT380;7.23;
1060-EAG-1;2010;5;EXT380;6.78;
1060-EAG-1;2010;6;EXT380;6.48;
1060-EAG-1;2010;7;EXT380;6.68;
1060-EAG-1;2010;8;EXT380;7.25;
1060-EAG-1;2010;9;EXT380;5.95;
1060-EAG-1;2010;10;EXT380;8.3;
1060-EAG-1;2010;11;EXT380;6.8;
1060-EAG-1;2010;12;EXT380;7.6;
1060-EAG-1;2011;1;EXT380;8.4;
1060-EAG-1;2011;4;EXT380;7.2;
1060-EAG-1;2011;6;EXT380;7.4;
1060-EAG-1;2011;7;EXT380;6.5;
1060-EAG-1;2011;8;EXT380;6.2;
1060-EAG-1;2011;10;EXT380;6;
1060-EAG-1;2011;12;EXT380;5.7;
1060-EAG-1;2012;2;EXT380;5.8;
1060-EAG-1;2012;4;EXT380;6.4;
1060-EAG-1;2012;6;EXT380;7;
1060-EAG-1;2012;7;EXT380;6.9;
1060-EAG-1;2012;8;EXT380;6.5;
1060-EAG-1;2012;10;EXT380;5.5;
1060-EAG-1;2012;12;EXT380;6.8;
1060-EAG-1;2013;2;EXT380;7.3;
1060-EAG-1;2013;4;EXT380;6.6;
1060-EAG-1;2013;6;EXT380;7.4;
1060-EAG-1;2013;7;EXT380;6.8;
1060-EAG-1;2013;8;EXT380;6.9;
1060-EAG-1;2013;10;EXT380;5.4;
1060-EAG-1;2013;12;EXT380;7.4;
1060-EAG-1;2014;2;EXT380;7.1;
1060-EAG-1;2014;4;EXT380;7.1;
1060-EAG-1;2014;6;EXT380;7.3;
1060-EAG-1;2014;7;EXT380;7;
1060-EAG-1;2014;8;EXT380;6.3;
1060-EAG-1;2014;12;EXT380;5;
1060-EAG-1;2015;2;EXT380;6.2;
1060-EAG-1;2015;4;EXT380;6.5;
1060-EAG-1;2015;6;EXT380;6.6;
1060-EAG-1;2015;7;EXT380;6;
1060-EAG-1;2015;8;EXT380;5.5;
1060-EAG-1;2015;10;EXT380;5.6;
1060-EAG-1;2015;12;EXT380;6.7;
1060-EAG-1;2016;2;EXT380;6.2;
1060-EAG-1;2016;4;EXT380;7.4;
1060-EAG-1;2016;6;EXT380;7.1;
1060-EAG-1;2016;7;EXT380;6.5;
1060-EAG-1;2016;8;EXT380;7.2;
1060-EAG-1;2016;10;EXT380;5.4;
1060-EAG-1;2016;12;EXT380;5;
1060-EAG-1;2017;2;EXT380;4.7;
1060-EAG-1;2017;4;EXT380;6;
1060-EAG-1;2017;6;EXT380;6.2;
1060-EAG-1;2017;7;EXT380;5.6;
1060-EAG-1;2017;8;EXT380;5.3;
1060-EAG-1;2017;10;EXT380;5.6;
1060-EAG-1;2017;12;EXT380;6.7;
1060-EAG-1;2018;1;EXT380;7.7;
1060-EAG-1;2018;2;EXT380;7.2;
1060-EAG-1;2018;3;EXT380;6.8;
1060-EAG-1;2018;4;EXT380;6.8;
2000-EAG-1;2010;2;EXT380;2.88;
2000-EAG-1;2010;3;EXT380;3.3;
2000-EAG-1;2010;4;EXT380;2.2;
2000-EAG-1;2010;5;EXT380;2.58;
2000-EAG-1;2010;6;EXT380;1.9;
2000-EAG-1;2010;7;EXT380;1.83;
2000-EAG-1;2010;8;EXT380;2.1;
2000-EAG-1;2010;9;EXT380;1.85;
2000-EAG-1;2010;10;EXT380;3.2;
2000-EAG-1;2010;11;EXT380;3.4;
2000-EAG-1;2011;1;EXT380;5.86666666666667;
2000-EAG-1;2011;2;EXT380;5.45;
2000-EAG-1;2011;3;EXT380;2.6;
2000-EAG-1;2011;4;EXT380;3.9;
2000-EAG-1;2011;5;EXT380;2;
2000-EAG-1;2011;6;EXT380;2.975;
2000-EAG-1;2011;7;EXT380;3.175;
2000-EAG-1;2011;8;EXT380;3.925;
2000-EAG-1;2011;9;EXT380;3.8;
2000-EAG-1;2011;10;EXT380;4.15;
2000-EAG-1;2011;11;EXT380;2.6;
2000-EAG-1;2011;12;EXT380;3.8;
2000-EAG-1;2012;1;EXT380;5.2;
2000-EAG-1;2012;2;EXT380;4.775;
2000-EAG-1;2012;3;EXT380;3.75;
2000-EAG-1;2012;4;EXT380;4.04;
2000-EAG-1;2012;5;EXT380;2.8;
2000-EAG-1;2012;6;EXT380;3.92;
2000-EAG-1;2012;7;EXT380;3.78;
2000-EAG-1;2012;8;EXT380;5.18;
2000-EAG-1;2012;9;EXT380;3.85;
2000-EAG-1;2012;10;EXT380;4.42;
2000-EAG-1;2012;11;EXT380;7.2;
2000-EAG-1;2012;12;EXT380;6.46;
2000-EAG-1;2013;2;EXT380;7.2;
2000-EAG-1;2013;3;EXT380;4.2;
2000-EAG-1;2013;4;EXT380;3.96;
2000-EAG-1;2013;5;EXT380;2.75;
2000-EAG-1;2013;6;EXT380;3.82;
2000-EAG-1;2013;7;EXT380;4.02;
2000-EAG-1;2013;8;EXT380;3.7;
2000-EAG-1;2013;9;EXT380;2.15;
2000-EAG-1;2013;10;EXT380;3.3;
2000-EAG-1;2013;11;EXT380;3.95;
2000-EAG-1;2013;12;EXT380;5.08;
2000-EAG-1;2014;1;EXT380;4.55;
2000-EAG-1;2014;2;EXT380;6.22;
2000-EAG-1;2014;3;EXT380;4.45;
2000-EAG-1;2014;4;EXT380;4.32;
2000-EAG-1;2014;5;EXT380;2.85;
2000-EAG-1;2014;6;EXT380;3.32;
2000-EAG-1;2014;7;EXT380;3.02;
2000-EAG-1;2014;8;EXT380;4.22;
2000-EAG-1;2014;9;EXT380;4.15;
2000-EAG-1;2014;11;EXT380;3.1;
2000-EAG-1;2014;12;EXT380;3.74;
2000-EAG-1;2015;1;EXT380;3;
2000-EAG-1;2015;2;EXT380;7.375;
2000-EAG-1;2015;3;EXT380;2.9;
2000-EAG-1;2015;4;EXT380;3.55;
2000-EAG-1;2015;5;EXT380;1.9;
2000-EAG-1;2015;6;EXT380;2.925;
2000-EAG-1;2015;7;EXT380;2.8;
2000-EAG-1;2015;8;EXT380;3.35;
2000-EAG-1;2015;9;EXT380;2.2;
2000-EAG-1;2015;10;EXT380;6.125;
2000-EAG-1;2015;11;EXT380;1.5;
2000-EAG-1;2015;12;EXT380;8.475;
2000-EAG-1;2016;1;EXT380;3.6;
2000-EAG-1;2016;2;EXT380;8.35;
2000-EAG-1;2016;3;EXT380;2.9;
2000-EAG-1;2016;4;EXT380;5.15;
2000-EAG-1;2016;5;EXT380;2;
2000-EAG-1;2016;6;EXT380;3.55;
2000-EAG-1;2016;7;EXT380;5.85;
2000-EAG-1;2016;8;EXT380;4.05;
2000-EAG-1;2016;9;EXT380;2.4;
2000-EAG-1;2016;10;EXT380;3.025;
2000-EAG-1;2016;11;EXT380;1.5;
2000-EAG-1;2016;12;EXT380;4.425;
2000-EAG-1;2017;1;EXT380;1.5;
2000-EAG-1;2017;2;EXT380;4;
2000-EAG-1;2017;3;EXT380;2.5;
2000-EAG-1;2017;4;EXT380;3.6;
2000-EAG-1;2017;5;EXT380;1.3;
2000-EAG-1;2017;6;EXT380;2.725;
2000-EAG-1;2017;7;EXT380;2.925;
2000-EAG-1;2017;8;EXT380;3.95;
2000-EAG-1;2017;9;EXT380;3.4;
2000-EAG-1;2017;10;EXT380;5.5;
2000-EAG-1;2017;11;EXT380;4.7;
2000-EAG-1;2017;12;EXT380;6.625;
2000-EAG-1;2018;1;EXT380;7.46;
2000-EAG-1;2018;2;EXT380;6.06;
2000-EAG-1;2018;3;EXT380;4.94;
2000-EAG-1;2018;4;EXT380;5.2;
2000-EAG-2;2009;1;EXT380;5.7;
2000-EAG-2;2009;2;EXT380;6.6;
2000-EAG-2;2009;3;EXT380;5.15;
2000-EAG-2;2009;4;EXT380;3.45;
2000-EAG-2;2009;5;EXT380;4.65;
2000-EAG-2;2009;6;EXT380;4.5;
2000-EAG-2;2009;7;EXT380;3.45;
2000-EAG-2;2009;8;EXT380;3.3;
2000-EAG-2;2009;9;EXT380;3.65;
2000-EAG-2;2009;10;EXT380;2.65;
2000-EAG-2;2009;11;EXT380;3.2;
2000-EAG-2;2009;12;EXT380;6.1;
2000-EAG-2;2010;2;EXT380;6.825;
2000-EAG-2;2010;3;EXT380;7.24;
2000-EAG-2;2010;4;EXT380;5.44;
2000-EAG-2;2010;5;EXT380;5.03;
2000-EAG-2;2010;6;EXT380;4.355;
2000-EAG-2;2010;7;EXT380;3.53;
2000-EAG-2;2010;8;EXT380;4.165;
2000-EAG-2;2010;9;EXT380;7.115;
2000-EAG-2;2010;10;EXT380;6.65;
2000-EAG-2;2010;11;EXT380;6.23333333333333;
2000-EAG-2;2010;12;EXT380;10;
2000-EAG-2;2011;1;EXT380;5.8;
2000-EAG-2;2011;2;EXT380;6.9;
2000-EAG-2;2011;3;EXT380;7.7;
2000-EAG-2;2011;4;EXT380;4.5;
2000-EAG-2;2011;5;EXT380;4.3;
2000-EAG-2;2011;6;EXT380;5.56;
2000-EAG-2;2011;7;EXT380;5.74;
2000-EAG-2;2011;8;EXT380;5.2;
2000-EAG-2;2011;9;EXT380;5.65;
2000-EAG-2;2011;10;EXT380;5.05;
2000-EAG-2;2011;11;EXT380;2;
2000-EAG-2;2011;12;EXT380;4.75;
2000-EAG-2;2012;1;EXT380;7.45;
2000-EAG-2;2012;2;EXT380;5.2;
2000-EAG-2;2012;3;EXT380;5.05;
2000-EAG-2;2012;4;EXT380;4.4;
2000-EAG-2;2012;5;EXT380;4.25;
2000-EAG-2;2012;6;EXT380;4.3;
2000-EAG-2;2012;7;EXT380;4.05;
2000-EAG-2;2012;8;EXT380;2.7;
2000-EAG-2;2012;9;EXT380;4.6;
2000-EAG-2;2012;10;EXT380;4.6;
2000-EAG-2;2012;11;EXT380;7.5;
2000-EAG-2;2012;12;EXT380;7.1;
2000-EAG-2;2013;1;EXT380;9.3;
2000-EAG-2;2013;2;EXT380;9;
2000-EAG-2;2013;3;EXT380;6;
2000-EAG-2;2013;4;EXT380;3.8;
2000-EAG-2;2013;5;EXT380;4.45;
2000-EAG-2;2013;6;EXT380;5.4;
2000-EAG-2;2013;7;EXT380;4.15;
2000-EAG-2;2013;8;EXT380;4.35;
2000-EAG-2;2013;9;EXT380;3.7;
2000-EAG-2;2013;10;EXT380;5.2;
2000-EAG-2;2013;11;EXT380;8.4;
2000-EAG-2;2013;12;EXT380;6.25;
2000-EAG-2;2014;1;EXT380;8.56666666666667;
2000-EAG-2;2014;2;EXT380;7.86666666666667;
2000-EAG-2;2014;3;EXT380;6.8;
2000-EAG-2;2014;4;EXT380;5.16666666666667;
2000-EAG-2;2014;5;EXT380;4.93333333333333;
2000-EAG-2;2014;6;EXT380;4.66666666666667;
2000-EAG-2;2014;7;EXT380;3.93333333333333;
2000-EAG-2;2014;8;EXT380;5.16666666666667;
2000-EAG-2;2014;9;EXT380;7.3;
2000-EAG-2;2014;10;EXT380;5.85;
2000-EAG-2;2014;11;EXT380;5;
2000-EAG-2;2014;12;EXT380;5.1;
2000-EAG-2;2015;1;EXT380;8.2;
2000-EAG-2;2015;2;EXT380;6.66666666666667;
2000-EAG-2;2015;3;EXT380;5.96666666666667;
2000-EAG-2;2015;4;EXT380;5.8;
2000-EAG-2;2015;5;EXT380;4.96666666666667;
2000-EAG-2;2015;6;EXT380;4.53333333333333;
2000-EAG-2;2015;7;EXT380;4.93333333333333;
2000-EAG-2;2015;8;EXT380;4.46666666666667;
2000-EAG-2;2015;9;EXT380;7.1;
2000-EAG-2;2015;10;EXT380;5.26666666666667;
2000-EAG-2;2015;11;EXT380;7.8;
2000-EAG-2;2015;12;EXT380;8.66666666666667;
2000-EAG-2;2016;1;EXT380;7.46666666666667;
2000-EAG-2;2016;2;EXT380;8.86666666666667;
2000-EAG-2;2016;3;EXT380;7.6;
2000-EAG-2;2016;4;EXT380;6.63333333333333;
2000-EAG-2;2016;5;EXT380;5.66666666666667;
2000-EAG-2;2016;6;EXT380;5.46666666666667;
2000-EAG-2;2016;7;EXT380;8.2;
2000-EAG-2;2016;8;EXT380;6.36;
2000-EAG-2;2016;9;EXT380;1.6;
2000-EAG-2;2016;10;EXT380;4.03333333333333;
2000-EAG-2;2016;11;EXT380;4.06666666666667;
2000-EAG-2;2016;12;EXT380;5.4;
2000-EAG-2;2017;1;EXT380;6.1;
2000-EAG-2;2017;2;EXT380;5.23333333333333;
2000-EAG-2;2017;3;EXT380;7.76666666666667;
2000-EAG-2;2017;4;EXT380;5.3;
2000-EAG-2;2017;5;EXT380;4.76666666666667;
2000-EAG-2;2017;6;EXT380;4.6;
2000-EAG-2;2017;7;EXT380;4.76666666666667;
2000-EAG-2;2017;8;EXT380;4.46666666666667;
2000-EAG-2;2017;9;EXT380;6.66666666666667;
2000-EAG-2;2017;10;EXT380;8.2;
2000-EAG-2;2017;11;EXT380;6.23333333333333;
2000-EAG-2;2017;12;EXT380;9.5;
2000-EAG-2;2018;1;EXT380;10.2333333333333;
2000-EAG-2;2018;2;EXT380;7.7;
2000-EAG-2;2018;3;EXT380;6.3;
2000-EAG-2;2018;4;EXT380;7.03333333333333;
2000-EAG-3;2009;1;EXT380;2.8;
2000-EAG-3;2009;2;EXT380;2.5;
2000-EAG-3;2009;3;EXT380;2;
2000-EAG-3;2009;4;EXT380;2.9;
2000-EAG-3;2009;5;EXT380;1.3;
2000-EAG-3;2009;6;EXT380;1.2;
2000-EAG-3;2009;7;EXT380;1.3;
2000-EAG-3;2009;8;EXT380;1.2;
