locatie.EAG;jaar;maand;fewsparameter;meetwaarde;locatie.afaanvoergebied
2240-EAG-1;2018;4;EXT380;16;
2250-EAG-1;2009;1;EXT380;2.2;
2250-EAG-1;2009;2;EXT380;2.4;
2250-EAG-1;2009;3;EXT380;2.1;
2250-EAG-1;2009;4;EXT380;2.1;
2250-EAG-1;2009;5;EXT380;2.5;
2250-EAG-1;2009;6;EXT380;2.4;
2250-EAG-1;2009;7;EXT380;2.3;
2250-EAG-1;2009;8;EXT380;2.6;
2250-EAG-1;2009;9;EXT380;2.6;
2250-EAG-1;2009;10;EXT380;2.4;
2250-EAG-1;2009;11;EXT380;2.3;
2250-EAG-1;2009;12;EXT380;2.2;
2250-EAG-1;2010;3;EXT380;2.13;
2250-EAG-1;2010;4;EXT380;2.3;
2250-EAG-1;2010;5;EXT380;2.38;
2250-EAG-1;2010;6;EXT380;2.45;
2250-EAG-1;2010;7;EXT380;2.7;
2250-EAG-1;2010;8;EXT380;2.95;
2250-EAG-1;2010;9;EXT380;2.95;
2250-EAG-1;2010;10;EXT380;2.6;
2250-EAG-1;2010;11;EXT380;2.3;
2250-EAG-1;2011;2;EXT380;2;
2250-EAG-1;2011;4;EXT380;2.3;
2250-EAG-1;2011;6;EXT380;2.3;
2250-EAG-1;2011;7;EXT380;2.3;
2250-EAG-1;2011;8;EXT380;2.5;
2250-EAG-1;2011;10;EXT380;2.4;
2250-EAG-1;2011;12;EXT380;2.2;
2250-EAG-1;2012;2;EXT380;2.3;
2250-EAG-1;2012;4;EXT380;2.2;
2250-EAG-1;2012;6;EXT380;2.5;
2250-EAG-1;2012;7;EXT380;2.4;
2250-EAG-1;2012;8;EXT380;2.7;
2250-EAG-1;2012;10;EXT380;2.4;
2250-EAG-1;2012;12;EXT380;2.4;
2250-EAG-1;2013;2;EXT380;2.3;
2250-EAG-1;2013;4;EXT380;2.3;
2250-EAG-1;2013;6;EXT380;2.5;
2250-EAG-1;2013;7;EXT380;2.1;
2250-EAG-1;2013;8;EXT380;2.9;
2250-EAG-1;2013;10;EXT380;2.5;
2250-EAG-1;2013;12;EXT380;2.5;
2250-EAG-1;2014;2;EXT380;2.4;
2250-EAG-1;2014;4;EXT380;2.3;
2250-EAG-1;2014;6;EXT380;2.05;
2250-EAG-1;2014;8;EXT380;2.2;
2250-EAG-1;2014;12;EXT380;2.2;
2250-EAG-1;2015;1;EXT380;2;
2250-EAG-1;2015;2;EXT380;2;
2250-EAG-1;2015;3;EXT380;1.8;
2250-EAG-1;2015;4;EXT380;2.1;
2250-EAG-1;2015;5;EXT380;2;
2250-EAG-1;2015;6;EXT380;2.1;
2250-EAG-1;2015;7;EXT380;2;
2250-EAG-1;2015;8;EXT380;2.16666666666667;
2250-EAG-1;2015;9;EXT380;2;
2250-EAG-1;2015;10;EXT380;2.1;
2250-EAG-1;2015;11;EXT380;2;
2250-EAG-1;2015;12;EXT380;2.03333333333333;
2250-EAG-1;2016;1;EXT380;1.95;
2250-EAG-1;2016;2;EXT380;1.96666666666667;
2250-EAG-1;2016;3;EXT380;1.8;
2250-EAG-1;2016;4;EXT380;2.1;
2250-EAG-1;2016;5;EXT380;2;
2250-EAG-1;2016;6;EXT380;2.06666666666667;
2250-EAG-1;2016;7;EXT380;1.93333333333333;
2250-EAG-1;2016;8;EXT380;1.96666666666667;
2250-EAG-1;2016;9;EXT380;1.8;
2250-EAG-1;2016;10;EXT380;1.8;
2250-EAG-1;2016;11;EXT380;1.85;
2250-EAG-1;2016;12;EXT380;1.8;
2250-EAG-1;2017;1;EXT380;1.8;
2250-EAG-1;2017;2;EXT380;2;
2250-EAG-1;2017;3;EXT380;0.45;
2250-EAG-1;2017;4;EXT380;1.9;
2250-EAG-1;2017;5;EXT380;2;
2250-EAG-1;2017;6;EXT380;1.83333333333333;
2250-EAG-1;2017;7;EXT380;1.7;
2250-EAG-1;2017;8;EXT380;1.66666666666667;
2250-EAG-1;2017;9;EXT380;1.7;
2250-EAG-1;2017;10;EXT380;1.63333333333333;
2250-EAG-1;2017;11;EXT380;1.7;
2250-EAG-1;2017;12;EXT380;1.63333333333333;
2250-EAG-1;2018;1;EXT380;1.66666666666667;
2250-EAG-1;2018;2;EXT380;1.6;
2250-EAG-1;2018;3;EXT380;1.6;
2250-EAG-1;2018;4;EXT380;1.63333333333333;
2250-EAG-3;2009;1;EXT380;7.5;
2250-EAG-3;2009;2;EXT380;8.6;
2250-EAG-3;2009;3;EXT380;8.1;
2250-EAG-3;2009;4;EXT380;8.8;
2250-EAG-3;2009;5;EXT380;7.3;
2250-EAG-3;2009;6;EXT380;7.1;
2250-EAG-3;2009;7;EXT380;6.9;
2250-EAG-3;2009;8;EXT380;7.8;
2250-EAG-3;2009;9;EXT380;5.8;
2250-EAG-3;2009;10;EXT380;4.4;
2250-EAG-3;2009;11;EXT380;5.3;
2250-EAG-3;2009;12;EXT380;7.1;
2250-EAG-3;2017;1;EXT380;6.2;
2250-EAG-3;2017;2;EXT380;5.4;
2250-EAG-3;2017;3;EXT380;5.5;
2250-EAG-3;2017;4;EXT380;6.7;
2250-EAG-3;2017;5;EXT380;7.2;
2250-EAG-3;2017;6;EXT380;8.5;
2250-EAG-3;2017;7;EXT380;5.6;
2250-EAG-3;2017;8;EXT380;5.4;
2250-EAG-3;2017;9;EXT380;6.5;
2250-EAG-3;2017;10;EXT380;6.5;
2250-EAG-3;2017;11;EXT380;7.4;
2250-EAG-3;2017;12;EXT380;6.5;
2250-EAG-3;2018;1;EXT380;7;
2250-EAG-3;2018;2;EXT380;5.9;
2250-EAG-3;2018;3;EXT380;5.8;
2250-EAG-3;2018;4;EXT380;7.2;
2250-EAG-4;2009;1;EXT380;6.96666666666667;
2250-EAG-4;2009;2;EXT380;6.83333333333333;
2250-EAG-4;2009;3;EXT380;6.93333333333333;
2250-EAG-4;2009;4;EXT380;6.83333333333333;
2250-EAG-4;2009;5;EXT380;6.7;
2250-EAG-4;2009;6;EXT380;5.93333333333333;
2250-EAG-4;2009;7;EXT380;6.16666666666667;
2250-EAG-4;2009;8;EXT380;6.53333333333333;
2250-EAG-4;2009;9;EXT380;6.5;
2250-EAG-4;2009;10;EXT380;5.73333333333333;
2250-EAG-4;2009;11;EXT380;6.3;
2250-EAG-4;2009;12;EXT380;5.93333333333333;
2250-EAG-4;2010;2;EXT380;6.55;
2250-EAG-4;2010;3;EXT380;6.03;
2250-EAG-4;2010;4;EXT380;7.03;
2250-EAG-4;2010;5;EXT380;7.4;
2250-EAG-4;2010;6;EXT380;6.78;
2250-EAG-4;2010;7;EXT380;7.05;
2250-EAG-4;2010;8;EXT380;7.15;
2250-EAG-4;2010;9;EXT380;8.15;
2250-EAG-4;2010;10;EXT380;10;
2250-EAG-4;2010;11;EXT380;9;
2250-EAG-4;2011;2;EXT380;6.8;
2250-EAG-4;2011;4;EXT380;7.1;
2250-EAG-4;2011;6;EXT380;7.8;
2250-EAG-4;2011;7;EXT380;6.9;
2250-EAG-4;2011;8;EXT380;7.2;
2250-EAG-4;2011;10;EXT380;7.9;
2250-EAG-4;2011;12;EXT380;7.7;
2250-EAG-4;2012;2;EXT380;6.6;
2250-EAG-4;2012;4;EXT380;7.4;
2250-EAG-4;2012;6;EXT380;8.2;
2250-EAG-4;2012;7;EXT380;7.6;
2250-EAG-4;2012;10;EXT380;7;
2250-EAG-4;2012;12;EXT380;7.2;
2250-EAG-4;2013;2;EXT380;9.1;
2250-EAG-4;2013;4;EXT380;6.3;
2250-EAG-4;2013;6;EXT380;7.9;
2250-EAG-4;2013;7;EXT380;7;
2250-EAG-4;2013;8;EXT380;9;
2250-EAG-4;2013;10;EXT380;6.4;
2250-EAG-4;2013;12;EXT380;8.6;
2250-EAG-4;2014;2;EXT380;6.6;
2250-EAG-4;2014;4;EXT380;6.9;
2250-EAG-4;2014;6;EXT380;7.3;
2250-EAG-4;2014;7;EXT380;7.6;
2250-EAG-4;2014;8;EXT380;8.1;
2250-EAG-4;2014;10;EXT380;7.4;
2250-EAG-4;2014;12;EXT380;6.2;
2250-EAG-4;2015;2;EXT380;7.3;
2250-EAG-4;2015;4;EXT380;8.5;
2250-EAG-4;2015;6;EXT380;7.2;
2250-EAG-4;2015;7;EXT380;8.6;
2250-EAG-4;2015;8;EXT380;7;
2250-EAG-4;2015;10;EXT380;7.5;
2250-EAG-4;2015;12;EXT380;7.4;
2250-EAG-4;2016;2;EXT380;8.9;
2250-EAG-4;2016;4;EXT380;6.6;
2250-EAG-4;2016;6;EXT380;7.6;
2250-EAG-4;2016;7;EXT380;7.1;
2250-EAG-4;2016;8;EXT380;7.2;
2250-EAG-4;2016;10;EXT380;5.7;
2250-EAG-4;2016;12;EXT380;6.8;
2250-EAG-4;2017;1;EXT380;6.9;
2250-EAG-4;2017;2;EXT380;6.86666666666667;
2250-EAG-4;2017;3;EXT380;8.8;
2250-EAG-4;2017;4;EXT380;7.86666666666667;
2250-EAG-4;2017;5;EXT380;8.9;
2250-EAG-4;2017;6;EXT380;9.2;
2250-EAG-4;2017;7;EXT380;6.7;
2250-EAG-4;2017;8;EXT380;8.26666666666667;
2250-EAG-4;2017;9;EXT380;8.6;
2250-EAG-4;2017;10;EXT380;9.53333333333333;
2250-EAG-4;2017;11;EXT380;8.85;
2250-EAG-4;2017;12;EXT380;9.06666666666667;
2250-EAG-4;2018;1;EXT380;8.36666666666667;
2250-EAG-4;2018;2;EXT380;9.06666666666667;
2250-EAG-4;2018;3;EXT380;7.26666666666667;
2250-EAG-4;2018;4;EXT380;8.93333333333333;
2250-EAG-5;2017;1;EXT380;6.7;
2250-EAG-5;2017;2;EXT380;6.6;
2250-EAG-5;2017;3;EXT380;8.7;
2250-EAG-5;2017;4;EXT380;8.3;
2250-EAG-5;2017;5;EXT380;9.6;
2250-EAG-5;2017;6;EXT380;7.3;
2250-EAG-5;2017;7;EXT380;6.3;
2250-EAG-5;2017;8;EXT380;8.6;
2250-EAG-5;2017;9;EXT380;9.8;
2250-EAG-5;2017;10;EXT380;13;
2250-EAG-5;2017;11;EXT380;8;
2250-EAG-5;2017;12;EXT380;12;
2250-EAG-5;2018;1;EXT380;8.6;
2250-EAG-5;2018;2;EXT380;9.2;
2250-EAG-5;2018;3;EXT380;6.8;
2250-EAG-5;2018;4;EXT380;11;
2270-EAG-1;2009;1;EXT380;13.7666666666667;
2270-EAG-1;2009;2;EXT380;13.6666666666667;
2270-EAG-1;2009;3;EXT380;23;
2270-EAG-1;2009;4;EXT380;16.9;
2270-EAG-1;2009;5;EXT380;17;
2270-EAG-1;2009;6;EXT380;16.3333333333333;
2270-EAG-1;2009;7;EXT380;16;
2270-EAG-1;2009;8;EXT380;15.6666666666667;
2270-EAG-1;2009;9;EXT380;9;
2270-EAG-1;2009;10;EXT380;12.4333333333333;
2270-EAG-1;2009;11;EXT380;9.4;
2270-EAG-1;2009;12;EXT380;26.3333333333333;
2270-EAG-1;2010;3;EXT380;23.28;
2270-EAG-1;2010;4;EXT380;19.05;
2270-EAG-1;2010;5;EXT380;7.8;
2270-EAG-1;2010;6;EXT380;12.35;
2270-EAG-1;2010;7;EXT380;12.28;
2270-EAG-1;2010;8;EXT380;7.9;
2270-EAG-1;2010;9;EXT380;21.35;
2270-EAG-1;2010;10;EXT380;31;
2270-EAG-1;2010;11;EXT380;29;
2270-EAG-1;2011;2;EXT380;19;
2270-EAG-1;2011;4;EXT380;8.1;
2270-EAG-1;2011;6;EXT380;12;
2270-EAG-1;2011;7;EXT380;6.6;
2270-EAG-1;2011;8;EXT380;13;
2270-EAG-1;2011;10;EXT380;31;
2270-EAG-1;2011;12;EXT380;22;
2270-EAG-1;2012;2;EXT380;21;
2270-EAG-1;2012;4;EXT380;17;
2270-EAG-1;2012;6;EXT380;15;
2270-EAG-1;2012;7;EXT380;16;
2270-EAG-1;2012;8;EXT380;16;
2270-EAG-1;2012;10;EXT380;16;
2270-EAG-1;2012;12;EXT380;23;
2270-EAG-1;2013;2;EXT380;25;
2270-EAG-1;2013;4;EXT380;14;
2270-EAG-1;2013;6;EXT380;15;
2270-EAG-1;2013;7;EXT380;14;
2270-EAG-1;2013;8;EXT380;12;
2270-EAG-1;2013;10;EXT380;5.2;
2270-EAG-1;2013;12;EXT380;18;
2270-EAG-1;2014;2;EXT380;24;
2270-EAG-1;2014;4;EXT380;9;
2270-EAG-1;2014;6;EXT380;7.2;
2270-EAG-1;2014;7;EXT380;6.7;
2270-EAG-1;2014;8;EXT380;14;
2270-EAG-1;2014;10;EXT380;9.4;
2270-EAG-1;2014;12;EXT380;13;
2270-EAG-1;2015;2;EXT380;19;
2270-EAG-1;2015;4;EXT380;12;
2270-EAG-1;2015;6;EXT380;10;
2270-EAG-1;2015;7;EXT380;6.4;
2270-EAG-1;2015;8;EXT380;5.9;
2270-EAG-1;2015;10;EXT380;15;
2270-EAG-1;2015;12;EXT380;19;
2270-EAG-1;2016;2;EXT380;24;
2270-EAG-1;2016;4;EXT380;14;
2270-EAG-1;2016;6;EXT380;8;
2270-EAG-1;2016;7;EXT380;2;
2270-EAG-1;2016;8;EXT380;8.2;
2270-EAG-1;2016;10;EXT380;8.1;
2270-EAG-1;2016;12;EXT380;7.8;
2270-EAG-1;2017;2;EXT380;14;
2270-EAG-1;2017;4;EXT380;12;
2270-EAG-1;2017;6;EXT380;11;
2270-EAG-1;2017;7;EXT380;12;
2270-EAG-1;2017;8;EXT380;11;
2270-EAG-1;2017;10;EXT380;30;
2270-EAG-1;2017;12;EXT380;21;
2270-EAG-1;2018;1;EXT380;25;
2270-EAG-1;2018;2;EXT380;23;
2270-EAG-1;2018;3;EXT380;15;
2270-EAG-1;2018;4;EXT380;16;
2280-EAG-1;2009;1;EXT380;3.125;
2280-EAG-1;2009;2;EXT380;3.275;
2280-EAG-1;2009;3;EXT380;4.075;
2280-EAG-1;2009;4;EXT380;4.375;
2280-EAG-1;2009;5;EXT380;4.175;
2280-EAG-1;2009;6;EXT380;3.425;
2280-EAG-1;2009;7;EXT380;4.175;
2280-EAG-1;2009;8;EXT380;3.425;
2280-EAG-1;2009;9;EXT380;3.425;
2280-EAG-1;2009;10;EXT380;3.525;
2280-EAG-1;2009;11;EXT380;3.3;
2280-EAG-1;2009;12;EXT380;3.7;
2280-EAG-1;2010;2;EXT380;4.53;
2280-EAG-1;2010;3;EXT380;4.24;
2280-EAG-1;2010;4;EXT380;3.615;
2280-EAG-1;2010;5;EXT380;3.44;
2280-EAG-1;2010;6;EXT380;2.965;
2280-EAG-1;2010;7;EXT380;3.125;
2280-EAG-1;2010;8;EXT380;2.9;
2280-EAG-1;2010;9;EXT380;4.915;
2280-EAG-1;2010;10;EXT380;4.1;
2280-EAG-1;2010;11;EXT380;4.575;
2280-EAG-1;2011;2;EXT380;5.2;
2280-EAG-1;2011;4;EXT380;3.25;
2280-EAG-1;2011;6;EXT380;3;
2280-EAG-1;2011;7;EXT380;2.7;
2280-EAG-1;2011;8;EXT380;3.95;
2280-EAG-1;2011;10;EXT380;3.7;
2280-EAG-1;2011;12;EXT380;3.05;
2280-EAG-1;2012;2;EXT380;2.8;
2280-EAG-1;2012;4;EXT380;3.3;
2280-EAG-1;2012;6;EXT380;3.9;
2280-EAG-1;2012;7;EXT380;2.8;
2280-EAG-1;2012;8;EXT380;3.7;
2280-EAG-1;2012;10;EXT380;2.8;
2280-EAG-1;2012;12;EXT380;3.85;
2280-EAG-1;2013;2;EXT380;5.15;
2280-EAG-1;2013;4;EXT380;3.15;
2280-EAG-1;2013;6;EXT380;2.9;
2280-EAG-1;2013;7;EXT380;2.85;
2280-EAG-1;2013;8;EXT380;3;
2280-EAG-1;2013;10;EXT380;2.55;
2280-EAG-1;2013;12;EXT380;4;
2280-EAG-1;2014;2;EXT380;3.7;
2280-EAG-1;2014;4;EXT380;3.5;
2280-EAG-1;2014;6;EXT380;2.45;
2280-EAG-1;2014;7;EXT380;2.45;
2280-EAG-1;2014;8;EXT380;3;
2280-EAG-1;2014;12;EXT380;2.85;
2280-EAG-1;2015;2;EXT380;4.3;
2280-EAG-1;2015;4;EXT380;3.35;
2280-EAG-1;2015;6;EXT380;3.55;
2280-EAG-1;2015;7;EXT380;2.55;
2280-EAG-1;2015;8;EXT380;2.35;
2280-EAG-1;2015;10;EXT380;3.95;
2280-EAG-1;2015;12;EXT380;5.75;
2280-EAG-1;2016;2;EXT380;4.2;
2280-EAG-1;2016;4;EXT380;3.1;
2280-EAG-1;2016;6;EXT380;3.4;
2280-EAG-1;2016;7;EXT380;3.5;
2280-EAG-1;2016;8;EXT380;3;
2280-EAG-1;2016;10;EXT380;2.1;
2280-EAG-1;2016;12;EXT380;3;
2280-EAG-1;2017;2;EXT380;2.7;
2280-EAG-1;2017;4;EXT380;3.25;
2280-EAG-1;2017;6;EXT380;2.3;
2280-EAG-1;2017;7;EXT380;2.9;
2280-EAG-1;2017;8;EXT380;2.7;
2280-EAG-1;2017;10;EXT380;4.45;
2280-EAG-1;2017;12;EXT380;3.9;
2280-EAG-1;2018;1;EXT380;4;
2280-EAG-1;2018;2;EXT380;3.7;
2280-EAG-1;2018;3;EXT380;3.1;
2280-EAG-1;2018;4;EXT380;3.2;
2290-EAG-1;2009;1;EXT380;7.45;
2290-EAG-1;2009;2;EXT380;19.2;
2290-EAG-1;2009;3;EXT380;9;
2290-EAG-1;2009;4;EXT380;14.3;
2290-EAG-1;2009;5;EXT380;10.5;
2290-EAG-1;2009;6;EXT380;18.9;
2290-EAG-1;2009;7;EXT380;8.25;
2290-EAG-1;2009;8;EXT380;7.55;
2290-EAG-1;2009;9;EXT380;6.35;
2290-EAG-1;2009;10;EXT380;7.35;
2290-EAG-1;2009;11;EXT380;6.55;
2290-EAG-1;2009;12;EXT380;13.9;
2290-EAG-1;2010;3;EXT380;10.78;
2290-EAG-1;2010;4;EXT380;12.55;
2290-EAG-1;2010;6;EXT380;29.13;
2290-EAG-1;2010;7;EXT380;6.25;
2290-EAG-1;2010;8;EXT380;9.45;
2290-EAG-1;2010;9;EXT380;46.28;
2290-EAG-1;2010;10;EXT380;65;
2290-EAG-1;2010;11;EXT380;25;
2290-EAG-1;2011;2;EXT380;27;
2290-EAG-1;2011;4;EXT380;13;
2290-EAG-1;2011;6;EXT380;10;
2290-EAG-1;2011;7;EXT380;9.8;
2290-EAG-1;2011;8;EXT380;16;
2290-EAG-1;2011;10;EXT380;39;
2290-EAG-1;2011;12;EXT380;44;
2290-EAG-1;2012;2;EXT380;16;
2290-EAG-1;2012;4;EXT380;12;
2290-EAG-1;2012;6;EXT380;12;
2290-EAG-1;2012;7;EXT380;11;
2290-EAG-1;2012;8;EXT380;19;
2290-EAG-1;2012;10;EXT380;16;
2290-EAG-1;2012;12;EXT380;16;
2290-EAG-1;2013;2;EXT380;49;
2290-EAG-1;2013;4;EXT380;16;
2290-EAG-1;2013;6;EXT380;10;
2290-EAG-1;2013;7;EXT380;8.9;
2290-EAG-1;2013;8;EXT380;11;
2290-EAG-1;2013;10;EXT380;7;
2290-EAG-1;2013;12;EXT380;26;
2290-EAG-1;2014;2;EXT380;6.7;
2290-EAG-1;2014;4;EXT380;17;
2290-EAG-1;2014;6;EXT380;10;
2290-EAG-1;2014;7;EXT380;10;
2290-EAG-1;2014;8;EXT380;11;
2290-EAG-1;2014;10;EXT380;7.2;
2290-EAG-1;2014;12;EXT380;8.9;
2290-EAG-1;2015;2;EXT380;9.6;
2290-EAG-1;2015;4;EXT380;9.6;
2290-EAG-1;2015;6;EXT380;9;
2290-EAG-1;2015;7;EXT380;9.4;
2290-EAG-1;2015;8;EXT380;8;
2290-EAG-1;2015;10;EXT380;9.7;
2290-EAG-1;2015;12;EXT380;22;
2290-EAG-1;2016;2;EXT380;15;
2290-EAG-1;2016;4;EXT380;11;
2290-EAG-1;2016;6;EXT380;12;
2290-EAG-1;2016;7;EXT380;19;
2290-EAG-1;2016;8;EXT380;7.3;
2290-EAG-1;2016;10;EXT380;7;
2290-EAG-1;2016;12;EXT380;9.2;
2290-EAG-1;2017;2;EXT380;15;
2290-EAG-1;2017;4;EXT380;10;
2290-EAG-1;2017;6;EXT380;10;
2290-EAG-1;2017;7;EXT380;8.6;
2290-EAG-1;2017;8;EXT380;9.4;
2290-EAG-1;2017;10;EXT380;47;
2290-EAG-1;2017;12;EXT380;24;
2290-EAG-1;2018;1;EXT380;23;
2290-EAG-1;2018;2;EXT380;32;
2290-EAG-1;2018;3;EXT380;8.2;
2290-EAG-1;2018;4;EXT380;12;
2300-EAG-1;2009;1;EXT380;14.5;
2300-EAG-1;2009;2;EXT380;17;
2300-EAG-1;2009;3;EXT380;13.5;
2300-EAG-1;2009;4;EXT380;15.5;
2300-EAG-1;2009;5;EXT380;13;
2300-EAG-1;2009;6;EXT380;8.85;
2300-EAG-1;2009;7;EXT380;11.2;
2300-EAG-1;2009;8;EXT380;11.05;
2300-EAG-1;2009;9;EXT380;8.75;
2300-EAG-1;2009;10;EXT380;6.85;
2300-EAG-1;2009;11;EXT380;8.6;
2300-EAG-1;2009;12;EXT380;13;
2300-EAG-1;2010;3;EXT380;12.53;
2300-EAG-1;2010;4;EXT380;18.5;
2300-EAG-1;2010;5;EXT380;10.6;
2300-EAG-1;2010;6;EXT380;10.35;
2300-EAG-1;2010;7;EXT380;11.65;
2300-EAG-1;2010;8;EXT380;9.83;
2300-EAG-1;2010;9;EXT380;13.93;
2300-EAG-1;2010;10;EXT380;17;
2300-EAG-1;2010;11;EXT380;23;
2300-EAG-1;2010;12;EXT380;17;
2300-EAG-1;2011;4;EXT380;16;
2300-EAG-1;2011;6;EXT380;9.9;
2300-EAG-1;2011;7;EXT380;13;
2300-EAG-1;2011;8;EXT380;16;
2300-EAG-1;2011;10;EXT380;15;
2300-EAG-1;2011;12;EXT380;9.6;
2300-EAG-1;2012;2;EXT380;11;
2300-EAG-1;2012;4;EXT380;13;
2300-EAG-1;2012;6;EXT380;17;
2300-EAG-1;2012;7;EXT380;13;
2300-EAG-1;2012;10;EXT380;21;
2300-EAG-1;2012;12;EXT380;14;
2300-EAG-1;2013;2;EXT380;14;
2300-EAG-1;2013;4;EXT380;9.3;
2300-EAG-1;2013;6;EXT380;11;
2300-EAG-1;2013;7;EXT380;11;
2300-EAG-1;2013;8;EXT380;6.7;
2300-EAG-1;2013;10;EXT380;5.9;
2300-EAG-1;2013;12;EXT380;8.2;
2300-EAG-1;2014;2;EXT380;13;
2300-EAG-1;2014;4;EXT380;12;
2300-EAG-1;2014;6;EXT380;11;
2300-EAG-1;2014;8;EXT380;13;
2300-EAG-1;2014;12;EXT380;8.4;
2300-EAG-1;2015;2;EXT380;13;
2300-EAG-1;2015;4;EXT380;13;
2300-EAG-1;2015;6;EXT380;9.9;
2300-EAG-1;2015;7;EXT380;10;
2300-EAG-1;2015;8;EXT380;9.6;
2300-EAG-1;2015;10;EXT380;8.6;
2300-EAG-1;2015;12;EXT380;12;
2300-EAG-1;2016;2;EXT380;16;
2300-EAG-1;2016;4;EXT380;11;
2300-EAG-1;2016;6;EXT380;11;
2300-EAG-1;2016;7;EXT380;8.8;
2300-EAG-1;2016;8;EXT380;9.5;
2300-EAG-1;2016;10;EXT380;7.9;
2300-EAG-1;2016;12;EXT380;9.7;
2300-EAG-1;2017;2;EXT380;11;
2300-EAG-1;2017;4;EXT380;11;
2300-EAG-1;2017;6;EXT380;10;
2300-EAG-1;2017;7;EXT380;8.6;
2300-EAG-1;2017;8;EXT380;8.8;
2300-EAG-1;2017;10;EXT380;14;
2300-EAG-1;2017;12;EXT380;20;
2300-EAG-1;2018;1;EXT380;13;
2300-EAG-1;2018;2;EXT380;12;
2300-EAG-1;2018;3;EXT380;11;
2310-EAG-1;2009;1;EXT380;19.72;
2310-EAG-1;2009;2;EXT380;12.26;
2310-EAG-1;2009;3;EXT380;9.2;
2310-EAG-1;2009;4;EXT380;7.86;
2310-EAG-1;2009;5;EXT380;6.8;
2310-EAG-1;2009;6;EXT380;6.02;
2310-EAG-1;2009;7;EXT380;7.56;
2310-EAG-1;2009;8;EXT380;5.32;
2310-EAG-1;2009;9;EXT380;4.64;
2310-EAG-1;2009;10;EXT380;5.82;
2310-EAG-1;2009;11;EXT380;7.4;
2310-EAG-1;2009;12;EXT380;10.98;
2310-EAG-1;2010;2;EXT380;15.13;
2310-EAG-1;2010;3;EXT380;14.5;
2310-EAG-1;2010;4;EXT380;17.58;
2310-EAG-1;2010;5;EXT380;8.35;
2310-EAG-1;2010;6;EXT380;2.78;
2310-EAG-1;2010;7;EXT380;6.43;
2310-EAG-1;2010;8;EXT380;6.35;
2310-EAG-1;2010;9;EXT380;16.35;
2310-EAG-1;2010;10;EXT380;29;
2310-EAG-1;2010;11;EXT380;23;
2310-EAG-1;2010;12;EXT380;22;
2310-EAG-1;2011;4;EXT380;16;
2310-EAG-1;2011;6;EXT380;4;
2310-EAG-1;2011;7;EXT380;7.3;
2310-EAG-1;2011;8;EXT380;11;
2310-EAG-1;2011;10;EXT380;12;
2310-EAG-1;2011;12;EXT380;11;
2310-EAG-1;2012;2;EXT380;18;
2310-EAG-1;2012;4;EXT380;16;
2310-EAG-1;2012;6;EXT380;11;
2310-EAG-1;2012;7;EXT380;13;
2310-EAG-1;2012;10;EXT380;16;
2310-EAG-1;2012;12;EXT380;22;
2310-EAG-1;2013;2;EXT380;24;
2310-EAG-1;2013;4;EXT380;16;
2310-EAG-1;2013;6;EXT380;12;
2310-EAG-1;2013;7;EXT380;12;
2310-EAG-1;2013;8;EXT380;5.1;
2310-EAG-1;2013;10;EXT380;3.4;
2310-EAG-1;2013;12;EXT380;3.2;
2310-EAG-1;2014;2;EXT380;16;
2310-EAG-1;2014;4;EXT380;13;
2310-EAG-1;2014;6;EXT380;11;
2310-EAG-1;2014;8;EXT380;13;
2310-EAG-1;2014;12;EXT380;16;
2310-EAG-1;2015;2;EXT380;19;
2310-EAG-1;2015;4;EXT380;22;
2310-EAG-1;2015;6;EXT380;13;
2310-EAG-1;2015;7;EXT380;8.5;
2310-EAG-1;2015;8;EXT380;9.1;
2310-EAG-1;2015;10;EXT380;11;
2310-EAG-1;2015;12;EXT380;20;
2310-EAG-1;2016;2;EXT380;23;
2310-EAG-1;2016;4;EXT380;22;
2310-EAG-1;2016;6;EXT380;10;
2310-EAG-1;2016;7;EXT380;15;
2310-EAG-1;2016;8;EXT380;9.7;
2310-EAG-1;2016;10;EXT380;2.9;
2310-EAG-1;2016;12;EXT380;10;
2310-EAG-1;2017;2;EXT380;12;
2310-EAG-1;2017;4;EXT380;11;
2310-EAG-1;2017;6;EXT380;9;
2310-EAG-1;2017;7;EXT380;9.8;
2310-EAG-1;2017;8;EXT380;10;
2310-EAG-1;2017;10;EXT380;16;
2310-EAG-1;2017;12;EXT380;20;
2310-EAG-1;2018;1;EXT380;19;
2310-EAG-1;2018;2;EXT380;15;
2310-EAG-1;2018;3;EXT380;14;
2330-EAG-1;2010;3;EXT380;15.7;
2330-EAG-1;2010;4;EXT380;8.8;
2330-EAG-1;2010;5;EXT380;6.83;
2330-EAG-1;2010;6;EXT380;6.1;
2330-EAG-1;2010;7;EXT380;8.08;
2330-EAG-1;2010;8;EXT380;5.58;
2330-EAG-1;2010;9;EXT380;18.85;
2330-EAG-1;2010;10;EXT380;12;
2330-EAG-1;2010;11;EXT380;16;
2330-EAG-1;2011;1;EXT380;9.8;
2330-EAG-1;2011;3;EXT380;11.75;
2330-EAG-1;2011;4;EXT380;6.96666666666667;
2330-EAG-1;2011;5;EXT380;3.55;
2330-EAG-1;2011;6;EXT380;4.13333333333333;
2330-EAG-1;2011;7;EXT380;12.1333333333333;
2330-EAG-1;2011;8;EXT380;8.1;
2330-EAG-1;2011;9;EXT380;10.8;
2330-EAG-1;2011;10;EXT380;15.6666666666667;
