CODE;BUITENGEBRUIKDATUM;NAAM;NAMESPACE;GERELATEERDMEETOBJECT;GERELATEERDMEETOBJECTROL_ID;WATERTYPE;XCOORD;YCOORD;ZCOORD;REFERENTIEVLAK;MORFOLOGIE;OPMERKING;MOTIVATIE;TOEGANKELIJKHEID;MEETNET_HISTORIE;MEETNET_ACTUEEL;FEWSFILTER_HISTORIE;FEWSFILTER_ACTUEEL;PROGRAMMA_HISTORIE;PROGRAMMA_ACTUEEL;BODEMSOORT;GAFIDENT;EAGIDENT;OWMIDENT
ADM110;;vis;NL11;;;;118952;486652;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM111;;vis;NL11;;;;122578;487343;;;lijnvormig; | nog morf check | ;;;historieVIS;;Onderzoek;;HYBI;;Bebouwing;50;6000-EAG-10;
ADM112;;vis;NL11;;;;122183;485755;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-1;NL11_1_1
ADM113;;vis;NL11;;;;122737;483255;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-2;NL11_1_1
ADM114;;vis;NL11;;;;123883;482702;;;lijnvormig;Coordinaten liggen niet in ADM | nog morf check | ;;;historieVIS;;Onderzoek;;HYBI;;Veen;2280;2280-EAG-1;
ADM115;;vis;NL11;;;;123828;482672;;;lijnvormig; | nog morf check | ;;;historieVIS;;Onderzoek;;HYBI;;Bebouwing;2280;2280-EAG-1;
ADM116;;vis;NL11;;;;123798;481989;;;lijnvormig; | nog morf check | ;;;MACFTGBD_historieVIS;;KRW_Onderzoek;;HYBI;;Bebouwing;2280;2280-EAG-1;
ADM117;;vis;NL11;;;;123065;481964;;;lijnvormig; | nog morf check | ;;;historieVIS;;Onderzoek;;HYBI;;Bebouwing;2280;2280-EAG-1;
ADM118;;vis;NL11;;;;118954;486583;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM119;;vis;NL11;;;;122059;484688;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;46;2000-EAG-1;NL11_1_1
ADM120;;vis;NL11;;;;122747;483224;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-2;NL11_1_1
ADM121;;mp vegetatie;NL11;;;;121027;484572;;;lijnvormig; | nog morf check | ;;;FYTPTGBD_FYTPTKRW_MACFTKRW;;KRW;;HYBI;;Bebouwing;46;2000-EAG-1;NL11_1_1
ADM122;;mp macrofauna_2012;NL11;;;;118606;485163;;;lijnvormig; | nog morf check | ;;;MACEVKRW_VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM123;;vis Amsterdam;NL11;;;;120229;486894;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM124;;vis Amsterdam;NL11;;;;120673;488791;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM125;;vis Amsterdam;NL11;;;;118620;485234;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM126;;vis Amsterdam;NL11;;;;120252;486836;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM127;;vis Vaarten Amsterdam;NL11;;;;120771;487158;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM_VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM128;;vis Vaarten Amsterdam;NL11;;;;120779;487277;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM129;;vis Vaarten Amsterdam;NL11;;;;118605;485104;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM130;;vis Vaarten Amsterdam;NL11;;;;118575;484946;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM131;;vis Vaarten Amsterdam;NL11;;;;120460;488777;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM132;;vis Amstellandboezem 4;NL11;;;;122761;483310;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-2;NL11_1_1
ADM133;;vis Amsterdam;NL11;;;;122190;485702;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-1;NL11_1_1
ADM134;;vis Amsterdam;NL11;;;;122919;482864;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-2;NL11_1_1
ADM135;;vis Amsterdam;NL11;;;;123720;486613;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-4;NL11_2_1
ADM136;;vis Amsterdam;NL11;;;;121761;484609;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;46;2000-EAG-1;NL11_1_1
ADM137;;vis Amsterdam;NL11;;;;118640;487740;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-2;NL11_2_1
ADM138;;vis Vaarten Amsterdam;NL11;;;;122238;485323;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;46;2000-EAG-1;NL11_1_1
ADM139;;vis Vaarten Amsterdam;NL11;;;;123650;486625;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-4;NL11_2_1
ADM140;;vis Amsterdam;NL11;;;;118909;486880;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;45;1000-EAG-2;NL11_2_1
ADM141;;vis Amsterdam;NL11;;;;118338;487665;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-2;NL11_2_1
ADM142;;Amstelboezem-Amstel;NL11;;;;121980;486376;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Water;45;1000-EAG-1;NL11_2_1
ADM143;;Amsterdam-Vaarten Amsterdam;NL11;;;;118900;487001;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Bebouwing;45;1000-EAG-2;NL11_2_1
ADM144;;Amsterdam-Vaarten Amsterdam;NL11;;;;120401;486411;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM145;;Geldersekade;NL11;;;;121945;487594;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Bebouwing;45;1000-EAG-3;NL11_2_1
ADM146;;Uilenburgergracht;NL11;;;;122188;486997;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;45;1000-EAG-3;NL11_2_1
ADM147;;Nieuwe Vaart nabij kruithuisstraat;NL11;;;;123305;486788;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;45;1000-EAG-4;NL11_2_1
ADM148;;Westelijk Marktkanaal, Amsterdam;NL11;;;;119269;488173;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM149;;Prinsengracht, Amsterdam;NL11;;;;121112;486180;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRWOM;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM150;;Nieuwe Achtergracht, Amsterdam;NL11;;;;122696;486288;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;45;1000-EAG-1;NL11_2_1
ADM151;;Herengracht, Amsterdam;NL11;;;;121137;486540;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Bebouwing;45;1000-EAG-1;NL11_2_1
AMK001;;brug van Hillegaertstraat;NL11;;;;120881;484795;;;lijnvormig; | nog morf check | ;;;ROUTINE;;Evaluatie;;FYCHEM;;Bebouwing;46;2000-EAG-1;NL11_1_1
AMS001;;amstel tolhuissluizen;NL11;;;;110462;469019;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_DROOG_Overig-fychem_VASTBOEZ;DIEPTE-FYCHEM_VASTBOEZ;Evaluatie_Onderzoek_VMboezem;VMboezem;FYCHEM;FYCHEM;Water;46;2000-EAG-6;NL11_1_1
AMS002;;amstel brug vrouwenakker, mp macrofauna;NL11;;;;113843;471354;;;lijnvormig; | nog morf check | ;;;ADHOC_BELEID_DIEPTE-FYCHEM_DROOG_EXTZWEM_KRWOndCHEM_MACEVKRW_Overig-fychem_ROUTINE_VASTBOE;DIEPTE-FYCHEM_KRWOndCHEM_VASTBOEZ;Evaluatie_KRW_Onderzoek_VMboezem_Watergebiedsplannen_Zwemwater;KRW_VMboezem;FYCHEM_HYBI;FYCHEM;Veen;46;2000-EAG-6;NL11_1_1
AMS003;;amstel brug provincialeweg uithoorn;NL11;AMS003P;;;117001;471590;;;lijnvormig; | nog morf check | ;in 2019 verplaatst naar midden;;BEDWAT_BELEID_DIEPTE-FYCHEM_DROOG_FYTOPLANKTONABUNDANTIE_FYTPTKRW_KRWOCHEM_KRWOndCHEM_KRWPR;;Evaluatie_KRW_Onderzoek_VMboezem;;FYCHEM_HYBI_TOX;;Bebouwing;46;2000-EAG-6;NL11_1_1
AMS003P;;;NL11;;;;117001;471590;;;lijnvormig;;verbetering monstername naar midden, meer repr voor brede wg;;;;;;;;Bebouwing;46;2000-EAG-6;NL11_1_1
AMS004;;amstel pontveer nessersluis;NL11;;;;119548;473815;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Zware klei;46;2000-EAG-6;NL11_1_1
AMS005;;amstel t.o. amstelhoep km paal 13.9;NL11;AMS005P;;;120475;475186;;;lijnvormig; | nog morf check | ;in 2019 verplaatst naar midden;;ADHOC_BEDWAT_BELEID_DIEPTE-FYCHEM_EXTZWEM_FYTOPLANKTONABUNDANTIE_FYTPTKRW_KRWOCHEM_KRWOndC;;Evaluatie_KRW_VMboezem_Zwemwater;;FYCHEM_HYBI;;Water;46;2000-EAG-5;NL11_1_1
AMS005P;;amstel t.o. amstelhoep km paal 13.9;NL11;;;;120475;475186;;;lijnvormig;;verbetering monstername naar midden, meer repr voor brede wg;;;;;;;;Water;46;2000-EAG-5;NL11_1_1
AMS006;;amstel zwarte kat t.o. nr 104;NL11;;;;120334;476690;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;DROOG_MACFTNVO_Overig-fychem;;Evaluatie_KRW_Onderzoek;;FYCHEM_HYBI;;Water;46;2000-EAG-5;NL11_1_1
AMS007;;amstel brug rijksweg a9;NL11;;;;121144;478581;;;lijnvormig; | nog morf check | ;;;ADHOC_BEDWAT_DIEPTE-FYCHEM_EXTZWEM_KRWOndCHEM_Overig-fychem_VASTINLA;DIEPTE-FYCHEM_EXTZWEM_KRWOndCHEM_VASTINLA;Evaluatie_KRW_Onderzoek_VMinlaatwater_Zwemwater;KRW_VMinlaatwater_Zwemwater;FYCHEM;FYCHEM;Water;46;2000-EAG-5;NL11_1_1
AMS008;;amstel brug prov.weg ouderkerk;NL11;;;;121661;479118;;;lijnvormig; | nog morf check | ;;;AMSNRD_BELEID_DROOG_ROUTINE;;Evaluatie;;FYCHEM;;Zware klei;46;2000-EAG-2;NL11_1_1
AMS009;;amstel 500m-n.gemaal middelpolder;NL11;;;;122120;480999;;;lijnvormig; | nog morf check | ;in 2019 verplaatst naar midden;;DIEPTE-FYCHEM_KRWOndCHEM_Overig-fychem_VASTBOEZ;;KRW_Onderzoek_VMboezem;;FYCHEM;;Water;46;2000-EAG-2;NL11_1_1
AMS009P;;;NL11;;;;122120;480999;;;lijnvormig;;verbetering monstername naar midden , meer repr voor brede wg;;;;;;;;Water;46;2000-EAG-2;NL11_1_1
AMS010;;amstel t.o. nr. 319/ten Z A10;NL11;AMS010P;;;121688;482650;;;lijnvormig; | nog morf check | ;in 2019 verplaatst naar midden;;ADHOC_BEDWAT_BELEID_DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_FYTPTKRW_KRWOCHEM_KRWOndCHEM_KRWP;;Evaluatie_KRW_Onderzoek_VMboezem;;FYCHEM_HYBI;;Water;46;2000-EAG-2;NL11_1_1
AMS010P;;;NL11;;;;121688;482650;;;lijnvormig;;verbetering monstername naar midden, meer repr voor brede wg;;;;;;;;Water;46;2000-EAG-2;NL11_1_1
AMS011;;amstel berlagebrug;NL11;;;;122624;484495;;;lijnvormig; | nog morf check | ;;;BELEID_PESTBOEZ_ROUTINE;;Evaluatie;;FYCHEM;;Bebouwing;46;2000-EAG-1;NL11_1_1
AMS012;;Amstel Ringspoordijk;NL11;;;;121726;482940;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;46;2000-EAG-2;NL11_1_1
AMS013;;Amstel bij molen;NL11;;;;121434;481937;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;46;2000-EAG-2;NL11_1_1
AMS014;;Amstel ten Z. AMS010;NL11;;;;121649;481607;;;lijnvormig; | nog morf check | ;;;DROOG_MACFTKRW;;Evaluatie_KRW;;FYCHEM_HYBI;;Water;46;2000-EAG-2;NL11_1_1
AMS015;;centrum Ouderkerk_ waar Bullewijk in Amstel uitkomt;NL11;;;;121786;478786;;;lijnvormig; | nog morf check | ;;;DROOG;;Evaluatie;;FYCHEM;;Water;46;2000-EAG-5;NL11_1_1
AMS016;;Nessersluis_ waar oude Waver in Amstel stroomt;NL11;;;;119696;474039;;;lijnvormig; | nog morf check | ;;;BELEID_DROOG;;Evaluatie;;FYCHEM;;Water;46;2000-EAG-5;NL11_1_1
AMS017;;Amstel, korte ouderkerkerdijk, thv thuis aan de Amstel;NL11;;;;122782;483641;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;46;2000-EAG-2;NL11_1_1
AMS020;;Amstel ca 300m t.Z.v. AMS03;NL11;;;;116736;471471;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Veen;46;2000-EAG-6;NL11_1_1
AMS021;;Amstel ca 400m t.Z.v. Pontveer Nessersluis;NL11;;;;119054;473464;;;lijnvormig; | nog morf check | ;;;BGMZ_Overig-fychem_PEB_TOX_SIMONI_PS;;Evaluatie_Onderzoek;;FYCHEM_TOX;;Water;46;2000-EAG-6;NL11_1_1
AMS022;;Amstel voor hoofdkantoor Waternet;NL11;;;;122894;483742;;;lijnvormig; juli 2018 verlegd naar einde steiger waar al die tijd bemonsterd wordt (coord waren x122921 y 483739);;;ADHOC_BEDWAT_DIEPTE-FYCHEM_EXTZWEM_Overig-fychem_TOX_SIMONI_PS_ZWEM;DIEPTE-FYCHEM_ZWEM;Evaluatie_Onderzoek_Zwemwater;Zwemwater;FYCHEM_TOX;FYCHEM;Water;46;2000-EAG-2;NL11_1_1
AMS023;;singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam;NL11;;;;123185;486261;;;lijnvormig;ipv SIN004, zodat representatiever monster mogelijk is (DZ klopt) | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_FYTPTKRW_KRWOCHEM_KRWOndCHEM_MACFTGBD_MACFTKRW_MACFTKRW;DIEPTE-FYCHEM_KRWOCHEM_KRWOndCHEM;Evaluatie_KRW;KRW;FYCHEM_HYBI;FYCHEM;Bebouwing;46;2000-EAG-1;NL11_1_1
AMS024;;Amstel Loswal to Weesperzijde 122 Amsterdam;NL11;;;;122610;484816;;;lijnvormig;;;;DIEPTE-FYCHEM_EXTZWEM;DIEPTE-FYCHEM_EXTZWEM;Zwemwater;Zwemwater;FYCHEM;FYCHEM;Water;46;2000-EAG-1;NL11_1_1
AMS025;;Zuider Amstelkanaal Spinoza lyceum nabij Peter v Anrooystr 8 Amsterdam;NL11;;;;119421;484006;;;lijnvormig;;;;EXTZWEM;;Zwemwater;;FYCHEM;;Bebouwing;46;2000-EAG-1;NL11_1_1
AMS026;;Boerenwetering, voetgangersbrug Beatrixpark_RAI Amsterdam;NL11;;;;120808;483965;;;;;;;;;;;;;Bebouwing;46;2000-EAG-1;NL11_1_1
AMS027;;ZW oever Nieuwe Diep, to grote vijver Flevopark, Valentijnkade 130, Amsterdam;NL11;;;;125354;485911;;;;;;;EXTZWEM;;Zwemwater;;FYCHEM;;Bebouwing;46;2000-EAG-1;NL11_1_1
AMS028;;vanaf fietsbrug op Groene Zoom zuidkant Beatrixpark Amsterdam;NL11;;;;120638;483758;;;lijnvormig;;;;DIEPTE-FYCHEM_VASTBOEZ_ZUIDAS;DIEPTE-FYCHEM_VASTBOEZ;Evaluatie_VMboezem;VMboezem;FYCHEM;FYCHEM;Bebouwing;46;2000-EAG-1;NL11_1_1
AMS029;;Amstel, park Somerlust, voor HOKA;NL11;;;;122985;483803;;;lijnvormig;;wegens cityswim tranining;;EXTZWEM;;Zwemwater;;FYCHEM;;Bebouwing;46;2000-EAG-2;NL11_1_1
AMS030;;midden bij AMS003, nabij amstel brug provincialeweg uithoorn;NL11;AMS003P;;;116980;471608;;;;;verbetering monstername naar midden, meer repr voor brede wg;;DIEPTE-FYCHEM_EXTZWEM_KRWOndCHEM_KRWPROB_VASTBOEZ;DIEPTE-FYCHEM_EXTZWEM_KRWOndCHEM_KRWPROB_VASTBOEZ;KRW_VMboezem_Zwemwater;KRW_VMboezem_Zwemwater;FYCHEM;FYCHEM;Water;46;2000-EAG-6;NL11_1_1
AMS031;;midden bij AMS005,amstel t.o. amstelhoep km paal 13.9;NL11;AMS005P;;;120495;475171;;;lijnvormig;;verbetering monstername naar midden, meer repr voor brede wg;;DIEPTE-FYCHEM_EXTZWEM_KRWOndCHEM_VASTBOEZ;DIEPTE-FYCHEM_EXTZWEM_KRWOndCHEM_VASTBOEZ;KRW_VMboezem_Zwemwater;KRW_VMboezem_Zwemwater;FYCHEM;FYCHEM;Water;46;2000-EAG-5;NL11_1_1
AMS032;;midden bij AMS009, 500m-n.gemaal middelpolder;NL11;AMS009P;;;122150;480999;;;lijnvormig;;verbetering monstername naar midden meer repr voor brede wg;;DIEPTE-FYCHEM_EXTZWEM_KRWOndCHEM_VASTBOEZ;DIEPTE-FYCHEM_EXTZWEM_KRWOndCHEM_VASTBOEZ;KRW_VMboezem_Zwemwater;KRW_VMboezem_Zwemwater;FYCHEM;FYCHEM;Water;46;2000-EAG-2;NL11_1_1
AMS033;;midden bij AMS010, amstel t.o. nr. 319/ten Z A10;NL11;AMS010P;;;121728;482650;;;lijnvormig;;verbetering monstername naar midden, meer repr voor brede wg;;DIEPTE-FYCHEM_EXTZWEM_FYTPTKRWOM_KRWOndCHEM_VASTBOEZ;DIEPTE-FYCHEM_EXTZWEM_KRWOndCHEM_VASTBOEZ;KRW_VMboezem_Zwemwater;KRW_VMboezem_Zwemwater;FYCHEM_HYBI;FYCHEM;Water;46;2000-EAG-2;NL11_1_1
AMS100;;mp fytobenthos;NL11;;;;114872;471109;;;lijnvormig; | nog morf check | ;;;FYTPTGBD_FYTPTKRW;;KRW;;HYBI;;Water;46;2000-EAG-6;NL11_1_1
AMS101;;mp fytobenthos, macrofauna;NL11;;;;120453;476056;;;lijnvormig; | nog morf check | ;;;FYTPTGBD_FYTPTKRW_MACEVKRW_MACFTKRW;;KRW;;HYBI;;Water;46;2000-EAG-5;NL11_1_1
AMS102;;mp macrofauna;NL11;;;;118413;472846;;;lijnvormig; | nog morf check | ;;;MACEVKRW;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS103;;mp macrofauna;NL11;;;;121821;481584;;;lijnvormig; | nog morf check | ;;;MACEVKRW;;KRW;;HYBI;;Water;46;2000-EAG-2;NL11_1_1
AMS104;;vis;NL11;;;;113174;470958;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-6;NL11_1_1
AMS105;;vis;NL11;;;;118099;472529;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-6;NL11_1_1
AMS106;;vis;NL11;;;;120354;475642;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO_VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-5;NL11_1_1
AMS107;;vis;NL11;;;;122152;479754;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-2;NL11_1_1
AMS108;;vis;NL11;;;;122173;481489;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-2;NL11_1_1
AMS109;;vis;NL11;;;;120856;478102;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Veen;46;2000-EAG-5;NL11_1_1
AMS110;;vis;NL11;;;;120550;475193;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Veen;46;2000-EAG-5;NL11_1_1
AMS111;;vis;NL11;;;;118968;473470;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS112;;vis;NL11;;;;116641;471488;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS113;;vis;NL11;;;;114173;471237;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-6;NL11_1_1
AMS114;;vis;NL11;;;;113050;470832;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-6;NL11_1_1
AMS115;;mp vegetatie;NL11;;;;117832;472022;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS116;;mp vegetatie;NL11;;;;110507;469054;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;47;2610-EAG-1;
AMS117;;mp vegetatie;NL11;;;;111010;469776;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS118;;mp vegetatie;NL11;;;;111840;470095;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS119;;mp vegetatie;NL11;;;;112779;470577;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS120;;mp vegetatie;NL11;;;;113743;471342;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Water;46;2000-EAG-6;NL11_1_1
AMS121;;mp vegetatie;NL11;;;;115105;471222;;;lijnvormig;mrt2018 verlegd naar Amstel (coordinaten waren x115102 en y471227);;;MACFTKRW;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS122;;mp vegetatie;NL11;;;;116019;471290;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS123;;mp vegetatie;NL11;;;;119234;473646;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS124;;mp vegetatie;NL11;;;;118631;472882;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Water;46;2000-EAG-6;NL11_1_1
AMS125;;mp vegetatie;NL11;;;;118422;472565;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS126;;mp vegetatie;NL11;;;;120469;475358;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Water;46;2000-EAG-5;NL11_1_1
AMS127;;mp vegetatie;NL11;;;;119932;474917;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;46;2000-EAG-5;NL11_1_1
AMS128;;mp vegetatie;NL11;;;;120344;476798;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;46;2000-EAG-5;NL11_1_1
AMS129;;mp vegetatie;NL11;;;;121043;477791;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Veen;46;2000-EAG-5;NL11_1_1
AMS130;;mp vegetatie;NL11;;;;121181;478392;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Veen;46;2400-EAG-3;NL11_2_5
AMS131;;mp vegetatie;NL11;;;;121806;479370;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACFTKRW_VASTECOMACFT_VISKRW;;KRW;;HYBI;;Water;2000;2000-EAG-2;NL11_1_1
AMS132;;mp vegetatie;NL11;;;;122213;480159;;;lijnvormig;mrt2018 verlegd naar Amstel (coord warenx122213 y480159);;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Water;46;2000-EAG-2;NL11_1_1
AMS133;;mp vegetatie;NL11;;;;121563;482355;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Water;46;2000-EAG-2;NL11_1_1
AMS134;;mp vegetatie;NL11;;;;122789;483970;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM;;KRW;;HYBI;;Water;46;2000-EAG-2;NL11_1_1
AMS145;;vis Amstellandboezem 2;NL11;;;;117826;472130;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-6;NL11_1_1
AMS146;;vis Amstellandboezem 2;NL11;;;;114985;471148;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS147;;vis Amstellandboezem 2;NL11;;;;114027;471250;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-6;NL11_1_1
AMS148;;vis Amstellandboezem 2;NL11;;;;116470;471407;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Veen;46;2000-EAG-6;NL11_1_1
AMS149;;vis Amstellandboezem 2;NL11;;;;118785;473395;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-6;NL11_1_1
AMS150;;vis Amstellandboezem 3;NL11;;;;120908;478159;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Veen;46;2000-EAG-5;NL11_1_1
AMS151;;vis Amstellandboezem 3;NL11;;;;120451;475104;;;lijnvormig; | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Water;46;2000-EAG-5;NL11_1_1
