GAFIDENT;GAFNAAM;Begindatum;Einddatum;KRWWaterlichaamcode;KRW_SGBP3;KRWmonitoringslocatie;KRW_SGBP3_NAAM;OPMERKING;opmerking;Opp EAG (m²);Opp water (m²);Opp land (m²);Omtrek water (m);Opp water 0-1 m diep (m²);Opp water 1-8 m diep (m²);Opp water > 8 m diep (m²);Opp verhard;Opp onverhard;Opp water (BGT);verhardfactor;Plas;watertype;KRWWatertypeVoorstel_status;type;vijver?;StedelijkLandelijk;Oppervlak_bestand RUTH;Verschil;Oppervlak_Stefan;Verschil_stefan
3360-EAG-15;Polder Maarsseveen-Westbroek, Taartpunt;20160428;;;;;;KRW Overig water;;1422263.463;136539.3615;1285724.102;67646.9863;0;0;0;30323.5;1265349.438;129538.0625;0.021276499;;M8;WBP 2016-2021;sloot;;Landelijk;1425218;2954.54;1425211;2947.54
3360-EAG-16;Polder Maarsseveen-Westbroek, Molenpolder Natuurreservaat;20160428;;NL11_6_5;NL11_6_11;NL11_MolenpolderTienhove;Molenpolder en Westbroek;KRW Waterlichaam;;1420881.999;512464.4715;908417.5279;68916.27548;73770.46767;373358.927;0;7697.8125;901038.125;512332.0625;0.005416921;Molenpolder;M27;WBP 2016-2021;plas;;Landelijk;1427659;6777;1421068;186
3360-EAG-17;Polder Maarsseveen-Westbroek, Westbroekse Zodden;20160428;;NL11_6_5;NL11_6_11;NL11_MolenpolderTienhove;Molenpolder en Westbroek;KRW Waterlichaam;;2573879.572;635964.0877;1937915.484;142324.6218;69727.75166;405510.2975;0;20407.6875;1909655.188;638213.75;0.007946063;;M27;WBP 2016-2021;sloot;;Landelijk;2573034;-845.57;2568276.63;-5602.94
3360-EAG-18;Polder Maarsseveen-Westbroek, Polder het Huis te Hart;20160428;;;;;;KRW Overig water;;961132.6482;131711.3714;829421.2768;50889.05239;0;0;0;10559.625;826257.5;132740.5625;0.010891178;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;962543;1410.35;969557.69;8425.04
3360-EAG-19;Polder Maarsseveen-Westbroek, Taartpunt noord;20180605;;NL11_6_5;NL11_6_9;NL11_MolenpolderTienhove;Oostelijke Binnenpolder;KRW Waterlichaam;;279178.8374;119954.8321;159224.0053;15960.19923;0;0;0;1221.1875;234542;83505.4375;0.003824953;;M27;WBP 2016-2021;sloot;;Landelijk;0;-279178.84;319268.63;40089.79
3360-EAG-2;Polder Maarsseveen-Westbroek, Polder Buitenweg;20160428;;;;;;KRW Overig water;;1256056.227;132445.0029;1123611.224;58857.18577;0;0;0;95363.5625;1037663.563;132138.75;0.075376332;;M8;WBP 2016-2021;sloot;;Landelijk;1264903;8846.77;1265165.88;9109.65
3360-EAG-3;Polder Maarsseveen-Westbroek, Zogwetering;20160428;;;;;;KRW Overig water;;2132014.398;99930.06532;2032084.333;32897.08241;0;0;0;496523.0625;1535135.188;100352.3125;0.232889588;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;2128403;-3611.4;2132010.56;-3.84
3360-EAG-4;Polder Maarsseveen-Westbroek, Wilgenplas;20160428;;;;;;KRW Overig water;;1323590.809;362165.6376;961425.1713;55287.63489;80491.51152;282006.5412;0;85360.5625;875070.875;363156.9375;0.064491774;Wilgenplas;M25;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Landelijk;1327202;3611.19;1323588.38;-2.44
3360-EAG-5;Polder Maarsseveen-Westbroek, rond Kleine Maarsseveensche Plas;20160428;;;;;;KRW Overig water;;710827.5341;74494.16326;636333.3708;24467.27822;0;0;0;122083.8125;514219.75;74523.625;0.171748935;;M8;WBP 2016-2021;sloot;;Landelijk;804852;94024.47;710827.19;-0.34
3360-EAG-6;Polder Maarsseveen-Westbroek, Kassen;20160428;;;;;;KRW Overig water;EJ: landelijk;327020.3706;9657.772016;317362.5986;5291.383924;0;0;0;141598.1875;176182.625;9658.5;0.432441011;;M8;WBP 2016-2021;sloot;;Landelijk;327439;418.63;327439.31;418.94
3360-EAG-7;Polder Maarsseveen-Westbroek, Volkstuinen;20160428;;;;;;KRW Overig water;;280770.9472;13168.38107;267602.5661;5705.15994;0;0;0;34215.125;235878.375;13070.875;0.120831319;;M8;WBP 2016-2021;sloot;;Landelijk;280771;0.05;283164.38;2393.42
3360-EAG-8;Polder Maarsseveen-Westbroek, Oud tuinbouwgebied;20160428;;;;;;KRW Overig water;;166978.9018;7377.80997;159601.0918;7143.568094;0;0;0;21677.4375;137817.3125;7545.625;0.12977364;;M8;WBP 2016-2021;sloot;;Landelijk;143129;-23849.9;167040.38;61.48
3360-EAG-9;Polder Maarsseveen-Westbroek, Kleine Maarsseveensche Plas;20160428;;;;;;KRW Overig water;;271055.8712;214159.991;56895.88026;3046.411555;4551.143184;88006.94144;121379.4844;8233.75;48871.5;213949.4375;0.030376711;Kleine Maarsseveense Plas;M20;WBP 2016-2021;plas;;Landelijk;200940;-70115.87;271054.69;-1.18
3370-EAG-1;Polder Achtienhoven, Gagelweg/Kooidijk;20160428;;;;;;KRW Overig water;;4096115.079;403531.5751;3692583.504;207662.7929;0;0;0;90780.625;3557554.063;404185.4375;0.02240103;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;4052530;-43585.08;4052520.13;-43594.95
3370-EAG-2;Polder Achtienhoven, Gagelbos;20160428;;;;;;KRW Overig water;;582635.8494;91487.66412;491148.1853;24924.72981;0;0;0;19044.125;472102.8125;91489.6875;0.03268611;;M3;20161205_MemoWatertypenOverigWater;canal;;Landelijk;582636;0.15;582636.63;0.78
3370-EAG-3;Polder Achtienhoven, Kerkeindse Polder;20160428;;;;;;KRW Overig water;;2454143.711;234249.0577;2219894.653;139630.6111;0;0;0;44607.5;2183712.938;233463.8125;0.018119988;;M1a;WBP 2016-2021;sloot;;Landelijk;2462597;8453.29;2461784.25;7640.54
3370-EAG-4;Polder Achtienhoven,  Het Achteraf;20160428;;;;;;KRW Overig water;;3145044.439;202984.9565;2942059.482;147447.7845;0;0;0;77379.625;3141786.75;210781.875;0.022559998;;M1a;WBP 2016-2021;sloot;;Landelijk;3432106;287061.56;3429948.25;284903.81
3370-EAG-5;Polder Achtienhoven,  Korssesteeg;20160428;;;;;;KRW Overig water;;516657.8401;25226.60207;491431.2381;19510.54378;0;0;0;2641.5;209436.8125;12845.9375;0.011743954;;M1a;WBP 2016-2021;sloot;;Landelijk;224924;-291733.84;224924.25;-291733.59
4000-EAG-1;'s-Gravelandsche vaartboezem,  's-Gravelandsche Vaart;20160428;;NL11_2_2;NL11_2_2;NL11_VaartenVechtstreek;Vaarten Vechtstreek;KRW Waterlichaam;;442739.8297;130075.556;312664.2737;14416.1127;0;0;0;98993.25;212870.8125;130780.1875;0.223640655;;M6a;WBP 2016-2021;canal;;Landelijk;442650;-89.83;442644.25;-95.58
4000-EAG-2;'s-Gravelandsche vaartboezem, Cruijsbergen;20160428;;NL11_2_2;;NL11_VaartenVechtstreek;;KRW Waterlichaam;;441308.3144;39743.55937;401564.755;7804.225972;0;0;0;6633.625;394327.625;40365.3125;0.015031103;;M6a;WBP 2016-2021;canal;;Landelijk;441308;-0.31;441326.56;18.25
4000-EAG-3;'s-Gravelandsche vaartboezem, Karnemelksloot;20160428;;NL11_2_2;NL11_2_2;NL11_VaartenVechtstreek;Vaarten Vechtstreek;KRW Waterlichaam;;347006.8828;78764.06433;268242.8184;15541.02229;0;0;0;46355.75;220559.125;80186.75;0.133550945;;M6a;WBP 2016-2021;canal;;Landelijk;347097;90.12;347101.63;94.74
4000-EAG-4;'s-Gravelandsche vaartboezem, Naardertrekvaart;20160428;;NL11_2_2;NL11_2_2;NL11_VaartenVechtstreek;Vaarten Vechtstreek;KRW Waterlichaam;;1210256.627;309968.1547;900288.4722;27163.51877;0;0;0;308586.5625;589613.6875;312072.9375;0.254972651;;M6a;WBP 2016-2021;canal;;Landelijk;1210257;0.37;1210273.19;16.56
4000-EAG-6;'s-Gravelandsche vaartboezem, Vesting Naarden;20160428;;NL11_2_2;NL11_2_2;NL11_VaartenVechtstreek;Vaarten Vechtstreek;KRW Waterlichaam;;1623744.091;405336.8209;1218407.27;26829.30384;0;0;0;340032.3125;877980.1875;407321.125;0.209207702;;M6a;WBP 2016-2021;canal;;Landelijk;1625306;1561.91;1625333.63;1589.53
4000-EAG-7;'s-Gravelandsche vaartboezem, Naarden-Bussum;20160428;;NL11_2_2;NL11_2_2;NL11_VaartenVechtstreek;Vaarten Vechtstreek;KRW Waterlichaam;;719843.463;129632.7931;590210.6698;25171.28655;0;0;0;136617.4375;451944.625;131609.375;0.189701272;;M6a;WBP 2016-2021;canal;;Landelijk;720164;320.54;720171.44;327.98
4000-EAG-8;'s-Gravelandsche vaartboezem, Zanderijvaarten;20160428;;NL11_2_2;NL11_2_2;NL11_VaartenVechtstreek;Vaarten Vechtstreek;KRW Waterlichaam;;2578208.727;183702.509;2394506.218;43405.80898;0;0;0;223705.5625;2180668.438;187088.5625;0.086324057;;M6a;WBP 2016-2021;canal;;Landelijk;2591428;13219.27;2591462.56;13253.83
4100-EAG-1;Noordpolder beoosten Muiden, bemalen;20170227;;;;;;KRW Overig water;;3467565.922;113079.8916;3354486.03;129088.2918;0;0;0;97761.8125;3237246;134164.0625;0.028180158;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;3469100;1534.08;3469171.88;1605.96
4100-EAG-2;Noordpolder beoosten Muiden, noord;20170227;;;;;;KRW Overig water;;254935.5885;7287.058093;247648.5304;8840.312264;0;0;0;2105.1875;243989.5;8845.4375;0.008257576;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;254936;0.41;254940.13;4.54
4110-EAG-1;B.O.B.M.-polder en Buitendijken tussen Muiderberg en Naarden, B.O. bemalen;20170314;;;;;;KRW Overig water;;2370791.832;133708.6718;2237083.16;77723.88406;0;0;0;403673;1822394.938;143232.375;0.17037646;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;2357987;-12804.83;2369300.31;-1491.52
4110-EAG-2;B.O.B.M.-polder en Buitendijken tussen Muiderberg en Naarden, B.O. (oost);20170314;;;;;;KRW Overig water;;313695.4205;23868.5478;289826.8727;13276.03024;0;0;0;1321.5;286188.9375;26191.1875;0.004212602;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;324966;11270.58;313701.63;6.21
4120-EAG-1;Buitendijken ten Noorden van Naarden, Schapenmeent;20170307;;;;;;KRW Overig water;;625674.1472;14677.90119;610996.246;3967.739347;0;0;0;392965.875;218651.75;15020.8125;0.627101454;;M1a;WBP 2016-2021;sloot;;Stedelijk;626629;954.85;626638.44;964.29
4120-EAG-2;Buitendijken ten Noorden van Naarden, Haverland;20170307;;;;;;KRW Overig water;;482429.8125;15021.94475;467407.8677;9549.721358;0;0;0;39380.5;426574.6875;15779.9375;0.081747205;;M1a;WBP 2016-2021;sloot;;Landelijk;472395;-10034.81;481735.13;-694.68
4130-EAG-1;Zuidpolder beoosten Muiden, Zuidpolder beoosten Muiden;20160726;;;;;;KRW Overig water;;2558683.574;227661.3215;2331022.252;87384.48664;0;0;0;651540.3125;1677817.625;229373.9375;0.25463407;;M8;WBP 2016-2021;sloot;;Landelijk;2558684;0.43;2558731.88;48.31
4140-EAG-1;Keverdijkse Overscheense Polder,;20160726;;;;;;KRW Overig water;;723257.1272;38537.93002;684719.1972;26643.9501;0;0;0;170811.375;511610.125;40853;0.236163967;;M8;WBP 2016-2021;sloot;;Landelijk;723259;1.87;723274.5;17.37
4140-EAG-2;Keverdijkse Overscheense Polder,;20160726;;;;;;NVT;;586330.4048;23436.61222;562893.7926;23565.3544;0;0;0;30288.0625;530868.5625;25185.5625;0.05165595;;M8;WBP 2016-2021;sloot;;Landelijk;586330;-0.4;586342.19;11.79
4140-EAG-3;Keverdijkse Overscheense Polder,;20160726;;;;;;KRW Overig water;;595656.9704;51575.52096;544081.4495;29274.57725;0;0;0;20545.1875;521149.4375;53832;0.034499192;;M8;WBP 2016-2021;sloot;;Landelijk;595519;-137.97;595526.63;-130.34
4140-EAG-4;Keverdijkse Overscheense Polder,;20160726;;;;;;KRW Overig water;;119590.7351;38987.48664;80603.24845;6991.486294;0;0;0;83.3125;79978.8125;39532.5625;0.000696624;;M8;20180216_WSABufferzoneNaardermeerDeel1;sloot;;Landelijk;119591;0.26;119594.69;3.95
4140-EAG-5;Keverdijkse Overscheense Polder, Stadzicht;20170130;;;;;;NVT;;115848.1029;4111.974644;111736.1282;3989.916105;0;0;0;1941;109623.5;4347.4375;0.016745471;;M1a;20180216_WSABufferzoneNaardermeerDeel1;sloot;;Landelijk;115910;61.9;115911.94;63.84
4200-EAG-1;Heintjesrak- en Broekerpolder, nabij Faunapassage;20170116;;;;;;KRW Overig water;;199109.2336;8590.208974;190519.0247;6677.559486;0;0;0;17316.6875;173185.6875;8695.75;0.08693198;;M8;WBP 2016-2021;sloot;;Landelijk;199196;86.77;199198.13;88.89
4200-EAG-2;Heintjesrak- en Broekerpolder, Broekerpolder;20170116;;;;;;KRW Overig water;;1271904.666;49649.54606;1222255.12;41053.37415;0;0;0;42721.75;1149927.188;47002.5;0.034462712;;M8;WBP 2016-2021;sloot;;Landelijk;1239632;-32272.67;1239651.44;-32253.23
4200-EAG-3;Heintjesrak- en Broekerpolder, Heintjesrakpolder;20170116;;;;;;KRW Overig water;;842477.1348;31736.45214;810740.6827;29494.02761;0;0;0;34567.3125;807863.6875;32241.25;0.039520303;;M8;WBP 2016-2021;sloot;;Landelijk;874663;32185.87;874672.25;32195.12
4210-EAG-1;Hollands Ankeveensche Polder, Hollandsch Ankeveensche Polder bemalen;20160428;;NL11_6_2;NL11_6_2;NL11_HollandsAnkeveen;Hollands Ankeveense plassen;KRW Waterlichaam;;100167.0193;26696.21929;73470.79996;3542.877623;0;0;0;13227.875;59911.0625;27025.625;0.132061426;Hollandsch Ankeveensche Plas;M27;WBP 2016-2021;plas;;Landelijk;100167;-0.02;100164.56;-2.46
4210-EAG-2;Hollands Ankeveensche Polder, Ankeveensche Plassen HAP noord;20160428;;NL11_6_2;NL11_6_2;NL11_HollandsAnkeveen;Hollands Ankeveense plassen;KRW Waterlichaam;;562462.4307;193376.9815;369085.4492;17706.48627;17597.1483;140042.3824;0;13393;500595.625;201650.5625;0.018714738;Hollandsch Ankeveensche Plas;M27;WBP 2016-2021;plas;;Landelijk;715623;153160.57;715639.19;153176.76
4210-EAG-3;Hollands Ankeveensche Polder, Ankeveensche Plassen HAP zuid;20160428;;NL11_6_2;NL11_6_2;NL11_HollandsAnkeveen;Hollands Ankeveense plassen;KRW Waterlichaam;;1186444.993;723309.0776;463135.9155;26735.56483;19726.84212;669594.6619;0;7785.6875;454772.3125;723896.875;0.006562144;Hollandsch Ankeveensche Plas;M27;WBP 2016-2021;plas;;Landelijk;1186493;48.01;1186454.88;9.89
4210-EAG-4;Hollands Ankeveensche Polder, Hollandsch Ankeveensche Polder oost;20160428;;;;;;KRW Overig water;;1667059.753;256377.0033;1410682.749;64807.11237;0;0;0;217272.25;1187564.938;262243.875;0.130330945;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;1667060;0.25;1667081.06;21.31
4210-EAG-5;Hollands Ankeveensche Polder, Ankeveense Plassen HAP oost;20160428;;NL11_6_2;NL11_6_2;NL11_HollandsAnkeveen;Hollands Ankeveense plassen;KRW Waterlichaam;;242786.2602;98224.94323;144561.317;10071.18491;12518.98664;82492.63902;0;12231.8125;131341.25;99216.125;0.050380384;Hollandsch Ankeveensche Plas;M27;WBP 2016-2021;plas;;Landelijk;242786;-0.26;242789.19;2.93
4210-EAG-6;Hollands Ankeveensche Polder, Peilgebied 24-4;20191122;;;;;;KRW Overig water;;153160.161;6651.912674;146508.2483;5243.334968;0;0;0;;;;;;M8;;sloot;;Landelijk;;;0;-153160.16
4230-EAG-1;Hilversumse Ondermeent, Hilversumse Ondermeent;20160726;;;;;;KRW Overig water;;1277624.442;52812.71285;1224811.73;37460.96718;0;0;0;30144.625;1192446.75;55051.4375;0.023593938;;M8;WBP 2016-2021;sloot;;Landelijk;1277624;-0.44;1277642.81;18.37
4240-EAG-1;Hilversumse Meent, Hilversumse Meent;20160726;;;;;;KRW Overig water;;888824.5848;61510.34468;827314.2401;9175.18192;0;0;0;306873.125;519790.6875;62152.125;0.345260601;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;888804;-20.58;888815.94;-8.64
4250-EAG-1;'s-Gravelandsche Polder, 's-Gravelandsche Polder;20160726;;;;;;KRW Overig water;;8224547.77;372416.2027;7852131.568;93754.14854;0;0;0;1498230.438;6344222.25;381658.375;0.182175365;;M3;20161205_MemoWatertypenOverigWater;canal;;Landelijk;8224005;-542.77;8224111.06;-436.71
4250-EAG-2;'s-Gravelandsche Polder, 's-Gravelandsche Polder - KRW Waterlichaam;20190320;;NL11_2_2;NL11_2_2;NL11_VaartenVechtstreek;Vaarten Vechtstreek;KRW Waterlichaam;;255788.0789;100910.5754;154877.5035;16450.06409;0;0;0;69969.9375;83627.3125;102199.875;0.273536841;;M6a;WBP 2016-2021;canal;;Landelijk;0;-255788.08;255797.13;9.05
5000-EAG-2;'t Gooi, 't Gooi - 1;20170418;;;;;;KRW Overig water;;19859112.29;87176.22167;19771936.07;13652.4408;0;0;0;5173730.375;14597717;87973.875;0.260517681;;NVT;;canal;;Landelijk;0;-19859112.29;19859421.25;308.96
5000-EAG-3;'t Gooi, 't Gooi;20180323;;;;;;KRW Overig water;;10258828.16;64387.63559;10194440.52;21624.81892;0;0;0;1313021.313;8880046.375;65895.5625;0.12798772;;NVT;;canal;;Landelijk;0;-10258828.16;10258963.25;135.09
5000-EAG-4;'t Gooi, 't Gooi;20180323;;;;;;KRW Overig water;;10272165.01;53984.71035;10218180.3;15497.90557;0;0;0;1960574.5;8256782.875;54927;0.190860614;;NVT;;canal;;Landelijk;0;-10272165.01;10272284.38;119.37
5000-EAG-5;'t Gooi, 't Gooi;20180323;;;;;;KRW Overig water;;5700402.52;120200.9041;5580201.616;7097.646315;0;0;0;912736.1875;4666880.875;120830.8125;0.160116575;;NVT;;canal;;Landelijk;0;-5700402.52;5700447.88;45.36
5000-EAG-6;'t Gooi, 't Gooi;20180323;;;;;;KRW Overig water;;12241436.82;34833.20891;12206603.61;4409.594999;0;0;0;609553.375;11596736.75;35078.0625;0.049794546;;NVT;;canal;;Landelijk;0;-12241436.82;12241368.19;-68.63
5000-EAG-7;'t Gooi, 't Gooi;20180323;;;;;;KRW Overig water;;6330229.627;35552.18201;6294677.445;2739.955295;0;0;0;3647729.188;2646721.063;35809.875;0.576236855;;NVT;;canal;;Stedelijk;0;-6330229.63;6330260.13;30.5
5000-EAG-8;'t Gooi, 't Gooi;20180323;;;;;;KRW Overig water;;10183597.34;90904.95352;10092692.38;16576.98958;0;0;0;1606701.125;8484211.75;92779.875;0.157771956;;NVT;;canal;;Landelijk;0;-10183597.34;10183692.75;95.41
6000-EAG-10;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, afstromend naar boezem - oost;20180314;;;;;;KRW Overig water;;7832292.654;677919.7364;7154372.918;52402.57005;0;0;0;5055642.563;2182567.125;675032.5;0.638883841;;NVT;;canal;;Stedelijk;0;-7832292.65;7913242.19;80949.54
6000-EAG-2;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Nuoncentrale;20170414;;;;;;KRW Overig water;;169776.2051;65403.45717;104372.748;2845.329794;0;0;0;76647;27164.8125;65516.4375;0.452653352;;NVT;;canal;;Stedelijk;0;-169776.21;169328.25;-447.96
6000-EAG-3;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Diemerzeedijk noord;20170414;;;;;;KRW Overig water;;464059.201;48720.14244;415339.0586;14355.89215;0;0;0;69977.0625;344880.3125;49217.125;0.150788424;;NVT;;canal;;Landelijk;0;-464059.2;464074.5;15.3
6000-EAG-4;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Hoeker- en Garstenpolder noord-puntje;20170418;;;;;;KRW Overig water;;15233.58047;6063.373666;9170.206802;797.8054399;0;0;0;805.3125;8365.25;6061.625;0.05286913;;NVT;;canal;;Landelijk;0;-15233.58;15232.19;-1.39
6000-EAG-5;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, hoogspanningstrac?®;20170414;;;;;;KRW Overig water;;360601.9725;7983.534172;352618.4384;2805.269269;0;0;0;49532.75;303094.75;7986;0.137356893;;NVT;;canal;;Landelijk;0;-360601.97;360613.5;11.53
6000-EAG-6;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, haven;20170418;;;;;;KRW Overig water;;13626.35751;12763.91674;862.4407689;491.5070811;0;0;0;157.4375;706.625;12806.375;0.011516639;;NVT;;canal;;Landelijk;0;-13626.36;13670.44;44.08
6000-EAG-7;Geen EAG;20170414;;;;;;Geen KRW open water;;83180.52;0;83180.52;0;0;0;0;69407.6875;13775.5;0;0.834395622;;NVT;;canal;;Stedelijk;0;-83180.52;83183.19;2.67
6000-EAG-8;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, tbv drinkwater;20170418;;;;;;KRW Overig water;;18845.76029;11655.25012;7190.510167;1120.871754;0;0;0;253.75;6931.375;11660.5625;0.013464619;;NVT;;canal;;Landelijk;0;-18845.76;18845.69;-0.07
6000-EAG-9;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, afstromend naar boezem - west;20160428;;;;;;KRW Overig water;;23487569.17;599790.3637;22887778.81;224577.3647;0;0;0;15768757.63;7165890.313;620503.1875;0.669439884;;NVT;;canal;;Stedelijk;0;-23487569.17;23555151.13;67581.96
6040-EAG-1;Sportpark Tuindorp Oostzaan, Sportpark Tuindorp Oostzaan;20170331;;;;;;KRW Overig water;EJ: stedelijk;84507.72139;4988.561039;79519.16035;2076.260204;0;0;0;14937.625;64565.8125;4986.6875;0.176797288;;M8;20161205_MemoWatertypenOverigWater;canal;vijver;Stedelijk;84203;-304.72;84490.13;-17.6
6050-EAG-1;Krasseurstraat, Krasseurstraat;20170329;;;;;;KRW Overig water;EJ: stedelijk;227689.9159;9142.297269;218547.6186;1563.830513;0;0;0;27645.875;34638.9375;9141.9375;0.38705212;;M10;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;71807;-155882.92;71426.75;-156263.17
6060-EAG-1;W.H. Vliegenbos, W.H. Vliegenbos;20170329;;;;;;KRW Overig water;;252627.4676;18542.29953;234085.1681;7749.406243;0;0;0;7795.9375;226002.8125;18540.6875;0.030894646;;M8;WBP 2016-2021;sloot;;Landelijk;254007;1379.53;252339.44;-288.03
6080-EAG-1;Polder Bernard, Polder Polder Bernard;20170329;;;;;;KRW Overig water;;25595.05911;846.6619539;24748.39716;638.9719558;0;0;0;11931.125;12672.5625;923.5;0.467388936;;M1a;WBP 2016-2021;sloot;;Stedelijk;25509;-86.06;25527.19;-67.87
6100-EAG-1;Noorder IJ Polder, Noorder IJplas;20160428;;NL11_7_2;NL11_7_2;NL11_NoorderIJplas;Noorder IJplas;KRW Waterlichaam;;692760.9109;512713.4589;180047.452;7926.323821;11856.93347;331624.816;168842.6362;67663;112346.0625;512712.75;0.097677017;Noorder IJ-plas;M20;WBP 2016-2021;plas;;Landelijk;682303;-10457.91;692721.81;-39.1
6100-EAG-2;Noorder IJ Polder, Noorder IJplas;;20191205;;;;;NVT;vervallen in EAG 20191205;116947;81468;35479;1216;0;0;0;3904.25;31578.8125;81467.0625;0.033383889;;M20;WBP 2016-2021;plas;;Landelijk;115888;-1059;116950.13;3.13
6110-EAG-1;Noorder IJ Polder, Noorder IJ Polder;20170331;;;;;;KRW Overig water;;1485000.472;81280.82361;1403719.648;13397.54941;0;0;0;620539.8125;784216.625;80288.875;0.417859177;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;1531034;46033.53;1485045.31;44.84
6400-EAG-1;Watergraafsmeer, zuid;20160428;;;;;;KRW Overig water;;4655975.529;205805.3544;4450170.175;52915.3802;0;0;0;2046929.125;2399537.875;209608.6875;0.439625398;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;4662673;6697.47;4656075.69;100.16
6400-EAG-2;Watergraafsmeer, noord;20160428;;;;;;KRW Overig water;;1169349.278;148995.087;1020354.191;18783.45412;0;0;0;549196.3125;469930.6875;150250.625;0.469648385;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;1158038;-11311.28;1169377.63;28.34
6420-EAG-1;Gemeenschapspolder West (Tuincomplex Linnaeus), Gemeenschapspolder West (Tuincomplex Linnaeus);20160428;;;;;;KRW Overig water;;247645.0813;39450.03623;208195.0451;11785.92915;0;0;0;28910.4375;179288.75;39449.75;0.116739598;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;211903;-35742.08;247648.94;3.86
6430-EAG-1;Baambrugge Oostzijds;20160428;;;;;;KRW Overig water;;7252899.119;429059.7773;6823839.342;278194.0803;0;0;0;400810.6875;6412846.063;439325.25;0.055261503;;M8;WBP 2016-2021;sloot;;Landelijk;7252899;-0.12;7252982;82.88
6440-EAG-1;Polder Breukelerwaard West, bemalen gebied;20170327;;;;;;KRW Overig water;;1230826.746;51249.38704;1179577.359;31648.58472;0;0;0;215321.5;962959.1875;52546.5;0.174940481;;M1a;WBP 2016-2021;sloot;;Landelijk;1232475;1648.25;1230827.19;0.44
6440-EAG-2;Polder Breukelerwaard West,;20170327;;;;;;KRW Overig water;;285971.6547;26866.73474;259104.9199;10684.85049;0;0;0;25243.8125;233210;27522.125;0.088272505;;M1a;WBP 2016-2021;sloot;;Landelijk;292166;6194.35;285975.94;4.29
6440-EAG-3;Polder Breukelerwaard West,;20170327;;;;;;KRW Overig water;;280693.291;9237.777004;271455.514;8922.256613;0;0;0;3319.125;268476.25;8897.375;0.011824762;;M1a;WBP 2016-2021;sloot;;Landelijk;280693;-0.29;280692.75;-0.54
6440-EAG-4;Polder Breukelerwaard West,;20170327;;;;;;KRW Overig water;;339803.5563;24223.92294;315579.6333;8351.727771;0;0;0;69409.4375;245492.75;24902.875;0.204262517;;M1a;WBP 2016-2021;sloot;;Landelijk;339804;0.44;339805.06;1.5
6440-EAG-5;Polder Breukelerwaard West,;20170327;;;;;;KRW Overig water;;193571.0858;14878.93942;178692.1464;3372.143239;0;0;0;92158.1875;86390.5625;15023.625;0.47609163;;M1a;WBP 2016-2021;sloot;;Stedelijk;193571;-0.09;193572.38;1.29
6450-EAG-1;Aetsveldse Polder west, bemalen;20160428;;;;;;KRW Overig water;;2470401.411;109954.762;2360446.649;81513.86661;0;0;0;85903;2274584.813;110007.5;0.03477157;;M1a;WBP 2016-2021;sloot;;Landelijk;2470457;55.59;2470495.31;93.9
6450-EAG-2;Aetsveldse Polder west, fort;20160428;;;;;;KRW Overig water;;48505.52808;29081.16037;19424.3677;1408.220545;0;0;0;2407.9375;17014.0625;29081.5625;0.049644549;;M3;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;48506;0.47;48503.56;-1.97
6450-EAG-3;Aetsveldse Polder west, zuid;20160428;;;;;;KRW Overig water;;258937.4798;8518.758756;250418.7211;7614.266409;0;0;0;19726.9375;230671.3125;8488.125;0.076199211;;M1a;WBP 2016-2021;sloot;;Landelijk;258882;-55.48;258886.38;-51.11
6460-EAG-1;Breukelen Noord, Breukelen Noord;20160428;;;;;;KRW Overig water;;795903.7002;41015.26697;754888.4332;12332.27648;0;0;0;254390.9375;499832;41677.6875;0.319626508;;M1a;WBP 2016-2021;sloot;;Landelijk;795904;0.3;795900.63;-3.07
6460-EAG-2;Breukelen Noord, landelijk;20160428;;;;;;KRW Overig water;;187174.3353;19741.24404;167433.0913;8691.921284;0;0;0;0.625;166721.125;20453.5;3.34E-06;;M1a;WBP 2016-2021;sloot;;Landelijk;187174;-0.34;187175.25;0.91
