GAFIDENT;GAFNAAM;Begindatum;Einddatum;KRWWaterlichaamcode;KRW_SGBP3;KRWmonitoringslocatie;KRW_SGBP3_NAAM;OPMERKING;opmerking;Opp EAG (m²);Opp water (m²);Opp land (m²);Omtrek water (m);Opp water 0-1 m diep (m²);Opp water 1-8 m diep (m²);Opp water > 8 m diep (m²);Opp verhard;Opp onverhard;Opp water (BGT);verhardfactor;Plas;watertype;KRWWatertypeVoorstel_status;type;vijver?;StedelijkLandelijk;Oppervlak_bestand RUTH;Verschil;Oppervlak_Stefan;Verschil_stefan
2400-EAG-8;Polder de Rondehoep, noord-oost - KRW Waterlichaam;;20191205;NL11_2_5;;NL11_VaartenRondeHoep;;KRW Waterlichaam;vervallen in EAG 20191205;51671;21979;29692;4896;0;0;0;798.0625;28701.5;22171.6875;0.015445001;;M10;WBP 2016-2021;sloot;;Landelijk;0;-51671;51671.25;0.25
2400-EAG-9;Polder de Rondehoep, weidevogel gebied - KRW Waterlichaam;;20191205;NL11_2_5;;NL11_VaartenRondeHoep;;KRW Waterlichaam;vervallen in EAG 20191205;16474;2428;14046;676;0;0;0;0;14043.875;2435.1875;0;;M10;WBP 2016-2021;sloot;;Landelijk;0;-16474;16479.06;5.06
2410-EAG-1;Polder Waardassacker en Holendrecht, Holendrechter polder;20170210;;;;;;KRW Overig water;;3203741.068;232361.3007;2971379.768;110078.9687;0;0;0;127450.9375;2841245.438;235086.125;0.039781395;;M8;WBP 2016-2021;sloot;;Landelijk;3204731;989.93;3203782.5;41.43
2410-EAG-2;Polder Waardassacker en Holendrecht, stedelijkgebied (noord);20170210;;;;;;KRW Overig water;EJ: stedelijk;983179.202;70323.2473;912855.9547;24446.25562;0;0;0;354404.375;556744.9375;72042.4375;0.360463129;;M8;WBP 2016-2021;sloot;;Stedelijk;983329;149.8;983191.75;12.55
2410-EAG-3;Polder Waardassacker en Holendrecht, stedelijkgebied (zuid);20170210;;;;;;KRW Overig water;EJ: stedelijk;1668234.068;129710.7887;1538523.28;50230.43177;0;0;0;308613.625;1228609.688;131035.5;0.184991455;;M8;WBP 2016-2021;sloot;;Stedelijk;1666976;-1258.07;1668258.81;24.74
2410-EAG-4;Polder Waardassacker en Holendrecht, Slot polder;20170210;;;;;;KRW Overig water;;178437.4253;13147.21263;165290.2127;5511.683206;0;0;0;6586.25;158581.1875;13270.4375;0.036910605;;M8;WBP 2016-2021;sloot;;Landelijk;178556;118.57;178437.88;0.45
2500-EAG-1;Polder Groot Wilnis Vinkeveen, Overig;20160428;;;;;;KRW Overig water;;4472962.755;1214753.2;3258209.555;207511.8556;0;0;0;966647.9375;2275774.188;1230571.813;0.216107589;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;4472963;0.24;4472993.94;31.18
2500-EAG-2;Polder Groot Wilnis Vinkeveen, Reservaat Demmerik;20160428;;NL11_8_1;NL11_8_1;NL11_Tussenboezema;Tussenboezem Vinkeveen a;KRW Waterlichaam;;2003545.978;589580.4914;1413965.487;100207.0765;0;0;0;63271.875;1342625.188;597657.375;0.031579813;;M10;WBP 2016-2021;sloot;;Landelijk;2003546;0.02;2003554.44;8.46
2500-EAG-3;Polder Groot Wilnis Vinkeveen, Kleine plas;20160428;;NL11_3_4;NL11_3_4;NL11_Vinkeveenseplassen;Vinkeveense Plassen;KRW Waterlichaam;;841875.0053;614341.8545;227533.1508;21620.59098;31588.86911;546256.9329;38822.5;49692.5;175559.875;616629.125;0.059025528;Vinkeveense Plas;M20;WBP 2016-2021;plas;;Landelijk;841875;-0.01;841881.5;6.49
2500-EAG-4;Polder Groot Wilnis Vinkeveen, Zuidplas;20160428;;NL11_3_4;NL11_3_4;NL11_Vinkeveenseplassen;Vinkeveense Plassen;KRW Waterlichaam;;3733467.078;3230141.101;503325.9776;49451.56102;70216.35203;2826525.785;335506;175120.875;323697.8125;3234679.563;0.046905305;Vinkeveense Plas (EAG 4 - Zuidplas);M20;WBP 2016-2021;plas;;Landelijk;3733467;-0.08;3733498.25;31.17
2500-EAG-5;Polder Groot Wilnis Vinkeveen, Noordplas;20160428;;NL11_3_4;NL11_3_4;NL11_Vinkeveenseplassen;Vinkeveense Plassen;KRW Waterlichaam;;8586653.153;6285982.675;2300670.478;227745.0643;182705.5951;3875796.263;1671903;511032.375;1772419.438;6303300.438;0.059514047;Vinkeveense Plas (EAG 5 - Noordplas);M20;WBP 2016-2021;plas;;Landelijk;8586666;12.85;8586752.25;99.1
2500-EAG-6;Polder Groot Wilnis Vinkeveen, Mijdrechtse  Bovenlanden;20160428;;NL11_8_2;NL11_8_3;NL11_Tussenboezemb;Mijdrechtse Bovenlanden;KRW Waterlichaam;;2924372.475;530686.6299;2393685.845;123063.8758;0;0;0;437063;1958292.125;529039.25;0.149454193;;M10;WBP 2016-2021;sloot;;Landelijk;2924372;-0.47;2924394.38;21.9
2501-EAG-1;Polder Oukoop en Polder Groot Wilnis-Vinkeveen (oost), Oukoop;20160428;;NL11_2_3;NL11_2_10;;Polder Demmerik;KRW Waterlichaam;Klopt niet KRW koppeling en watertype;3710677.602;382601.3248;3328076.277;136043.3304;0;0;0;376597.75;2941635.688;392464.5625;0.101489733;;M10;WBP 2016-2021;sloot;;Landelijk;3707120;-3557.6;3710698;20.4
2501-EAG-2;Polder Oukoop en Polder Groot Wilnis-Vinkeveen (oost), Polder Demmerik;20160428;;;NL11_2_10;;Polder Demmerik;KRW Waterlichaam;;5987227.035;698655.3906;5288571.644;243502.7349;0;0;0;75485.0625;5176840.625;687625;0.012708028;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;5987227;-0.03;5939950.69;-47276.34
2501-EAG-3;Polder Oukoop en Polder Groot Wilnis-Vinkeveen (oost), Polder Demmerik - KRW Waterlichaam;;20191205;NL11_2_3;;NL11_VaartenRondeVenen;;KRW Waterlichaam;vervallen in EAG 20191205;47308;27226;20082;3770;0;0;0;1590.5;18316.4375;27402.875;0.033618819;;M10;WBP 2016-2021;sloot;;Landelijk;0;-47308;47309.81;1.81
2502-EAG-1;Polder Groot Wilnis-Vinkeveen (midden), oost;20170327;;;;;;KRW Overig water;;2747269.2;366428.228;2380840.972;106423.5067;0;0;0;55915.3125;2319839.563;371520.75;0.020353004;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;2747269;-0.2;2747275.63;6.43
2502-EAG-2;Polder Groot Wilnis-Vinkeveen (midden), west;20170327;;;;;;KRW Overig water;;293983.6461;43870.1961;250113.45;16338.54851;0;0;0;1533.875;247795.6875;44654.4375;0.005217546;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;293984;0.35;293984;0.35
2503-EAG-1;Polder Wilnis-Veldzijde, Polder Wilnis-Veldzijde;20170315;;;;;;KRW Overig water;;5707776.051;315149.4399;5392626.611;167836.1835;0;0;0;205242.25;5179112.063;323450;0.035958179;;M1a;WBP 2016-2021;sloot;;Landelijk;5707776;-0.05;5707804.31;28.26
2504-EAG-1;Polder deTweede Bedijking, Polder deTweede Bedijking;20170315;;;;;;KRW Overig water;;1786026.78;148521.888;1637504.892;80400.73436;0;0;0;85696.25;1551814.125;148529.4375;0.047981153;;M1a;WBP 2016-2021;sloot;;Landelijk;1787202;1175.22;1786039.81;13.03
2505-EAG-1;Veldhuiswetering, Veldhuisweg;20160428;;;;;;KRW Overig water;;4709823.054;689597.0523;4020226.001;181086.923;0;0;0;80967.5;3929506.625;699365.6875;0.017191137;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;4709823;-0.05;4709839.81;16.76
2506-EAG-1;Eilinzon, Eilinzon;20160428;;;;;;KRW Overig water;;37270.62147;5528.3587;31742.26277;1878.636853;0;0;0;15077.8125;16564.1875;5628.9375;0.404546102;;NTB;WBP 2016-2021;canal;;Stedelijk;37271;0.38;37270.94;0.32
2510-EAG-1;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Heicop & Geer;20160428;;NL11_2_3;NL11_2_11;;Groot Wilnis-Vinkeveen Zuid;KRW Waterlichaam;;8793402.443;1106181.599;7687220.844;386760.0484;0;0;0;201771.125;7366690.313;1061480.313;0.023380358;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;8793095;-307.44;8629941.75;-163460.69
2510-EAG-2;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Armenland;20160428;;;;;;KRW Overig water;;29734.4014;2861.104353;26873.29704;2663.764342;0;0;0;280.25;26274.5625;3179.375;0.009425178;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;30042;307.6;29734.19;-0.21
2510-EAG-3;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Bovenland;20160428;;;NL11_2_11;;Groot Wilnis-Vinkeveen Zuid;KRW Waterlichaam;;4048117.676;712938.4223;3335179.254;173736.096;0;0;0;17491.4375;3162994.25;621807.9375;0.004600233;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;4055058;6940.32;3802293.63;-245824.06
2510-EAG-4;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Heicop & Geer - KRW Waterlichaam;;20191205;NL11_2_3;;NL11_VaartenRondeVenen;;KRW Waterlichaam;vervallen in EAG 20191205;163475;68675;94800;11639;0;0;0;1139;93144.125;69192.3125;0.006967408;;M10;;sloot;;Landelijk;0;-163475;163475.44;0.44
2510-EAG-5;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Bovenland - KRW Waterlichaam;;20191205;NL11_2_3;;NL11_VaartenRondeVenen;;KRW Waterlichaam;vervallen in EAG 20191205;245837;95426;150411;10540;0;0;0;884.75;149045.0625;95904.3125;0.003598971;;M10;;sloot;;Landelijk;0;-245837;245834.13;-2.88
2511-EAG-1;Hoogwaterzone Amstelkade P1, Hoogwaterzone Amstelkade P1;20160428;;;;;;KRW Overig water;;300945.4225;49512.92491;251432.4975;14540.02495;0;0;0;38613.4375;212450.9375;49880.75;0.128307237;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;294005;-6940.42;300945.13;-0.29
2512-EAG-1;Hoogwaterzone Amstelkade P2, Hoogwaterzone Amstelkade P2;20160428;;;;;;KRW Overig water;;167973.1175;27744.43776;140228.6797;7280.040856;0;0;0;15759.1875;124475.125;27741.9375;0.09381795;;M8;20161205_MemoWatertypenOverigWater;canal;;Landelijk;167973;-0.12;167976.25;3.13
2520-EAG-1;Polder de Derde Bedijking, landelijk;20170323;;;;;;KRW Overig water;;5305377.821;382758.1407;4922619.68;210583.1327;0;0;0;404121.125;4512978.313;388298.5;0.07617169;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;5305378;0.18;5305397.94;20.12
2520-EAG-2;Polder de Derde Bedijking, stedelijk;20170323;;;;;;KRW Overig water;EJ: stedelijk;1708535.192;103521.316;1605013.876;29510.41985;0;0;0;651007.375;953453.9375;104083.9375;0.381030221;;M8;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;1708535;-0.19;1708545.25;10.06
2520-EAG-3;Polder de Derde Bedijking, natuur;20170323;;;;;;KRW Overig water;;188226.747;25477.35536;162749.3916;8470.238683;0;0;0;33709;129045.9375;25472.75;0.179086299;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;188227;0.25;188227.69;0.94
2520-EAG-4;Polder de Derde Bedijking, kassen;20170323;;;;;;KRW Overig water;;448503.9629;32111.01427;416392.9486;19968.63593;0;0;0;156290;260117.25;32099.9375;0.348467102;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;448504;0.04;448507.19;3.23
2530-EAG-1;Polder de Eerste Bedijking (west), west;20170315;;;;;;KRW Overig water;;5582310.463;465153.0131;5117157.45;268821.3021;0;0;0;267242.5;4847037.125;468072.625;0.04787274;;M1a;WBP 2016-2021;sloot;;Landelijk;5618720;36409.54;5582352.25;41.79
2530-EAG-2;Polder de Eerste Bedijking (west), oost;20170315;;;;;;KRW Overig water;;3327028.111;229455.7716;3097572.339;130380.9765;0;0;0;385726.5625;2706249.813;235079.375;0.115936309;;M1a;WBP 2016-2021;sloot;;Landelijk;3302053;-24975.11;3327055.75;27.64
2540-EAG-1;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), landelijk;20170403;;NL11_2_7;NL11_2_7;;Vaarten Groot Mijdrecht;KRW Waterlichaam;klopt niet KRW oud, anders geen eag;14989660.96;961929.7465;14027731.22;662917.8778;0;0;0;634900;13196336.44;897051.375;0.043107523;;M10;WBP 2016-2021;sloot;;Landelijk;14978879;-10781.96;14728287.82;-261373.15
2540-EAG-2;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), natuurreservaat;20170403;;;;;;KRW Overig water;;500306.9734;277499.8897;222807.0837;13054.17749;0;0;0;613.875;221615.375;278084.4375;0.00122698;;M1a;WBP 2016-2021;sloot;;Landelijk;511175;10868.03;500313.69;6.72
2540-EAG-3;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), Botshol West;20160428;;;;;;KRW Overig water;;106124.4864;7494.007355;98630.47905;4375.7152;0;0;0;6257.8125;92043.5625;7826.625;0.058964764;;M1a;WBP 2016-2021;sloot;;Landelijk;106124;-0.49;106128;3.51
2540-EAG-4;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), stedelijk;20170403;;;;;;KRW Overig water;;4097415.147;242160.9728;3855254.174;99236.11024;0;0;0;1899378.625;1948661.688;248565.4375;0.463646917;;M1a;WBP 2016-2021;sloot;;Stedelijk;4097440;24.85;4096605.75;-809.4
2540-EAG-5;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), Veldweg;20170403;;;;;;KRW Overig water;;587958.2735;63694.30381;524263.9697;25887.62413;0;0;0;59784.0625;462885.8125;65305.125;0.101677899;;M1a;WBP 2016-2021;sloot;;Landelijk;574399;-13559.27;587975;16.73
2540-EAG-6;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), landelijk - KRW Waterlichaam;;20191205;NL11_2_7;;NL11_VaartenGrootMijdrec;;KRW Waterlichaam;vervallen in EAG 20191205;261456;86276;175180;11646;0;0;0;37082.9375;137922.75;86448.5;0.141833404;;M10;WBP 2016-2021;sloot;;Landelijk;0;-261456;261454.19;-1.81
2550-EAG-1;Noorderpolder of Botshol (zuid en west), Botshol Kleine- en Groote Wije;20160428;;NL11_7_1;NL11_7_1;NL11_Botshol;Botshol;KRW Waterlichaam;;1128444.865;740042.5115;388402.3539;26472.2337;38936.15955;701809.1751;0;5248.8125;381520.8125;741687;0.00465132;Botshol;M27;WBP 2016-2021;plas;;Landelijk;1128445;0.13;1128456.63;11.75
2550-EAG-2;Noorderpolder of Botshol (zuid en west), Botshol Midden;20160428;;NL11_7_1;NL11_7_1;NL11_Botshol;Botshol;KRW Waterlichaam;;401283.1025;96946.75233;304336.3502;13188.40797;19501.49107;77726.82944;0;4078.9375;299381.75;97825.375;0.010164663;Botshol;M27;WBP 2016-2021;plas;;Landelijk;401283;-0.1;401286.06;2.96
2550-EAG-4;Noorderpolder of Botshol (zuid en west), Noorderpolder (oost);20160428;;;;;;KRW Overig water;;650583.1162;110266.8545;540316.2617;25659.37785;0;0;0;3936.25;534352.3125;112301.375;0.006050278;Botshol;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;650583;-0.12;650589.94;6.82
2550-EAG-5;Noorderpolder of Botshol (zuid en west), Noorderpolder (west);20170213;;;;;;KRW Overig water;;615736.9068;47139.10426;568597.8026;23069.51366;0;0;0;30113.1875;537884.625;47750.5;0.048905026;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;615737;0.09;615748.31;11.4
2560-EAG-1;Noorderpolder of Botshol (Nellestein), agrarisch;20170317;;;;;;KRW Overig water;;527080.8928;43245.6458;483835.247;22988.02004;0;0;0;9366.8125;473839.875;43880.5625;0.017770896;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;527081;0.11;527087.25;6.36
2560-EAG-2;Noorderpolder of Botshol (Nellestein), natuurgebied;20170317;;;;;;KRW Overig water;;519262.2275;63495.67296;455766.5546;23491.03962;0;0;0;102.75;455377.625;63787.875;0.000197875;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;519262;-0.23;519268.25;6.02
2570-EAG-1;Baambrugge Westzijds, polder;20170317;;;;;;KRW Overig water;;5386152.631;345889.856;5040262.775;193132.655;0;0;0;520995.375;4504681.125;360526.75;0.09672776;;M8;WBP 2016-2021;sloot;;Landelijk;5386153;0.37;5386203.25;50.62
2570-EAG-2;Baambrugge Westzijds, Schrobberpolder;20170317;;;;;;KRW Overig water;;830774.2832;29792.44957;800981.8336;26079.9016;0;0;0;30310.1875;767605.25;32875.0625;0.036483551;;M8;WBP 2016-2021;sloot;;Landelijk;830774;-0.28;830790.5;16.22
2600-EAG-1;Polder Zevenhoven, bemalen gebied;20170207;;NL11_2_4;NL11_2_4;;Vaarten Zevenhoven;KRW Waterlichaam;klopt niet KRW oud, anders geen eag;3811221.214;371819.1615;3439402.053;150254.6448;0;0;0;282653.4375;3017038.438;309968.125;0.078304726;;M10;WBP 2016-2021;sloot;;Landelijk;3684880;-126341.21;3609660;-201561.21
2600-EAG-10;Polder Zevenhoven, bemalen gebied - KRW Waterlichaam;;20191205;NL11_2_4;;NL11_VaartenZevenhoven;;KRW Waterlichaam;vervallen in EAG 20191205;201582;67745;133837;14886;0;0;0;14314.8125;118930.25;68336.5625;0.071012487;;M10;WBP 2016-2021;sloot;;Landelijk;0;-201582;201581.63;-0.38
2600-EAG-2;Polder Zevenhoven, Oude Nieuwveenseweg;20170207;;;;;;KRW Overig water;;677641.8029;35122.64284;642519.1601;20621.74466;0;0;0;125739.875;515500.3125;36411;0.185552504;;M1a;WBP 2016-2021;sloot;;Landelijk;680257;2615.2;677651.19;9.39
2600-EAG-3;Polder Zevenhoven, Nieuw Amstel;20170207;;;;;;KRW Overig water;;2319327.504;160213.0766;2159114.428;52190.40788;0;0;0;345752.1875;1811434.188;162153;0.149073564;;M1a;WBP 2016-2021;sloot;;Landelijk;2316873;-2454.5;2319339.38;11.88
2600-EAG-4;Polder Zevenhoven, Bloklandseweg;20170207;;;;;;KRW Overig water;;1187052.127;32304.62292;1154747.504;16843.3798;0;0;0;19339.0625;1134734;32988.375;0.016291543;;M1a;WBP 2016-2021;sloot;;Landelijk;1180205;-6847.13;1187061.44;9.31
2600-EAG-5;Polder Zevenhoven, Odesssa_Driesprong_De Jonker;20170207;;;NL11_2_4;;Vaarten Zevenhoven;KRW Waterlichaam;;2266434.525;66351.80544;2200082.719;39331.59685;0;0;0;42417.1875;2155210.125;68819.3125;0.018715282;;M1a;WBP 2016-2021;sloot;;Landelijk;2309828;43393.48;2266446.63;12.1
2600-EAG-6;Polder Zevenhoven, Achterweg_Zeerust;20170207;;;NL11_2_4;;Vaarten Zevenhoven;KRW Waterlichaam;;2506180.164;36020.20339;2470159.96;22861.08858;0;0;0;97542.4375;2371057.688;37591.375;0.038920584;;M1a;WBP 2016-2021;sloot;;Landelijk;2499677;-6503.16;2506191.5;11.34
2600-EAG-8;Polder Zevenhoven, Kousmolentocht/Jonge Zevenhovenseweg;20170207;;;NL11_2_4;;Vaarten Zevenhoven;KRW Waterlichaam;;3588482.644;222752.0088;3365730.635;120269.0368;0;0;0;80957.5625;3273150.25;234385.875;0.022560319;;M1a;WBP 2016-2021;sloot;;Landelijk;3656295;67812.36;3588493.69;11.05
2600-EAG-9;Polder Zevenhoven, Groene Jonker;20170207;;;;;;KRW Overig water;;1130573.331;810626.3451;319946.986;17712.24183;0;0;0;17769.125;301541.75;811265.6875;0.01571687;;M1a;WBP 2016-2021;sloot;;Landelijk;1164749;34175.67;1130576.56;3.23
2610-EAG-1;Buitendijkse Oosterpolder, Buitenwesterpolder en Blokland (noord), bemalen gebied;20170207;;;;;;KRW Overig water;;2610658.816;308248.5598;2302410.257;112639.0356;0;0;0;652041.875;1645477.5;313155.6875;0.249759874;;M8;WBP 2016-2021;sloot;;Landelijk;2610659;0.18;2610675.06;16.24
2620-EAG-1;Voordijkschepolder, Voordijkschepolder;20160428;;NL11_8_2;;NL11_Tussenboezemb;;KRW Waterlichaam;;1676544.47;349440.1934;1327104.277;77422.2559;0;0;0;62226.5625;1262561.75;351756.8125;0.037115948;;M10;WBP 2016-2021;sloot;;Landelijk;1676544;-0.47;1676545.13;0.66
2625-EAG-1;Blokland, Blokland;20160428;;;;;;KRW Overig water;;2878299.393;451829.2143;2426470.179;131319.0166;0;0;0;71289.75;2350092.188;456938.0625;0.024767833;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;2878299;-0.39;2878320;20.61
2630-EAG-1;Noordse Buurt en Westveense Polder, Noordse buurt;20170207;;;;;;KRW Overig water;;2068349.851;143371.5602;1924978.291;75512.71997;0;0;0;176809.8125;1743948.813;145856.9375;0.085555251;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;2063388;-4618.94;2066615.56;-1391.38
2630-EAG-2;Noordse Buurt en Westveense Polder, Noordse dorp;20170207;;;;;;KRW Overig water;;622513.5466;37565.68016;584947.8664;18840.52235;0;0;0;22176.875;564335.625;37741.5625;0.0355254;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;622403;-1851.14;624254.06;-0.08
2630-EAG-3;Noordse Buurt en Westveense Polder, Westveen;20170207;;;NL11_2_12;;Westveen;KRW Waterlichaam;;1211014.483;323627.0219;887387.4613;66954.83073;0;0;0;49769.25;837665;323582.3125;0.041097085;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;1211014;-0.48;1211016.56;2.08
3???-EAG-1;Oud-Zuilen, Oud-Zuilen;20160428;;;;;;KRW Overig water;;178273.9601;7365.06301;170908.8971;5191.246411;0;0;0;8256.0625;1620490.75;206996.3125;0.004497395;;M1a;WBP 2016-2021;sloot;;Landelijk;6636328;4758055.85;1835743.13;-42529.02
3000-EAG-1;Vechtboezem, Vecht;;20191205;NL11_1_2;;NL11_Vecht;Vecht;KRW Waterlichaam;vervallen in EAG 20191205;6636325;3302353;3333972;180498;0;0;0;877210.875;2447141.188;3311994.75;0.132182796;;M7b;WBP 2016-2021;canal;;Landelijk;6636328;3;6636346.81;21.81
3000-EAG-2;Vechtboezem, Vecht van Muiden tot Nigtevecht;20191122;;NL11_1_2;NL11_1_2;NL11_Vecht;Vecht;KRW Waterlichaam;;2940266.582;1622022.566;1318244.017;67381.58055;0;0;0;;;;;;M7b;;canal;;Landelijk;;;0;-2940266.58
3000-EAG-3;Vechtboezem, Vecht van Nigtevecht tot Maarssen;20191122;;NL11_1_2;NL11_1_2;NL11_Vecht;Vecht;KRW Waterlichaam;;2850042.215;1454203.126;1395839.09;89075.95105;0;0;0;;;;;;M7b;;canal;;Landelijk;;;0;-2850042.22
3000-EAG-4;Vechtboezem, Vecht van Maarssen tot Utrecht;20191122;;NL11_1_2;NL11_1_2;NL11_Vecht;Vecht;KRW Waterlichaam;;277443.6084;208622.1757;68821.43273;16374.06314;0;0;0;;;;;;M7b;;canal;;Landelijk;;;0;-277443.61
3000-EAG-5;Vechtboezem, stedelijk gebied Maarssen;20191122;;;;;;KRW Overig water;;568361.8136;22308.89591;546052.9177;9458.872626;0;0;0;;;;;;M3;;canal;;Stedelijk;;;0;-568361.81
3010-EAG-1;Noorder- of Rietpolder (zuid), Noorder- of Rietpolder (zuid) (De Krijgsman);20160428;;;;;;KRW Overig water;;37345.33746;2825.906311;34519.43115;1666.262559;0;0;0;7709.375;26643.0625;2997.4375;0.20640966;;NTB;WBP 2016-2021;canal;;Landelijk;37345;-0.34;37349.88;4.54
3020-EAG-1;Noorder- of Rietpolder (De Krijgsman), landelijk;20160428;;;;;;KRW Overig water;;502292.7147;81910.07714;420382.6375;21311.1856;0;0;0;27572.625;391007.9375;83718.625;0.054892832;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;502293;0.29;502299.19;6.48
3020-EAG-2;Noorder- of Rietpolder (De Krijgsman), Kruitfabriek eo;20160428;;;;;;KRW Overig water;;188157.0188;8981.76942;179175.2494;4601.471655;0;0;0;1381.5;177428.5;9349.25;0.007342185;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;188157;-0.02;188159.25;2.23
3040-EAG-1;Bloemendalerpolder (noord), Bloemendalerpolder (noord);20160428;;;;;;KRW Overig water;;1042140.43;187890.2926;854250.1379;33779.24421;0;0;0;496014.4375;407434.125;138715;0.475946824;;M8;WBP 2016-2021;sloot;;Stedelijk;1042140;-0.43;1042163.56;23.13
3050-EAG-1;Gemeenschapspolder zuid-oost, Gemeenschapspolder zuid-oost;20160428;;;;;;KRW Overig water;;783563.3658;29396.32822;754167.0375;8283.450739;0;0;0;490932.3125;263241.8125;29404.125;0.626526212;;M8;WBP 2016-2021;sloot;;Stedelijk;774568;-8995.37;783578.25;14.88
3050-EAG-2;Gemeenschapspolder zuid-oost, Bloemendalerpolder Weesp;20160428;;;;;;KRW Overig water;;389397.8736;8071.808009;381326.0656;2739.082012;0;0;0;248697.9375;132629.75;8072.875;0.638668665;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;398393;8995.13;389400.56;2.69
3070-EAG-1;Holland, Sticht, Voorburg en Polder het Honderd oost, Voorburg;20160428;;;;;;KRW Overig water;;1187936.682;54117.01088;1133819.671;40267.97969;0;0;0;120462.9375;1012247.063;55226.5625;0.101405194;;M1a;WBP 2016-2021;sloot;;Landelijk;1187937;0.32;1187936.56;-0.12
3070-EAG-2;Holland, Sticht, Voorburg en Polder het Honderd oost, Nog opknippen in  EAG's;20160428;;;;;;KRW Overig water;;5422597.507;340228.5757;5082368.931;183806.0248;0;0;0;555529.9375;4511856.813;355245.8125;0.102446539;;M1a;WBP 2016-2021;sloot;;Landelijk;5422598;0.49;5422632.56;35.05
3080-EAG-1;Sportcombinatie Muiden, Sportcombinatie Muiden;20160428;;;;;;KRW Overig water;;23847.17955;1017.275813;22829.90373;607.2434641;0;0;0;2420.75;20381.5625;1046.25;0.10150507;;NTB;WBP 2016-2021;canal;;Landelijk;23847;-0.18;23848.56;1.38
3100-EAG-1;Naardermeer, Binnezij/Spookgat;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;;995677.2247;298387.0394;697290.1853;33548.60456;11920.55457;176398.6214;0;3801.625;690775.5;301117.75;0.003818062;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;995677;-0.22;995694.88;17.66
3100-EAG-10;Naardermeer, Meerlanden;20160428;;;;;;KRW Overig water;krw watertype aangepast, klopte niet;349019.1544;27169.03307;321850.1213;14505.30535;0;0;0;8530;312337.8125;28105.9375;0.024443099;;M1a;20161205_MemoWatertypenOverigWater;canal;;Landelijk;348969;-50.15;348973.75;-45.4
3100-EAG-2;Naardermeer, Groote Meer Noord;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;;1281755.594;832021.401;449734.1929;14165.13915;9807.066868;804945.2086;0;2400.3125;446215.6875;833160;0.001872646;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;1281756;0.41;1281776;20.41
3100-EAG-3;Naardermeer, Groote Meer ZO;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;;1355738.075;531648.5464;824089.5284;24324.04349;8069.14974;464765.5437;0;11412.6875;810202.9375;534144.3125;0.008417926;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;1355738;-0.07;1355759.94;21.87
