GAFIDENT;GAFNAAM;Begindatum;Einddatum;KRWWaterlichaamcode;KRW_SGBP3;KRWmonitoringslocatie;KRWmonitoringslocatie_SGBP3;KRWmonitoringslocatie_SGBP3_MeetpuntInAquoKit20200701;SGBP3_NAAM;OPMERKING;Plas;watertype;KRWWatertypeVoorstel_status;type;vijver;StedelijkLandelijk;LANDBOUWGEB;OppEAG;OppWater;OppLand;OmtrekWater;OppWater0_1m;OppWater1_8m;OppWater8m;Opp verhard;Opp onverhard;Opp water (BGT);percOpenwater;Formule_omtrekoppervlak
2500-EAG-4;Polder Groot Wilnis Vinkeveen, Zuidplas;20160428;;NL11_3_4;NL11_3_4;NL11_Vinkeveenseplassen;NL11_VinkeveensePlassen;NL11_Vinkeveenseplassen;Vinkeveense plassen;KRW Waterlichaam;Vinkeveense Plas (EAG 4 - Zuidplas);M20;WBP 2016-2021;plas;;Landelijk;veen;3733467;3230141;503326;49452;70216;2826526;335506;175121;323698;3234680;87;0.036343511
2500-EAG-5;Polder Groot Wilnis Vinkeveen, Noordplas;20160428;;NL11_3_4;NL11_3_4;NL11_Vinkeveenseplassen;NL11_VinkeveensePlassen;NL11_Vinkeveenseplassen;Vinkeveense plassen;KRW Waterlichaam;Vinkeveense Plas (EAG 5 - Noordplas);M20;WBP 2016-2021;plas;;Landelijk;veen;8586653;6285983;2300670;227745;182706;3875796;1671903;511032;1772419;6303300;73;0.011008743
2500-EAG-6;Polder Groot Wilnis Vinkeveen, Mijdrechtse  Bovenlanden;20160428;;NL11_8_2;NL11_8_3;NL11_Tussenboezemb;NL11_MijdrechtseBovenla;NL11_MijdrechtseBovenlanden;Mijdrechtse Bovenlanden;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;veen;2924372;530687;2393686;123064;;;;437063;1958292;529039;18;0.005919543
2501-EAG-1;Polder Oukoop en Polder Groot Wilnis-Vinkeveen (oost), Oukoop;20160428;;NL11_2_3;NL11_2_10;;NL11_PolderDemmerik;NL11_PolderDemmerik;Polder Demmerik;KRW Waterlichaam;;M8;WBP 2016-2021;sloot;;Landelijk;veen;3710678;382601;3328076;136043;;;;376598;2941636;392465;10;0.004546706
2501-EAG-2;Polder Oukoop en Polder Groot Wilnis-Vinkeveen (oost), Polder Demmerik;20160428;;;NL11_2_10;;NL11_PolderDemmerik;NL11_PolderDemmerik;Polder Demmerik;KRW Waterlichaam;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;5987227;698655;5288572;243503;;;;75485;5176841;687625;12;0.003432631
2502-EAG-1;Polder Groot Wilnis-Vinkeveen (midden), oost;20170327;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;2747269;366428;2380841;106424;;;;55915;2319840;371521;13;0.005687937
2502-EAG-2;Polder Groot Wilnis-Vinkeveen (midden), west;20170327;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;293984;43870;250113;16339;;;;1534;247796;44654;15;0.012819124
2503-EAG-1;Polder Wilnis-Veldzijde, Polder Wilnis-Veldzijde;20170315;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;5707776;315149;5392627;167836;;;;205242;5179112;323450;6;0.003344821
2504-EAG-1;Polder deTweede Bedijking, Polder deTweede Bedijking;20170315;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;1786027;148522;1637505;80401;;;;85696;1551814;148529;8;0.004793293
2505-EAG-1;Veldhuiswetering, Veldhuisweg;20160428;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;4709823;689597;4020226;181087;;;;80968;3929507;699366;15;0.00458575
2506-EAG-1;Eilinzon, Eilinzon;20160428;;;;;;;;KRW Overig water;;M1a;;canal;;Stedelijk;overig;37271;5528;31742;1879;;;;15078;16564;5629;15;0.039569197
2510-EAG-1;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Heicop & Geer;20160428;;NL11_2_3;NL11_2_11;;NL11_GrootWilnisVinkev;NL11_GrootWilnis-VinkeveenZuid;Groot Wilnis-Vinkeveen Zuid;KRW Waterlichaam;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;8793402;1106182;7687221;386760;;;;201771;7366690;1061480;13;0.002719392
2510-EAG-2;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Armenland;20160428;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;29734;2861;26873;2664;;;;280;26275;3179;10;0.020078197
2510-EAG-3;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Bovenland;20160428;;;NL11_2_11;;NL11_GrootWilnisVinkev;NL11_GrootWilnis-VinkeveenZuid;Groot Wilnis-Vinkeveen Zuid;KRW Waterlichaam;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;4048118;712938;3335179;173736;;;;17491;3162994;621808;18;0.004859998
2511-EAG-1;Hoogwaterzone Amstelkade P1, Hoogwaterzone Amstelkade P1;20160428;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;300945;49513;251432;14540;;;;38613;212451;49881;16;0.015303657
2512-EAG-1;Hoogwaterzone Amstelkade P2, Hoogwaterzone Amstelkade P2;20160428;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;canal;;Landelijk;veen;167973;27744;140229;7280;;;;15759;124475;27742;17;0.022879849
2520-EAG-1;Polder de Derde Bedijking, landelijk;20170323;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;droogmakerij;5305378;382758;4922620;210583;;;;404121;4512978;388299;7;0.002937912
2520-EAG-2;Polder de Derde Bedijking, stedelijk;20170323;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;droogmakerij;1708535;103521;1605014;29510;;;;651007;953454;104084;6;0.010902975
2520-EAG-3;Polder de Derde Bedijking, natuur;20170323;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;droogmakerij;188227;25477;162749;8470;;;;33709;129046;25473;14;0.018844765
2520-EAG-4;Polder de Derde Bedijking, kassen;20170323;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;droogmakerij;448504;32111;416393;19969;;;;156290;260117;32100;7;0.00897368
2530-EAG-1;Polder de Eerste Bedijking (west), west;20170315;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;5582310;465153;5117157;268821;;;;267243;4847037;468073;8;0.002537083
2530-EAG-2;Polder de Eerste Bedijking (west), oost;20170315;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;3327028;229456;3097572;130381;;;;385727;2706250;235079;7;0.003673968
2540-EAG-1;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), landelijk;20170403;;NL11_2_7;NL11_2_7;;NL11_VaartenGrootMijdr;NL11_VaartenGrootMijdrec;Vaarten Groot Mijdrecht;KRW Waterlichaam;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;14989661;961930;14027731;662918;;;;634900;13196336;897051;6;0.00147949
2540-EAG-2;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), natuurreservaat;20170403;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;veen;500307;277500;222807;13054;;;;614;221615;278084;55;0.04035412
2540-EAG-3;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), Botshol West;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;overig;106124;7494;98630;4376;;;;6258;92044;7827;7;0.019782425
2540-EAG-4;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), stedelijk;20170403;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Stedelijk;droogmakerij;4097415;242161;3855254;99236;;;;1899379;1948662;248565;6;0.004958871
2540-EAG-5;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), Veldweg;20170403;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;587958;63694;524264;25888;;;;59784;462886;65305;11;0.009748791
2550-EAG-1;Noorderpolder of Botshol (zuid en west), Botshol Kleine- en Groote Wije;20160428;;NL11_7_1;NL11_7_1;NL11_Botshol;NL11_Botshol;NL11_Botshol;Botshol;KRW Waterlichaam;Botshol;M27;WBP 2016-2021;plas;;Landelijk;veen;1128445;740043;388402;26472;38936;701809;0;5249;381521;741687;66;0.032496884
2550-EAG-2;Noorderpolder of Botshol (zuid en west), Botshol Midden;20160428;;NL11_7_1;NL11_7_1;NL11_Botshol;NL11_Botshol;NL11_Botshol;Botshol;KRW Waterlichaam;Botshol;M27;WBP 2016-2021;plas;;Landelijk;veen;401283;96947;304336;13188;19501;77727;0;4079;299382;97825;24;0.023609579
2550-EAG-4;Noorderpolder of Botshol (zuid en west), Noorderpolder (oost);20160428;;;;;;;;KRW Overig water;Botshol;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;650583;110267;540316;25659;;;;3936;534352;112301;17;0.012941453
2550-EAG-5;Noorderpolder of Botshol (zuid en west), Noorderpolder (west);20170213;;;;;;;;KRW Overig water;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;615737;47139;568598;23070;;;;30113;537885;47751;8;0.009411148
2560-EAG-1;Noorderpolder of Botshol (Nellestein), agrarisch;20170317;;;;;;;;KRW Overig water;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;527081;43246;483835;22988;;;;9367;473840;43881;8;0.009046317
2560-EAG-2;Noorderpolder of Botshol (Nellestein), natuurgebied;20170317;;;;;;;;KRW Overig water;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;519262;63496;455767;23491;;;;103;455378;63788;12;0.010726837
2570-EAG-1;Baambrugge Westzijds, polder;20170317;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;veen;5386153;345890;5040263;193133;;;;520995;4504681;360527;6;0.003045177
2570-EAG-2;Baambrugge Westzijds, Schrobberpolder;20170317;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;830774;29792;800982;26080;;;;30310;767605;32875;4;0.006618236
2600-EAG-1;Polder Zevenhoven, bemalen gebied;20170207;;NL11_2_4;NL11_2_4;;NL11_VaartenZevenhoven;NL11_VaartenZevenhoven;Vaarten Zevenhoven;KRW Waterlichaam;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;3811221;371819;3439402;150255;;;;282653;3017038;309968;10;0.004058232
2600-EAG-2;Polder Zevenhoven, Oude Nieuwveenseweg;20170207;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;677642;35123;642519;20622;;;;125740;515500;36411;5;0.009087931
2600-EAG-3;Polder Zevenhoven, Nieuw Amstel;20170207;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;2319328;160213;2159114;52190;;;;345752;1811434;162153;7;0.007669403
2600-EAG-4;Polder Zevenhoven, Bloklandseweg;20170207;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;1187052;32305;1154748;16843;;;;19339;1134734;32988;3;0.010671253
2600-EAG-5;Polder Zevenhoven, Odesssa_Driesprong_De Jonker;20170207;;;NL11_2_4;;NL11_VaartenZevenhoven;NL11_VaartenZevenhoven;Vaarten Zevenhoven;KRW Waterlichaam;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;2266435;66352;2200083;39332;;;;42417;2155210;68819;3;0.00654909
2600-EAG-6;Polder Zevenhoven, Achterweg_Zeerust;20170207;;;NL11_2_4;;NL11_VaartenZevenhoven;NL11_VaartenZevenhoven;Vaarten Zevenhoven;KRW Waterlichaam;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;2506180;36020;2470160;22861;;;;97542;2371058;37591;1;0.008301883
2600-EAG-8;Polder Zevenhoven, Kousmolentocht/Jonge Zevenhovenseweg;20170207;;;NL11_2_4;;NL11_VaartenZevenhoven;NL11_VaartenZevenhoven;Vaarten Zevenhoven;KRW Waterlichaam;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;3588483;222752;3365731;120269;;;;80958;3273150;234386;6;0.003924254
2600-EAG-9;Polder Zevenhoven, Groene Jonker;20170207;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;veen;1130573;810626;319947;17712;;;;17769;301542;811266;72;0.050832639
2610-EAG-1;Buitendijkse Oosterpolder, Buitenwesterpolder en Blokland (noord), bemalen gebied;20170207;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;veen;2610659;308249;2302410;112639;;;;652042;1645478;313156;12;0.004929037
2620-EAG-1;Voordijkschepolder, Voordijkschepolder;20160428;;NL11_8_2;;NL11_Tussenboezemb;;;;KRW Overig water;;M10;WBP 2016-2021;sloot;;Landelijk;veen;1676544;349440;1327104;77422;;;;62227;1262562;351757;21;0.007635226
2625-EAG-1;Blokland, Blokland;20160428;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;2878299;451829;2426470;131319;;;;71290;2350092;456938;16;0.005118698
2630-EAG-1;Noordse Buurt en Westveense Polder, Noordse buurt;20170207;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;2068350;143372;1924978;75513;;;;176810;1743949;145857;7;0.005014302
2630-EAG-2;Noordse Buurt en Westveense Polder, Noordse dorp;20170207;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;622514;37566;584948;18841;;;;22177;564336;37742;6;0.010287113
2630-EAG-3;Noordse Buurt en Westveense Polder, Westveen;20170207;;;NL11_2_12;;NL11_Westveen;NL11_Westveen;Westveen;KRW Waterlichaam;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;1211014;323627;887387;66955;;;;49769;837665;323582;27;0.008496486
3???-EAG-1;Oud-Zuilen, Oud-Zuilen;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;3213868;2554705;659164;34790;52152;745891;1757577;96776;562413;2554709;79;0.04594264
3000-EAG-2;Vechtboezem, Vecht van Muiden tot Nigtevecht;20191122;;NL11_1_2;NL11_1_2;NL11_Vecht;NL11_Vecht;NL11_Vecht;Vecht;KRW Waterlichaam;;M7b;;canal;;Landelijk;hoge_potentie_lb;2940267;1622023;1318244;67382;;;;;;;55;0.018900992
3000-EAG-3;Vechtboezem, Vecht van Nigtevecht tot Maarssen;20191122;;NL11_1_2;NL11_1_2;NL11_Vecht;NL11_Vecht;NL11_Vecht;Vecht;KRW Waterlichaam;;M7b;;canal;;Landelijk;hoge_potentie_lb;2850042;1454203;1395839;89076;;;;;;;51;0.013537916
3000-EAG-4;Vechtboezem, Vecht van Maarssen tot Utrecht;20191122;;NL11_1_2;NL11_1_2;NL11_Vecht;NL11_Vecht;NL11_Vecht;Vecht;KRW Waterlichaam;;M7b;;canal;;Landelijk;overig;277444;208622;68821;16374;;;;;;;75;0.027894929
3000-EAG-5;Vechtboezem, stedelijk gebied Maarssen;20191122;;;;;;;;KRW Overig water;;M3;;canal;;Stedelijk;overig;568362;22309;546053;9459;;;;;;;4;0.015790462
3010-EAG-1;Noorder- of Rietpolder (zuid), Noorder- of Rietpolder (zuid) (De Krijgsman);20160428;;;;;;;;KRW Overig water;;M10;;canal;;Landelijk;overig;37345;2826;34519;1666;;;;7709;26643;2997;8;0.031908845
3020-EAG-1;Noorder- of Rietpolder (De Krijgsman), landelijk;20160428;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;canal;;Landelijk;kustpolder;502293;81910;420383;21311;;;;27573;391008;83719;16;0.013429648
3020-EAG-2;Noorder- of Rietpolder (De Krijgsman), Kruitfabriek eo;20160428;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;overig;188157;8982;179175;4601;;;;1382;177429;9349;5;0.020598438
3040-EAG-1;Bloemendalerpolder (noord), Bloemendalerpolder (noord);20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Stedelijk;kustpolder;1042140;187890;854250;33779;;;;496014;407434;138715;18;0.012832316
3050-EAG-1;Gemeenschapspolder zuid-oost, Gemeenschapspolder zuid-oost;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Stedelijk;overig;783563;29396;754167;8283;;;;490932;263242;29404;4;0.020699338
3050-EAG-2;Gemeenschapspolder zuid-oost, Bloemendalerpolder Weesp;20160428;;;;;;;;KRW Overig water;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;389398;8072;381326;2739;;;;248698;132630;8073;2;0.032801866
3070-EAG-1;Holland, Sticht, Voorburg en Polder het Honderd oost, Voorburg;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;1187937;54117;1133820;40268;;;;120463;1012247;55227;5;0.005777059
3070-EAG-2;Holland, Sticht, Voorburg en Polder het Honderd oost, Nog opknippen in  EAG's;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;5422598;340229;5082369;183806;;;;555530;4511857;355246;6;0.003173408
3080-EAG-1;Sportcombinatie Muiden, Sportcombinatie Muiden;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;overig;23847;1017;22830;607;;;;2421;20382;1046;4;0.052537788
3100-EAG-1;Naardermeer, Binnenzij/Spookgat;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;overig;995677;298387;697290;33549;11921;176399;0;3802;690776;301118;30;0.016282098
3100-EAG-10;Naardermeer, Meerlanden;20160428;;;;;;;;KRW Overig water;;M1a;20161205_MemoWatertypenOverigWater;canal;;Landelijk;overig;349019;27169;321850;14505;;;;8530;312338;28106;8;0.011363683
3100-EAG-2;Naardermeer, Groote Meer Noord;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;overig;1281756;832021;449734;14165;9807;804945;0;2400;446216;833160;65;0.064394765
3100-EAG-3;Naardermeer, Groote Meer ZO;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;overig;1355738;531649;824090;24324;8069;464766;0;11413;810203;534144;39;0.029976264
3100-EAG-4;Naardermeer, Veertigmorgen;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;overig;1148256;209331;938925;18771;4091;161947;0;18763;918188;211321;18;0.024374144
3100-EAG-5;Naardermeer, Wijde- of Bovenste Blik;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;overig;1199242;327002;872240;14017;5401;292457;0;2546;868574;328140;27;0.040796239
3100-EAG-9;Naardermeer, Kwelgebied noord;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;;M14;WBP 2016-2021;plas;;Landelijk;overig;123687;17549;106138;5953;;;;7723;97928;18163;14;0.022253089
3110-EAG-1;Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Meerlanden, Landbouw ZO;20160428;;;;;;;;KRW Overig water;;M25;20180216_WSABufferzoneNaardermeerDeel1;kleine plas;vijver;Landelijk;overig;1594510;454999;1139511;46393;;;;12596;1122834;459103;29;0.01453961
3110-EAG-2;Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Hilversumse Bovenmeent;20160428;;;;;;;;KRW Overig water;;M25;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Landelijk;overig;871799;77372;794427;27915;;;;20889;771355;79570;9;0.009964472
3110-EAG-3;Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Nog opknippen in  EAG's;20160726;;;;;;;;KRW Overig water;;M25;20180216_WSABufferzoneNaardermeerDeel1;kleine plas;vijver;Landelijk;overig;980301;252593;727709;32765;;;;2188;723212;254917;26;0.015339121
3110-EAG-4;Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Aalscholverkolonie;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;overig;457842;31736;426106;7885;;;;11884;413499;32464;7;0.022593026
3110-EAG-5;Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Nog opknippen in  EAG's;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;6328839;334940;5993899;246968;;;;375384;5603014;350558;5;0.002343381
3200-EAG-1;Spiegelpolder, Spiegel- en Blijkpolderplas;20160428;;NL11_3_6;NL11_3_6;NL11_Spiegelplas;NL11_Spiegelplas;NL11_Spiegelplas;Spiegelplas;KRW Waterlichaam;Spiegelplas;M20;WBP 2016-2021;plas;;Landelijk;hoge_potentie_lb;3213868;2554705;659164;34790;52152;745891;1757577;96776;562413;2554709;79;0.04594264
3200-EAG-2;Spiegelpolder, Spiegelweg;20160428;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;hoge_potentie_lb;586541;32748;553793;21420;;;;44083;509717;32752;6;0.00844837
3201-EAG-1;Stichtsch Ankeveensche Polder, Ankeveensche Plassen SAP noord;20160428;;NL11_6_3;NL11_6_3;NL11_StichtsAnkeveen;NL11_StichtseAnkeveense;NL11_StichtsAnkeveen;Stichts Ankeveense plassen;KRW Waterlichaam;Stichtsch Ankeveensche Plas;M27;WBP 2016-2021;plas;;Landelijk;overig;2017839;985025;1032814;54177;53668;847798;0;24185;1008597;985083;49;0.018319292
3201-EAG-2;Stichtsch Ankeveensche Polder, Ankeveensche Plassen SAP zuid;20160428;;NL11_6_3;NL11_6_3;NL11_StichtsAnkeveen;NL11_StichtseAnkeveense;NL11_StichtsAnkeveen;Stichts Ankeveense plassen;KRW Waterlichaam;Stichtsch Ankeveensche Plas;M27;WBP 2016-2021;plas;;Landelijk;overig;543642;277725;265917;24834;24064;222624;0;6719;259193;277735;51;0.021220754
3201-EAG-3;Stichtsch Ankeveensche Polder, Stichtsch Ankeveensche Polder oost;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;aandachtsgebied;2371152;195428;2175724;89239;;;;268937;1903970;198274;8;0.004953803
3210-EAG-1;Horn- en Kuyerpolder, bemalen gebied;20170118;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;1296596;55498;1241099;51931;;;;42171;1198944;55502;4;0.004536407
3210-EAG-2;Horn- en Kuyerpolder, gestuwde gebieden;20170118;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;441390;19357;422033;17694;;;;10693;414905;19968;4;0.007863086
3210-EAG-3;Horn- en Kuyerpolder, Stedelijk gebied Nederhorst Den Berg;20170118;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Stedelijk;hoge_potentie_lb;752312;66695;685617;26499;;;;171090;510950;66105;9;0.009745792
3220-EAG-1;Horstermeerpolder en Meeruiterdijksche Polder, Korremof;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;overig;841013;60848;780165;26560;;;;62627;716973;61420;7;0.00928742
3220-EAG-2;Horstermeerpolder en Meeruiterdijksche Polder, polder;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;aandachtsgebied;4557583;366168;4191416;312391;;;;462639;3725009;369992;8;0.001937054
3220-EAG-3;Horstermeerpolder en Meeruiterdijksche Polder, Anko zuid;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;overig;1564490;89687;1474803;80699;;;;81262;1392516;90725;6;0.003711048
3220-EAG-4;Horstermeerpolder en Meeruiterdijksche Polder, Meeruiterdijksche Polder zuid;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;overig;765434;29136;736298;26259;;;;28744;707560;29137;4;0.006500351
3220-EAG-5;Horstermeerpolder en Meeruiterdijksche Polder, Meeruiterdijksche Polder noord;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;190569;4535;186034;4031;;;;111540;74350;4682;2;0.01670613
3220-EAG-6;Horstermeerpolder en Meeruiterdijksche Polder, Spiegelpolder zuid;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;overig;223244;14039;209205;8049;;;;26703;182409;14139;6;0.014720622
3230-EAG-1;Polder Kortenhoef, Het Hol/Suikerpot;20160428;;NL11_6_4;NL11_6_6;NL11_Kortenhoefseplassen;NL11_HetHol;NL11_HetHol;Het Hol;KRW Waterlichaam;Kortenhoefse Plas;M27;WBP 2016-2021;plas;;Landelijk;overig;2636997;452947;2184050;101711;33555;190415;0;135849;2042004;459168;17;0.006616918
3230-EAG-2;Polder Kortenhoef, Wijde Blik;20160428;;NL11_3_7;NL11_3_7;NL11_WijdeBlik;NL11_WijdeBlik;NL11_WijdeBlik;Wijde Blik;KRW Waterlichaam;Wijde Blik;M20;WBP 2016-2021;plas;;Landelijk;overig;4015325;2930793;1084532;54345;36812;1167340;1606746;116075;966267;2933019;73;0.031501627
3230-EAG-3;Polder Kortenhoef, Wijde Gat;20160428;;NL11_6_4;NL11_6_7;NL11_Kortenhoefseplassen;NL11_WijdeGat;NL11_WijdeGat;Wijde Gat;KRW Waterlichaam;Kortenhoefse Plas;M27;WBP 2016-2021;plas;;Landelijk;overig;3353057;1109394;2243663;104005;40563;799021;0;89069;2149177;1114842;33;0.010127184
3230-EAG-4;Polder Kortenhoef, Kortenhoef;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;aandachtsgebied;2799564;232731;2566833;90766;;;;543403;2018394;237787;8;0.005315008
3230-EAG-5;Polder Kortenhoef, Hilversumsch Kanaal plas/dras;20160428;;NL11_6_4;NL11_6_8;NL11_Kortenhoefseplassen;NL11_HilversumsKanaal;NL11_HilversumsKanaal;Hilversums Kanaal;KRW Waterlichaam;Kortenhoefse Plas;M27;WBP 2016-2021;plas;;Landelijk;overig;909771;259103;650668;38179;20019;169326;0;13533;634629;261617;28;0.013332502
3230-EAG-6;Polder Kortenhoef, Hilversumsch Kanaal;20160428;;NL11_6_4;NL11_6_8;NL11_Kortenhoefseplassen;NL11_HilversumsKanaal;NL11_HilversumsKanaal;Hilversums Kanaal;KRW Waterlichaam;Kortenhoefse Plas;M27;WBP 2016-2021;plas;;Landelijk;overig;3560636;473268;3087368;26901;;;;1392349;1694360;474485;13;0.025573204
