watdte_m;debiet (mm/dag);bodemtype;kP
0.3;18.73227792;klei;13.93
0.3;12.9342387;klei;13.21
0.3;19.81367821;klei;14.05
0.3;17.771576;klei;13.82
0.3;22.32634858;klei;14.3
0.3;17.86817906;klei;13.83
0.3;17.67184291;klei;13.81
0.3;19.68382423;klei;14.03
0.3;17.58921308;klei;13.8
0.3;12.84777505;klei;13.19
0.3;18.81138241;klei;13.94
0.3;15.91870118;klei;13.6
0.3;21.71676658;klei;14.24
0.3;17.13523783;klei;13.75
0.3;69.20428079;klei;17.92
0.3;74.58871019;klei;18.3
0.3;70.96925928;klei;18.05
0.3;55.061927;klei;16.89
0.3;72.91477002;klei;18.18
0.3;66.04839167;klei;17.7
0.3;75.57167947;klei;18.36
0.3;69.27522788;klei;17.93
0.3;28.59596291;klei;14.86
0.3;32.21648029;klei;15.15
0.3;29.09691462;klei;14.9
0.3;20.87454303;klei;14.16
0.3;31.21700823;klei;15.07
0.3;26.25709698;klei;14.66
0.3;33.34274315;klei;15.24
0.3;27.16695404;klei;14.74
0.3;26.48712889;klei;14.68
0.3;29.63402199;klei;14.94
0.3;27.12186767;klei;14.73
0.3;19.62605917;klei;14.03
0.3;27.32117909;klei;14.75
0.3;24.50906069;klei;14.5
0.3;31.083274;klei;15.06
0.3;26.11443958;klei;14.64
0.3;76.05764477;klei;18.39
0.3;81.47860896;klei;18.75
0.3;76.1926563;klei;18.4
0.3;62.80994328;klei;17.46
0.3;78.58615697;klei;18.56
0.3;72.55262089;klei;18.16
0.3;86.22884827;klei;19.05
0.3;74.55467872;klei;18.29
0.3;37.36270762;klei;15.55
0.3;43.82805245;klei;16.04
0.3;36.39386499;klei;15.47
0.3;27.98671416;klei;14.8
0.3;39.93772732;klei;15.75
0.3;34.17676094;klei;15.3
0.3;42.3437934;klei;15.93
0.3;36.87204011;klei;15.51
0.3;8.82439047;klei;12.56
0.3;9.59903872;klei;12.69
0.3;9.285978925;klei;12.64
0.3;8.115225887;klei;12.43
0.3;9.383435167;klei;12.65
0.3;9.196213383;klei;12.62
0.3;9.541341226;klei;12.68
0.3;6.649499981;klei;12.16
0.3;10.66668849;klei;12.86
0.3;11.31513888;klei;12.97
0.3;10.66518366;klei;12.86
0.3;9.118918374;klei;12.61
0.3;11.59834778;klei;13.01
0.3;9.754194721;klei;12.72
0.3;12.09980639;klei;13.08
0.3;10.1152296;klei;12.78
0.3;71.04384527;klei;18.05
0.3;72.48860068;klei;18.15
0.3;68.96921006;klei;17.91
0.3;59.97453888;klei;17.26
0.3;71.00931874;klei;18.05
0.3;67.51776193;klei;17.8
0.3;83.2976687;klei;18.87
0.3;74.04981789;klei;18.26
0.3;45.36321649;klei;16.16
0.3;54.13196265;klei;16.82
0.3;43.37882972;klei;16.01
0.3;48.67287387;klei;16.41
0.3;42.73316448;klei;15.96
0.3;44.69893502;klei;16.11
0.3;38.26309359;klei;15.62
0.3;45.66365606;klei;16.18
0.3;39.39850487;klei;15.7
0.3;42.82481014;klei;15.97
0.3;39.69223126;klei;15.73
0.3;32.42671498;klei;15.16
0.3;41.64988063;klei;15.88
0.3;37.03849632;klei;15.52
0.3;42.8213834;klei;15.96
0.3;39.33601735;klei;15.7
0.3;53.60058101;klei;16.78
0.3;54.62373021;klei;16.86
0.3;51.45608454;klei;16.62
0.3;47.67718574;klei;16.33
0.3;57.73326987;klei;17.09
0.3;50.72726839;klei;16.56
0.3;60.5059591;klei;17.3
0.3;52.48056922;klei;16.7
0.3;29.25500153;klei;14.91
0.3;30.27858162;klei;14.99
0.3;28.38277408;klei;14.84
0.3;25.78310131;klei;14.62
0.3;32.92216334;klei;15.2
0.3;27.5231656;klei;14.77
0.3;30.20382469;klei;14.99
0.3;29.69140004;klei;14.95
0.3;29.25500153;klei;14.91
0.3;30.27858162;klei;14.99
0.3;28.38277408;klei;14.84
0.3;25.78310131;klei;14.62
0.3;32.92216334;klei;15.2
0.3;27.5231656;klei;14.77
0.3;30.20382469;klei;14.99
0.3;29.69140004;klei;14.95
0.3;44.54552045;klei;16.1
0.3;47.89876127;klei;16.35
0.3;44.47310645;klei;16.09
0.3;39.71387016;klei;15.73
0.3;44.75980744;klei;16.11
0.3;42.70170059;klei;15.96
0.3;44.61680938;klei;16.1
0.3;47.65458788;klei;16.33
0.3;47.27616334;klei;16.3
0.3;48.94242167;klei;16.43
0.3;45.85880896;klei;16.2
0.3;42.14848313;klei;15.91
0.3;52.30227529;klei;16.68
0.3;44.44231871;klei;16.09
0.3;49.11568478;klei;16.44
0.3;48.12315084;klei;16.37
0.3;52.29154667;klei;16.68
0.3;55.19163786;klei;16.9
0.3;51.60632804;klei;16.63
0.3;45.74324107;klei;16.19
0.3;54.4672854;klei;16.85
0.3;49.56590692;klei;16.48
0.3;53.48805638;klei;16.77
0.3;55.97837099;klei;16.96
0.3;52.29154667;klei;16.68
0.3;55.19163786;klei;16.9
0.3;51.60632804;klei;16.63
0.3;45.74324107;klei;16.19
0.3;54.4672854;klei;16.85
0.3;49.56590692;klei;16.48
0.3;53.48805638;klei;16.77
0.3;55.97837099;klei;16.96
0.3;56.78789912;klei;17.02
0.3;58.40450201;klei;17.14
0.3;55.70421636;klei;16.94
0.3;50.20170238;klei;16.52
0.3;60.1448818;klei;17.27
0.3;57.11438289;klei;17.04
0.3;57.67753632;klei;17.09
0.3;58.26807211;klei;17.13
0.3;39.05783866;klei;15.68
0.3;40.36685144;klei;15.78
0.3;40.00258901;klei;15.75
0.3;30.43699141;klei;15.01
0.3;42.45721254;klei;15.94
0.3;38.07314913;klei;15.6
0.3;44.28008074;klei;16.08
0.3;37.78799637;klei;15.58
0.3;45.40409129;klei;16.16
0.3;48.14428858;klei;16.37
0.3;44.15576601;klei;16.07
0.3;41.45146368;klei;15.86
0.3;46.85739213;klei;16.27
0.3;45.33981186;klei;16.16
0.3;45.94904108;klei;16.2
0.3;45.9308757;klei;16.2
0.3;29.73209553;klei;14.95
0.3;29.7822273;klei;14.95
0.3;29.24402404;klei;14.91
0.3;25.74164437;klei;14.61
0.3;34.39381951;klei;15.32
0.3;28.52284207;klei;14.85
0.3;31.77361081;klei;15.11
0.3;28.6665006;klei;14.86
0.3;32.06416647;klei;15.14
0.3;34.03500115;klei;15.29
0.3;31.94669216;klei;15.13
0.3;27.94429403;klei;14.8
0.3;33.50325592;klei;15.25
0.3;32.66844063;klei;15.18
0.3;34.06696659;klei;15.29
0.3;30.28451483;klei;14.99
0.3;28.02680466;klei;14.81
0.3;27.43860692;klei;14.76
0.3;28.3001595;klei;14.83
0.3;25.72535184;klei;14.61
0.3;28.97028979;klei;14.89
0.3;28.85212611;klei;14.88
0.3;31.53116795;klei;15.09
0.3;25.3699305;klei;14.58
0.3;33.00079876;klei;15.21
0.3;33.8051017;klei;15.27
0.3;33.04987956;klei;15.21
0.3;28.1337937;klei;14.82
0.3;34.13374448;klei;15.3
0.3;33.77024382;klei;15.27
0.3;38.31783592;klei;15.62
0.3;29.79499215;klei;14.95
0.3;30.38751396;klei;15
0.3;31.82498138;klei;15.12
0.3;29.62067178;klei;14.94
0.3;24.46786062;klei;14.5
0.3;32.55430517;klei;15.17
0.3;30.62624544;klei;15.02
0.3;34.51345911;klei;15.33
0.3;29.10507425;klei;14.9
0.3;32.0421966;klei;15.13
0.3;34.73933112;klei;15.35
0.3;38.91732538;klei;15.67
0.3;35.38797008;klei;15.4
0.3;31.01718121;klei;15.05
0.3;28.5491735;klei;14.85
0.3;29.16767278;klei;14.9
0.3;26.51672215;klei;14.68
0.3;29.17559147;klei;14.9
0.3;30.80603283;klei;15.04
0.3;28.57932784;klei;14.85
0.3;24.87639477;klei;14.54
0.3;29.52265762;klei;14.93
0.3;30.90153291;klei;15.04
0.3;32.84276486;klei;15.2
0.3;26.70042949;klei;14.7
0.3;24.08910535;klei;14.46
0.3;25.04825178;klei;14.55
0.3;24.22445106;klei;14.48
0.3;22.47765522;klei;14.31
0.3;25.09525401;klei;14.56
0.3;23.68512414;klei;14.43
0.3;27.57684107;klei;14.77
0.3;20.51616016;klei;14.12
0.3;32.01746085;klei;15.13
0.3;33.93545357;klei;15.28
0.3;35.20655429;klei;15.38
0.3;29.4559949;klei;14.93
0.3;33.3253582;klei;15.24
0.3;29.61584411;klei;14.94
0.3;33.21652364;klei;15.23
0.3;29.36649726;klei;14.92
0.5;31.3378245;klei;14.71
0.5;33.01215903;klei;14.87
0.5;29.74955871;klei;14.56
0.5;27.82612365;klei;14.38
0.5;35.37227504;klei;15.1
0.5;29.47014345;klei;14.53
0.5;32.804291;klei;14.85
0.5;31.13022062;klei;14.69
0.5;61.24464736;klei;16.81
0.5;65.47087405;klei;16.96
0.5;63.73617476;klei;16.9
0.5;58.29280737;klei;16.69
0.5;65.18419708;klei;16.95
0.5;64.22046474;klei;16.91
0.5;70.14583811;klei;17.11
0.5;41.6621754;klei;15.68
0.5;29.74812324;klei;14.56
0.5;30.30745226;klei;14.61
0.5;27.76522077;klei;14.38
0.5;26.25547238;klei;14.25
0.5;33.33627994;klei;14.9
0.5;29.22188895;klei;14.51
0.5;30.47040538;klei;14.62
0.5;30.88014298;klei;14.66
0.5;22.10116067;klei;13.97
0.5;22.15038665;klei;13.97
0.5;22.54014283;klei;14
0.5;18.63323699;klei;13.83
0.5;23.82726175;klei;14.08
0.5;21.21298186;klei;13.93
0.5;23.91080229;klei;14.08
0.5;22.43331234;klei;13.99
0.5;35.40390103;klei;15.1
0.5;41.73241269;klei;15.68
0.5;38.8752871;klei;15.43
0.5;33.90088482;klei;14.96
0.5;39.83301108;klei;15.52
0.5;29.36709374;klei;14.52
0.5;33.36703093;klei;14.9
0.5;30.75158688;klei;14.65
0.5;10.84629723;klei;13.76
0.5;11.23232444;klei;13.76
0.5;11.73161423;klei;13.76
0.5;11.64672352;klei;13.76
0.5;11.08774906;klei;13.76
0.5;9.659370695;klei;13.75
0.5;9.486972404;klei;13.74
0.5;11.07932623;klei;13.76
0.5;100.5418846;klei;18.16
0.5;108.9093987;klei;18.49
0.5;109.3986716;klei;18.51
0.5;97.13006207;klei;18.04
0.5;99.68840213;klei;18.13
0.5;90.80655945;klei;17.8
0.5;98.874259;klei;18.1
0.5;98.98583948;klei;18.11
0.5;33.19840176;klei;14.89
0.5;34.41987318;klei;15.01
0.5;32.38030678;klei;14.81
0.5;31.31781349;klei;14.7
0.5;35.56121051;klei;15.12
0.5;32.21355456;klei;14.79
0.5;33.79782863;klei;14.95
0.5;32.69822517;klei;14.84
0.5;13.32853834;klei;13.76
0.5;14.23606952;klei;13.76
0.5;12.66128013;klei;13.76
0.5;11.45932989;klei;13.76
0.5;15.54314155;klei;13.77
0.5;12.41719789;klei;13.76
0.5;13.55586668;klei;13.76
0.5;13.42688271;klei;13.76
0.5;27.47003993;klei;14.35
0.5;28.00210236;klei;14.4
0.5;25.32596946;klei;14.18
0.5;25.95606181;klei;14.23
0.5;32.62039632;klei;14.83
0.5;25.44098685;klei;14.19
0.5;26.69839336;klei;14.29
0.5;28.24636936;klei;14.42
0.5;38.46176853;klei;15.39
0.5;41.03236206;klei;15.62
0.5;37.76578224;klei;15.33
0.5;32.52997786;klei;14.82
0.5;41.84557791;klei;15.69
0.5;36.66196305;klei;15.22
0.5;40.93745546;klei;15.62
0.5;38.45926113;klei;15.39
0.5;32.93654373;klei;14.86
0.5;34.29629687;klei;14.99
0.5;30.35117759;klei;14.61
0.5;26.59878131;klei;14.28
0.5;37.51465915;klei;15.3
0.5;31.46197075;klei;14.72
0.5;33.19173982;klei;14.89
0.5;37.14118062;klei;15.27
0.5;37.28340323;klei;15.28
0.5;38.73970885;klei;15.42
0.5;35.30067557;klei;15.09
0.5;32.61235803;klei;14.83
0.5;41.9803262;klei;15.7
0.5;35.79838317;klei;15.14
0.5;37.64440879;klei;15.32
0.5;38.90796199;klei;15.43
0.5;32.93654373;klei;14.86
0.5;34.29629687;klei;14.99
0.5;30.35117759;klei;14.61
0.5;26.59878131;klei;14.28
0.5;37.51465915;klei;15.3
0.5;31.46197075;klei;14.72
0.5;33.19173982;klei;14.89
0.5;37.14118062;klei;15.27
0.5;19.5476682;klei;13.86
0.5;20.80211326;klei;13.91
0.5;18.70411297;klei;13.83
0.5;17.32527524;klei;13.79
0.5;22.17681255;klei;13.98
0.5;18.33620382;klei;13.82
0.5;19.38337956;klei;13.85
0.5;20.10577998;klei;13.88
0.5;31.74467568;klei;14.75
0.5;33.3154049;klei;14.9
0.5;30.992817;klei;14.67
0.5;26.93516081;klei;14.31
0.5;36.89748568;klei;15.25
0.5;29.76035005;klei;14.56
0.5;31.63355456;klei;14.74
0.5;32.67795676;klei;14.84
0.5;38.57814458;klei;15.4
0.5;40.54674702;klei;15.58
0.5;37.51647309;klei;15.3
0.5;38.49377104;klei;15.4
0.5;43.37526875;klei;15.82
0.5;34.94044015;klei;15.06
0.5;35.45980454;klei;15.11
0.5;39.71450749;klei;15.51
0.5;32.69487055;klei;14.84
0.5;33.02117978;klei;14.87
0.5;29.14792329;klei;14.5
0.5;29.74416112;klei;14.56
0.5;37.61368026;klei;15.31
0.5;30.36977036;klei;14.61
0.5;36.95002479;klei;15.25
0.5;32.01735424;klei;14.77
0.5;29.89931404;klei;14.57
0.5;30.82284588;klei;14.66
0.5;28.4479192;klei;14.44
0.5;27.15698051;klei;14.33
0.5;33.02722142;klei;14.87
0.5;28.1724401;klei;14.41
0.5;31.99007919;klei;14.77
0.5;29.677712;klei;14.55
0.5;14.03682349;klei;13.76
0.5;14.63565088;klei;13.76
0.5;13.15863745;klei;13.76
0.5;11.87012929;klei;13.76
0.5;16.58049712;klei;13.78
0.5;12.92028792;klei;13.76
0.5;15.67562301;klei;13.77
0.5;13.41693878;klei;13.76
0.5;14.03682349;klei;13.76
0.5;14.63565088;klei;13.76
0.5;13.15863745;klei;13.76
0.5;11.87012929;klei;13.76
0.5;16.58049712;klei;13.78
0.5;12.92028792;klei;13.76
0.5;15.67562301;klei;13.77
0.5;13.41693878;klei;13.76
0.5;14.03682349;klei;13.76
0.5;14.63565088;klei;13.76
0.5;13.15863745;klei;13.76
0.5;11.87012929;klei;13.76
0.5;16.58049712;klei;13.78
0.5;12.92028792;klei;13.76
0.5;15.67562301;klei;13.77
0.5;13.41693878;klei;13.76
0.5;15.14384854;klei;13.77
0.5;15.87504182;klei;13.77
0.5;13.95695211;klei;13.76
0.5;12.41860335;klei;13.76
0.5;15.87664155;klei;13.77
0.5;15.62142257;klei;13.77
0.5;15.18102069;klei;13.77
0.5;17.0772577;klei;13.79
0.5;126.7241259;klei;19.18
0.5;135.8481063;klei;19.53
0.5;129.7780656;klei;19.3
0.5;127.4559306;klei;19.21
0.5;129.3476216;klei;19.28
0.5;119.0641778;klei;18.88
0.5;124.7610487;klei;19.11
0.5;120.813931;klei;18.95
0.5;19.17568599;klei;13.84
0.5;19.80659283;klei;13.87
0.5;18.14748431;klei;13.81
0.5;16.4617433;klei;13.78
0.5;20.37767825;klei;13.89
0.5;18.37227593;klei;13.82
0.5;19.58770732;klei;13.86
0.5;21.47632;klei;13.94
0.5;11.85821342;klei;13.76
0.5;12.16455541;klei;13.76
0.5;11.02683207;klei;13.76
0.5;11.54992296;klei;13.76
0.5;12.74905611;klei;13.76
0.5;10.79267571;klei;13.76
0.5;13.35611083;klei;13.76
0.5;11.36834087;klei;13.76
0.5;11.85821342;klei;13.76
0.5;12.16455541;klei;13.76
0.5;11.02683207;klei;13.76
0.5;11.54992296;klei;13.76
0.5;12.74905611;klei;13.76
0.5;10.79267571;klei;13.76
0.5;13.35611083;klei;13.76
0.5;11.36834087;klei;13.76
0.5;11.85821342;klei;13.76
0.5;12.16455541;klei;13.76
0.5;11.02683207;klei;13.76
0.5;11.54992296;klei;13.76
0.5;12.74905611;klei;13.76
0.5;10.79267571;klei;13.76
0.5;13.35611083;klei;13.76
0.5;11.36834087;klei;13.76
0.5;30.30274503;klei;14.61
0.5;31.6311665;klei;14.73
0.5;31.96755342;klei;14.77
0.5;29.24490183;klei;14.51
0.5;30.34230721;klei;14.61
0.5;27.46249356;klei;14.35
0.5;30.8597114;klei;14.66
0.5;30.61108128;klei;14.64
0.5;20.78249402;klei;13.91
0.5;21.52257756;klei;13.94
0.5;21.78354308;klei;13.95
0.5;16.56313423;klei;13.78
0.5;21.72521222;klei;13.95
0.5;19.04879489;klei;13.84
0.5;23.24941997;klei;14.04
0.5;21.58477617;klei;13.94
0.5;111.6278095;klei;18.59
0.5;114.2515361;klei;18.7
0.5;113.7225963;klei;18.67
0.5;107.151621;klei;18.42
0.5;113.8601073;klei;18.68
0.5;107.8703149;klei;18.45
0.5;112.5652134;klei;18.63
0.5;111.9732777;klei;18.61
0.5;23.28029483;klei;14.04
0.5;24.83459021;klei;14.15
0.5;23.82671342;klei;14.08
0.5;20.26153421;klei;13.88
0.5;25.26873308;klei;14.18
0.5;22.35317249;klei;13.99
0.5;25.11803538;klei;14.17
0.5;21.29928499;klei;13.93
0.5;24.74331828;klei;14.14
0.5;24.10562833;klei;14.09
0.5;22.59733206;klei;14
0.5;24.61170635;klei;14.13
0.5;30.71569919;klei;14.65
0.5;22.92592658;klei;14.02
0.5;25.06185124;klei;14.16
0.5;23.18508422;klei;14.03
0.5;25.89014274;klei;14.22
0.5;26.81973904;klei;14.3
0.5;24.83834793;klei;14.15
0.5;22.79626586;klei;14.01
0.5;29.1338905;klei;14.5
0.5;24.73901576;klei;14.14
0.5;27.52822773;klei;14.36
0.5;25.37551233;klei;14.19
0.5;49.33210554;klei;16.24
0.5;50.97048571;klei;16.34
0.5;51.49236389;klei;16.37
0.5;40.39891772;klei;15.57
0.5;51.99198518;klei;16.39
0.5;44.34393696;klei;15.89
0.5;50.7803345;klei;16.33
0.5;55.3467148;klei;16.56
0.5;18.50143569;klei;13.82
0.5;18.92654639;klei;13.84
0.5;18.69110561;klei;13.83
0.5;16.48649577;klei;13.78
0.5;19.1519578;klei;13.84
0.5;17.47377623;klei;13.8
0.5;18.45384141;klei;13.82
0.5;20.32632661;klei;13.89
0.5;13.65465626;klei;13.76
0.5;13.56784719;klei;13.76
0.5;14.19246724;klei;13.76
0.5;12.51341013;klei;13.76
0.5;14.29393579;klei;13.76
0.5;12.90534315;klei;13.76
0.5;14.09106166;klei;13.76
0.5;14.01852863;klei;13.76
0.5;17.15360898;klei;13.79
0.5;18.9456482;klei;13.84
0.5;19.18523068;klei;13.84
0.5;16.14025269;klei;13.78
0.5;18.02745308;klei;13.81
0.5;15.53949661;klei;13.77
0.5;16.34688967;klei;13.78
0.5;15.89029194;klei;13.77
0.5;15.90645802;klei;13.77
0.5;17.39313222;klei;13.8
0.5;16.26132706;klei;13.78
0.5;12.53441318;klei;13.76
0.5;16.58897869;klei;13.78
0.5;15.26767798;klei;13.77
0.5;17.89865106;klei;13.81
0.5;15.40102594;klei;13.77
0.5;15.90645802;klei;13.77
0.5;17.39313222;klei;13.8
0.5;16.26132706;klei;13.78
0.5;12.53441318;klei;13.76
0.5;16.58897869;klei;13.78
0.5;15.26767798;klei;13.77
0.5;17.89865106;klei;13.81
0.5;15.40102594;klei;13.77
0.5;52.29154667;klei;16.41
0.5;55.19163786;klei;16.55
0.5;51.60632804;klei;16.37
0.5;45.74324107;klei;16
0.5;54.4672854;klei;16.52
0.5;49.56590692;klei;16.25
0.5;53.48805638;klei;16.47
0.5;55.97837099;klei;16.59
0.5;25.95383391;klei;14.23
0.5;27.72838846;klei;14.38
0.5;25.35039462;klei;14.18
0.5;20.85968793;klei;13.91
0.5;28.07491018;klei;14.41
0.5;23.9266896;klei;14.08
0.5;29.19102476;klei;14.51
0.5;26.54574182;klei;14.28
0.5;30.58951492;klei;14.64
0.5;36.28213023;klei;15.19
0.5;34.34441327;klei;15
0.5;24.71087714;klei;14.14
0.5;30.64384302;klei;14.64
0.5;28.25973406;klei;14.42
0.5;29.54540927;klei;14.54
0.5;30.34019748;klei;14.61
0.5;72.9461142;klei;17.2
0.5;33.74561241;klei;14.94
0.5;30.18984999;klei;14.6
0.5;33.12402557;klei;14.88
0.5;103.7765603;klei;18.29
0.5;100.1594283;klei;18.15
0.5;99.2764527;klei;18.12
0.5;110.3508701;klei;18.54
0.5;322.9441352;klei;25.76
0.5;328.2346163;klei;25.93
0.5;323.207055;klei;25.77
0.5;314.1407542;klei;25.48
0.5;333.6795979;klei;26.1
0.5;327.5662624;klei;25.91
0.5;323.3611332;klei;25.77
0.5;310.4195275;klei;25.37
0.5;34.88864796;klei;15.05
0.5;35.17179894;klei;15.08
0.5;32.78474071;klei;14.85
0.5;32.68403768;klei;14.84
0.5;37.64326269;klei;15.32
0.5;34.80665737;klei;15.04
0.5;32.17957438;klei;14.79
0.5;38.95046391;klei;15.44
0.5;18.8667276;klei;13.83
0.5;17.48860253;klei;13.8
0.5;17.28606243;klei;13.79
0.5;18.45804323;klei;13.82
0.5;19.87017263;klei;13.87
0.5;19.73870409;klei;13.86
0.5;17.28533889;klei;13.79
0.5;21.94016939;klei;13.96
0.5;18.8667276;klei;13.83
0.5;17.48860253;klei;13.8
0.5;17.28606243;klei;13.79
0.5;18.45804323;klei;13.82
0.5;19.87017263;klei;13.87
0.5;19.73870409;klei;13.86
0.5;17.28533889;klei;13.79
0.5;21.94016939;klei;13.96
0.5;79.61957276;klei;17.42
0.5;73.21374585;klei;17.21
0.5;73.04085787;klei;17.2
0.5;79.82052069;klei;17.42
0.5;83.42626787;klei;17.54
0.5;84.04201172;klei;17.57
0.5;71.11902178;klei;17.14
0.5;92.67458353;klei;17.87
0.5;254.498252;klei;23.58
0.5;256.9472943;klei;23.66
0.5;254.7808864;klei;23.59
0.5;247.7121372;klei;23.37
0.5;256.2294168;klei;23.64
0.5;252.6585219;klei;23.53
0.5;259.9372294;klei;23.76
0.5;253.2222776;klei;23.54
0.5;27.90951604;klei;14.39
0.5;30.38066726;klei;14.62
0.5;28.37081257;klei;14.43
0.5;23.0674229;klei;14.03
0.5;28.77260969;klei;14.47
0.5;26.20700834;klei;14.25
0.5;31.53316582;klei;14.73
0.5;27.03492571;klei;14.32
0.5;27.90951604;klei;14.39
0.5;30.38066726;klei;14.62
0.5;28.37081257;klei;14.43
0.5;23.0674229;klei;14.03
0.5;28.77260969;klei;14.47
0.5;26.20700834;klei;14.25
0.5;31.53316582;klei;14.73
0.5;27.03492571;klei;14.32
0.5;27.90951604;klei;14.39
0.5;30.38066726;klei;14.62
0.5;28.37081257;klei;14.43
0.5;23.0674229;klei;14.03
0.5;28.77260969;klei;14.47
0.5;26.20700834;klei;14.25
0.5;31.53316582;klei;14.73
0.5;27.03492571;klei;14.32
0.5;21.0451056;klei;13.92
0.5;23.11568947;klei;14.03
0.5;21.34534869;klei;13.93
0.5;15.57686139;klei;13.77
0.5;22.67905054;klei;14
0.5;19.38552332;klei;13.85
0.5;23.46902836;klei;14.05
0.5;21.74423745;klei;13.95
0.5;59.99805264;klei;16.76
0.5;55.07016225;klei;16.55
0.5;54.08748008;klei;16.5
0.5;46.83802489;klei;16.08
0.5;60.31359386;klei;16.77
0.5;65.81545285;klei;16.97
0.5;66.10262188;klei;16.98
0.5;71.75903271;klei;17.16
0.5;18.96151863;klei;13.84
0.5;18.71592352;klei;13.83
0.5;18.57262732;klei;13.82
0.5;18.25636074;klei;13.82
0.5;19.03810242;klei;13.84
0.5;19.40931065;klei;13.85
0.5;18.85222555;klei;13.83
0.5;19.88608017;klei;13.87
0.5;175.835752;klei;20.99
0.5;172.1737194;klei;20.86
0.5;184.4990259;klei;21.29
0.5;145.9839361;klei;19.92
0.5;193.2637945;klei;21.58
0.5;171.4459991;klei;20.83
0.5;163.7269244;klei;20.56
0.5;199.7568643;klei;21.8
0.5;175.835752;klei;20.99
0.5;172.1737194;klei;20.86
0.5;184.4990259;klei;21.29
0.5;145.9839361;klei;19.92
0.5;193.2637945;klei;21.58
0.5;171.4459991;klei;20.83
0.5;163.7269244;klei;20.56
0.5;199.7568643;klei;21.8
0.5;8.676698071;klei;13.73
0.5;8.342191848;klei;13.72
0.5;8.494378624;klei;13.72
0.5;8.904290463;klei;13.73
0.5;8.607215295;klei;13.73
0.5;8.927471981;klei;13.73
0.5;8.237580377;klei;13.72
0.5;9.223757911;klei;13.74
0.5;49.94112779;klei;16.28
0.5;50.12001734;klei;16.29
0.5;48.66499199;klei;16.2
0.5;46.78446535;klei;16.07
0.5;49.83362875;klei;16.27
0.5;50.86797135;klei;16.33
0.5;49.36732419;klei;16.24
0.5;53.94949556;klei;16.49
0.5;28.9176269;klei;14.48
0.5;29.23267018;klei;14.51
0.5;28.87117537;klei;14.48
0.5;25.5259354;klei;14.2
0.5;29.43591568;klei;14.53
0.5;28.6110584;klei;14.45
0.5;29.23861369;klei;14.51
0.5;31.50801956;klei;14.72
0.5;21.40243744;klei;13.94
0.5;21.57909351;klei;13.94
0.5;21.90288145;klei;13.96
0.5;18.33442622;klei;13.82
0.5;23.2387023;klei;14.04
0.5;20.61605942;klei;13.9
0.5;21.51425416;klei;13.94
0.5;22.63164501;klei;14
0.5;18.82090485;klei;13.83
0.5;19.49222428;klei;13.85
0.5;18.96257466;klei;13.84
0.5;16.53896097;klei;13.78
0.5;19.88950088;klei;13.87
0.5;17.91732788;klei;13.81
0.5;20.20929885;klei;13.88
0.5;18.7364464;klei;13.83
0.5;20.19772993;klei;13.88
0.5;20.5772366;klei;13.9
0.5;19.9849925;klei;13.87
0.5;17.71382375;klei;13.8
0.5;20.32587684;klei;13.89
0.5;20.4211007;klei;13.89
0.5;20.73994612;klei;13.9
0.5;21.62113296;klei;13.95
0.5;22.09867975;klei;13.97
0.5;22.28135157;klei;13.98
0.5;21.29532836;klei;13.93
0.5;20.11253643;klei;13.88
0.5;21.59606748;klei;13.95
0.5;23.25621599;klei;14.04
0.5;21.97306516;klei;13.96
0.5;24.17619325;klei;14.1
0.5;42.18330416;klei;15.72
0.5;42.78630995;klei;15.77
0.5;41.29944686;klei;15.65
0.5;34.51030822;klei;15.01
0.5;43.66829931;klei;15.84
0.5;43.15428268;klei;15.8
0.5;43.74377938;klei;15.85
0.5;46.1207027;klei;16.03
0.5;65.26066004;klei;16.95
0.5;62.76033301;klei;16.86
0.5;59.1288575;klei;16.72
0.5;49.02165491;klei;16.22
0.5;65.56491492;klei;16.96
0.5;70.33744385;klei;17.12
0.5;73.34753322;klei;17.21
0.5;76.6638829;klei;17.32
0.5;21.90867687;klei;13.96
0.5;20.70378579;klei;13.9
0.5;20.40461509;klei;13.89
0.5;21.86959797;klei;13.96
0.5;21.11558882;klei;13.92
0.5;23.41808939;klei;14.05
0.5;20.43010407;klei;13.89
0.5;25.41895695;klei;14.19
0.5;59.99805264;klei;16.76
0.5;55.07016225;klei;16.55
0.5;54.08748008;klei;16.5
0.5;46.83802489;klei;16.08
0.5;60.31359386;klei;16.77
0.5;65.81545285;klei;16.97
0.5;66.10262188;klei;16.98
0.5;71.75903271;klei;17.16
0.5;46.09297592;klei;16.02
0.5;44.35938326;klei;15.9
0.5;43.11600188;klei;15.8
0.5;44.58757258;klei;15.91
0.5;43.81019587;klei;15.85
0.5;49.43969971;klei;16.25
0.5;41.64926087;klei;15.68
0.5;55.68871725;klei;16.58
0.5;65.26066004;klei;16.95
0.5;62.76033301;klei;16.86
0.5;59.1288575;klei;16.72
0.5;49.02165491;klei;16.22
0.5;65.56491492;klei;16.96
0.5;70.33744385;klei;17.12
0.5;73.34753322;klei;17.21
0.5;76.6638829;klei;17.32
0.5;21.90867687;klei;13.96
0.5;20.70378579;klei;13.9
0.5;20.40461509;klei;13.89
0.5;21.86959797;klei;13.96
0.5;21.11558882;klei;13.92
0.5;23.41808939;klei;14.05
0.5;20.43010407;klei;13.89
0.5;25.41895695;klei;14.19
0.5;32.99247336;klei;14.87
