GAFIDENT;GAFNAAM;Begindatum;Einddatum;KRWWaterlichaamcode;KRW_SGBP3;KRWmonitoringslocatie;KRWmonitoringslocatie_SGBP3;KRWmonitoringslocatie_SGBP3_MeetpuntInAquoKit20200701;SGBP3_NAAM;OPMERKING;OPPEAG;OppWater;OppLand;OmtrekWater;OppWater0_1m;OppWater1_8m;OppWater8m;Opp verhard;Opp onverhard;Opp water (BGT);verhardfactor;Plas;watertype;KRWWatertypeVoorstel_status;type;vijver;StedelijkLandelijk;LANDBOUWGEB;percopenwater
6510-EAG-1;Over-Diemen (Zeehoeve), Zeehoeve;20160428;;;;;;;;NVT;199831.242;20964.89778;178866.3443;6587.998023;0;0;0;36115.9375;142211.5625;21509.5625;0.180726923;;NTB;WBP 2016-2021;canal;;Landelijk;overig;0.104913013
6530-EAG-1;Bloemendalerpolder en Gemeenschapspolder Oost, bemalen;20160428;;;;;;;;KRW Overig water;4048345.721;257210.5232;3791135.198;145439.7662;0;0;0;592060.5;3193917.938;262447.875;0.146244603;;M8;WBP 2016-2021;sloot;;Landelijk;overig;0.063534723
6530-EAG-2;Bloemendalerpolder en Gemeenschapspolder Oost, langs de Vecht;20160428;;;;;;;;KRW Overig water;228520.7176;11808.55037;216712.1672;8704.531648;0;0;0;19556.625;196492.125;12476.875;0.085577383;;M8;WBP 2016-2021;sloot;;Landelijk;overig;0.051673872
6540-EAG-1;Aetsveldse Polder Oost, bemalen;20160428;;;;;;;;KRW Overig water;6423869.654;352003.1081;6071866.546;235452.5694;0;0;0;338932.875;5756972.375;350699.0625;0.052575412;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.054796116
6540-EAG-2;Aetsveldse Polder Oost, blokbemaling;20160428;;;;;;;;KRW Overig water;614462.1981;24022.63877;590439.5593;17740.08831;0;0;0;5014.8125;563003;23810.25;0.008473428;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.039095389
6540-EAG-3;Aetsveldse Polder Oost, stedelijk Weesp;20160428;;;;;;;;KRW Overig water;1510073.337;79045.19547;1431028.141;30729.86995;0;0;0;702836.25;728258.5625;79007.375;0.465422973;;M1a;WBP 2016-2021;sloot;;Stedelijk;hoge_potentie_lb;0.052345269
6550-EAG-1;Polder Nijenrode, landelijk gebied;20170213;;;;;;;;KRW Overig water;2079514.466;105597.76;1973916.706;71289.5634;0;0;0;82277;1886524.438;110578.75;0.039568041;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.050780007
6550-EAG-2;Polder Nijenrode, Kasteel Neijenrode en sportvelden;20170213;;;;;;;;KRW Overig water;634848.6656;69035.30101;565813.3646;18979.14173;0;0;0;40831.625;523502.875;70514.3125;0.064317085;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.108742925
6550-EAG-3;Polder Nijenrode, bebouwing;20170213;;;;;;;;KRW Overig water;385697.409;16871.42098;368825.988;6959.895661;0;0;0;147142.8125;221062.5;17467.25;0.381522636;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;0.043742635
6560-EAG-1;Over-Diemen (noord), Over-Diemen (noord);20160428;;;;;;;;KRW Overig water;33325.61316;830.6098977;32495.00327;622.0484498;0;0;0;2589;29850.5625;886.5625;0.0776868;;NTB;WBP 2016-2021;canal;;Landelijk;overig;0.024924069
6570-EAG-1;Polder Broeckland, Polder Broeckland;20170214;;;;;;;;KRW Overig water;364839.681;24465.88865;340373.7924;8003.021505;0;0;0;81837.9375;257877.6875;25127.0625;0.224310204;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;hoge_potentie_lb;0.067059286
6580-EAG-1;Breukelen boezempeil, Breukelen boezempeil;20170214;;;;;;;;KRW Overig water;173962.7657;1372.778498;172589.9872;832.9421418;0;0;0;53324.875;119237.3125;1397.75;0.306535377;;NTB;WBP 2016-2021;canal;;Landelijk;hoge_potentie_lb;0.00789122
6590-EAG-1;Rijnkade, Rijnkade;20160428;;;;;;;;KRW Overig water;624710.1781;13376.43096;611333.7471;5668.539859;0;0;0;416769.0625;194578.625;13375.9375;0.667125503;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.021412219
7000-EAG-1;IJmeer, Markermeer, Gooimeer en Eemmeer, IJmeer, Bovenmaat;20170126;;;;;;;;KRW Overig water;901036.3378;44896.13957;856140.1983;5895.764781;0;0;0;478566.75;377033.5625;45448.1875;0.531122076;;NVT;WBP 2016-2021;canal;;Stedelijk;overig;0.049827224
7000-EAG-2;Geen EAG, afstromend;20170414;;;;;;;;Geen KRW open water;83559.69;0;83559.69;0;0;0;0;56843.5625;26718.375;0;0.680256636;;NVT;;canal;;Stedelijk;overig;0
7000-EAG-3;Geen EAG, afstromend;20170414;;;;;;;;Geen KRW open water;50343.75;0;50343.75;0;0;0;0;36038.125;14306.75;0;0.715825096;;NVT;;canal;;Stedelijk;overig;0
7000-EAG-4;IJmeer, Markermeer, Gooimeer en Eemmeer, Diemerzeedijk noord;20170414;;;;;;;;KRW Overig water;606735.7998;52107.06012;554628.7397;9343.969977;0;0;0;99521.6875;455092.0625;52135.1875;0.164024494;;NVT;;canal;;Landelijk;overig;0.085880972
7010-EAG-1;De Gooise Zomerkade, De Gooise Zomerkade;20170124;;;;;;;;KRW Overig water;2117462.032;75911.3353;2041550.697;51477.88791;0;0;0;87545.4375;1949255.063;80691.4375;0.04134393;;M1a;WBP 2016-2021;sloot;;Landelijk;overig;0.035850152
7010-EAG-2;De Gooise Zomerkade, Blaricummer Meent;20170124;;;;;;;;KRW Overig water;927562.8592;76079.77929;851483.0799;18927.17021;0;0;0;520637.6875;341588.0625;65350.8125;0.561288101;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;0.082021157
7020-EAG-1;Huizen (oost), Bijvanck en Vierde Kwadrant;20170125;;;;;;;;KRW Overig water;2157198.067;63808.50726;2093389.56;15408.1805;0;0;0;951019.1875;1140818.875;65393.5;0.440851693;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.029579346
7030-EAG-1;Buitendijksgebied Naarden en Muiderberg, Buitendijksgebied Naarden en Muiderberg;20170414;;;;;;;;KRW Overig water;1688667.318;154655.1388;1534012.179;20780.62914;0;0;0;324978.1875;1207668;156045.375;0.19244378;;NVT;;canal;;Landelijk;kustpolder;0.091584137
7040-EAG-1;Eiland Zeeburg, Eiland Zeeburg;20170329;;;;;;;;KRW Overig water;937005.5359;39994.29899;897011.2369;14576.13248;0;0;0;447056;449657.375;40314.1875;0.47710016;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;0.042683098
7050-EAG-1;Haveneiland, Haveneiland;20160428;;;;;;;;KRW Overig water;1298601.599;144279.7915;1154321.808;12622.23089;0;0;0;871399.5;281744.25;145487.1875;0.671013969;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.111103969
7060-EAG-1;Steigereiland, Steigereiland;20160428;;;;;;;;KRW Overig water;392004.6802;75689.80015;316314.8801;1486.045565;0;0;0;241247.625;74953.375;75812.5;0.615406421;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.19308392
7080-EAG-1;Eiland Zeeburg (oost), Eiland Zeeburg (oost);20170329;;;;;;;;KRW Overig water;82484.74145;2386.772995;80097.96845;1166.975728;0;0;0;47209.3125;32754.0625;2526.5625;0.572303895;;NTB;WBP 2016-2021;canal;;Stedelijk;overig;0.028935934
7090-EAG-1;Uitstroom gemaal Zeeburg, Uitstroom gemaal Zeeburg;20161228;;;;;;;;NVT;27177.4361;11507.87013;15669.56597;684.3202927;0;0;0;2918;12749.8125;11509.9375;0.10736724;;M3;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;overig;0.423434723
7100-EAG-1;Huizen (west), Kwelvijvers;20170126;;;;;;;;KRW Overig water;322140.5965;30687.04009;291453.5564;3944.143732;0;0;0;37997.25;253010.1875;31137.625;0.117950745;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.095259773
7100-EAG-2;Huizen (west), Huizermaat;20170126;;;;;;;;KRW Overig water;2237689.692;55025.14445;2182664.547;8469.662185;0;0;0;1112446.875;1069218.063;56073.8125;0.497129915;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.024590159
7110-EAG-1;Eiland Zeeburg (zuid), Eiland Zeeburg (zuid);20170329;;;;;;;;KRW Overig water;72595.78858;3930.672107;68665.11647;1281.814572;0;0;0;29105.75;39442.9375;4048.4375;0.400921524;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.05414463
8000-EAG-1;Rijnlands Boezem, boezemland;20170414;;;;;;;;KRW Overig water;783281.9732;216875.5367;566406.4365;17878.01218;0;0;0;392392.9375;254197.875;219020.125;0.453313285;;NVT;;canal;;Stedelijk;overig;0.276880541
8000-EAG-2;Geen EAG;20170504;;;;;;;;Geen KRW open water;11371.77564;95.613193;11276.16244;194.3167382;0;0;0;2874.6875;8352.625;144.6875;0.252786449;;NVT;;canal;;Landelijk;overig;0.008407939
8010-EAG-1;De Lange Bretten, natuurgebied;20160428;;;;;;;;KRW Overig water;1097488.631;107000.4089;990488.2218;28106.17704;0;0;0;89241.5;898601.125;109682.25;0.081311597;;M8;WBP 2016-2021;sloot;;Stedelijk;natuur;0.097495688
8010-EAG-2;De Lange Bretten, polder;20160428;;;;;;;;KRW Overig water;1326904.503;131808.1424;1195096.36;40441.58894;0;0;0;263768.75;844874.5;135992.25;0.211924495;;M8;WBP 2016-2021;sloot;;Stedelijk;overig;0.099335063
8020-EAG-1;Overbraker Binnenpolder, volkstuinen;20160428;;;;;;;;KRW Overig water;819230.7574;66144.45697;753086.3004;28009.64543;0;0;0;166711.3125;584072.75;68465.5;0.203492709;;M8;WBP 2016-2021;sloot;;Stedelijk;volkstuinen;0.080739714
8020-EAG-2;Overbraker Binnenpolder, noord-oost;20160428;;;;;;;;KRW Overig water;117903.449;16676.32048;101227.1285;5247.692322;0;0;0;20334.9375;80500.75;17073.75;0.17246234;;M8;WBP 2016-2021;sloot;;Stedelijk;overig;0.141440481
8030-EAG-1;Osdorperbinnenpolder, veenweide;20160428;;;;;;;;KRW Overig water;1195877.176;184157.7635;1011719.413;52148.37637;0;0;0;191027.25;817127.375;187748.6875;0.159734694;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.153993878
8030-EAG-2;Osdorperbinnenpolder, Geuzenveld;20160428;;;;;;;;KRW Overig water;295053.936;18670.44341;276383.4926;4826.621035;0;0;0;110121.5625;166036.5;18897.6875;0.373222899;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.063278069
8030-EAG-3;Osdorperbinnenpolder,  De Kluut 2;20160428;;;;;;;;KRW Overig water;168924.3783;83511.06436;85413.31398;7270.581198;0;0;0;6063.875;78901.1875;83963.875;0.035896011;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.494369523
8030-EAG-4;Osdorperbinnenpolder, VTP Tigeno en Eendracht;20160428;;;;;;;;KRW Overig water;260772.4699;40445.96629;220326.5036;13589.55002;0;0;0;31681.9375;187634.1875;41460.875;0.121490536;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;volkstuinen;0.155100599
8030-EAG-5;Osdorperbinnenpolder, polder;20160428;;;;;;;;KRW Overig water;1344447.985;136662.6517;1207785.334;41195.43784;0;0;0;174096;1031118.188;139262.625;0.129489775;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.101649639
8030-EAG-6;Osdorperbinnenpolder, Tom Schreurweg;20160428;;;;;;;;KRW Overig water;37829.46332;7571.133076;30258.33024;3178.356608;0;0;0;2373.625;27626;7840.8125;0.062727208;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.200138527
8040-EAG-1;Osdorperbovenpolder, Osdorperbovenpolder;20160428;;;;;;;;KRW Overig water;1533603.732;137593.8382;1396009.894;64475.22952;0;0;0;333431.75;1058794.313;141413.25;0.217412104;;M8;WBP 2016-2021;sloot;;Stedelijk;overig;0.08971929
8040-EAG-2;Osdorperbovenpolder, Bovensloot;20160428;;;;;;;;KRW Overig water;60327.53241;8371.545198;51955.98721;4969.222756;0;0;0;19860.5625;31669.9375;8801.25;0.329189233;;M8;WBP 2016-2021;sloot;;Stedelijk;overig;0.138768235
8050-EAG-1;Lutkemeerpolder, Bisschopsmuts;20160428;;;;;;;;KRW Overig water;669903.5867;43254.42552;626649.1612;5713.987041;0;0;0;326786.125;299519.75;43614.375;0.487798548;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;0.064568135
8050-EAG-2;Lutkemeerpolder, polder;20160428;;;;;;;;KRW Overig water;1734919.738;118095.4748;1616824.264;43253.27504;0;0;0;218948.8125;1397127.188;118884.6875;0.12619814;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;0.068069705
8050-EAG-3;Lutkemeerpolder, natuurgebied;20160428;;;;;;;;KRW Overig water;535921.7191;84295.69665;451626.0224;13439.4135;0;0;0;49374.625;402265.6875;84296.125;0.092127763;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;0.157291063
8060-EAG-1;Middelveldse Akerpolder, polder;20160428;;;;;;;;KRW Overig water;1517909.64;159855.9466;1358053.694;40931.8475;0;0;0;717102.875;639725.3125;161113.5625;0.472417914;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.105313217
2630-EAG-3;Noordse Buurt en Westveense Polder, Westveen;20170207;;;NL11_2_12;;NL11_Westveen;NL11_Westveen;Westveen;KRW Waterlichaam;1211014.483;323627.0219;887387.4613;66954.83073;0;0;0;49769.25;837665;323582.3125;0.041097085;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.267236294
8070-EAG-2;Sloterbinnen en Middelveldsepolder, Gecombineerde Polders;20160428;;;;;;;;KRW Overig water;12604571.4;754489.5188;11850081.88;87758.79243;0;0;0;5447232.25;6398086.625;759544;0.432153234;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.059858403
8070-EAG-3;Sloterbinnen en Middelveldsepolder, SPP Ookmeer;20160428;;;;;;;;KRW Overig water;661486.6454;34264.80774;627221.8377;12106.98488;0;0;0;186055.6875;440389.5625;35058.4375;0.281261754;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.051799697
8080-EAG-1;Riekerpolder, Wielerbaan;20160428;;;;;;;;KRW Overig water;376550.6344;21426.80637;355123.828;7943.171989;0;0;0;66022.3125;288446.375;22089.5625;0.175330941;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.056902856
8080-EAG-2;Riekerpolder, polder;20160428;;;;;;;;KRW Overig water;3011395.271;237880.5176;2773514.753;71860.02405;0;0;0;949367.9375;1819779.813;242309.6875;0.315251986;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.078993455
8090-EAG-1;Nieuw-Sloten, Nieuw-Sloten;20160428;;;;;;;;KRW Overig water;1264353.428;96120.633;1168232.795;15060.09933;0;0;0;602519.375;564647.375;97206.5;0.476536003;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.076023548
8090-EAG-2;Nieuw-Sloten, Plesmanstrook;20160428;;;;;;;;KRW Overig water;318450.3161;61819.43696;256630.8792;16630.06056;0;0;0;50765.5;204681.1875;63017.625;0.159407186;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.194125846
8110-EAG-1;Begraafplaats Vredenhof;20160428;;;;;;;;KRW Overig water;54181.69991;3339.357565;50842.34234;1654.032965;0;0;0;13818.125;36944.75;3418.375;0.255035183;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;0.061632573
9010-EAG-1;Buiksloterdijk, Buiksloterdijk;20161227;;;;;;;;KRW Overig water;186604.1945;4423.996517;182180.198;933.5974887;0;0;0;116504.0625;65738.6875;4365.75;0.62432345;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.023707916
9020-EAG-1;Florapark (noord), Florapark (noord);20161227;;;;;;;;KRW Overig water;136993.1876;8980.314297;128012.8733;1064.89463;0;0;0;25915.875;102102.3125;8980.3125;0.189169042;;M11;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Stedelijk;park;0.065552999
9030-EAG-1;Florapark (zuid), Florapark (zuid);20161227;;;;;;;;KRW Overig water;32620.34034;3798.871241;28821.4691;537.6410536;0;0;0;1813.6875;27008.375;3798.4375;0.055599623;;M11;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Stedelijk;park;0.116457131
9040-EAG-1;Buiksloterweg, Buiksloterweg;20161227;;;;;;;;KRW Overig water;8998.697727;2604.153767;6394.54396;303.7948353;0;0;0;233.0625;6161.75;2604.1875;0.025898711;;M11;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Stedelijk;overig;0.289392293
9801-EAG-1;Wiel Onderwal, Wiel Onderwal;20170307;;;;;;;;KRW Overig water;35884.91514;7765.282171;28119.63297;1187.633827;0;0;0;1757.75;26276.75;7851.5;0.048981497;;NVT;;sloot;;Landelijk;overig;0.216394051
9802-EAG-1;Buitendijks gebied Muiderberg, Buitendijks gebied Muiderberg;20170314;;;;;;;;KRW Overig water;461227.7884;63.04591592;461164.7425;66.59544694;0;0;0;136973.8125;324263.5625;0;0.296970324;;NVT;;sloot;;Landelijk;kustpolder;0.000136691
9901-EAG-1;Geen EAG, lozend op riolering;20170418;;;;;;;;Geen KRW open water;46805.41;0;46805.41;0;0;0;0;35231.3125;11574.6875;0;0.752709321;;NVT;;canal;;Stedelijk;overig;0
9902-EAG-1;Geen EAG, lozend op riolering;20170418;;;;;;;;Geen KRW open water;203804.7865;0.047654586;203804.7388;15.75120514;0;0;0;70767.5;133038.125;0;0.347230357;;NVT;;canal;;Landelijk;hoge_potentie_lb;2.33825E-07
